1	1	1.214411	4.417382	-0.299031
3	1	6.077731	-6.212319	-0.417860
4	1	-0.276446	5.116106	-0.941428
5	1	6.795969	-5.169817	0.702152
6	1	6.533652	-9.171963	9.088455
13	1	4.335006	4.394095	9.661957
14	1	6.141333	4.348352	-0.025536
15	1	8.923962	-9.595686	9.197259
16	1	6.194600	-6.035491	6.808457
22	1	-0.965113	7.906315	2.343882
24	1	0.252566	7.037508	3.883959
25	1	-1.415044	3.919165	6.885411
29	1	2.271684	4.253520	-0.591327
30	1	0.350612	6.371583	0.365259
36	1	6.627757	-4.279715	6.820326
37	1	6.611765	5.237081	-3.575096
38	1	-1.445300	3.388122	7.801038
40	1	0.358881	7.832857	2.585127
42	1	4.176584	6.781518	1.364208
47	1	-2.499436	7.183265	-1.776653
49	1	1.711309	7.412390	1.550584
55	1	8.944097	-10.586972	7.183951
57	1	1.396081	5.667814	-0.125691
59	1	-1.288006	3.868942	6.401548
61	1	1.054348	6.823183	-0.450697
62	1	-3.291532	6.792059	-1.149188
63	1	6.208223	7.100656	-0.407623
64	1	7.744043	-4.611906	5.545144
65	1	6.187762	-5.622876	-2.899012
68	1	-1.001095	6.968133	-1.403115
69	1	8.073453	-8.708053	8.082165
70	1	0.400794	6.603086	-2.677975
72	1	-2.094851	6.457595	-0.969218
75	1	-1.404996	-6.957108	8.342158
76	1	8.361498	-10.833134	9.351060
78	1	5.827558	5.256602	5.177066
79	1	-0.724570	7.230089	1.467237
80	1	6.277567	-4.911842	-2.497774
84	1	9.077181	-3.660868	-0.876045
85	1	5.798896	6.145652	-1.874961
88	1	-1.042283	6.956392	-0.372105
89	1	5.293477	3.797254	5.264486
90	1	-1.613678	6.051953	-5.260673
92	1	0.761191	5.210429	0.296859
93	1	-0.301222	-4.027632	7.157056
107	1	-1.124400	7.364815	0.309523
111	1	9.063087	5.818694	0.315100
112	1	0.415643	-5.836192	6.976271
113	1	-2.703065	-4.357113	8.932547
115	1	0.778825	1.764894	8.672641
120	1	8.874657	-7.119109	-1.784719
124	1	0.659886	9.066753	-1.678885
125	1	-0.616540	3.237406	0.454231
127	1	1.532254	-3.446663	1.378159
129	1	-0.278144	-9.248122	5.895652
130	1	-1.691731	-3.999570	9.228803
131	1	-0.575451	-6.526192	8.469910
132	1	8.306255	-3.846384	4.682881
133	1	-0.250395	2.506505	7.082516
136	1	-4.475649	-2.931720	8.265895
137	1	2.554955	-5.995902	8.409897
138	1	0.069956	6.088175	-0.680980
140	1	-0.030883	8.439655	0.308177
143	1	7.366043	-8.419062	9.150457
144	1	0.851946	3.539601	0.295227
146	1	0.059188	2.249385	7.054055
148	1	-0.714284	7.491933	-3.887128
150	1	7.253218	-5.898316	-0.323024
151	1	6.671706	-7.062798	-2.885305
153	1	2.713222	-5.016549	7.828286
156	1	1.200282	6.484857	-0.991167
160	1	7.267687	-7.973889	8.169455
161	1	7.554512	-6.742601	8.400331
162	1	-0.284632	7.315922	8.196350
164	1	6.430003	4.475615	-1.204370
170	1	6.035938	-6.658684	5.836916
171	1	9.576257	-11.623236	7.148907
174	1	-1.462668	8.987671	2.178812
176	1	9.130424	-4.702325	-2.987439
178	1	-2.373989	6.587027	-1.040922
185	1	6.711566	-9.546980	8.919703
186	1	-0.864152	6.966329	-2.447491
187	1	8.162259	-7.432390	6.790718
188	1	2.842331	6.587316	0.272087
191	1	-1.155528	0.382873	9.009768
192	1	9.212538	0.896077	-5.914596
193	1	-0.480022	-4.503103	6.423768
196	1	-1.266317	5.065375	0.328118
197	1	7.424386	-0.365368	6.075411
203	1	3.048257	4.910836	-0.672563
208	1	-2.191211	8.095041	-0.322399
211	1	8.598274	-2.142404	1.012701
213	1	4.840144	5.731403	-0.131137
214	1	-1.967229	-8.895379	8.442226
215	1	8.212813	-10.656679	7.779002
218	1	6.625943	-6.156724	7.243386
220	1	8.636554	-5.083264	1.878870
221	1	8.618190	-7.269806	6.537654
223	1	-0.065279	6.899718	0.732548
226	1	7.450197	-6.289683	1.330660
227	1	5.988453	-3.851257	-0.150956
229	1	-0.891299	-3.689023	7.359672
232	1	0.023469	5.756362	6.002340
233	1	-0.233015	8.116697	0.105528
234	1	0.215376	7.149732	-0.667703
236	1	4.979269	4.081559	-0.181528
237	1	7.668946	2.306915	4.702347
239	1	-2.540393	3.455695	0.959651
240	1	1.141265	7.421978	0.982961
243	1	-0.273324	-4.043739	7.822799
246	1	6.646955	2.669720	-1.507615
248	1	7.236319	-7.880588	8.104057
249	1	4.548325	-4.873593	0.736066
250	1	5.324254	-7.614646	6.479238
259	1	6.824343	1.863430	-2.468264
263	1	-0.898822	5.442320	4.513105
264	1	6.990680	-10.428933	6.186859
268	1	2.594117	6.411874	-1.949221
269	1	1.643109	5.877726	3.442689
273	1	6.497576	6.491293	2.593817
