1	1	100	6.871913	-3.077588	6.920133	6.634408
2	2	90	5.134146	1.135137	7.640000	7.282358
2	2	10	5.088410	3.374176	4.829358	2.865916
3	1	100	-3.436393	3.234744	2.115356	3.840513
4	1	100	8.961182	-5.623053	8.119046	7.128152
5	3	39	6.949747	-6.246001	-0.638199	7.859522
5	3	46	1.319540	3.130440	-5.973990	1.857363
5	3	15	6.949745	-1.421992	5.114937	7.796716
6	2	75	5.364563	-10.795426	-0.870941	7.335232
6	2	25	5.364563	-8.564676	4.930142	7.335232
7	3	61	2.272168	-1.109893	6.781029	8.245228
7	3	25	7.546900	-7.212347	6.782777	8.249236
7	3	14	1.620570	2.372593	2.247050	3.557424
8	1	100	7.677854	-3.810202	-0.447500	7.801595
9	1	100	6.447038	-2.922517	-0.774583	7.768567
10	1	100	0.048845	5.641976	4.838767	-0.133272
11	3	35	6.735905	-0.250264	6.776418	0.917690
11	3	49	1.739542	4.336102	4.613769	0.719890
11	3	16	6.736120	-5.818698	7.021831	6.893276
12	2	43	1.025241	1.666152	-6.897580	-0.294569
12	2	57	6.357032	-9.128952	-5.443402	5.685020
13	1	100	-3.845824	2.316720	-2.812165	2.427875
14	2	88	7.414092	-7.082539	-0.124034	6.053908
14	2	12	6.974679	-1.211668	6.050463	6.008071
15	1	100	3.818439	-7.198619	5.923698	5.814208
16	1	100	5.394381	1.622121	2.709876	4.017242
17	2	72	3.646638	2.661414	3.151543	-1.176233
17	2	28	1.150942	4.324548	-0.041491	-2.120963
18	1	100	4.955117	2.519050	3.186879	3.549365
19	1	100	7.745862	-0.451606	5.544645	5.705398
20	2	72	5.995359	-5.180976	0.098532	6.775630
20	2	28	4.568930	-0.602402	6.502370	6.685267
21	1	100	2.567852	2.599113	-2.784351	-1.417839
22	1	100	7.697163	-1.120454	4.980094	6.354203
23	1	100	3.802862	0.315887	-5.930658	5.465048
24	2	34	7.023609	-2.202804	6.765845	7.915428
24	2	66	7.107372	-4.300545	1.255586	7.915458
25	1	100	0.783612	2.071788	-1.351277	0.651908
26	1	100	1.234650	3.639361	-3.418985	1.138555
27	1	100	3.031445	8.758598	4.920734	-1.444735
28	5	1	5.366579	1.586944	1.782688	6.126202
28	5	1	-0.042989	3.431491	0.708213	2.961864
28	5	1	2.913751	5.129688	3.684600	4.256716
28	5	3	2.797892	5.231324	3.607399	4.144382
28	5	1	4.495568	3.272925	4.553973	5.658689
29	2	87	7.971869	-9.654835	-1.402917	8.002424
29	2	13	7.971426	-3.868056	4.429464	8.002395
30	2	95	2.043530	1.908040	-5.179441	5.026054
30	2	5	6.629749	-3.104741	-0.358692	6.786908
31	1	100	7.254709	-4.017498	8.374510	7.724006
32	1	100	7.991952	-2.233337	7.551066	8.356536
33	2	86	0.261329	4.683547	-3.544000	0.247253
33	2	14	4.976644	1.129506	1.047699	0.247303
34	1	100	2.179644	1.468386	0.036834	6.072027
35	1	100	6.289712	-1.518914	6.860919	6.172763
36	1	100	3.001702	1.901317	-1.904431	0.216424
37	1	100	6.804051	-7.176630	-2.327756	4.461093
38	1	100	7.383404	-4.817092	6.227235	7.278791
39	2	93	-0.786353	5.155009	-6.152701	1.596096
39	2	7	4.562744	1.242040	-0.150100	7.631964
40	2	75	6.929195	-3.797379	6.763481	4.050089
40	2	25	0.607043	2.627100	4.218430	-0.936104
41	1	100	8.587997	0.763140	9.110624	6.901592
42	3	42	6.809713	1.407514	5.529025	3.976351
42	3	54	7.025085	-2.477204	-0.359905	4.562397
42	3	4	0.917137	3.819227	4.931783	1.205828
43	1	100	7.574269	-4.273707	9.148601	6.935704
44	1	100	2.192708	4.186481	0.924974	3.478328
45	1	100	5.994628	-3.450120	2.807111	7.198671
46	3	43	6.760003	-0.859870	2.295944	6.751357
46	3	34	6.760950	-0.906844	2.625444	6.751381
46	3	41	6.761091	-0.607393	2.961209	6.751374
47	2	55	5.764572	-5.483053	5.499693	7.501205
47	2	45	0.448004	3.249276	-6.493494	1.001624
48	2	69	0.400714	4.730463	3.510473	1.644634
48	2	31	6.232023	1.255512	7.995220	6.394500
49	3	50	0.515039	5.575563	5.083899	-0.272910
49	3	19	4.455658	-0.293127	2.165412	5.415508
49	3	31	6.800958	-2.593867	2.736500	5.488965
50	1	100	2.979943	6.099542	4.076626	3.328211
51	4	29	7.621815	-2.741086	7.978698	8.705270
51	4	69	7.636389	-8.059697	2.270435	8.705282
51	4	1	5.139657	1.042618	3.483560	4.520651
51	4	1	4.406381	1.495608	3.227386	3.539628
52	2	86	0.725577	6.583254	6.201123	1.974253
52	2	14	0.794505	5.528952	1.981833	2.043797
53	1	100	2.646132	1.503229	3.497925	4.588775
54	1	100	6.694783	-1.734922	6.837748	6.135017
55	1	100	8.493707	0.427717	-2.965751	3.966417
56	2	76	6.494410	-5.063425	0.587075	7.119868
56	2	24	6.494410	-2.707016	6.220987	7.119818
57	1	100	-0.108657	-1.254546	4.604136	6.019295
58	1	100	9.106047	-3.908419	-0.875426	8.884660
59	1	100	2.724354	4.079216	-2.904204	-0.486636
60	1	100	1.159566	4.142375	-2.630775	3.068008
61	1	100	9.238206	-3.100891	-2.179576	7.292181
62	2	18	-2.384159	5.553671	4.628423	3.767490
62	2	82	4.140001	-2.026902	8.696222	6.989744
63	1	100	5.246539	0.975721	2.077138	2.693039
64	1	100	7.547850	-2.321242	6.436920	7.564431
65	2	77	7.178307	0.087510	2.810768	3.093442
65	2	23	7.184198	-2.726226	7.285317	7.050654
66	1	100	4.803826	2.381859	-2.225794	-0.205487
67	2	52	6.424298	-2.688713	4.561967	6.236139
67	2	48	0.563944	2.981634	-1.546269	2.609292
68	2	88	5.888838	-8.730488	-0.194347	7.779987
68	2	12	1.089029	-0.257534	5.884169	7.503733
69	2	63	8.194661	-0.658413	5.283454	4.293640
69	2	37	2.812343	5.026193	5.039656	0.768813
70	1	100	3.728244	1.563225	2.140582	1.416751
71	1	100	-0.913185	1.834343	1.758911	3.050824
72	1	100	7.269759	-3.729827	5.252413	6.437368
73	2	31	2.431403	1.994099	3.481850	-1.367164
73	2	69	3.261001	-1.423215	0.469496	5.047898
74	1	100	1.978529	2.511709	3.104932	6.029125
75	1	100	3.485482	2.069772	-2.752307	3.610955
76	1	100	6.291656	-2.422191	0.764025	5.299602
77	1	100	6.384998	-4.499545	-0.864769	3.975549
78	1	100	-0.384601	2.863662	-1.852511	1.840598
79	2	82	7.562886	-2.827655	5.497985	7.108017
79	2	18	5.495914	2.884790	2.951032	5.242397
80	1	100	1.028781	3.470094	-7.095444	2.684397
81	2	37	5.742244	-2.572106	-2.783109	7.842335
81	2	63	0.878137	2.871310	-5.729580	3.503861
82	2	65	8.633731	-8.096983	1.295771	4.055373
82	2	35	8.633731	-3.577510	7.737155	4.054095
83	1	100	-1.854335	4.285243	6.685761	2.349101
84	2	61	6.635032	-0.309748	-3.767566	5.738707
84	2	39	4.133133	3.454742	-8.855900	1.009641
85	1	100	5.635256	0.873192	-3.551698	-0.257488
86	2	76	7.418100	-6.297840	1.685008	5.968056
86	2	24	5.814258	2.625058	4.666228	1.726556
87	1	100	5.794523	0.020176	-3.422354	1.374378
88	1	100	0.440643	1.390065	7.560564	6.488652
89	2	87	6.855607	-0.618847	6.980115	6.375269
89	2	13	5.047243	2.549846	3.625111	4.159348
90	1	100	0.497707	2.518522	-0.491506	2.482431
91	2	42	1.232833	2.181595	-0.708373	3.127878
91	2	58	5.526966	-4.866549	4.755618	4.839640
92	1	100	6.234159	-2.259537	4.416442	7.342650
93	3	65	3.203383	5.983456	-1.271302	-0.275807
93	3	23	6.174756	2.175201	-0.778042	3.690375
93	3	12	8.910298	0.257422	2.874439	6.177324
94	1	100	5.765200	-5.713305	-2.019342	6.143707
95	2	48	5.846694	-5.609795	7.888927	9.423868
95	2	52	5.846776	-7.368390	2.201442	9.423871
96	2	60	6.436286	-8.087359	0.592412	8.177336
96	2	40	6.433894	-2.948094	5.685372	8.177336
97	2	26	7.856146	-2.109490	5.923814	7.482079
97	2	74	2.065118	7.123685	-4.461819	1.795069
