40	44	-1.574572	3.280694	-12.298274	6.566269	-1.201793	-2.230768	3.624314	-12.217625	6.680669	-2.445281	-2.089714	3.529975	-12.265086	6.773172	-2.194532	-1.601170	3.293376	-12.296425	6.593491	-1.256245	-1.532898	3.130273	-12.307991	5.981385	-0.432460	-2.556844	3.981034	-11.873524	6.094212	-2.194121	-1.438493	3.164406	-12.313442	6.189918	-0.653904	-3.899254	3.106740	-12.188431	4.469580	0.887060	-2.132347	3.555877	-12.255399	6.754358	-2.275864	-1.433152	3.182939	-12.312711	6.273945	-0.753756	-2.203026	3.603539	-12.230897	6.706053	-2.401810	-1.975997	3.467974	-12.279096	6.790287	-1.973595	-2.189857	3.085641	-12.270760	5.460732	0.067382	-2.598293	4.028496	-11.821839	6.003043	-2.087241	-2.343521	3.725548	-12.135644	6.534427	-2.544510	-1.852268	3.407864	-12.285074	6.762675	-1.736368	-2.625252	4.057596	-11.789861	5.945073	-2.019699	-1.662627	3.113567	-12.299425	5.836273	-0.289636	-1.567586	3.124619	-12.305675	5.936565	-0.387776	-4.315543	3.160019	-12.141517	4.225434	1.010594	-2.324832	3.081662	-12.264783	5.379760	0.142148	-1.491447	3.236823	-12.305312	6.456827	-1.009653	-1.436832	3.191820	-12.311867	6.309437	-0.798707	-2.672615	3.074676	-12.250730	5.177354	0.324736	-3.392852	3.078359	-12.220797	4.763741	0.675400	-2.466867	3.078253	-12.258867	5.296389	0.218092	-1.820216	3.393032	-12.286183	6.748939	-1.675635	-1.777363	3.373483	-12.287693	6.726861	-1.594691	-5.775827	3.882682	-11.464301	3.395499	0.513995	-1.510039	3.247558	-12.303543	6.486083	-1.057420	-3.739106	4.534207	-11.151000	4.334774	-0.765034	-1.531062	3.258882	-12.301692	6.515088	-1.107195	-4.407707	4.547581	-11.017547	3.801849	-0.460981	-5.257091	4.417622	-11.020011	3.415545	-0.131402	-2.389550	3.775980	-12.087656	6.453494	-2.528182	-2.445950	3.843871	-12.019095	6.339738	-2.453709	-2.459631	3.860955	-12.001366	6.310350	-2.427696	-2.370755	3.754751	-12.108247	6.487992	-2.539733	-3.491987	3.081675	-12.215697	4.706485	0.720146	-1.973936	3.093850	-12.281314	5.597329	-0.060834	-2.424166	3.817045	-12.046593	6.385272	-2.489183	-4.115596	4.555594	-11.061537	4.005630	-0.582594	-2.182698	3.589122	-12.239210	6.722272	-2.367359	-5.782818	4.167915	-11.202986	3.315055	0.196962
94	44	1.448600	2.346451	-7.771435	6.385228	-3.160367	-0.963131	4.446747	-7.639274	3.247745	-2.558141	-1.883501	0.107163	-10.521763	7.154239	1.191523	-2.576643	4.309914	-8.104070	3.417474	0.084118	-1.711052	-0.115120	-10.718859	7.377500	0.860818	1.479257	2.339017	-7.717322	6.146459	-3.116749	1.481548	2.390808	-7.667015	5.776807	-3.099133	1.341549	2.694700	-7.682463	4.965845	-3.138200	0.553624	2.587980	-8.201109	7.677226	-2.709704	-2.622525	1.813769	-9.497567	5.422051	2.106456	0.840052	3.218406	-7.700235	4.147669	-2.931038	1.387769	2.384293	-7.834296	6.616698	-3.219157	0.788525	2.609975	-8.104082	7.482960	-3.038300	0.997925	3.079653	-7.702353	4.325768	-3.006056	-1.762731	-0.063377	-10.664119	7.315771	0.961746	1.407593	2.583994	-7.668874	5.205803	-3.136657	-2.988360	3.065198	-8.815925	3.454309	1.978355	1.247768	2.819773	-7.694087	4.729925	-3.115312	0.653915	2.606298	-8.156797	7.599733	-2.861116	1.446562	2.499647	-7.660010	5.418081	-3.122464	-2.891687	3.683431	-8.479368	3.368665	1.094511	-1.970631	0.268789	-10.407301	7.021047	1.346274	1.471760	2.428266	-7.659823	5.634352	-3.105883	1.310479	2.433063	-7.889136	6.805160	-3.265214	-1.739442	-0.088337	-10.689248	7.344104	0.916352	-0.633028	4.258652	-7.640903	3.304520	-2.569283	1.484031	2.344658	-7.701323	6.058702	-3.107062	1.364358	2.399455	-7.852828	6.681108	-3.235982	1.095444	2.986137	-7.701544	4.459564	-3.052250	-2.719177	2.048314	-9.367965	5.015867	2.219701	1.479755	2.398710	-7.664767	5.743877	-3.100196	-1.989578	0.307593	-10.381287	6.990093	1.378129	1.484761	2.373110	-7.674293	5.859651	-3.098094	-1.930915	0.191508	-10.460589	7.083593	1.277287	-2.376967	1.230489	-9.825015	6.182682	1.860194	-2.738952	4.031883	-8.278566	3.395309	0.554270	-0.201773	1.982817	-8.866470	7.998527	-1.524133	-1.360432	-0.099865	-10.983449	7.702045	0.193851	-0.913350	0.667450	-10.663728	7.934126	-0.535231	-2.455415	1.418877	-9.718210	5.969817	1.934598	1.463016	2.339893	-7.750265	6.298777	-3.141889	-0.561603	1.396574	-9.649370	8.006788	-1.030469	1.474833	2.337773	-7.728070	6.199389	-3.124321	-1.732166	4.740285	-7.713378	3.342355	-2.091908
157	44	-2.338824	6.003614	-5.776447	2.374428	-0.911262	-2.252947	6.028944	-5.537127	2.003728	-0.467285	-2.199066	6.062493	-5.458114	1.917251	-0.393323	-1.698560	6.398522	-4.878805	1.438368	-0.221114	-2.089214	6.385062	-5.656138	2.686953	-1.598134	-2.281893	6.094144	-5.800233	2.526504	-1.180125	-2.106536	6.358416	-5.674723	2.678143	-1.567986	-2.241923	6.153573	-5.784963	2.577173	-1.290476	-0.594574	7.466146	-3.516497	1.313974	-1.597881	-1.951398	6.598343	-5.481233	2.738274	-1.816156	-1.113612	6.861211	-4.253902	1.068358	-0.543999	-1.967105	6.574039	-5.503360	2.733838	-1.792835	-0.712185	7.279656	-3.743242	1.130606	-1.187998	-0.558013	7.580703	-3.379890	1.484873	-1.911993	-0.868881	7.753744	-3.487178	2.313035	-2.816457	-2.094282	6.129787	-5.322234	1.786421	-0.302658	-1.903668	6.671948	-5.410918	2.749878	-1.885229	-1.975722	6.207825	-5.182259	1.667605	-0.245868	-0.731143	7.255294	-3.772768	1.113864	-1.141085	-1.060190	6.909631	-4.193622	1.051605	-0.601959	-0.933699	7.731970	-3.587369	2.390194	-2.821361	-1.662215	6.424575	-4.840201	1.410723	-0.226621	-1.763549	6.883551	-5.181058	2.769157	-2.075615	-1.363061	6.651047	-4.524337	1.198869	-0.342647	-1.823157	6.311181	-5.012676	1.536408	-0.216814	-2.198395	6.218689	-5.757436	2.617869	-1.390712	-1.278825	7.491479	-4.233805	2.666733	-2.624994	-0.925929	7.038600	-4.035360	1.036530	-0.776994	-2.057361	6.434226	-5.619821	2.701571	-1.651650	-0.733790	7.769310	-3.320016	2.114688	-2.725561	-1.074681	7.657558	-3.834519	2.528033	-2.776478	-0.910167	7.740836	-3.549809	2.363294	-2.821822	-0.668612	7.757708	-3.269031	1.990920	-2.620105	-1.317633	6.687641	-4.475988	1.170436	-0.371656	-0.671895	7.334899	-3.676184	1.174567	-1.299483	-1.578038	6.486020	-4.751233	1.348069	-0.246497	-1.664289	7.026708	-5.000989	2.770253	-2.201770	-1.738355	6.370306	-4.921266	1.469083	-0.217249	-0.761418	7.218041	-3.817875	1.091385	-1.071844	-0.565509	7.543889	-3.422940	1.423687	-1.803967	-0.886602	7.078847	-3.986436	1.041081	-0.837811	-0.570409	7.527109	-3.442924	1.397948	-1.757155	-1.477340	6.561758	-4.645132	1.275826	-0.283298	-0.561016	7.563014	-3.400411	1.454609	-1.859117
188	44	-2.303371	2.850952	-6.768412	6.672928	-4.235987	-2.355057	2.996279	-6.929441	6.233585	-4.226951	-3.094176	3.299945	-6.653413	6.691627	-4.890952	-2.844171	2.799537	-6.083057	7.961732	-4.849506	-2.884998	3.294771	-6.870274	6.252900	-4.662092	-3.147552	3.249013	-6.501462	6.995852	-4.976577	-2.790682	2.762675	-6.090649	7.973303	-4.804140	-2.362411	3.005531	-6.936075	6.213630	-4.230545	-0.999454	3.914252	-8.264215	3.345407	-5.341685	-2.422741	3.066685	-6.969730	6.106954	-4.266728	-2.305686	2.834724	-6.742903	6.736872	-4.245138	-2.375129	3.020313	-6.945832	6.183796	-4.237306	-2.329345	2.957491	-6.897162	6.327809	-4.217219	-2.499340	2.681982	-6.316418	7.647354	-4.510784	-2.533165	2.679390	-6.273861	7.722553	-4.548705	-2.685196	3.226237	-6.961939	6.069241	-4.475841	-2.321590	2.942366	-6.882580	6.369113	-4.215766	-3.148643	3.182564	-6.378897	7.244133	-5.012158	-3.121679	3.284744	-6.595487	6.807559	-4.929301	-3.042611	2.992293	-6.163566	7.710890	-4.987637	-2.302829	2.867038	-6.791999	6.612628	-4.228667	-2.915530	2.858137	-6.090395	7.912396	-4.905273	-2.644986	2.694842	-6.164631	7.896373	-4.666790	-2.507900	3.130569	-6.985346	6.045272	-4.328454	-3.136913	3.145116	-6.324322	7.357029	-5.018208	-2.922366	2.864323	-6.092216	7.905536	-4.910305	-2.878278	2.826201	-6.083977	7.943110	-4.876875	-2.468273	2.687779	-6.359865	7.567341	-4.474935	-2.393367	2.718438	-6.485979	7.318601	-4.383233	-2.712928	2.720270	-6.120573	7.952220	-4.733239	-2.599971	2.684455	-6.203017	7.839259	-4.620553	-2.412812	2.707763	-6.449729	7.392513	-4.407939	-2.441034	2.695885	-6.401808	7.487256	-4.442578	-3.152092	3.203893	-6.413876	7.172703	-5.005012	-2.976664	3.310280	-6.799665	6.396822	-4.755587	-2.312643	2.920393	-6.859327	6.433636	-4.216024	-2.795328	3.269029	-6.920213	6.151223	-4.575961	-3.152705	3.217159	-6.437416	7.124935	-4.998834	-3.087320	3.302383	-6.665349	6.667707	-4.882099	-2.307896	2.904399	-6.840810	6.483959	-4.217999	-2.444123	3.084467	-6.976154	6.084455	-4.281375	-2.318120	2.934621	-6.874667	6.391247	-4.215536	-2.941497	2.882187	-6.098428	7.884233	-4.924073	-2.855853	3.287391	-6.888272	6.216152	-4.633600
212	44	-0.680428	-0.827750	-2.874350	4.929827	-4.876259	-1.612132	-0.063980	-3.505796	7.377992	-3.404773	-0.655371	-0.575758	-2.616311	4.633596	-5.470828	-0.748131	-0.136534	-2.302027	4.376539	-6.147610	-1.399251	-0.216019	-3.614024	7.066410	-3.317609	-1.174988	-0.415599	-3.658120	6.633016	-3.336804	-1.406919	-0.210026	-3.610917	7.079098	-3.319382	-0.681145	-0.344150	-2.442528	4.470897	-5.873112	-1.234796	0.253242	-2.036598	4.581727	-6.089929	-2.020139	0.176216	-3.228180	7.777804	-3.717201	-2.451230	0.432816	-2.710295	7.669263	-4.456054	-2.382431	0.378756	-2.879550	7.837984	-4.198499	-2.210778	0.415914	-2.261991	6.563920	-5.145656	-1.311773	7.149574	-6.808623	1.427849	-5.748936	-2.241448	0.296776	-3.042238	7.873786	-3.963627	-1.197027	-0.393537	-3.659050	6.681736	-3.327229	-1.653479	-0.037274	-3.480884	7.429712	-3.429055	-0.909729	-0.734259	-3.479388	5.898253	-3.698099	-1.589106	0.315115	-2.015604	5.071381	-5.775657	-1.518847	-0.127266	-3.558057	7.251301	-3.357862	-1.007198	-0.606028	-3.589388	6.204324	-3.498206	-1.276006	-0.319266	-3.651478	6.844437	-3.308598	-0.814358	-0.855765	-3.302128	5.550127	-4.016401	-1.386802	-0.225847	-3.618903	7.045547	-3.314998	-2.145777	0.403387	-2.212156	6.369971	-5.227751	-1.103155	-0.492057	-3.643596	6.462848	-3.384389	-0.931637	-0.704747	-3.509803	5.971231	-3.643898	-2.386902	0.447402	-2.457617	7.167740	-4.844008	-1.224407	-0.366971	-3.658233	6.740171	-3.318156	-1.564378	-0.095811	-3.533305	7.314922	-3.379299	-2.425524	0.450656	-2.531821	7.345499	-4.730825	-1.777767	0.341401	-2.044912	5.438477	-5.603749	-2.417715	0.402514	-2.817992	7.792436	-4.291103	-2.201793	0.274981	-3.079017	7.865762	-3.912904	-0.887533	-0.764135	-3.444854	5.821721	-3.759464	-0.724504	-0.900726	-3.053132	5.166292	-4.496826	-1.996051	0.163016	-3.246416	7.761240	-3.694431	-1.477824	-0.156636	-3.578898	7.190903	-3.341223	-1.209043	-0.381766	-3.658949	6.707660	-3.322878	-1.351527	0.278693	-2.019461	4.715268	-5.988779	-0.662325	-0.732912	-2.758709	4.790337	-5.137327	-1.629304	-0.052797	-3.495564	7.399791	-3.414619	-1.551064	0.309865	-2.013356	5.006540	-5.809986	-2.435929	0.416728	-2.773832	7.748620	-4.358406
255	44	-15.121078	1.017163	1.221079	9.014397	-2.467385	-11.015633	5.973279	-3.298640	9.914032	-4.376759	-14.715410	2.379635	-1.031524	9.130669	-2.111135	-16.160048	0.532987	0.726707	9.750526	-1.187504	-16.668544	1.999751	-3.272107	10.290724	-0.001120	-14.410880	1.310691	0.946815	8.801712	-2.690237	-15.416097	0.823028	1.267059	9.144094	-2.283731	-16.870821	1.672614	-2.299172	10.232591	0.079569	-14.710093	2.375667	-1.025640	9.124907	-2.114657	-16.369396	3.030871	-2.940459	10.135559	-1.068647	-14.379479	2.130607	-0.651033	8.765554	-2.332063	-15.554294	2.902438	-1.958184	9.793795	-1.568159	-15.889686	0.439879	0.983779	9.575633	-1.527987	-16.360006	0.663235	0.476285	9.878128	-0.935855	-14.233995	2.024286	-0.473864	8.638086	-2.427339	-14.483225	1.283056	0.985743	8.822893	-2.673829	-15.067854	2.633664	-1.419026	9.469129	-1.877946	-15.664935	0.525129	1.181966	9.372366	-1.904867	-15.658217	2.941738	-2.075734	9.847450	-1.504665	-14.334713	2.097902	-0.597864	8.722651	-2.361320	-16.642278	2.672107	-3.843874	10.329324	-0.474702	-14.413247	2.155336	-0.690560	8.799632	-2.309990	-15.738163	2.967364	-2.167059	9.885999	-1.456338	-13.963715	1.805544	-0.060062	8.522645	-2.616732	-16.881601	1.615206	-2.103816	10.223809	0.073739	-15.544102	0.685488	1.253213	9.238512	-2.134279	-16.516250	2.203542	-3.664523	10.320224	-0.109627	-15.791118	2.982148	-2.228052	9.910373	-1.424517	-13.885221	1.684339	0.200569	8.546111	-2.700907	-14.905409	2.519774	-1.240751	9.324787	-1.985143	-16.244462	3.038569	-2.775618	10.091204	-1.150089	-16.514090	0.799051	0.205439	9.987916	-0.719274	-15.231507	0.955897	1.244924	9.055724	-2.411979	-15.186520	0.981985	1.235927	9.038211	-2.435845	-14.110837	1.437247	0.732153	8.703592	-2.743389	-14.975464	2.569849	-1.317634	9.389578	-1.938790	-16.733113	1.922452	-3.074444	10.277338	0.030834	-14.611328	2.301926	-0.915827	9.015903	-2.179947	-15.829079	2.991682	-2.272048	9.927324	-1.401774	-13.898041	1.596695	0.396248	8.590706	-2.739604	-13.926575	1.558745	0.480214	8.614921	-2.748612	-16.477397	2.337314	-3.815567	10.333077	-0.196941	-14.356124	2.113536	-0.623414	8.742818	-2.347326	-16.651438	2.948451	-3.390897	10.240921	-0.831892
294	44	0.817322	3.034085	-2.777476	5.957616	-9.581987	4.235379	3.767366	-1.054590	2.403269	-10.497528	-1.093180	7.358103	-5.260900	4.446406	-9.740306	1.851454	2.914748	-1.978281	4.798442	-10.515269	1.689155	2.883497	-2.089596	4.976681	-10.378169	-1.055843	7.175151	-5.081470	4.622473	-9.723613	0.217012	7.916203	-5.778996	3.506917	-9.833365	4.333494	4.481925	-1.854388	1.591845	-10.061537	4.272876	3.888295	-1.165549	2.237975	-10.390846	0.424238	7.857847	-5.736589	3.446542	-9.838075	2.551179	3.056676	-1.543968	4.119761	-10.895711	1.869830	7.258475	-5.209733	3.032374	-9.863534	2.038116	2.953605	-1.855412	4.602678	-10.649593	1.376646	2.846214	-2.317231	5.335851	-10.072150	-0.682359	7.914665	-5.806932	3.826665	-9.803506	0.307070	3.779167	-3.235824	6.241126	-9.514732	0.389176	3.622170	-3.161923	6.227321	-9.507986	-1.082234	7.290532	-5.193316	4.512274	-9.734009	4.326550	4.589043	-1.981804	1.529663	-10.032163	4.304235	4.774830	-2.198367	1.470268	-9.994483	-1.085850	7.582037	-5.492216	4.220735	-9.762516	-0.194876	4.931198	-3.708506	6.045248	-9.576778	3.558478	6.270493	-3.931955	2.272916	-9.896440	1.795850	2.903609	-2.015931	4.858715	-10.470360	-1.098118	7.405184	-5.308776	4.399935	-9.744793	1.609814	2.870193	-2.145644	5.066197	-10.304864	-0.106622	7.968861	-5.823887	3.606502	-9.824908	0.139516	7.933494	-5.792270	3.530046	-9.831477	3.488384	3.230306	-1.073609	3.393378	-11.003618	3.748693	6.067228	-3.675360	2.109318	-9.903440	1.224893	2.851607	-2.435029	5.513478	-9.916122	1.912931	2.927382	-1.937225	4.732824	-10.562321	1.022049	2.903875	-2.600814	5.745357	-9.724354	3.931795	5.813829	-3.370561	1.912155	-9.912920	3.890285	3.358293	-0.925309	3.052680	-10.908628	4.279638	4.913385	-2.356376	1.463571	-9.974329	0.924558	2.954565	-2.683877	5.850478	-9.648092	3.610678	3.259984	-1.022815	3.299473	-10.988783	3.899623	5.863956	-3.429635	1.950195	-9.910948	-0.718194	6.240542	-4.355674	5.386813	-9.652248	3.210317	3.174544	-1.199364	3.599236	-11.009829	4.229667	5.122891	-2.591222	1.505245	-9.952291	-0.982050	6.934188	-4.864044	4.842613	-9.703177	-1.100285	7.453442	-5.358403	4.351800	-9.749485
327	44	-5.452261	5.949868	-2.388299	3.603011	-0.995847	-6.328660	5.759884	-4.491047	0.737506	1.568978	-4.761527	8.170746	0.995944	1.326255	-1.707797	-1.740983	8.412471	-2.213095	1.000219	-3.075316	-6.242770	5.978872	-2.043044	3.412362	-0.837328	-3.997163	6.109561	-2.835163	3.387544	-1.159557	-5.570042	7.374275	0.315757	1.818969	-1.094817	-6.018803	6.977265	-0.090350	2.065892	-0.888331	-1.770530	8.348551	-2.248805	1.070075	-3.027043	-6.779670	6.091841	-1.607836	3.110060	-0.702520	-2.133634	7.636940	-2.463202	1.756504	-2.532250	-6.620546	6.507481	-0.710341	2.475780	-0.693327	-1.915092	8.053691	-2.362314	1.371735	-2.814732	-4.258378	8.561953	1.265432	0.897228	-2.494647	-1.990825	9.453847	-0.178805	-0.821682	-4.510417	-6.516802	6.016097	-1.869395	3.295000	-0.773718	-6.728196	6.070202	-1.675607	3.158420	-0.718031	-3.267028	9.043815	1.120304	-0.212929	-5.247927	-6.881060	6.200474	-1.314353	2.900256	-0.659493	-2.245852	9.430126	0.198918	-0.961524	-4.843230	-4.756191	5.987022	-2.613865	3.629486	-1.101677	-3.456223	6.292688	-2.893863	3.043473	-1.374316	-3.160263	6.440582	-2.845848	2.852371	-1.572474	-3.754331	6.179908	-2.886125	3.233754	-1.221802	-1.654067	8.620115	-2.051393	0.759540	-3.239760	-3.195319	6.420525	-2.853974	2.876013	-1.547495	-6.568794	6.547632	-0.646922	2.432189	-0.706165	-2.832541	9.230488	0.816403	-0.689309	-5.403879	-2.005181	7.878068	-2.408300	1.538537	-2.694114	-3.829727	6.155979	-2.874019	3.282784	-1.195973	-5.457198	7.481997	0.416470	1.758107	-1.156741	-2.499004	7.048254	-2.611920	2.265291	-2.127971	-1.690090	9.314915	-0.835987	-0.329378	-4.011501	-5.587951	7.357456	0.299737	1.828590	-1.085419	-3.035849	9.144838	0.972784	-0.480056	-5.441497	-1.670192	9.290381	-0.901606	-0.273884	-3.967192	-5.805381	7.159702	0.104356	1.946106	-0.979485	-5.960468	7.026009	-0.036670	2.032467	-0.912087	-5.483746	7.456391	0.392815	1.772484	-1.141731	-5.677906	7.274183	0.219122	1.876951	-1.039835	-3.737124	8.831161	1.307056	0.345161	-3.975843	-5.778318	7.183657	0.128786	1.931324	-0.991906	-4.130353	6.078969	-2.797456	3.460291	-1.146099	-1.659988	8.604365	-2.066574	0.778614	-3.226811
470	44	-8.999800	4.837849	-0.157346	4.252506	-4.857115	-8.276795	8.171384	0.345757	-0.039666	-0.895133	-9.191576	4.782198	-0.039635	3.939233	-5.247425	-7.929610	5.216025	-1.102914	6.264242	-2.229250	-8.450865	5.085886	-0.505218	5.276842	-3.553539	-9.558441	5.204714	0.226367	3.211400	-5.855469	-8.851873	4.908223	-0.244467	4.502852	-4.529340	-9.800602	6.614610	0.769758	1.898776	-4.268508	-8.273143	8.013399	0.388221	-0.051241	-0.914405	-9.509639	5.064192	0.184548	3.333413	-5.790565	-8.505545	6.529663	1.052199	-0.028995	-1.070698	-8.636607	5.011968	-0.375593	4.901098	-4.018024	-8.316438	7.097806	0.643457	0.002732	-0.991093	-8.287059	8.417736	0.276195	-0.001755	-0.859830	-8.272420	7.930973	0.409891	-0.053469	-0.923558	-8.301017	7.249955	0.593544	-0.008571	-0.981029	-8.280202	7.563936	0.505239	-0.037534	-0.957935	-8.443812	6.591031	0.945431	-0.020017	-1.042771	-7.822079	5.367235	-1.739301	6.348290	-1.645814	-8.383962	9.533729	-0.781243	1.433059	0.447086	-9.743554	6.112362	0.462049	2.562596	-5.807263	-7.921129	5.526056	-2.090128	6.131858	-1.429551	-9.500779	6.656417	1.191662	1.101593	-2.284969	-8.604333	5.026127	-0.396605	4.964579	-3.938542	-8.249521	5.144647	-0.680518	5.694357	-3.039445	-8.713847	4.976219	-0.327104	4.753060	-4.205540	-8.412867	6.647894	0.883481	-0.010248	-1.030539	-8.165855	7.035892	-2.323427	3.975995	-0.024588	-8.630087	6.499929	1.209367	0.006622	-1.144217	-8.523423	5.059264	-0.451830	5.127390	-3.736821	-8.288016	8.436728	0.270623	0.002185	-0.856803	-8.269045	5.139822	-0.661365	5.654521	-3.089345	-8.499702	5.068297	-0.468836	5.175962	-3.677112	-8.288620	8.448539	0.267142	0.004708	-0.854895	-8.176295	5.161482	-0.757443	5.840530	-2.852797	-8.275419	8.124288	0.358564	-0.044145	-0.901129	-8.272385	7.893001	0.419791	-0.053661	-0.927581	-8.218276	5.152054	-0.712319	5.757430	-2.959687	-7.998991	5.667135	-2.296617	5.916257	-1.273221	-9.428254	4.907126	0.121649	3.512458	-5.667096	-7.808505	5.286529	-1.470413	6.400486	-1.833470	-7.989062	5.201078	-1.002169	6.175166	-2.380588	-8.817646	4.925298	-0.264669	4.563216	-4.450538	-8.286397	8.404359	0.280099	-0.004441	-0.861934
479	44	0.623935	2.325484	-5.531312	4.727920	-5.058049	-1.152521	3.367242	-4.617235	7.775819	-4.269572	1.631033	4.118006	-6.672933	1.767903	-2.850293	-0.504669	4.542651	-6.352049	5.133530	-4.435235	0.529309	2.210312	-5.414223	5.240471	-4.988517	-1.375677	3.790199	-4.723684	7.368548	-4.234365	0.632469	2.340030	-5.545969	4.672101	-5.064524	-0.074978	4.077549	-6.851856	4.698028	-4.751701	0.171686	3.669705	-6.916139	4.371105	-4.932149	0.662112	2.712865	-5.945590	3.860635	-5.128380	-0.623514	4.600130	-6.210508	5.248457	-4.366019	-0.119043	4.142742	-6.810643	4.748563	-4.717029	-1.486551	4.265640	-5.074260	6.653805	-4.166199	0.686137	2.572285	-5.787128	4.033952	-5.120772	-1.447768	4.358548	-5.191097	6.459612	-4.156760	-0.967228	4.626799	-5.822972	5.617440	-4.222846	0.651130	2.377169	-5.583465	4.538247	-5.079106	-0.576973	2.326572	-4.768565	8.266296	-4.275945	-1.129582	3.324700	-4.613985	7.809472	-4.271187	0.085480	1.978531	-5.110108	6.969128	-4.646150	-0.941372	4.630634	-5.851575	5.586797	-4.230801	0.363226	3.333538	-6.690585	4.081666	-5.041885	-1.495922	4.169849	-4.975177	6.830685	-4.179313	-1.328327	3.695763	-4.686809	7.472989	-4.245277	0.014398	3.936474	-6.913794	4.588293	-4.820646	0.297196	3.450046	-6.795348	4.181998	-5.007768	-0.739063	4.629774	-6.077371	5.364799	-4.308584	0.517974	2.199742	-5.403228	5.294283	-4.980226	-1.205830	3.465833	-4.629472	7.693403	-4.264527	-1.289473	4.508643	-5.446636	6.079339	-4.158956	0.065514	3.851672	-6.931728	4.520949	-4.858575	0.589583	2.276219	-5.481609	4.931424	-5.032561	0.237736	3.554421	-6.866309	4.272557	-4.973618	-0.208549	4.264232	-6.713336	4.845060	-4.646642	-1.022765	4.615855	-5.761366	5.685500	-4.207208	-1.024996	3.128924	-4.612977	7.951142	-4.274743	-1.459049	3.987696	-4.830965	7.116180	-4.206954	-0.411638	4.476463	-6.465872	5.044943	-4.496318	-0.574474	4.579937	-6.268329	5.200608	-4.393342	-1.493482	4.227112	-5.032116	6.727520	-4.171201	0.661991	2.404121	-5.610814	4.448826	-5.088079	-1.189756	4.560680	-5.570684	5.914666	-4.171748	0.173744	2.002452	-5.160284	6.666633	-4.716591	-0.861857	2.819377	-4.648322	8.134504	-4.271220
