216	20	4.352809	-0.181849	2.525079	0.611561	-5.256547	2.341466	0.500911	2.749186	1.316383	-8.796181	3.862290	0.724496	3.062623	-0.416587	-5.215522	3.809968	-0.168871	2.461195	0.934080	-6.516355	2.817444	0.211361	2.591736	1.325515	-8.165233	4.157323	-0.207083	2.482247	0.748582	-5.773318	3.152175	0.049505	2.521834	1.222130	-7.661869	4.493813	0.212341	2.805956	-0.092875	-4.161362	-1.049629	-1.519413	3.630582	4.858133	-9.756338	4.441555	-0.146240	2.560533	0.523983	-4.966977	2.134729	0.895132	3.053160	0.755308	-8.904005	4.547869	-0.020165	2.658801	0.298451	-4.433886	4.340194	0.407255	2.911744	-0.393823	-4.330512	3.623372	0.810788	3.099380	-0.256948	-5.741691	3.194547	0.903669	3.132618	0.033418	-6.754231	3.424581	-0.058565	2.484007	1.111318	-7.215956	3.413127	0.864308	3.120031	-0.110846	-6.234430	3.969931	-0.195781	2.464669	0.853364	-6.192510	4.183741	0.541851	2.978417	-0.505827	-4.590979	4.247264	-0.201722	2.497824	0.691039	-5.549434
682	20	-7.117652	0.861833	4.176870	4.148014	-5.834693	-5.876168	5.003206	-0.927189	-2.195926	1.642296	-5.854800	5.136924	-1.025084	-2.025854	1.666250	-5.852084	5.230617	-1.072658	-1.886950	1.670432	-5.940651	5.639574	-1.103320	-1.139055	1.590295	-6.409313	6.249785	-0.658658	0.283596	0.812883	-7.031434	5.955345	0.061476	0.901287	-1.156879	-5.880970	5.454623	-1.123539	-1.501224	1.647514	-5.923774	5.596346	-1.112904	-1.226580	1.607414	-5.934073	4.847792	-0.760537	-2.345382	1.569832	-6.732870	6.370151	-0.329060	0.850768	-0.083482	-6.028658	4.714421	-0.551215	-2.423020	1.420407	-6.312886	6.168154	-0.756036	0.060222	1.022867	-6.034947	5.826154	-1.028970	-0.744112	1.481425	-6.113411	5.943662	-0.955368	-0.481662	1.373357	-6.927738	6.224907	-0.109631	0.954963	-0.757309	-6.999944	6.075533	-0.004979	0.937000	-1.032325	-6.704630	4.814409	0.307921	-0.798265	-0.218186	-5.905267	4.911273	-0.836508	-2.291131	1.607619	-5.992200	5.750099	-1.065663	-0.908322	1.533569
709	20	-1.722086	5.765265	2.291851	-1.284211	-5.110632	-7.338468	6.808886	-4.026253	2.472145	1.081918	-7.097066	5.995681	-4.828086	2.933942	1.586251	-6.929760	7.314617	-4.264456	4.131073	-1.248523	-7.357283	7.897670	-3.747033	3.295571	-0.853086	-6.780946	5.969815	-5.873494	3.608439	1.412204	-6.572965	6.326886	-5.983625	4.050259	0.781244	-7.112832	6.034332	-4.769421	2.901195	1.568136	-7.008742	5.853830	-5.160057	3.120385	1.639616	-6.744875	7.076623	-4.596447	4.304845	-1.048774	-7.226223	6.396367	-4.368607	2.673756	1.370284	-7.213105	7.706635	-3.949310	3.665898	-1.117286	-6.781619	7.123172	-4.515144	4.277418	-1.109779	-7.182668	6.243942	-4.517177	2.759125	1.459284	-6.998663	7.406893	-4.180572	4.042797	-1.262071	-7.561570	7.756168	-3.497177	2.419213	0.016526	-7.408558	7.946661	-3.667729	3.134522	-0.723763	-7.257483	6.510636	-4.267094	2.614529	1.297849	-6.558301	6.826021	-5.143009	4.376394	-0.520590	-7.085889	5.970591	-4.869918	2.957275	1.597557
