3	2	3.217559	8.834400	6.855437	-5.145084	6.653404	6.560454	6.654078	2.010372	6.199006	0.010481
5	2	1.348496	7.451382	7.411739	-6.302058	6.659523	6.054784	2.223336	2.782783	5.256069	3.054621
6	2	7.861530	1.381083	3.231139	-1.101486	6.526018	8.003577	1.371307	-0.733657	5.250913	1.608567
8	2	3.497957	-1.296256	1.370790	6.678555	0.775922	3.330645	-1.211230	6.418401	-2.828291	7.349264
10	2	5.364789	5.450742	6.042035	-1.953973	9.397525	6.781435	0.816046	1.293840	5.756914	4.450301
11	2	1.242183	9.410225	3.781917	4.158440	0.996480	-0.012176	9.484069	4.570555	-0.135773	6.364985
12	2	7.527654	3.402526	4.777035	-0.806420	6.969073	7.602032	3.402288	-1.142782	4.908809	2.857116
15	2	6.344910	3.729478	6.644494	-3.390600	5.586956	8.299004	3.724642	1.344571	4.245625	1.639397
17	2	1.374642	4.801994	1.922306	6.692403	0.159025	-0.244104	4.801996	7.834595	0.337249	6.714670
19	2	2.706724	5.547731	2.207370	6.668762	-0.083447	-1.888026	5.576836	6.952478	2.186733	2.508413
21	2	3.459911	6.297018	7.341652	-3.311819	8.108406	6.524335	2.766185	1.112665	7.064767	2.575417
22	2	5.816033	6.348877	-0.371110	7.271185	3.446747	-0.388561	7.922697	3.728373	0.432681	9.103697
23	2	6.802126	6.106077	0.229987	6.598928	1.579734	6.777875	6.123965	2.902002	1.193636	6.914504
24	2	2.124069	8.676409	1.837424	4.526094	1.923049	-1.463661	8.682495	7.154571	-3.777706	6.655513
26	2	2.919439	5.124003	2.027335	1.871313	9.306193	-2.798231	5.124368	7.621057	-0.016005	9.306859
27	2	6.885079	1.946983	3.314575	5.932926	0.161052	1.593765	6.903150	5.918045	-0.777852	6.502666
28	2	2.878793	-0.591882	4.762560	1.622251	5.971035	4.913226	-1.186183	3.477197	5.825524	1.798881
29	2	-0.200113	8.372774	6.588443	-1.449349	7.881062	6.090057	5.331225	2.353439	4.931309	2.535083
32	2	9.579175	4.472816	1.477300	8.118256	0.655824	3.711099	9.020808	7.395972	-2.435550	7.062346
33	2	2.149889	6.143988	7.296859	-2.621843	6.229810	5.669302	4.530738	1.688523	6.491955	0.983170
36	2	6.121234	5.670489	1.779099	4.740132	0.680425	4.781057	7.145538	5.910142	-5.630746	6.393659
37	2	0.056516	4.761356	7.692770	0.261489	6.761843	6.377103	-1.640112	1.165509	7.622599	1.824331
38	2	4.140981	4.739650	-0.376434	7.017160	-2.189041	-1.491870	4.750411	6.111809	1.304514	3.274891
42	2	3.137986	6.350661	5.802696	-2.163528	6.625383	4.546366	5.755815	3.295838	4.971004	0.585762
47	2	7.362564	-1.905823	3.975531	6.376146	-3.596026	1.248683	-1.843079	8.502178	0.839405	0.938031
52	2	4.094848	6.109601	7.182609	-3.266970	7.841688	6.193073	4.132432	1.820262	5.502008	3.238359
53	2	6.956565	6.165457	1.487484	7.935802	2.261674	1.335998	9.623358	7.283879	-0.468865	7.473981
54	2	5.986564	6.027679	4.107344	8.473224	1.758653	0.255400	9.273897	9.486507	0.223182	7.342198
55	2	1.349848	6.641617	9.127147	2.524241	3.108314	2.698897	6.640063	3.308195	7.108022	3.061058
58	2	-0.955753	8.001577	6.766519	-0.956040	6.555020	-0.897761	8.001577	6.337041	2.102353	2.800555
59	2	4.856499	1.560911	3.057920	-0.240438	8.817350	4.868836	1.556157	-2.242064	6.439623	4.668040
62	2	7.360033	-0.766986	0.148242	6.091250	1.181204	5.328666	4.042152	6.041137	-1.803485	6.817169
63	2	0.455978	8.836514	7.799781	-5.596521	8.772648	6.386439	6.964832	1.415202	5.315037	2.756521
64	2	5.744427	5.195422	4.939699	-1.710137	6.098221	7.967714	1.946876	-0.084419	5.644566	0.383363
65	2	3.112599	6.356946	7.489632	-2.151228	3.729140	6.497928	1.792786	1.577652	5.122077	1.034148
67	2	5.322412	3.944407	0.336120	7.189825	1.710131	2.673798	6.071156	6.154967	-1.452920	7.195922
70	2	3.808246	2.832511	8.438880	-5.271148	6.552510	6.168500	1.798890	3.015920	6.648994	2.783240
71	2	4.117031	6.186397	7.847495	3.104219	-0.313582	5.742130	4.261982	4.907991	7.488515	-0.313594
73	2	7.561581	0.415585	0.494888	6.839522	-1.195849	5.318967	4.271457	6.530137	-2.442350	5.377506
76	2	5.669738	0.143576	0.945884	7.142641	1.086724	3.452950	2.371815	7.052716	-1.643279	6.493987
82	2	6.822630	3.729816	-1.104922	6.094035	2.506412	5.033360	4.689170	4.257253	1.391910	7.052557
83	2	5.438791	5.557836	1.827645	6.531520	0.617788	1.554721	7.344523	7.845466	-2.612334	6.442525
84	2	6.418425	1.353544	1.147645	6.239590	3.660230	1.120937	7.454249	6.334029	-3.706568	7.595593
85	2	6.042928	5.735297	-2.376399	6.631737	1.408073	6.042839	5.735447	2.002249	1.337225	7.734397
86	2	3.862914	6.904911	4.044254	0.899362	7.838770	3.864718	6.904909	-1.927916	6.703917	2.682494
88	2	-1.161232	6.748345	7.177568	-1.686316	7.161934	0.073762	6.707531	5.321416	3.210898	3.119182
94	2	7.440737	-3.445275	-1.506236	5.777181	2.282584	7.438984	-3.445274	2.542810	0.658757	7.122759
101	2	6.087527	3.672489	6.036114	-3.024821	6.627274	7.248829	1.160215	0.853538	7.851532	2.433633
102	2	4.504592	5.503808	4.071668	0.404713	9.560888	6.272455	4.198856	-1.080392	6.896451	3.876874
106	2	3.749746	2.047338	7.100146	-5.598698	6.290069	7.171932	0.886987	1.980142	6.662724	1.415376
107	2	4.064965	6.497691	1.307619	6.073406	1.677146	2.407979	7.285494	6.469146	-0.464098	4.723625
108	2	4.618456	6.878641	-0.257363	6.102168	-0.711952	1.944933	7.478225	6.001828	-4.605036	5.200678
109	2	0.239994	6.632811	8.112107	-0.753313	9.730953	1.061512	6.611435	5.509021	3.835872	4.232828
111	2	0.623320	6.684875	6.779790	-3.125299	6.670994	3.011073	6.449173	1.782048	4.277636	3.792932
112	2	6.350736	4.320777	1.719372	1.997954	6.853908	6.350739	4.320776	-1.878426	7.150054	1.059333
114	2	4.525300	4.840056	0.466264	6.559858	-0.790270	0.632775	5.131390	6.929170	-3.057723	4.275631
115	2	1.554277	5.828473	5.495110	3.337735	1.571754	4.719188	4.813953	2.748533	6.676774	1.545309
116	2	7.209772	0.921356	1.003875	7.288236	1.717028	6.981325	1.095803	4.977514	0.930295	5.344615
118	2	2.848370	7.240198	2.486171	3.476679	5.672812	0.563545	7.241699	6.963615	-2.332708	6.646670
120	2	5.097214	5.577773	1.150986	7.814895	3.978715	5.096910	5.577930	1.156254	3.505951	7.109233
121	2	0.426507	6.231044	7.058922	-5.047827	7.583508	5.225664	5.488877	2.921253	4.381086	2.223997
124	2	5.346978	4.980086	4.242378	6.750839	-0.039145	5.346960	4.980103	4.244492	1.535250	6.471805
125	2	4.918690	5.738094	5.921875	1.005533	3.499669	6.979644	1.133731	0.352423	5.194679	-1.134766
129	2	1.221223	5.623500	7.895220	-5.319135	5.184139	5.391183	3.578789	3.660304	5.632603	-0.273741
130	2	5.371610	3.995710	1.160952	5.873230	2.657554	4.031474	4.729012	6.041439	-1.280351	6.592200
132	2	0.422751	7.045064	1.884068	7.351978	1.270421	0.247495	7.045068	6.810960	0.165991	5.749299
134	2	0.226637	5.789387	6.012224	4.422643	1.404072	0.179819	5.791508	6.107897	-1.948937	6.796320
141	2	8.403618	4.989802	3.097282	7.610424	-0.390449	4.184294	7.346169	8.995722	-0.418144	5.526041
142	2	6.455751	0.357341	1.291868	6.746593	2.170831	0.368628	6.437465	6.558842	-2.507882	6.663382
143	2	3.018655	6.401081	8.122196	-0.092684	5.573861	5.121357	1.772058	2.566888	4.725830	-0.360397
145	2	4.968767	6.429541	7.213435	-0.448902	5.868914	7.330656	3.645069	4.727849	5.434080	1.161981
146	2	6.730492	4.294742	0.196241	6.477862	-1.178562	4.198049	5.459937	6.070552	0.362020	4.768089
147	2	5.808655	-0.630950	4.616463	4.727893	1.783665	-0.212083	4.269353	8.296686	-5.900403	8.121699
151	2	6.870347	-3.269270	4.730633	0.391056	5.439691	7.249534	-3.347329	-0.815814	6.806795	2.027202
152	2	2.239691	7.666318	7.205640	0.691784	4.603848	6.867631	2.116497	2.680442	4.865988	-1.758809
153	2	1.014530	6.662499	6.783778	0.523075	6.999340	6.611836	3.780383	0.151048	8.885063	0.981506
156	2	3.388891	3.612961	7.188098	0.382821	5.089932	6.027353	1.942959	3.313256	4.737419	1.325329
160	2	4.604785	6.106394	2.416298	3.580262	5.781774	1.634022	6.858614	7.120737	-3.724548	6.918389
161	2	-3.064809	5.883519	6.603012	-2.210953	7.255555	2.796750	5.883489	3.927364	6.290820	0.996781
162	2	5.121819	7.653172	-1.450725	8.341504	4.645981	5.116814	7.659579	1.397200	2.225916	8.533649
163	2	4.343503	6.994395	6.061768	-5.771553	9.456849	8.757532	4.343635	1.193177	5.516029	3.616580
164	2	3.529885	5.909082	6.299051	-0.005817	8.708582	6.385605	2.846451	4.297977	5.803354	4.922026
169	2	6.706469	2.596842	-0.083978	6.738417	1.715764	4.429435	4.491348	6.058600	-0.755757	6.573584
175	2	1.168999	2.848506	8.370312	-2.416604	8.144573	1.169442	2.848428	7.426178	3.940745	3.200420
176	2	5.954180	2.879987	0.471366	7.582471	3.904482	-0.125032	6.251015	5.695645	-1.141325	7.190417
177	2	6.476753	1.535149	1.444854	6.458120	0.726256	2.841641	1.557309	6.598077	-1.600863	6.676869
179	2	1.346137	5.807138	7.014813	-2.420467	8.495604	7.380144	0.023178	0.802414	7.384742	3.080102
180	2	6.722634	2.982547	7.767878	-1.953027	8.394528	9.295548	0.454031	2.054589	6.991611	5.136131
181	2	6.582562	2.312236	-0.694105	5.246266	3.741846	6.436001	2.516965	4.392878	-2.225084	5.510633
187	2	0.624349	4.112168	7.338864	-6.260262	8.090988	5.559452	-0.799885	1.166680	5.269716	3.271760
189	2	8.411498	3.913133	-0.331142	6.419569	2.598748	6.627469	5.206257	4.900226	-0.298395	8.309526
194	2	5.662914	6.603874	-0.551667	6.050071	1.741981	5.020570	6.904755	5.149993	-4.053448	8.343312
199	2	4.607950	4.431746	6.355916	-6.361349	6.841210	7.312712	-0.980344	0.539644	6.123236	2.761022
202	2	1.315531	7.400060	4.943852	-4.281467	6.563257	6.988314	1.057376	-0.711434	6.487106	0.847106
203	2	6.715403	5.097632	3.248984	5.647579	0.181481	2.388626	6.231063	6.846076	-0.550393	5.760539
204	2	3.132533	7.948624	5.419686	2.388801	2.785785	8.532026	1.354663	0.376550	6.431870	-2.947438
205	2	3.544511	6.800913	7.319369	-1.043376	8.423583	5.507490	3.604949	2.526092	9.186083	3.337328
206	2	7.201472	2.169153	3.326243	2.389086	3.525756	1.212970	6.296991	8.040310	-4.166434	3.675638
207	2	-0.710334	5.359142	8.749635	-3.670893	7.636560	5.789923	3.043570	4.329958	7.943054	1.998829
209	2	0.810893	3.679604	2.271210	8.511415	0.367154	-4.317880	3.679605	6.547438	-2.050501	6.201854
210	2	3.042925	7.271167	8.052510	-4.465730	5.279666	7.153791	4.727803	2.163571	-0.315781	5.272877
213	2	8.535425	-0.061070	0.289572	6.578282	-0.450214	3.561542	5.633286	6.802755	0.314803	5.354600
