1	1	100	-9.097878	8.103423	-0.419517	-2.709147	6.657322
2	2	67	7.753525	-0.928179	6.790529	1.739307	-0.620186
2	2	33	-3.265905	2.879269	6.262209	-0.771067	5.426937
3	3	34	-8.282217	5.338282	4.510214	2.321110	5.681691
3	3	43	8.057876	-4.462210	7.090694	2.088658	1.806611
3	3	23	-2.204283	5.338215	4.510215	7.398838	1.297867
4	1	100	8.710455	-0.970948	6.752152	4.105247	-0.562809
5	2	66	-2.855698	0.845017	6.539542	-3.667068	7.629434
5	2	34	4.653534	-5.048080	6.539568	-2.089004	4.748760
6	3	46	-6.591280	6.944306	2.228036	0.752904	5.817601
6	3	49	7.611871	-1.237936	8.657566	1.799166	-0.790716
6	3	5	-4.373655	6.934870	2.228069	6.020761	-0.248241
7	1	100	7.099339	-4.741141	8.716790	3.443250	0.724997
8	2	36	5.969046	0.137026	4.198195	6.948670	-3.512283
8	2	64	-6.104635	6.520539	0.875215	6.434935	1.802167
9	1	100	-11.988889	7.699898	1.473526	-0.504166	6.167957
10	2	43	4.895765	3.087569	2.931582	5.645105	-0.575631
10	2	57	-5.398809	7.314059	-0.719759	5.398409	2.362063
11	1	100	-9.920213	7.392265	0.529176	5.347959	1.576909
12	1	100	-7.791582	5.372453	2.483661	0.197520	8.240549
13	2	80	-9.554389	6.635173	-0.571759	0.126486	5.015595
13	2	20	5.317026	-2.000820	5.853710	-4.540181	-0.261130
14	2	32	-7.004488	6.933694	0.484215	4.231197	2.616944
14	2	68	-7.765596	6.933694	0.484215	-0.444669	5.669208
15	1	100	6.716892	-3.614091	7.182883	-0.528567	-3.722392
16	2	10	7.390643	2.758218	2.580972	7.121673	-0.210659
16	2	90	-7.987214	8.712079	2.567712	2.649158	7.383285
17	2	41	-9.861161	6.691499	2.001473	1.971466	6.158769
17	2	59	7.246288	-4.132413	7.244964	5.341559	-6.421500
18	1	100	-5.024457	6.726189	-1.429745	7.281439	1.260158
19	3	62	8.175083	-5.287582	5.765895	-3.596284	2.765140
19	3	34	-4.379793	5.246764	0.768636	-0.998578	6.051514
19	3	4	-1.852454	5.246750	0.768640	5.310548	-0.914131
20	2	65	-0.552386	0.061844	6.275135	0.724759	-0.091595
20	2	35	4.670263	-5.833274	6.275136	1.963952	-2.266764
21	2	76	-4.678714	6.826283	0.299129	7.807936	-2.541820
21	2	24	4.877734	-3.088137	6.556788	1.659526	-6.376183
22	3	82	-6.657389	3.785213	0.980508	0.534071	7.509979
22	3	6	3.633599	-5.147040	6.008623	5.441475	-3.565170
22	3	12	-0.149023	-0.158492	1.142027	6.676840	1.776549
23	1	100	-3.642956	2.431115	9.483202	-3.090494	8.173843
24	2	64	-3.218722	4.294082	0.360699	9.109044	-1.724430
24	2	36	7.372837	-1.329745	5.610297	6.605223	-4.393301
25	1	100	-2.093457	6.738736	1.960881	7.100858	0.565245
26	2	27	6.711214	-0.832416	6.573876	0.927854	-0.153882
26	2	73	-4.441498	6.808319	0.305985	6.686168	1.324336
27	2	42	-6.257563	6.622602	-0.304837	3.465386	4.917188
27	2	58	6.973387	1.847260	4.266699	2.342540	-0.489185
28	2	33	0.439033	2.516949	3.325530	6.146583	0.272044
28	2	67	7.642320	-0.561262	7.644228	2.830018	1.081435
29	2	81	-9.120061	7.145796	1.673669	-2.034592	8.177846
29	2	19	5.656550	-1.680754	7.339185	-1.519298	2.963621
30	2	72	-9.168136	2.044013	8.582325	-4.446786	6.531654
30	2	28	3.467203	-3.439258	8.989031	0.297430	-0.721159
31	2	67	-5.417410	6.509241	-0.835191	7.802477	-0.305280
31	2	33	5.285578	2.866700	0.843377	7.837345	-2.527966
32	3	53	7.422619	-7.424856	6.325019	6.992245	0.373830
32	3	29	1.596046	-6.519490	6.325019	0.540672	5.626548
32	3	18	-1.322495	4.936934	-0.288485	2.359445	6.128561
33	1	100	-4.947983	7.803219	1.971820	5.654653	2.114229
34	1	100	-10.016261	6.697763	1.082537	4.527998	4.468571
35	3	31	6.790685	-6.203271	6.728701	2.232609	0.173161
35	3	16	-6.086354	6.450245	0.636878	3.719827	-0.192151
35	3	53	-11.323786	6.450245	0.636878	-1.914373	5.661322
36	2	90	6.433370	-3.187614	6.457366	4.526294	-3.706029
36	2	10	-6.492979	7.476024	0.278971	6.412347	0.005404
37	2	91	6.359943	-4.908293	6.176820	1.843594	1.003155
37	2	9	-2.760503	4.463233	-0.155398	4.092384	4.765849
38	2	32	6.963957	2.268793	-1.744574	8.201896	-8.187447
38	2	68	-4.131684	6.036052	-2.900634	8.201897	-2.446366
39	3	68	-8.283220	6.154153	2.107943	7.053037	0.336835
39	3	18	4.963543	-6.180498	5.913017	5.426510	-4.439066
39	3	14	-5.576844	0.238540	5.592025	6.311316	0.388377
40	2	58	5.050175	-3.598668	6.513429	-2.050736	4.157780
40	2	42	-5.921340	5.329407	1.311298	2.340869	7.472064
41	1	100	8.479818	-3.815501	9.842659	0.716208	0.663540
