7	4	-1.724946	6.752242	5.633645	-0.634686	-2.849780	5.305970	2.611369	-3.554186	5.975327	0.411311	5.301252	-2.619316	-0.323323	-6.495902	6.330599	5.302851	2.624498	-0.472725	-0.634695	0.386922
9	4	-2.973325	3.947380	5.734650	-1.747742	-1.363336	4.934224	-0.276260	-0.317272	-1.749870	-0.062972	4.940600	-0.288697	-5.154812	4.644380	-0.062964	4.934224	-0.276260	-0.317262	-8.036453	6.074412
10	4	-1.474072	5.834781	4.044228	2.342390	-5.500431	4.011635	-0.821860	4.252996	2.118420	0.501987	5.960672	-3.634060	-3.237065	5.788241	0.502782	4.228304	4.205285	4.045311	2.341399	-3.492499
59	4	-4.673770	-1.352120	6.502196	-0.521842	6.650216	-4.601339	-1.352120	6.186430	3.878803	6.650216	-3.733888	3.946533	4.773263	7.661667	3.462951	-3.733886	3.946533	4.773262	8.101994	-2.594891
66	4	-5.268372	1.317495	6.515435	-5.702216	4.882111	1.097401	1.315558	0.795736	-5.702216	4.882128	6.771657	-3.941224	0.795736	-5.702223	4.885347	1.104281	6.285629	-3.868658	5.898159	-6.401964
72	4	-5.870516	3.556704	6.367065	1.552301	-2.206965	-5.870529	3.556704	6.372842	1.463153	3.446759	-2.258664	3.556704	2.807988	6.333647	3.446759	-2.114685	3.556704	2.772427	6.383968	-2.206965
75	4	-4.959647	8.608353	7.685854	-0.082655	-4.658549	0.766561	8.595021	2.166180	5.301674	-4.658497	0.766964	8.595013	-3.978778	5.301674	-4.658497	6.944640	3.754666	2.168424	5.295353	-3.258430
77	4	-3.424977	0.702308	7.585992	-3.213134	5.162686	6.952952	-3.377388	1.110052	5.852245	2.259281	-3.388090	0.701675	5.755783	5.884923	2.062626	-3.388090	7.293807	5.755783	5.931283	-1.368752
78	4	6.261456	-4.409268	0.093975	-4.951265	5.850286	0.161606	6.687294	-6.051299	7.796694	-2.772390	0.160386	6.687623	0.048522	1.303341	-2.772524	-3.411188	6.895762	6.538960	1.305411	-2.843172
83	4	7.614664	-0.225642	-0.248742	-6.452973	6.928101	7.614664	-0.225642	-0.248742	-0.340393	0.941648	8.521227	-0.225832	-6.157910	5.736464	0.941662	1.437118	7.017935	5.229031	-0.339503	-2.318467
92	4	6.883612	-2.795801	0.135033	-0.777151	0.062813	-5.854266	9.377304	6.364479	-0.773597	-5.599857	6.883612	-2.795800	0.135033	-5.714504	6.202453	6.883612	-2.795800	-0.851280	3.968069	0.062813
94	4	-6.090030	4.847498	9.459506	1.276996	7.101829	-6.090030	-0.986823	9.459506	1.276915	7.748724	-6.090030	-0.986823	9.459570	-4.797192	7.748724	-6.090030	4.847498	9.459570	-4.797112	7.101829
95	4	3.386055	-6.370925	5.151316	-4.583532	7.660403	6.468280	-7.194419	-0.002615	-4.583533	7.660403	-1.937976	-1.951315	5.151316	-4.583532	7.660403	-1.937976	4.159269	5.151316	-4.583518	6.229990
97	4	4.458520	-2.516066	3.817878	6.520668	-1.118323	-1.659370	0.590876	3.817878	6.520668	-1.118338	7.403093	-2.707127	-0.734799	6.520668	-1.118323	-1.659370	6.498780	3.817878	6.520668	-7.246662
99	4	-3.533353	6.145446	6.241714	-3.657534	4.194580	4.853979	2.254422	0.499035	-4.266741	9.069634	-3.531319	6.145446	5.891957	2.886868	4.194580	4.859159	2.238390	0.370062	2.108136	9.070105
108	4	7.365348	-6.210952	1.159417	-1.343687	8.454980	-2.858236	-0.902800	6.305695	-1.343015	8.439041	-2.525831	5.588592	6.084877	1.760487	3.806376	-0.599899	5.588453	4.862660	3.000966	-1.297578
122	4	6.326828	-7.403584	-0.156179	-3.132287	7.782673	-0.173618	-1.955572	-0.156179	-3.132287	7.782651	-0.076870	3.691700	-5.270084	6.346319	-2.100117	-2.713496	-1.955558	6.225900	-3.132287	7.782651
124	4	-5.248436	6.994936	8.489978	1.249440	-2.414779	-1.077870	6.993741	-1.443644	6.617697	-2.414663	-5.273463	1.777988	8.524945	-4.623044	9.090993	4.698373	5.216192	-1.414008	6.582092	-0.465192
