28	6	7.538352	-2.801913	6.374094	1.565359	-0.947901	-0.079968	1.565359	-0.947901	6.370683	1.565359	5.615815	-2.316482	7.538352	-2.801913	-0.076552	1.565359	5.615815	4.123673
114	6	4.569492	0.728964	7.153598	4.569492	4.766532	-2.320437	-1.056635	1.140620	1.549683	4.569492	0.728964	1.549819	-1.056635	1.140620	7.153479	-1.056635	5.225717	-2.878740
212	6	1.531671	-1.445611	-0.986313	7.235962	-3.327659	-0.985692	1.531671	4.126683	-2.008432	7.235962	-3.327659	5.464583	1.531671	-1.445611	5.463962	1.531671	4.126683	4.438415
310	6	0.220303	0.601903	7.323782	0.220303	6.813390	3.641987	6.191724	5.517420	-2.227547	6.191724	-0.707736	7.338881	0.220303	6.813390	-2.265660	6.191724	5.517420	3.735367
380	6	5.558221	-2.700189	-2.258471	-0.398784	-1.757444	-2.258471	5.558221	-2.700189	4.326169	-0.398784	4.742948	-8.521909	5.558221	3.799583	-6.872003	-0.398784	-1.757444	4.326169
539	6	-0.718802	-0.197087	7.466528	5.576863	-0.458047	7.492771	-0.718802	5.142281	3.812284	5.576863	4.881544	-1.853401	-0.718802	5.142281	-1.917433	5.576863	4.881544	3.890401
930	6	2.202245	6.715999	-5.985793	2.202245	0.169425	-0.193843	6.829344	5.264114	-4.269031	6.829344	-1.282379	-0.172250	6.829344	-1.282379	5.802614	2.202245	0.169425	5.781022
