133	4	0.334108	8.026073	0.352229	1.273263	1.138008	2.797368	6.779003	-6.317973	6.090502	6.964767	6.082336	1.844072	0.334106	9.330908	0.351950	1.273263	-5.169046	8.361014	6.778494	-4.388230	6.090500	6.964767	-0.227689	7.492628
414	4	5.287123	-9.563510	9.444278	6.781702	6.948917	0.070279	3.438530	7.985693	4.047486	2.096043	2.792721	2.700313	3.435475	8.931301	4.047485	1.515475	-3.512137	6.536536	5.287052	-3.841422	9.444278	6.768147	0.643701	6.479320
432	4	6.002137	-2.655607	4.522207	6.864963	7.848478	2.403487	0.593206	9.445741	-1.949501	2.533265	-3.702320	7.558805	5.994050	-0.938360	4.517116	6.864960	2.866478	7.345254	3.860188	3.676432	2.809408	2.594576	0.483106	7.558793
438	4	6.520434	-7.139961	5.201394	7.636442	6.207199	-1.188734	1.441513	10.506173	-1.112297	1.848675	-1.377451	4.163280	6.520434	-5.987362	5.201394	7.636437	1.230253	4.152346	1.517754	5.909215	-1.111973	2.801334	4.317751	-1.169343
446	4	8.213953	3.112095	4.149433	1.195752	-2.641558	6.380841	8.845173	-0.711633	5.041236	6.273228	2.769728	6.331749	2.462170	9.511374	1.010495	1.143239	-2.652009	6.380841	8.845173	-5.082831	5.041697	6.305567	8.301061	0.001418
459	4	2.511028	4.502666	0.406660	7.058370	-2.069730	7.729105	5.364593	1.867412	1.669439	8.973117	5.115341	2.878622	5.594563	-2.442202	6.489628	9.098451	5.830995	2.692956	5.593248	-0.031700	6.465178	9.098401	0.029099	7.728897
597	4	3.734920	10.442928	0.166802	-2.279465	-2.845976	4.876198	3.734974	9.356927	0.166807	-2.225989	3.385058	1.759062	8.059716	2.836372	2.074417	0.517855	7.833623	-0.606036	9.294204	0.484787	5.784451	2.268323	8.663132	-0.606038
708	4	0.058773	7.663719	1.226472	-3.466849	-2.340042	5.948456	5.750501	-5.061246	6.359343	2.930601	4.247678	0.162694	0.076593	6.423021	1.375352	-3.466137	2.635156	0.274360	5.748153	-0.614647	6.338710	2.929819	-0.721778	5.301607
846	4	5.816155	-4.907036	6.833405	8.141495	4.063774	4.772203	2.454697	6.811649	4.416830	1.923935	-4.261737	9.325160	5.799421	-2.989869	6.833216	8.141490	-0.922697	9.222266	5.541644	0.772533	6.796570	4.112216	4.063489	4.772366
896	4	6.244203	-5.514533	6.907871	2.395997	6.907951	1.416681	3.084994	8.617617	0.869983	-3.836199	-3.495194	6.285216	6.047064	0.608587	4.563173	2.338835	6.581399	1.424431	6.243542	-5.237441	6.888716	2.395997	1.642205	6.280320
