1	2	93.708195	319.507015	28.635254	85.813945	83.400764	0.647850	0.745568	0.138179	0.480900	0.480441	68.269956	1.000000	0.037035	133.510530	5.000000	0.020740	119.434347	3.000000	0.026193	44.456055	5.000000	0.017440	2.604984	3.000000	16.061500	67.872588	2.000000	99.633950
2	2	5.691955	881.894873	77.427903	3.143692	4.222712	0.353038	0.765714	0.706917	0.870311	0.353053	37.325377	2.000000	0.011320	153.246458	1.000000	0.014802	149.694783	2.000000	0.012150	64.984593	2.000000	0.092320	0.541145	1.000000	79.067352	5.084935	2.000000	80.907498
3	2	24.649319	751.566950	25.289759	69.892208	52.554069	0.426378	0.565677	0.629309	0.202337	0.529858	89.980201	5.000000	0.037805	117.129213	1.000000	0.017503	6.623598	6.000000	0.041284	43.728178	5.000000	0.123808	0.407845	2.000000	35.030558	27.890078	3.000000	36.695306
4	2	43.292166	927.163495	44.870130	34.967724	48.311463	0.911043	0.282897	0.440971	0.548860	0.361128	70.729780	1.000000	0.025937	181.380909	4.000000	0.010888	3.376201	6.000000	0.016604	47.060404	5.000000	0.038452	2.424986	2.000000	4.228768	42.399231	2.000000	94.907338
5	1	69.292626	78.148851	44.517414	12.553547	44.638200	0.707543	0.984294	0.236155	0.908130	0.169553	144.715709	6.000000	0.072477	165.668559	4.000000	0.016966	100.499960	6.000000	0.054368	64.169119	6.000000	0.015254	0.479747	6.000000	19.857726	41.435789	2.000000	24.341139
6	1	53.930922	458.763236	73.705382	77.986770	9.336662	0.108043	0.294402	0.560872	0.340180	0.293488	121.074683	3.000000	0.017032	55.103481	1.000000	0.014427	91.859387	4.000000	0.013887	58.790917	4.000000	0.016062	2.908374	6.000000	65.077867	2.090553	5.000000	37.405676
7	1	85.457443	997.434209	32.219684	72.448392	7.213448	0.935559	0.631087	0.266064	0.780987	0.440142	4.241020	5.000000	0.014071	181.911650	4.000000	0.017303	121.371580	4.000000	0.049458	7.871349	3.000000	0.038309	2.675946	1.000000	91.808539	56.332998	2.000000	84.178861
8	2	5.086330	875.096042	48.251673	47.323648	89.529041	0.464203	0.992188	0.365882	0.147041	0.815874	10.890018	1.000000	0.028133	49.547110	4.000000	0.023369	167.414505	4.000000	0.049663	11.967113	3.000000	0.059032	0.910304	4.000000	90.461874	65.095872	4.000000	67.077389
9	2	56.543364	415.775446	78.586419	11.351996	75.105840	0.923423	0.908650	0.258338	0.685701	0.371077	54.160245	4.000000	0.054432	127.177466	1.000000	0.045154	74.133454	4.000000	0.014787	49.914844	2.000000	0.018790	1.938185	2.000000	66.777865	55.225289	1.000000	61.327261
10	1	5.369656	461.918116	52.917733	88.205772	35.141506	0.666747	0.352325	0.739068	0.810990	0.629718	144.935362	1.000000	0.010416	162.313624	2.000000	0.023659	42.555461	1.000000	0.021846	53.444840	2.000000	0.011559	2.692294	1.000000	89.523962	72.126778	6.000000	31.718022
