4	2	3.869910	-3.180743	2.595223	-0.535990	-4.487057	6.533266	1.212397	-2.917446	-0.777901	2.915541	-6.141448	-4.882951	4.813360	5.737084
5	2	-1.152531	-8.630448	1.361217	7.537768	1.627336	0.610675	7.822419	2.958475	-1.454826	-4.536496	6.739988	-6.876147	5.139513	0.484623
12	2	-0.017016	-7.609755	4.655971	-6.226602	0.944314	3.879832	5.272568	4.250237	-3.662100	-3.452269	-3.416492	4.453996	0.747649	4.900950
19	2	8.496885	-0.416926	8.216635	-0.791517	-2.279776	0.009827	2.199178	-2.571034	4.350419	6.505183	5.320245	0.619828	-3.852769	0.347494
20	2	10.503832	-3.767645	-2.484498	-4.783626	6.058148	4.040118	-1.591726	11.908267	-3.254129	0.614726	-6.934506	6.256017	-1.981462	2.863809
21	2	7.401373	11.070647	-6.208240	-3.780976	-6.208622	1.086941	4.954029	-1.862522	8.584482	3.516483	-3.155202	3.086115	1.178104	1.209479
34	2	-2.064317	-0.584877	-1.459637	6.575432	6.018147	-2.283290	2.657052	-6.038693	8.630179	-1.992883	3.707394	2.712324	-2.979146	2.785441
35	2	4.614994	5.254751	-3.730053	8.145660	-3.212960	-3.135124	-1.824148	0.697969	-0.829125	-4.653398	5.660194	-7.307188	7.296457	4.581311
38	2	0.457281	1.761878	-5.401379	5.516103	7.807497	-2.448522	1.252221	-2.442816	6.396053	-3.330764	0.548740	6.465671	2.736751	-3.321976
39	2	5.493619	8.120469	1.449054	0.214686	-0.107193	-1.652555	-0.228160	1.350791	-2.275061	1.230787	-2.669652	3.387845	-0.989043	6.959704
46	2	-1.204303	-7.800392	8.670564	3.867814	-5.339170	4.109347	-0.690075	-0.310295	-7.191258	8.740447	9.098710	-6.171381	-0.342021	3.104262
47	2	0.790767	9.600434	-0.134672	1.750577	9.807805	-2.375495	-8.763151	-8.604137	4.551010	4.073804	4.188090	1.362236	-2.087271	-4.665041
50	2	-4.535886	6.438929	-2.297172	-4.628079	1.994661	10.147782	-4.170410	5.140001	0.406844	-3.019178	1.594706	-0.750201	9.866219	-3.984360
51	2	0.664969	5.373403	9.570705	-6.020550	0.747251	-3.603626	3.163759	-1.176915	3.739687	6.604147	-8.189666	4.425377	1.159704	0.212211
53	2	5.881067	-2.182557	-5.167269	4.846575	6.828298	-1.447777	-5.709514	5.528348	-3.733216	-5.220436	-0.388797	6.000968	3.956370	-7.785353
58	2	-4.856245	5.532112	-2.150524	6.841304	-3.665598	-2.317097	4.378050	-0.191718	5.637401	-1.364916	7.083029	2.502574	-1.289197	-1.240032
59	2	-3.711045	0.051064	-2.437898	3.560371	7.508314	5.342874	-1.170103	-1.189624	3.944227	-9.689579	8.010778	-4.406084	-1.423955	6.039336
66	2	8.981558	1.388746	-6.280868	2.437616	8.040025	-6.322055	-2.201446	1.294966	6.645930	-1.915284	-4.854943	7.000890	-1.240694	2.962201
70	2	-1.030639	2.355627	-2.745438	0.585337	-1.927470	5.332002	6.523498	0.782977	3.895881	-7.368399	-2.184604	4.377601	0.622335	6.474160
71	2	7.315810	-3.547819	6.682941	-7.452941	-1.939553	3.239463	-3.420631	9.113891	-9.886240	1.972303	-0.235801	5.905260	0.158093	-3.599951
73	2	9.105366	-2.405707	-3.853182	5.282790	0.939955	4.167807	-4.784756	9.017636	3.539783	-0.752612	3.526358	0.391787	1.277695	-1.152526
75	2	-5.260999	-4.515359	-0.556554	-2.492699	7.351179	7.100403	3.522247	4.779829	-4.757650	-2.060373	-0.932840	1.115295	4.203251	5.521391
81	2	-2.427550	5.810352	-1.169752	1.819433	-0.022400	8.985857	-2.907793	5.120007	-1.247754	-5.718964	5.269654	0.233168	-0.725413	2.230321
83	2	3.753235	1.275732	5.094777	-0.937612	6.538531	-2.906856	-1.772485	-2.326389	1.229422	-1.377026	2.430104	0.544082	7.816162	7.781113
90	2	11.147029	-3.051594	-4.802040	0.683863	2.602851	0.705771	2.087168	11.617713	-2.539246	-0.390622	0.192072	4.807841	0.717237	-0.680270
96	2	-2.099996	3.146051	-2.513240	0.656212	6.976327	7.634409	-1.041417	0.005730	2.053367	0.324125	-1.570854	9.678187	0.610324	5.432796
102	2	-1.626749	-3.460605	2.771484	-5.236476	6.157796	0.842980	8.009932	-0.153404	3.738563	5.184533	-6.327447	1.639254	5.648543	-0.868008
109	2	1.753591	-2.778007	7.188256	-3.836216	9.361631	-1.392838	-4.169050	0.335635	4.747469	1.540347	-0.766931	9.609829	-6.428399	-5.044292
112	2	8.074897	-3.091547	-5.173106	5.466413	9.725576	-4.197061	-5.068091	-1.047654	-1.323397	3.012963	-4.309449	7.128272	4.394852	-4.036037
113	2	5.027339	6.872491	-3.785108	5.666529	-3.455577	-0.442822	-3.632570	8.657438	5.877529	4.062450	0.356349	-7.690632	-4.155304	-0.444585
117	2	6.461284	-3.837401	3.009632	-0.732233	-3.211456	11.414019	-4.224746	3.274811	-4.649633	1.145718	6.814987	-6.631619	7.348080	-1.933526
118	2	0.983607	-5.139007	-0.145340	6.380488	1.824447	-1.999610	7.937723	2.671834	-2.071006	3.366712	-1.696351	3.246107	-5.561983	5.526155
120	2	8.612833	-3.348394	3.797988	-4.849056	-6.286988	7.715753	-2.528716	9.093431	5.353513	-3.188456	0.497695	1.818565	-0.763152	1.237159
122	2	12.462717	-3.777089	-1.619733	-1.521095	7.066256	0.896831	-0.490436	11.632208	-1.125187	2.403991	6.362772	0.718039	-1.812654	-3.442975
126	2	-1.812290	6.953104	-4.405124	6.212990	7.294162	-2.211682	-1.174106	4.307238	10.261146	-4.953067	0.534041	3.744389	-4.695316	-1.275241
132	2	2.417531	1.160346	-5.290575	-0.013619	4.969574	5.391709	-4.499692	-0.918107	5.179653	1.087704	0.454468	9.115146	-0.767338	0.153698
134	2	0.658423	-1.683205	-2.784764	1.686694	-4.752992	6.161104	6.465711	-4.480525	-0.694676	2.600084	-1.455217	-3.061893	9.475162	4.397009
135	2	-3.258523	4.673810	-3.346343	4.998047	0.927819	3.410650	-3.193128	4.758954	-0.471518	0.623665	-2.166342	7.652756	-4.578016	2.160980
150	2	0.096514	-2.734384	-1.507857	7.949429	9.418772	-0.423427	2.513560	2.007065	-0.715869	-2.552667	5.451156	-0.950516	-0.178030	7.658632
154	2	5.732041	-5.297456	0.181156	-3.835753	6.319303	3.731651	-1.156347	3.526703	-8.028419	-0.931542	-3.448210	-1.706055	10.119566	6.147870
156	2	4.332034	-3.640244	-4.157549	9.315124	-0.023635	-2.747175	3.299305	0.531731	-6.414745	-5.318048	7.657048	4.063861	-6.613485	6.333428
165	2	12.810953	0.570190	-3.127322	1.603452	-1.282339	8.944760	0.860469	7.876457	0.028409	-6.386385	-1.661146	-4.756483	7.363123	6.670052
166	2	-4.235057	8.549089	-0.813177	-4.184149	5.737957	4.743291	-3.888308	-4.620295	-0.496244	5.420121	-7.213860	3.650632	-1.452722	5.955071
173	2	5.058122	-5.029302	5.633106	-2.136035	4.879482	-7.279636	-2.452617	5.864021	-4.320352	9.556780	1.493546	0.178126	-3.826140	-3.245162
175	2	-5.987112	-2.258283	4.257832	6.603778	5.658241	-3.081457	-0.451190	-3.172689	3.956496	-4.060878	8.538015	2.963588	-0.458433	0.100713
