46	4	-3.347540	-3.828068	7.255100	7.245691	6.120093	5.713770	2.261492	3.977761	4.216659	-0.275766	-0.097284	6.549755	2.736582	0.925452	6.115754	2.493516	-3.881007	7.255107	7.245691	0.372259
516	4	2.825983	3.590219	4.117106	3.859828	7.629511	5.729039	-1.618698	5.978443	6.372571	4.748792	7.353054	3.590214	4.117110	3.859832	4.743975	1.204766	-1.616061	5.978242	6.372205	8.818309
661	4	1.408847	8.732196	0.447408	0.559314	5.805692	-4.716792	-0.668011	6.736558	5.545741	6.129178	5.844275	3.773811	0.637902	0.560724	2.950218	4.276541	1.353287	6.570174	2.814902	2.963996
684	4	-1.768554	0.133662	4.356151	6.782905	5.046445	-1.768454	7.416927	-1.481871	0.358449	5.046445	3.949476	-2.062097	4.367854	6.929365	-1.095833	3.992686	5.231057	-1.474742	1.096721	-1.121131
763	4	-0.261581	0.668638	8.835867	3.801007	7.408114	4.185066	-1.247511	8.974503	3.914382	2.892223	-0.249632	7.090069	2.726549	-1.420471	7.407982	5.951080	3.630712	4.041944	-1.417456	1.722742
1376	4	5.432696	-3.295073	4.892469	7.682830	0.161119	1.952399	5.934457	-0.206005	2.829538	5.457277	6.848103	3.838724	-0.198247	3.251344	0.093823	1.838085	-1.099296	4.882774	7.578654	5.459497
1729	4	-4.273890	-2.771776	6.643866	5.821487	6.878991	2.251047	3.278535	0.442759	1.944775	6.720059	7.859699	3.168082	0.451883	2.198595	0.727456	1.829240	2.225583	0.699025	4.314474	6.788237
1943	4	2.565426	0.976411	5.423911	2.063807	1.956349	-0.787303	1.420494	5.152410	2.063785	6.803576	-2.739548	-3.614765	6.619071	6.785950	6.824121	1.973625	-3.825281	6.630232	6.791583	2.113347
2504	4	0.924903	1.668868	2.236821	6.225243	7.899880	-3.380054	-1.867847	8.041253	6.730902	7.935826	1.814615	6.981402	2.208166	1.483644	7.723237	3.992523	0.726322	3.203432	6.718802	4.974753
2668	4	2.613699	0.281755	7.539015	7.169276	6.074220	2.613802	6.407651	2.309354	4.497873	6.074201	5.874326	3.153867	4.205262	5.815409	1.318952	4.154153	-2.645958	7.906249	7.651732	2.480347
3329	4	6.449897	4.575279	1.337155	1.624243	-0.874485	5.284612	1.600878	3.980621	6.907646	-0.874481	-0.760377	-0.660821	6.039925	7.754566	4.730748	1.853414	-0.775297	6.042623	7.756822	-0.396670
3690	4	6.368995	0.489335	1.415229	6.472798	-1.731745	1.671737	0.637912	0.864248	6.403040	4.607215	7.772861	6.519048	-0.401346	2.467718	-1.741639	2.595310	6.569883	-0.401346	2.443159	4.604733
3737	4	0.094705	7.818993	1.164950	1.212810	4.498015	-6.464521	-2.591898	6.609868	6.624172	4.498038	5.695763	3.138695	1.241715	1.353007	-1.773313	-1.970711	1.417359	5.091856	4.586936	4.498039
3813	4	7.517317	4.452794	2.647595	2.319033	0.023040	3.724557	-4.077040	7.160366	7.058265	3.845914	6.013983	0.072616	4.677004	6.954517	0.031438	1.186361	-3.122295	7.160240	7.058144	6.100303
4204	4	-5.699721	-4.863819	8.054735	7.010810	6.901602	-1.182085	1.066836	2.867597	6.851935	6.901462	0.836984	7.040470	1.427358	0.874191	6.892271	6.039157	3.497802	1.427461	1.048391	1.991642
4257	4	-4.332482	-3.639185	6.926113	5.565638	6.214671	6.709995	2.864477	2.398641	2.969852	-0.271269	0.830838	6.927889	1.528003	2.908838	6.214473	0.782039	0.899104	6.659004	3.580560	6.214509
4346	4	4.549600	0.092633	8.378784	1.163034	0.835988	1.150629	7.933906	3.455396	-0.876781	6.858566	-1.743553	-4.529365	8.524082	5.677967	6.858767	4.898759	5.488270	3.670731	-0.876719	0.417712
4677	4	-1.160597	-0.514108	6.066418	7.775432	4.636288	1.173550	6.727162	0.937535	2.493323	4.635468	5.601272	4.554058	0.937998	2.493849	-0.389228	0.823142	1.808028	1.651900	6.718968	4.635978
4976	4	1.654702	5.413896	0.536053	0.720830	4.458273	-2.872611	-2.143008	6.938061	6.842319	4.458619	7.771806	3.015017	2.972387	0.722453	-1.025652	7.089573	0.780787	6.886905	2.528832	-1.025615
5140	4	-0.846830	-0.836620	4.408689	5.407610	6.395876	-0.846504	5.792931	1.998459	-1.164820	6.395876	4.714777	-3.102161	4.408744	5.408686	-0.030971	4.879986	3.135982	2.007332	-0.987513	-0.054895
