4	3	5.714308	-0.297920	2.563281	6.845796	1.234031	-6.353836	5.672425	0.828668	1.316668	5.883192	5.714308	-1.421727	3.398129	3.113943	5.854652
5	3	-4.955652	4.621665	3.417293	0.363122	6.800616	-5.252530	5.071975	2.577776	1.803116	3.992699	5.214424	1.788779	2.788594	2.952634	1.826376
9	3	6.944898	-3.997420	3.540689	6.585740	3.344661	0.739367	1.081714	3.512645	6.579692	3.344661	-5.521799	5.892736	-0.205091	4.787615	3.344809
20	3	5.344293	-3.120512	4.997801	7.956315	1.413489	5.204966	2.286145	1.019621	6.759487	1.992994	-4.177185	3.993556	-0.403015	5.662017	3.239154
34	3	4.834977	-1.412332	6.343132	2.169436	9.239113	-7.705640	7.110978	0.519389	-4.323880	9.241366	-5.212837	3.609881	5.608651	2.168923	9.239118
36	3	5.828934	-4.916337	7.599385	-0.209930	8.525866	-3.765914	6.874204	1.274068	-6.189913	8.526736	0.003155	1.154614	7.588913	-0.209930	8.525866
44	3	-5.956020	6.925728	-0.165365	-2.007622	6.339703	6.538370	-4.819551	4.243775	1.469822	6.249534	6.292546	1.059760	1.215495	6.439013	2.301560
46	3	-5.242460	6.962586	-2.136802	4.368394	3.484246	-5.242460	6.962516	-0.815567	3.152724	7.203196	5.858964	1.579564	0.755409	6.907746	2.892756
53	3	5.133619	0.572514	1.586841	6.014655	0.581929	5.297753	-4.566101	4.843822	2.451485	6.908875	-1.569629	6.338993	0.005210	5.214002	1.609628
55	3	-5.471377	1.208699	4.235648	6.681881	-0.826604	-5.471768	6.734691	2.012237	1.016061	5.072439	6.749968	-3.792457	4.235692	6.681902	-0.826604
63	3	-2.041525	5.228735	1.329227	-2.715501	7.750162	7.387928	-1.203163	1.546647	2.777124	2.047255	-2.071901	5.354030	1.052203	1.627374	2.215634
65	3	-3.480976	4.820300	0.371022	2.729827	-1.322927	5.092813	1.936291	4.533829	5.597723	-3.433972	4.739764	2.923576	0.838974	3.689288	-2.828941
