55	12	7.419585	-12.388401	0.300049	7.294925	4.255542	-10.889091	3.452489	7.139416	3.140320	-9.855837	6.537362	3.746530	0.269795	-5.261485	4.659374	5.625829	3.192724	-7.516705	3.424543	7.106505	0.241105	-5.501597	4.457798	5.917752	3.304413	-7.690389	3.424570	7.113866	1.454146	-2.834395	6.576497	2.796586	4.089588	-9.908640	3.429579	7.141471	3.646409	-8.381900	3.424909	7.131302	2.984947	-8.584925	6.590214	3.358992	3.296274	-10.993119	6.450762	4.253700
249	12	6.474922	-7.492639	0.585288	7.279948	5.519648	-7.168149	4.186984	4.961714	5.662185	-6.713507	3.794689	5.418167	5.273132	-5.485348	3.643716	5.339900	0.011832	-4.317554	5.808652	1.728376	-1.195609	-4.089300	4.177011	2.071821	2.154852	-4.265778	3.610919	4.585841	0.902141	-4.585009	5.897963	1.785403	5.328750	-7.252792	4.473622	4.644233	5.561402	-6.154916	3.690067	5.459743	-0.752500	-4.135317	3.888656	2.776427	-0.596884	-4.150437	3.817862	3.055988
