9	7	5.900649	-6.738455	0.762075	5.614545	4.951300	-0.358790	11.804625	0.762075	0.051950	0.664530	1.479883	6.176557	0.762075	0.051950	4.951300	5.905151	-9.774206	7.015199	5.614545	4.951300	4.045328	2.838415	7.015199	0.067548	4.951300	0.117576	8.778885	7.015199	0.051950	0.664530	5.873639	-4.077112	7.015199	5.614545	0.664530
64	7	6.009009	-7.971231	7.604189	8.002476	1.123253	4.843790	9.246656	1.069138	1.387943	1.123253	6.009011	-10.692919	7.604189	8.002476	7.182290	6.008954	-5.569127	1.069138	8.002475	7.182290	4.845101	6.507348	1.069138	1.392764	7.182290	6.005935	-2.693112	1.069138	8.002273	1.123253	4.889319	3.934615	7.604189	2.155271	1.123253
82	7	6.767884	-7.686759	-0.091658	7.911509	6.110624	6.762453	-5.848958	-0.091658	7.911509	0.872942	3.664826	4.816640	5.411965	1.280386	0.872942	1.137799	8.995126	-0.091658	1.279823	0.872942	1.972473	7.155483	-0.091658	1.279824	6.110624	6.769546	-9.913423	5.411965	7.911509	0.872942	6.769871	-11.744780	5.411965	7.911509	6.110624
170	7	0.720767	10.718392	0.170143	-0.274134	0.198059	0.720772	7.746059	6.603968	-0.274134	0.198059	6.757118	-2.991729	0.170143	5.378362	0.198059	6.757121	-5.976204	6.603968	5.385490	0.198059	6.757121	-12.204887	6.603968	5.385492	6.473830	6.757121	-9.232558	0.170143	5.385492	6.473830	0.759998	4.481411	0.170143	-0.274120	6.473830
203	7	7.970208	-8.937118	6.902891	7.307184	2.219120	7.970208	-13.360978	6.902891	7.307184	8.628714	4.315218	9.090625	1.777449	1.361863	2.219120	7.970208	-9.068348	1.777449	7.307184	8.628714	7.970200	-4.642951	1.777449	7.307184	2.219120	4.324326	4.795415	6.902891	1.361886	2.219120	4.327191	4.663371	1.777449	1.361904	8.628714
239	7	0.638841	9.425706	0.136685	1.497948	0.854141	0.638841	7.571882	6.157819	1.497948	0.854141	0.638842	6.202963	6.157819	1.497948	5.900149	6.500104	-3.848405	6.157819	7.170935	0.854141	6.500104	-3.362514	0.136685	7.170935	5.900149	0.638841	8.056787	0.136685	1.497948	5.900149	6.500104	-5.217474	6.157819	7.170935	5.900149
244	7	3.169248	9.167391	6.707448	-0.576120	1.634491	8.395790	-6.536026	6.707448	5.904008	8.054029	3.171297	5.582527	6.707448	-0.435149	8.054029	3.169246	10.748285	0.374438	-0.577042	1.634491	3.169323	7.163730	0.374438	-0.560568	8.054029	8.395779	-4.953477	0.374438	5.903518	8.054029	8.395023	-2.911431	6.707448	5.894739	1.634491
356	7	6.741165	-9.535893	0.227111	6.465795	7.269163	6.725565	-5.593980	0.227111	6.465788	2.663937	6.742220	-14.422249	6.438958	6.465795	7.269163	1.286707	10.455083	0.227111	0.269236	2.663937	2.084716	6.533221	0.227111	0.269236	7.269163	6.741697	-10.499750	6.438958	6.465795	2.663937	2.587833	5.569912	6.438958	0.269237	2.663937
366	7	1.912229	2.834393	7.778285	0.446301	6.390817	0.991856	6.984196	2.164918	0.088511	6.390817	6.532180	0.351669	2.164918	5.659374	6.390817	0.991638	8.297910	2.164918	0.088511	1.691695	7.013159	-3.671186	7.778285	5.667005	1.691695	7.013293	-9.956245	7.778285	5.667005	6.390817	1.056712	4.265512	7.778285	0.089573	1.691695
392	7	0.787690	5.604840	1.736379	-0.606031	7.684344	6.237633	-15.178122	7.344609	5.638711	7.684344	6.237632	-3.562607	1.736379	5.638711	2.079789	6.237633	-9.568228	7.344609	5.638711	2.079789	0.787690	5.209119	7.344609	-0.606030	2.079789	0.787690	11.214734	1.736379	-0.606031	2.079789	6.237633	-9.172507	1.736379	5.638711	7.684344
