11	23	-0.464055	-3.769969	-3.018991	-5.548783	-3.334464	0.974651	5.977273	6.537186	4.110352	-1.975514	-2.400478	-2.241156	1.509385	-2.008118	2.018750	-1.048739	5.599535	0.792356	-6.688735	-1.651163	4.200641	-3.626984	-2.004588	-0.245952	-1.570291	-4.843210	-5.731651	-6.872859	-3.455283	2.192025	4.838901	6.240603	-0.949637	-4.806089	-4.301019	-6.126475	-3.747290	2.027516	5.571127	6.277781	-1.081747	-3.968468	-5.125085	-6.791977	-3.044272	1.235411	5.098593	6.487207	-1.611029	-4.744933	-5.937135	-6.983377	-3.349241	2.097405	4.732862	6.249806	-1.582278	-4.568275	-6.142641	-7.108759	-3.191717	1.881478	4.645965	6.284411	-0.429432	-4.004381	-3.000754	-5.483800	-3.507865	1.206395	6.043105	6.454941	-1.330687	-4.228452	-5.872127	-7.074515	-3.048173	1.483454	4.802759	6.394288	-1.428459	-4.342786	-6.060906	-7.126806	-3.074866	1.605533	4.714023	6.354355	-1.039400	-4.875919	-4.488651	-6.224787	-3.744767	2.098494	5.483136	6.266430	-1.502179	-4.914982	-5.519690	-6.761685	-3.543231	2.240874	4.952443	6.238307	-1.214709	-4.962824	-4.854711	-6.416010	-3.711953	2.203015	5.302545	6.250465	-1.016636	-3.909778	-4.892811	-6.687205	-3.054035	1.180719	5.186499	6.508115	-0.577375	-3.709473	-3.341814	-5.785622	-3.228196	0.941819	5.817471	6.567454	-0.913563	-3.828355	-4.514256	-6.500196	-3.077247	1.101998	5.330968	6.536613	-0.832280	-3.776189	-4.215116	-6.337904	-3.102213	1.047359	5.447921	6.554072	-1.608828	-4.645519	-6.079209	-7.065214	-3.254403	1.980094	4.667599	6.266423	-1.265376	-4.973840	-4.962658	-6.472204	-3.694621	2.224129	5.247340	6.247067	-1.536822	-4.487453	-6.159937	-7.134128	-3.138557	1.778125	4.649971	6.307206	-1.166961	-4.946301	-4.754291	-6.363654	-3.724847	2.179179	5.353151	6.254125	-1.329991	-4.977302	-5.103582	-6.545451	-3.666377	2.244029	5.174129	6.243423
122	23	-0.653406	-5.698117	6.316206	4.851913	-1.412296	-2.673312	-0.406907	-0.991430	3.584231	-8.034884	7.407850	-7.238069	4.153336	-3.833792	-0.268741	-3.464488	-2.026911	-7.515103	6.440602	-2.260294	2.508033	4.133967	-3.170825	-2.388093	-1.655154	-8.820105	6.789439	6.837546	0.177201	-0.802642	-2.963625	-2.557938	0.470914	-5.098008	5.202052	4.364305	-2.238767	-3.890710	-0.316694	-2.289796	0.214393	-5.331517	5.464636	4.439098	-2.048758	-3.573713	-0.368411	-1.919172	0.055862	-5.422839	5.635849	4.507477	-1.936500	-3.382497	-0.396565	-1.708152	2.561245	-3.007940	0.549096	2.600076	-5.280970	-3.124658	-4.582671	3.991163	-2.172322	-5.229568	4.958434	5.447798	-2.288061	-3.560185	1.417950	-3.639383	1.115480	-2.398059	3.989902	5.480815	-4.110888	-4.298093	0.725053	-4.904794	1.495738	-2.657305	4.071369	5.257750	-4.051793	-4.546358	0.489022	-5.008111	-2.174725	-5.349260	5.029016	5.438733	-2.228602	-3.537762	1.401688	-3.594223	1.254486	-3.859597	4.611784	4.536251	-2.926813	-4.722467	-0.098220	-3.642376	-1.332987	-6.284199	6.651142	5.137644	-0.832538	-2.544657	0.151875	-1.311589	-2.120075	-4.760378	4.699313	5.484248	-2.514362	-3.639026	1.471089	-3.800864	-1.241335	-6.182444	6.624714	5.103181	-0.890866	-2.508715	0.033518	-1.154007	1.153185	-4.038959	4.672730	4.484977	-2.823458	-4.642742	-0.135116	-3.447416	1.347642	-2.528019	4.023606	5.361941	-4.108147	-4.434172	0.593605	-4.995567	-1.459714	-3.585330	4.132942	5.593232	-3.131499	-3.806618	1.518268	-4.144524	1.670142	-2.996853	4.249891	4.979038	-3.710063	-4.789940	0.237929	-4.758481	0.940723	-4.409055	4.811056	4.401468	-2.625564	-4.439914	-0.201492	-3.059705	-1.606807	-6.551021	6.613824	5.228899	-0.856562	-2.751924	0.545506	-1.964880	-1.024051	-5.964425	6.535733	5.015365	-1.080986	-2.497408	-0.199698	-0.941893
217	23	2.844556	2.239368	-4.740317	3.037055	1.918831	-1.803238	-8.426102	-8.578576	-1.485050	0.111197	1.233567	4.512533	2.859700	-2.583113	-5.349756	-2.587561	0.766106	-2.973536	-4.223454	4.659887	3.671877	1.118729	-5.214626	-7.454304	2.012109	0.489267	-3.404032	5.170984	1.565921	-2.712600	-7.229675	-5.832417	3.089254	3.811704	-3.583592	1.055925	2.616569	-0.060283	-6.556070	-5.894750	-0.992696	-2.008207	-1.783859	2.711946	3.874081	2.432421	-7.553703	-3.666234	0.990923	-2.789765	-4.160707	4.900003	3.544696	0.855940	-5.100416	-7.297837	1.006874	4.513218	-2.582505	0.165532	2.956479	0.782046	-5.369375	-4.001696	-0.794713	-2.747406	-2.149436	2.923794	3.905422	2.357786	-7.304058	-4.448693	1.364193	-2.345803	-4.008426	5.193482	3.159046	0.409478	-5.257089	-6.838336	2.765211	2.097924	-4.703770	3.208482	1.865017	-1.950015	-8.395010	-8.640702	3.254383	3.216781	-4.286393	1.912671	2.335393	-0.745332	-7.831523	-7.231079	1.894751	-0.168513	-3.252397	5.477989	1.745455	-1.590662	-6.674142	-5.056426	-1.979573	3.222808	-1.786081	1.114877	3.365742	1.770351	-9.813431	-2.993977	2.120012	0.838349	-3.663433	4.828376	1.555952	-2.902555	-7.550544	-6.685214	3.107749	2.762109	-4.639405	2.436806	2.133690	-1.246047	-8.324584	-8.021764	1.982092	4.287771	-2.909048	0.262669	2.851926	0.517329	-5.369099	-4.637193	2.474029	1.586370	-4.377808	3.868200	1.693815	-2.454946	-8.152279	-8.392996	-1.030259	4.715674	-2.066957	0.468636	3.149175	1.254248	-8.393762	-3.131105	1.212412	-2.557218	-4.079821	5.095513	3.351453	0.592456	-5.141444	-7.067830	1.726472	-1.405948	-3.663212	5.373108	2.384862	-0.166691	-5.756070	-5.768382	-1.740938	4.065289	-1.913083	0.784345	3.258704	1.516161	-9.563402	-3.202944	-0.444422	-3.417739	-3.085876	3.298076	3.910490	2.186040	-6.848964	-5.955123
286	23	-10.439323	2.136833	-3.774485	-11.428923	-1.622845	3.757753	2.146924	-0.916329	-8.908001	2.427360	-3.584675	-6.621940	-2.343937	4.381231	-3.895070	4.606599	-8.788643	-1.084352	-8.126255	-5.345950	1.360919	1.304259	5.322827	0.426817	-10.883266	-2.398972	-7.062541	-7.864683	2.434362	3.085506	3.656782	-1.181148	-9.978688	-3.050397	-7.733697	-6.688715	2.311343	2.208224	4.392823	-0.791027	-12.023187	-1.264359	-6.487761	-8.734312	2.598859	3.591854	2.799291	-0.991283	-7.286360	3.835786	-5.637018	-7.654312	-3.458336	0.930193	5.087588	1.197169	-12.351947	-1.024502	-6.388657	-9.060590	2.666690	3.681007	2.577171	-0.911390	-7.703450	4.257455	-5.189230	-8.001549	-4.699741	1.338803	4.356886	0.358508	-15.109631	1.785052	-6.387590	-15.144635	1.611949	4.615853	1.029669	-1.087833	-13.686778	2.939532	-6.065493	-15.208713	0.634284	4.960922	1.318234	-1.153973	-11.303994	-1.913662	-6.799763	-8.177283	2.475849	3.326582	3.321464	-1.139730	-14.008258	-0.048238	-6.153199	-11.812256	2.807833	4.021652	1.590957	-0.506365	-11.125899	-2.109346	-6.902784	-8.050758	2.455411	3.235775	3.460369	-1.164180	-10.226018	-3.072560	-7.562934	-7.096365	2.378373	2.483602	4.200977	-1.007681	-8.266362	4.007208	-5.366673	-8.461096	-3.781585	1.682262	4.038680	-0.148985	-8.696961	3.246131	-8.489891	-7.786440	-0.733983	0.961683	5.461705	1.186883	-11.566848	-1.652243	-6.668031	-8.365076	2.514091	3.438745	3.124032	-1.092166	-11.515331	2.664733	-4.759433	-14.647723	-0.219076	4.858700	1.547623	-0.825704	-9.185840	2.764870	-8.559952	-6.983497	-0.143407	1.001435	5.545905	1.057875	-9.136823	-1.954111	-8.031467	-5.641935	1.748368	1.502855	5.007434	0.088534	-7.227079	4.050805	-5.169051	-7.605456	-4.943937	0.981421	4.830604	1.022551	-10.210862	2.179207	-4.113100	-10.809387	-2.045241	3.279184	2.460557	-0.929047
343	23	2.626794	-3.593172	-1.176291	-4.933574	-4.846060	5.294454	6.378523	-4.918246	6.856992	-0.703407	0.584635	-7.793100	-1.870865	-2.629289	0.607269	2.683145	5.264980	-1.016852	1.919280	-5.637362	-2.303350	-2.566395	-1.283946	4.518606	6.873435	-0.598830	0.426856	-8.037115	-1.770739	-2.316126	0.677560	2.892792	5.084745	-1.017805	2.006358	-5.958300	-2.199056	-1.973894	-1.443252	4.580056	6.798119	-0.837588	0.834979	-6.873603	-2.031320	-3.043787	0.399396	2.592764	6.554515	-0.971446	1.151229	-5.430209	-2.269487	-3.472995	-0.023914	3.023886	5.458639	-1.016882	1.816788	-5.353834	-2.398992	-3.066631	-1.112858	4.421467	6.878433	-0.504366	0.284889	-8.016531	-1.681276	-2.004717	0.679310	3.150325	6.445149	-0.993545	1.235820	-5.176094	-2.336925	-3.558432	-0.162042	3.238957	5.765553	-1.018189	1.649692	-5.055649	-2.487555	-3.523688	-0.839721	4.190479	5.808982	-1.018331	1.625547	-5.027887	-2.492254	-3.559030	-0.800488	4.149205	4.553873	-0.942829	1.519788	-7.059735	-1.869802	0.025034	-1.713657	4.551569	4.822957	-1.012395	1.982798	-6.486443	-2.037960	-0.991357	-1.671594	4.634284	4.519855	-0.932661	1.438365	-7.132651	-1.847915	0.120185	-1.671609	4.491307	6.701816	-0.436106	0.060410	-7.614523	-1.481451	-1.208819	0.308624	3.780512	6.857589	-0.437131	0.154219	-7.867266	-1.596611	-1.686448	0.600269	3.424348	6.737861	-0.891822	0.952060	-6.318058	-2.112982	-3.214361	0.264991	2.671940	6.087953	-0.583318	0.269136	-7.488600	-1.390613	-0.628118	-0.227423	3.972177	6.597104	-0.958992	1.114048	-5.572029	-2.239185	-3.429554	0.034934	2.938407	5.946021	-1.018343	1.548189	-4.963118	-2.493594	-3.633430	-0.674868	4.003328	5.556091	-0.681715	0.460013	-7.480685	-1.406894	-0.342656	-0.525500	3.950248	5.583061	-1.017355	1.749688	-5.210758	-2.445882	-3.299678	-1.002708	4.340001
449	23	0.298324	-5.908155	4.946868	-1.120319	7.577096	-10.292096	-1.493897	-4.311864	3.979222	-3.799029	3.553089	-3.679575	-2.413043	-8.166044	-0.281474	0.273517	8.738946	-2.463714	-2.662930	-7.063331	-1.615431	-8.641227	0.276005	6.190626	-2.356496	-5.970572	3.024502	-5.477416	4.768769	-9.351081	-2.660567	1.970690	1.499746	-4.851617	-2.398276	3.673729	5.831289	-9.544021	-4.309962	-1.630989	5.127167	-4.559458	-0.835244	-6.697393	-2.820189	-12.707442	1.175466	5.702965	3.786267	-4.560295	3.550991	-3.362206	-2.482261	-8.370006	-0.380171	0.496158	4.946227	-6.337380	2.256199	-8.988629	-3.329945	-12.695626	-0.576359	1.950872	5.523485	-5.165702	0.060705	-7.380431	-2.715852	-14.070331	1.153255	3.716902	4.497940	-2.918734	3.432330	-4.153636	-2.154186	-8.141212	-0.356072	0.047578	5.546711	-4.540603	-0.662740	-6.975490	-2.753597	-13.287675	1.092024	5.400017	4.815675	-2.558048	3.165315	-4.119780	-1.879958	-8.171863	-0.482740	-0.023288	5.822920	-4.809172	-0.269357	-7.298742	-2.666230	-13.967144	1.089523	4.394751	5.482720	-4.537596	-0.691961	-6.931670	-2.765654	-13.195195	1.103246	5.461744	5.850938	-4.737050	-0.341591	-7.270777	-2.667138	-13.913076	1.073333	4.574628	4.246607	-3.271651	3.520451	-3.993181	-2.301791	-8.130079	-0.294267	0.132423	3.921009	-6.604575	-1.502752	-4.248900	-1.845692	-13.134660	4.104153	4.533862	3.967041	-5.054431	-1.389930	-5.996153	-2.865854	-11.112357	1.598138	5.949134	5.348837	-4.315297	-0.102715	-2.723987	-0.848475	-11.754889	4.697812	-0.020319	5.400037	-4.240288	-0.054769	-2.795551	-0.848783	-11.737023	4.571807	-0.080593	4.896255	-4.599552	-0.923833	-6.551143	-2.846201	-12.404101	1.230682	5.803737	6.453885	-2.441150	1.534458	-3.752591	-0.933759	-9.253288	-0.390970	-0.148591	6.303583	-3.295477	0.540921	-4.141356	-0.869559	-11.329131	2.470405	-0.367665
487	23	-4.075740	0.766726	-2.238400	-3.864730	2.967153	0.527022	1.170672	-4.084371	-1.973304	4.711384	-7.336810	5.872005	-1.139476	1.795046	-8.948686	-10.002162	-4.306032	-2.589591	-2.058353	-3.525866	3.942977	1.765134	1.852885	-3.795183	-3.811372	-1.284949	-2.386324	-3.447030	4.720370	1.179078	1.483608	-3.973669	-4.109345	-0.599671	-1.965632	-2.407052	2.909333	-0.899169	2.360758	-3.037069	-3.832525	-0.502836	-2.402647	-3.622022	3.870772	1.059472	1.438077	-4.074409	-5.156564	0.361066	-2.980791	-1.766949	3.857024	-1.702080	1.398120	-1.945907	-3.806931	-1.469047	-2.387298	-3.402856	5.008795	1.171262	1.487880	-3.945198	-4.639145	1.584085	-2.771519	-3.189041	3.386686	-0.545425	0.358314	-3.507221	-5.959400	0.629893	-3.862555	-1.583216	4.439462	-1.478027	0.317148	-1.357086	-4.376746	1.391136	-2.529359	-3.799221	3.200499	0.085477	0.896577	-4.126789	-4.379150	1.602782	-2.509705	-3.637456	3.033407	-0.053840	0.633077	-3.833811	-4.276181	-2.173719	-2.062230	-3.641916	4.171496	1.645237	1.765432	-3.918505	-3.845180	-3.052196	-2.219374	-2.968858	5.358072	1.000873	1.567472	-3.990267	-3.880558	-1.270992	-2.288856	-3.456642	4.366801	1.162936	1.507021	-4.093547	-4.066834	-3.262439	-1.752518	-2.751971	3.750102	0.964724	2.004625	-3.902128	-4.182815	0.646092	-2.314746	-3.950177	3.308234	0.634111	1.307640	-4.254241	-4.194632	-2.643493	-1.431157	-2.252451	2.662089	0.442099	2.770891	-3.451327	-4.200912	-1.102024	-2.094711	-3.792381	3.995493	1.439711	1.629112	-4.099309	-4.529671	-1.263463	-2.329899	-2.294414	2.839283	0.522791	2.889928	-2.783321	-3.936636	-1.712667	-1.969449	-3.576758	3.666327	1.600628	1.491343	-3.893423	-3.826281	-1.971803	-1.957068	-3.251386	3.101316	1.750354	1.485627	-3.748321	-3.810857	-2.401639	-2.324109	-3.162109	5.655727	1.097614	1.511377	-3.925569
807	23	-3.946433	4.650026	5.148336	-6.793531	-3.045439	-2.980490	-0.798051	3.729846	-5.865625	-4.813280	3.502273	0.404078	2.300432	-6.440079	3.243349	-0.975046	-3.686705	1.687564	4.615047	-3.575559	3.233186	-4.598605	-2.856801	-0.276113	-4.978178	-4.766202	3.222927	0.776938	1.589218	-7.108871	3.460698	-1.002627	-5.674150	-4.772064	3.311577	0.578964	2.055997	-6.702235	3.039073	-0.942676	-3.753771	-4.938434	3.791368	0.583237	1.295334	-7.175488	6.051449	-1.248893	2.565476	3.898998	-0.370479	-9.014689	-2.919125	-5.516748	-2.288293	3.026104	-5.817295	-4.837872	3.602424	0.343314	2.341690	-6.380873	3.439195	-1.012006	2.583372	3.825997	-0.621189	-9.031012	-2.902374	-5.116961	-2.290740	3.379962	-4.545788	-4.946625	3.871142	0.384474	1.838848	-6.779056	5.214076	-1.221781	-4.711079	-4.775128	3.243676	0.807321	1.446374	-7.216449	3.809367	-1.036130	-5.536103	-4.880825	3.751529	0.292187	2.285375	-6.409894	3.931528	-1.092255	-5.014129	-4.922341	3.844142	0.320572	2.070591	-6.592910	4.638125	-1.174600	3.056219	-1.791487	-3.296840	2.995869	3.764134	-5.522075	-6.748184	0.032093	-3.848879	-4.846421	3.504565	0.761506	1.109970	-7.392033	5.443018	-1.168542	-5.302045	-4.761690	3.232280	0.710173	1.785454	-6.948145	3.165386	-0.967037	-4.047423	-4.956217	3.856750	0.484268	1.539869	-6.998137	5.785023	-1.251063	-4.237255	-4.802299	3.341039	0.812507	1.231911	-7.354535	4.613449	-1.101864	-3.824594	-4.946939	3.817990	0.551937	1.365941	-7.122603	6.002611	-1.252602	-4.423813	-4.951010	3.872473	0.405309	1.772144	-6.829628	5.358518	-1.231089	-4.909219	-4.928693	3.853354	0.332617	2.021606	-6.633645	4.770385	-1.186843	5.443217	-1.621264	-1.808079	3.501316	-2.910647	-2.264298	1.549599	-2.379000	-5.467304	-4.887684	3.770740	0.291288	2.260996	-6.430242	4.031814	-1.105990
821	23	2.047396	-2.181943	-2.465627	-0.023176	-1.064716	5.208819	0.029171	-3.619953	1.294720	-2.760628	-0.605146	3.878998	-2.261478	4.934625	-3.451991	-3.384327	-1.358153	2.958273	-6.623454	3.248361	-7.352671	4.782327	-5.192124	-4.658597	1.839558	-2.184077	-1.822176	0.753392	-0.843224	5.447014	-0.590364	-3.610192	2.407316	-1.316246	-4.373851	4.404221	-5.553259	4.533327	-1.029509	-3.075111	1.792777	0.272391	-8.816389	3.856984	-7.438730	4.601139	-3.619322	-8.814546	2.973865	-2.174861	-3.382221	0.082503	-2.507740	5.062154	0.953673	-4.039024	2.055321	-2.309164	-2.052914	0.055639	-0.881795	5.479951	-0.299099	-3.224828	2.111584	-2.405578	-1.807134	0.027343	-0.831105	5.608003	-0.470588	-2.889680	3.239042	-1.355794	-3.596422	1.299913	-4.507365	4.764874	-0.738197	-4.279980	1.356253	-2.701683	-0.869040	4.212062	-2.490068	4.883324	-3.527140	-3.451758	2.960374	-1.368361	-5.711128	2.425064	-6.293168	4.561947	-1.151570	-3.683719	1.737969	-2.689690	0.669552	1.038386	-0.810583	5.475741	-1.992699	-2.851976	1.728811	-3.206418	2.456147	0.613008	-2.005184	5.285459	-2.941088	-1.927089	2.898960	-2.147503	-2.992084	3.326919	-4.587820	4.686585	-1.742037	-3.939186	0.890284	-2.316107	-0.137888	4.856187	-4.104719	4.393133	-2.969919	-2.681262	2.448515	-2.191167	-2.327298	4.465044	-4.121472	4.661478	-1.912745	-3.443553	3.188635	-2.001224	-3.336094	0.365567	-2.902881	5.165235	0.834891	-4.378716	-3.901031	-2.162241	-4.987454	-0.595521	3.985160	10.533445	-0.011585	-0.838139	3.464257	-1.677017	-2.977905	1.480274	-4.888859	4.680673	-1.147749	-4.318046	3.270017	-1.569968	-4.069414	1.893516	-5.711074	4.589153	-1.263089	-4.057963	3.254164	-1.448872	-3.777479	1.638437	-5.226032	4.639416	-1.133843	-4.178431	3.095028	-1.714405	-3.590511	0.529381	-3.149691	5.112278	0.783949	-4.921197
906	23	-5.179475	6.542575	-4.389807	6.123409	3.252056	-7.030957	-4.393885	-8.714357	-5.372858	5.770592	-5.736678	1.743350	-0.954366	-3.954345	4.888429	-5.383405	-6.924299	4.827522	-7.717064	2.053271	-0.124834	-4.798924	4.844061	-6.419725	-6.789291	5.440766	-5.856960	0.496299	0.554913	-4.019912	5.127492	-6.025413	-7.093253	5.369439	-5.820213	0.474728	0.657594	-4.148103	5.113799	-6.016561	-5.578983	5.304079	-6.826718	2.333145	-0.886687	-4.254902	4.828842	-6.163259	-5.487627	5.416374	-6.511395	2.276839	-1.010088	-4.188657	4.826624	-5.961449	-5.847596	5.113246	-7.319864	2.343200	-0.631161	-4.399457	4.836308	-6.380599	-6.617472	4.876807	-7.701556	2.146352	-0.233218	-4.697717	4.843779	-6.436018	-5.751440	5.167843	-7.189008	2.352192	-0.709104	-4.352586	4.834009	-6.335156	-5.398457	5.808881	-5.804176	1.431383	-0.618412	-3.835036	4.965128	-5.600491	-5.616332	5.734052	-5.971589	1.024753	-0.133198	-3.747350	5.068927	-5.916357	-7.544071	4.764370	-7.653583	1.868557	0.062013	-4.991409	4.843638	-6.377260	-7.445380	5.286755	-5.818085	0.508330	0.746814	-4.318042	5.089947	-6.009174	-5.748261	5.694796	-5.990157	0.913449	-0.003750	-3.752053	5.092000	-5.967511	-8.212057	5.105599	-6.017424	0.752972	0.821512	-4.744159	5.019505	-6.030404	-6.255161	5.566453	-5.950255	0.642174	0.319732	-3.845141	5.129587	-6.028244	-5.376494	5.797091	-5.741383	1.618922	-0.831205	-3.905701	4.916859	-5.446514	-8.842593	4.763009	-7.154043	1.458240	0.454904	-5.337683	4.862336	-6.253102	-9.028786	4.842251	-6.767052	1.251328	0.629918	-5.308493	4.899189	-6.174971	-5.443997	5.492825	-6.300362	2.216905	-1.075585	-4.147680	4.827385	-5.800797	-8.881314	4.922552	-6.482082	1.091655	0.729127	-5.171198	4.936564	-6.117456	-5.385189	5.666732	-5.881484	1.994758	-1.113463	-4.049831	4.845377	-5.445616
