1	5	3.669908	5.512234	-4.166972	5.623934	-6.694484	-2.184048	-6.758532	-3.749318	-1.555136	-0.230423	5.769964	3.578402	-0.413652	-7.914806	-0.082460	-4.872692	-0.555381	-0.882502	4.759392	3.237975	0.774280	-5.627520	-3.257075	-5.778874	-0.891231	-0.669916	4.810910	3.333199	0.978090	-7.013719	-2.790295	-5.309105	0.057950	-0.565284	6.018871	3.715344	-2.133675	-5.458678	-0.613914	-7.803041
42	5	-3.256086	5.004645	-4.380295	5.466770	-6.209283	-2.216020	-3.800920	3.876071	0.005666	-0.521009	-5.624208	4.363849	-4.549773	4.564956	-6.598490	-0.250218	-1.888171	1.531102	-4.784564	3.612760	-5.978139	2.800405	-6.174398	-1.868053	-2.891170	3.787041	2.103812	-3.199811	-4.134762	-4.042744	4.241026	-4.821066	-0.389449	4.141769	-5.650563	-0.804259	-3.087170	-3.116246	2.913848	1.750526
51	5	-6.026851	-12.794257	-1.075205	6.112208	4.448356	-3.090233	-3.093840	3.183407	-4.288201	-11.093106	3.837045	2.641886	2.489318	-3.655701	-3.116797	-0.251295	-4.994131	-8.843771	-1.188280	6.917353	1.317436	-3.194921	3.961838	-1.615618	-4.679334	-4.241201	5.096105	-0.655134	-4.213675	-3.131048	0.470046	10.163413	0.156472	-4.896122	5.989595	0.056269	-0.793348	-4.103571	-1.252107	5.286990
74	5	-5.228042	-4.294484	5.052856	3.882128	-4.335864	5.996818	-9.808979	0.024986	-10.118715	-1.112070	2.812751	-1.274112	-0.627239	2.220931	4.616654	-8.535842	-5.999893	-6.088572	9.404203	3.253698	-6.155953	0.432395	0.786046	-2.682124	-10.175945	-1.182567	2.876215	-1.315503	-0.635490	2.230093	4.712217	-8.522507	-3.838340	0.564867	10.132039	2.262810	-6.076149	-3.117382	0.961287	-5.274914
82	5	-1.480813	-3.538312	-2.605296	0.018994	4.058593	2.218873	4.623510	-10.298558	5.466643	3.931146	-4.504835	-0.909272	-6.134532	-0.849415	-1.310096	1.240617	3.368317	-4.989879	-5.337670	5.481638	-0.897144	-6.617371	7.670787	-3.385247	5.970387	-0.652403	-7.285873	-3.583231	0.907692	-2.645329	-3.736366	4.926921	5.974633	-2.374587	-1.458776	2.818194	-2.094401	-2.983160	-0.206320	2.317042
87	5	-2.992038	2.813955	-7.811767	5.664963	-3.008886	1.806356	-6.343402	-0.088864	-1.827332	2.825922	-5.665490	5.057230	-1.692789	-4.207960	-7.422273	4.099651	3.095456	1.361463	-5.372249	0.448381	-3.628097	-6.140319	-4.376997	4.098332	4.058626	2.110187	-9.890244	2.162519	-6.288241	-3.747632	-2.085698	-0.258416	6.116967	-4.092835	-3.218903	1.325795	-6.614454	-0.215370	3.154141	-1.626050
111	5	-2.475114	-3.333357	4.133788	-1.674878	1.188643	5.530548	-6.659437	-2.602928	-2.986987	4.833959	3.971082	4.906127	-5.185269	-1.006360	-8.256945	-3.094832	1.373241	-1.941712	-1.746587	7.770355	4.152755	-1.111289	-3.559099	-2.255768	-5.445352	-4.183901	1.517011	4.434756	-2.435121	4.416535	-0.643759	-1.799364	-6.638863	-2.016102	0.360315	2.954786	4.925705	-3.327681	3.315146	-6.805961
119	5	-1.572612	-0.314335	3.156902	5.413233	1.441259	-8.507026	-4.521075	-2.085039	1.580348	-3.807141	-8.199934	-4.035634	7.789868	-7.267839	1.602731	3.551985	-7.733277	2.973997	-7.292755	0.630415	3.977332	-10.362607	2.935314	-5.165703	-2.810880	-4.434445	-1.434603	4.290173	5.710451	-8.980962	-3.061138	2.597508	-3.243326	2.738642	-7.320379	-2.488140	6.258899	-7.290748	0.416936	2.897250
124	5	-2.552814	-7.133348	-2.576902	4.045096	-5.964083	6.811981	1.622983	-7.559394	-8.348732	-6.551344	1.326064	-0.361188	-2.705010	6.431817	5.373498	-4.679696	4.386594	-6.192021	-0.808170	1.737798	-5.797761	4.355829	-4.282953	-6.395530	1.705324	-6.350782	4.343477	5.683857	-5.362807	-0.669858	-2.566532	-3.629187	-5.889336	-10.806850	1.757972	-2.578958	3.993500	-0.843217	6.611959	-2.547608
133	5	-1.572263	4.459788	5.326967	-3.667511	1.589496	-4.749650	-2.637749	-4.669404	5.467062	6.846218	-0.276281	-3.032022	0.148627	-10.077302	-2.454559	-8.106970	0.294579	6.580135	-3.161663	-7.947672	-6.596795	5.912597	0.969741	-6.116973	-3.807068	5.528142	3.427631	-5.679170	-3.178588	1.629098	-4.250613	-0.563831	-1.362419	4.734613	-2.245623	-7.151534	-6.036530	4.412954	-2.502404	2.267579
137	5	-4.870227	4.617482	4.028560	-2.873995	-6.023862	-2.799538	3.891216	-1.925952	-5.452750	4.381957	-1.344292	-5.632521	-7.461185	3.047712	6.980235	-1.486310	-7.174878	1.493025	7.471279	5.002167	-4.276209	-6.838297	-1.172811	-2.681037	-6.162107	-3.302840	2.199488	5.918400	-2.191535	-2.123875	-4.386970	6.260756	-7.827640	4.854820	0.234589	5.451584	-2.642582	-7.043361	-0.945980	0.100440
154	5	0.684067	-7.368322	3.822443	6.183229	-4.540296	-1.957735	-6.114261	7.293898	4.716757	-5.489564	-4.835613	3.716411	4.927794	-2.989699	-2.104664	-0.706528	-1.781675	-3.773398	-0.020785	3.918705	2.884063	-4.978963	-7.413250	4.291705	4.666065	-1.292083	-0.080334	-1.014867	10.915056	1.400149	-5.352604	-10.248943	4.405040	-0.276130	-1.418797	-1.160428	10.607998	2.062384	-3.690209	-10.734746
