204	13	-5.404181	5.889683	-5.893177	1.851041	6.361022	-1.204905	-9.238281	-5.719524	-2.597661	3.204070	0.553856	-3.385378	-2.002396	4.362709	-2.207892	-1.659256	-7.623460	5.124183	1.018944	-4.184562	-2.577475	0.696880	-0.853544	-0.967850	-5.626312	0.019199	-3.848732	0.882604	6.347099	-0.737546	-9.655568	4.585733	-6.216427	3.015089	-2.558170	-4.099787	3.351426	-5.028308	1.807364	-4.385350	-5.822708	3.060679	-1.185436	-4.170033	-2.488551	2.301880	-0.657707	-1.881418	-7.672399	5.172298	0.895327	-4.165901	-2.580897	0.720925	-0.792147	-0.945354	-3.409215	2.775948	-0.093860	-3.588292	-2.155708	3.743653	-1.289937	-1.883470	-7.752632	5.335931	-0.134106	-4.035682	-2.583090	0.933184	-0.680401	-0.742717	-4.398766	5.495270	-0.213197	-1.513549	2.289045	0.778050	-3.689404	-7.034608	-5.005032	2.745869	-0.846201	-3.973362	-2.376062	2.795457	-0.789001	-2.051901	-2.843968	3.675592	1.115888	-3.338515	-1.963003	4.043713	-3.207185	-1.478050	-5.524081	2.909040	-1.063966	-4.099087	-2.448317	2.484965	-0.699206	-1.972307
213	13	-9.960693	-1.956077	2.063017	-3.633475	-3.519314	4.436743	2.811057	-3.254825	-10.988728	-1.468095	4.472507	-2.184830	-3.629244	6.935208	-3.649620	1.927933	-3.585401	5.637868	-4.141282	-5.406032	1.406022	6.205498	-1.673099	-2.391723	-10.574587	-1.321631	1.097264	-2.248943	-3.054078	8.039234	-2.288886	1.854751	-3.564248	-0.012951	0.429012	-5.659458	-3.517866	7.794932	-1.610923	1.671812	-3.650467	0.271870	0.726584	-5.642325	-3.360366	7.632004	-2.086298	1.254309	-9.972178	-0.866288	0.545126	-2.252676	-2.504033	8.238427	-2.663880	1.892360	-10.562154	-1.311485	1.046465	-2.239512	-3.012931	8.050898	-2.277875	1.855323	-2.530301	0.738699	-0.261484	-6.352602	-5.139395	7.362687	-0.244344	1.802864	-2.375183	0.507400	-0.230738	-6.093552	-4.929742	7.501530	-0.155370	1.869778	-9.773379	-0.746024	0.699722	-2.421035	-2.566387	8.263547	-2.910713	1.905309	-9.905385	-0.921256	1.261705	-2.572147	-2.821610	8.222905	-3.075980	1.880975	-2.570897	0.099545	-0.086995	-5.572858	-4.330579	7.806725	-0.264059	1.990613
295	13	-7.943775	-1.533194	-3.632464	-3.012246	3.237145	3.282614	3.083939	-3.976739	-1.877003	3.905076	2.576907	-2.707229	-2.063089	6.475574	-3.433372	-6.301537	-0.907313	-5.522184	-2.321257	3.672864	3.643829	-4.169315	2.587622	-3.847980	-3.969265	-2.510974	0.785280	-3.157947	-3.232652	7.142075	5.359576	-2.755307	-4.049761	0.336417	-5.647697	-2.080297	2.837519	0.835706	5.757300	-4.213243	0.434157	-5.485450	1.051412	-2.761694	-3.635987	6.292821	5.279022	-3.678513	-4.358648	-2.495090	0.990546	-2.994399	-3.591585	7.137367	5.044825	-2.707754	-3.127777	-2.524522	0.449625	-3.194440	-2.194840	7.128781	6.230832	-3.237349	5.761392	-7.100298	0.462561	0.620558	-3.475846	-2.315614	5.520329	-9.318301	-3.830905	-2.460137	1.635498	-2.691681	-3.390121	7.071231	5.767474	-4.350796	-2.634249	-2.551171	0.676699	-2.981726	-1.467773	7.086412	6.895369	-4.131340	-3.563177	-2.473369	1.557835	-2.749096	-3.128526	7.064291	6.014215	-4.701222	-3.064007	-2.524525	0.428241	-3.179441	-2.091906	7.126527	6.304789	-3.295830
411	13	7.874376	4.337870	-0.415728	-0.860533	-4.705405	-5.122236	-3.513079	0.387604	9.727419	-0.914468	4.803797	-7.485049	-5.424534	-8.726618	-7.663854	3.478029	8.384589	4.506995	-2.492596	-4.219410	-5.862474	-2.864839	-7.484775	5.472748	-2.378787	6.141198	0.724681	4.520633	-1.542265	-0.399662	-3.971294	-3.477320	7.792869	3.913992	0.591593	-2.322156	-5.749103	-4.399221	-4.417201	0.939739	8.072755	4.525652	-0.766449	-2.276800	-5.209433	-3.736306	-4.592327	2.157017	8.042789	4.520574	-1.066332	-1.814604	-4.997101	-4.373625	-4.081022	1.999524	7.783854	3.881554	0.595175	-2.204036	-5.738947	-4.461871	-4.308202	0.891917	8.079711	4.525630	-0.630891	-2.482964	-5.292237	-3.547134	-4.835225	2.158892	8.028182	4.474742	-0.008286	-3.376514	-5.585907	-3.269879	-6.181646	1.827262	7.774166	3.946221	0.359736	-1.462753	-5.420126	-4.700800	-3.848432	0.617592	7.928000	4.325573	0.310180	-3.287917	-5.674767	-3.623789	-6.007867	1.461561	7.880635	4.350364	-0.457232	-0.842814	-4.679100	-5.152265	-3.500999	0.384841
609	13	-5.370656	-3.939410	3.560419	7.752958	3.339205	-2.367478	-2.754215	-1.101485	-6.148434	-4.845834	3.747551	5.810170	-3.164132	3.621985	-2.186319	-1.465187	-0.865016	6.336559	-5.465571	0.253837	1.546050	-3.205546	2.051456	0.334297	-2.547516	3.578291	-6.799110	2.831790	0.956807	-1.317978	0.409090	0.168838	4.302498	2.028416	5.992939	-2.100589	-1.709032	-0.918073	-6.548058	-2.493414	-0.912988	6.233142	-5.552614	0.338552	1.590742	-3.300873	1.912251	0.373229	4.785792	-6.448933	-0.198695	-3.675364	-3.837755	1.781724	-1.213603	3.385598	-3.067407	4.498541	-5.291378	1.888050	-0.056751	-1.570085	2.812620	-0.260876	-2.862323	3.313383	-6.631812	2.814486	0.551388	-0.870542	1.119850	-0.020562	-1.331815	5.540764	-6.042335	1.107907	1.695852	-3.406347	1.125989	0.472956	-2.959026	3.447033	-6.372737	2.639130	0.379951	-0.960508	1.562699	-0.097956	-0.711186	6.740808	-5.097765	0.093273	1.295784	-2.755697	2.627706	0.141524	-1.029822	6.011050	-5.728031	0.559668	1.662931	-3.454530	1.629967	0.434978
613	13	-4.553452	-0.510300	-8.874317	5.279217	3.354092	-3.372108	2.586209	-5.683439	4.345213	-5.535553	4.525931	-0.318112	0.744343	-6.412624	-2.321589	-0.963442	-3.404952	-0.020411	-6.963007	2.730672	5.957973	-1.740349	1.380973	-5.699139	-5.814321	3.171487	-4.829843	-2.132917	3.625096	-3.284204	2.338374	-0.335890	-4.893244	3.662624	-4.926453	1.037130	2.198635	-6.713315	1.631913	-1.141258	2.945995	-8.973172	3.749030	-3.940330	-1.856912	-0.855422	-1.665565	2.210349	-5.548127	3.069020	-4.883406	-2.395927	4.350298	-3.062121	2.029413	-0.173605	-4.543834	2.976453	-4.948108	-1.891327	5.404001	-3.302488	1.705107	-0.261000	-3.330881	2.833145	-4.728577	-0.679969	6.436458	-3.970830	0.870133	-0.400374	-4.269416	3.219767	-5.285599	0.912833	4.872056	-5.837629	0.498572	-1.157482	-3.394088	2.810148	-4.788458	-0.873206	6.386772	-3.829415	1.043313	-0.438273	-3.540858	2.812392	-4.856145	-1.093578	6.258594	-3.693930	1.229207	-0.442492	-5.739797	3.339930	-4.802651	-1.447336	3.148827	-3.862591	2.614249	-0.578789
685	13	9.794468	-5.619004	-6.983273	-4.129536	2.727533	-8.570335	-3.433810	3.344575	5.585227	-5.023727	-6.586816	-6.689263	-2.081486	-7.636502	2.649285	3.406632	4.792048	1.752025	-5.698744	-5.399641	-2.782443	-5.515142	3.438743	-0.641350	8.267530	-2.748594	-7.429268	-5.214097	0.814509	-8.193377	8.080187	-0.907762	4.794819	2.140894	-4.860300	-5.510897	-2.636052	-5.955227	3.455176	-1.502701	4.940189	1.506210	-7.307623	-5.647942	-3.441094	-5.204448	3.173413	0.113096	4.916377	2.591033	-5.321344	-6.077053	-3.184959	-6.249005	3.459075	-2.011141	5.055198	3.012009	-5.973197	-6.781519	-3.714190	-6.416635	3.450422	-2.100682	5.013932	2.894280	-5.783722	-6.575915	-3.570472	-6.377941	3.454669	-2.106475	5.116638	1.260635	-7.721237	-6.336690	-3.889340	-5.384930	1.225048	1.700453	5.067409	1.315396	-8.221368	-5.972623	-3.874933	-5.149866	2.272402	0.898377	4.864107	2.413152	-5.079691	-5.819133	-2.949537	-6.149893	3.458455	-1.867848	5.100658	1.249526	-8.209611	-6.127066	-3.944173	-5.218879	1.790695	1.276364
702	13	-0.329113	-4.405836	-4.319581	-5.415022	5.630856	4.782998	-6.911846	3.743342	2.834961	-0.246380	-1.137696	-1.990439	-4.493593	5.970457	-7.854731	2.971640	-1.251526	-3.922875	2.202090	-2.493483	5.290369	-1.734453	-8.516024	3.418100	2.076117	2.388994	-1.103587	-2.598028	-2.138376	4.895030	-9.684196	1.321980	3.178009	-1.391912	-2.297474	-1.550970	-3.484707	6.468232	-7.339769	3.860213	3.310815	-2.217838	4.878090	3.669233	-1.889709	-5.258459	-5.207232	-3.194574	6.152324	-3.663028	6.210220	1.638130	-2.084685	-2.683197	-4.953724	-1.475445	2.983677	-1.922875	-2.894957	-1.109957	-2.783744	7.036623	-7.655508	4.516306	-1.770631	-3.843051	7.605006	0.783837	-2.635013	4.009927	-5.262880	0.078996	3.811645	2.618557	3.005047	0.054193	-3.859320	-2.013849	-4.745476	-4.365381	3.797025	1.391746	3.289348	0.583318	-3.771175	-1.950339	-4.405302	-4.641509	3.722708	1.579387	3.070948	0.632205	-3.772470	-2.004353	-4.466561	-4.601713	2.170468	2.053044	-0.932546	-3.227772	-2.298985	5.015386	-9.526331	1.527292
826	13	3.002054	-6.521242	-7.522182	-0.192114	-2.181648	2.016810	-8.585613	2.360670	2.520754	-7.168715	-7.536353	0.138140	-2.390550	2.487751	-8.976793	2.417221	6.819648	-4.086699	-10.848536	2.032920	-2.820437	-1.456800	-9.541446	4.146301	2.987386	-7.454035	-6.703536	-0.785954	-1.982953	3.347465	-8.325947	2.395950	3.219687	-6.791920	-7.126687	-0.659419	-1.945093	2.516732	-8.238645	2.282552	3.162731	-7.126583	-6.888213	-0.801946	-1.951786	2.921131	-8.289649	2.298064	2.466559	-7.335588	-7.389153	0.086751	-2.309309	2.789870	-8.721184	2.440533	3.181332	-6.537687	-7.336202	-0.456921	-1.999311	2.182793	-8.286546	2.314809	2.650741	-6.952052	-7.604387	0.091343	-2.400518	2.242812	-9.032302	2.397550	2.794387	-7.577045	-6.764242	-0.576408	-2.019489	3.495661	-8.269651	2.465446	2.611043	-7.560449	-6.971234	-0.288427	-2.095561	3.372568	-8.257421	2.478629	2.495247	-7.456464	-7.206740	-0.047870	-2.207547	3.079287	-8.445592	2.461580	3.106022	-7.274593	-6.789242	-0.827820	-1.963234	3.107181	-8.315991	2.329303
863	13	2.497102	-4.411913	4.926625	-7.402017	3.508826	2.172966	-8.124490	-5.278846	-4.214003	1.531347	5.026526	-5.653231	2.022025	1.080365	-3.062106	-3.795852	-4.091632	1.281118	4.104453	-4.945535	3.539564	1.561591	-3.955894	-5.018873	-2.634521	6.392613	3.165346	-4.863221	-2.123881	-2.135687	4.520509	-4.606532	-4.294729	0.901139	4.425859	-4.793845	3.968899	1.891074	-4.113154	-4.620922	-2.489745	6.425126	5.768649	-10.982186	-0.910744	2.259575	-1.952511	-3.622644	-4.524581	1.357845	5.483107	-5.768035	1.757161	1.098214	-2.973686	-3.293883	-4.589955	1.321573	5.535987	-5.757946	1.769202	1.112371	-2.974749	-3.240115	-5.253272	0.047286	-0.975940	5.331173	-0.529908	-6.188298	-3.891082	8.289065	-4.750175	1.226228	5.618552	-5.704667	1.884905	1.160714	-2.996724	-3.162917	-4.047610	1.523172	4.256789	-5.141368	2.965889	1.296097	-3.548927	-4.769894	-5.686272	1.004055	-2.406777	4.015319	-1.256517	-6.613365	-3.352006	5.845762	-4.385033	0.836609	4.572358	-4.802049	3.960443	1.916696	-4.036798	-4.437653
