7	19	-2.681233	3.894921	1.535670	6.362454	-8.022135	-6.853026	-1.397262	-1.955543	-1.473809	4.480677	-1.448368	3.851733	-4.146488	-6.293820	-8.342372	2.205038	0.116839	5.801247	-0.832298	-1.376181	-0.853836	-7.897947	-7.866548	3.041372	3.939404	-4.092195	-0.814844	1.436645	-2.258555	-6.907382	3.822706	-1.868354	0.106651	6.333016	-2.344574	0.535544	-1.228350	-5.803907	-7.876641	1.500425	0.206556	6.140051	-1.275518	-0.413076	-0.549543	-6.775675	-7.794636	1.433946	-0.187518	6.324452	-2.974770	1.189426	-1.726670	-5.525434	-8.137857	1.576223	-0.529615	6.238578	-3.008430	1.795683	-2.165031	-5.485980	-8.269785	1.633743	0.094251	6.019548	-1.028888	-0.770490	-0.439929	-7.245829	-8.010910	1.665674	0.514799	5.419161	-0.580085	-1.803913	-1.749192	-7.950745	-6.203047	4.664248	-4.084349	-1.717992	8.842243	2.473422	0.866312	-12.744870	-5.302574	-0.624753	-0.464591	6.259000	-3.026700	1.685508	-2.087722	-5.484373	-8.257302	1.623983	-0.562859	4.381893	-0.838458	2.803418	-3.990253	-7.075267	-7.883100	2.984878	0.521978	5.242126	-0.506599	-1.422001	-2.058357	-8.138608	-6.114371	4.779198	0.489542	5.480248	-0.615909	-1.865745	-1.620014	-7.932446	-6.327954	4.553191	0.326105	5.647189	-0.730460	-1.728653	-1.237624	-8.000437	-7.029219	3.968578	0.268738	5.689939	-0.758994	-1.643155	-1.137184	-8.002567	-7.265600	3.751768	-1.234269	5.876855	-2.613316	2.923927	-2.911539	-5.607928	-8.041340	1.724980	0.525931	5.283362	-0.520872	-1.528899	-1.991971	-8.086202	-6.111535	4.774061
102	19	3.611436	-5.560960	-3.636447	-4.407939	-6.469611	1.603056	-0.694520	2.965347	4.269381	-9.178860	0.810936	0.860518	-6.143874	2.795598	-0.805582	-5.147068	1.302369	-0.594005	-6.811694	-1.370468	-5.332936	7.185698	5.781152	-1.820619	1.285920	-0.507791	-6.904829	-1.540546	-5.280732	7.232303	5.868742	-1.741079	1.277593	-0.493592	-6.956405	-1.538223	-5.290889	7.250449	5.887738	-1.725630	-0.633373	-2.153649	-3.687341	4.852104	-5.729040	8.359031	2.828890	-3.945853	1.317080	-0.638695	-6.732776	-1.322574	-5.334151	7.149421	5.738264	-1.861447	0.231799	1.067912	-10.158735	-1.292034	-7.781684	6.520469	6.238000	-0.984771	1.266860	-0.486439	-6.995365	-1.486596	-5.336655	7.270280	5.880372	-1.725279	1.271592	-0.470670	-6.901445	-1.529683	-5.343435	7.257850	5.840711	-1.735946	1.281492	-0.488404	-6.879501	-1.550017	-5.305752	7.239259	5.849095	-1.741057	1.287382	-0.488687	-6.801336	-1.560928	-5.313772	7.224131	5.813080	-1.758530	1.279651	-0.522633	-6.834536	-1.404197	-5.396442	7.232498	5.770431	-1.792358	1.271493	-0.480736	-6.846279	-1.468178	-5.395863	7.252036	5.784974	-1.765806	-1.282614	-6.361226	4.260842	6.055367	-10.836786	3.886724	-0.662692	-3.235425	-1.551026	-6.390054	4.345783	6.039511	-10.882973	3.850178	-0.537992	-3.617287	1.284342	-0.540704	-6.848095	-1.396354	-5.374957	7.223865	5.784406	-1.794368	-1.871925	-6.413480	4.811395	6.022675	-10.821388	3.810748	-0.548344	-4.014605	1.330490	-0.522328	-6.065200	-1.369415	-5.603954	7.076771	5.277190	-2.042332
214	19	-6.313749	3.459668	3.852633	-6.959568	2.052629	0.308606	-4.469832	-0.592335	-2.818037	3.110889	-1.842654	-3.998647	2.345857	-1.850344	-5.567764	5.470782	-10.464835	7.722749	3.511953	-7.207119	-2.608180	0.561609	1.269995	-4.491663	-6.599437	-0.490621	4.823864	-5.981353	1.757322	-1.291402	-4.265758	7.649426	-2.437499	7.156408	1.383109	-3.461557	-1.805452	-2.851757	-6.162911	5.873196	-3.778359	5.496057	2.176767	-3.056406	-0.653401	-4.507208	-4.451893	6.610918	-1.068389	1.667519	0.010065	-5.065924	0.397868	-1.376090	-5.301797	5.802054	-1.076553	2.687558	0.632756	-4.608172	-1.547725	-1.539543	-5.971061	5.572506	-1.127005	3.053396	0.713217	-4.254025	-1.651112	-1.667111	-5.913973	5.570214	-3.675764	2.819077	2.396194	-2.326426	0.213834	-4.847254	-3.572082	6.842435	-1.057371	2.070260	0.029634	-5.481949	0.142839	-1.300194	-5.834441	5.568462	-1.994568	6.752724	1.205762	-3.304517	-1.828841	-2.527087	-5.949798	5.761096	-2.072953	6.878095	1.237826	-3.326738	-1.826012	-2.585661	-5.987064	5.779460	-1.284089	4.098536	0.852542	-3.667156	-1.767611	-1.899821	-5.778589	5.607995	-1.806742	0.033657	1.794849	-2.084126	1.536195	-2.303495	-2.416573	7.144586	-2.548039	7.170727	1.427036	-3.507037	-1.796553	-2.932101	-6.212484	5.904890	-1.056708	2.481124	0.461018	-5.284306	-1.229347	-1.309571	-6.044664	5.645948	-1.064664	2.482914	0.138507	-5.773650	-0.292806	-1.206459	-6.160301	5.517030	-1.055948	2.521381	0.559311	-4.908825	-1.426311	-1.431682	-5.987512	5.605060
359	19	1.122650	7.842010	-2.262506	-7.324207	-8.855944	7.311097	-4.858331	-4.979283	3.906303	-8.192011	-5.011969	-1.518460	-0.607622	5.615229	-0.903214	-0.621264	5.083819	-7.930931	-4.553950	-1.398674	-1.287924	5.823827	-0.946679	-0.685969	2.787426	-8.532037	-5.367011	-1.698691	-0.262440	5.393444	-0.829045	-0.569922	2.105473	-8.746162	-4.981704	-1.815286	-0.180854	5.241383	-0.785745	-0.474141	3.326513	-8.348917	-5.231879	-1.610152	-0.398071	5.502039	-0.866612	-0.598544	1.491250	-8.077859	-2.664272	-2.094192	-0.752455	5.072514	-0.773549	-0.110656	2.580525	-8.608291	-5.361910	-1.732733	-0.224526	5.349972	-0.814943	-0.551369	3.632789	-8.261037	-5.119355	-1.560632	-0.499920	5.562273	-0.886808	-0.610179	3.773392	-8.224554	-5.064610	-1.538610	-0.553234	5.589616	-0.895469	-0.615693	3.193043	-8.391045	-5.275876	-1.632052	-0.359491	5.475527	-0.857411	-0.593023	1.628617	-8.423560	-3.474954	-1.950908	-0.484051	5.113447	-0.767437	-0.243203	3.685207	-6.677267	-2.150296	-3.206001	-2.062415	5.312763	-0.725111	-0.600760	5.023968	-7.945673	-4.576390	-1.401013	-1.242385	5.814195	-0.945813	-0.682504	4.238488	-8.117007	-4.879303	-1.472191	-0.761368	5.677875	-0.920395	-0.637185	4.825446	-6.624376	-2.733949	-2.823130	-2.477612	5.594799	-0.729442	-0.709643	3.454366	-8.310762	-5.186415	-1.589301	-0.438276	5.527284	-0.875229	-0.603454	5.477145	-6.863506	-3.258491	-2.288049	-2.864998	5.826254	-0.776404	-0.749304	1.826843	-8.686767	-4.294555	-1.876259	-0.256927	5.169017	-0.772105	-0.378740
687	19	1.928498	-6.643157	6.714935	-9.645456	-3.050812	8.224114	-2.606403	1.311139	2.649511	-4.060424	5.619292	-7.900316	-1.271924	8.840518	-6.578284	0.253152	2.965861	-4.207647	5.233065	-7.925897	-0.633092	8.945569	-7.823291	-0.340033	-6.216526	-7.109989	5.865620	-6.271844	4.968287	-0.729062	0.443385	1.214405	3.151610	-4.249166	5.559745	-7.677588	-1.053124	9.341322	-7.500838	-0.121452	0.678219	-4.679567	4.221349	-8.639408	2.717780	6.989539	-8.078192	-0.404010	-2.495146	-2.903651	3.502840	-9.870741	0.488628	5.353556	-7.208978	1.420742	-2.767095	-3.821087	3.444617	-10.393374	1.177786	5.560639	-7.053657	1.333986	2.938598	-4.206568	5.199250	-7.971294	-0.596606	8.888726	-7.843414	-0.356975	0.876215	-4.591800	4.276500	-8.988469	2.376104	7.043335	-8.084098	-0.513025	2.999156	-4.209838	5.277382	-7.870968	-0.681875	9.016417	-7.794426	-0.316596	-1.151603	-5.207612	3.758649	-9.111696	2.556606	6.326687	-7.125874	0.976047	2.587026	-4.035889	5.606670	-7.840618	-1.245324	8.773464	-6.556274	0.285914	0.513211	-4.755001	4.176402	-8.388106	2.941641	6.950090	-8.054045	-0.273388	2.292188	-4.245121	4.730994	-8.929428	0.042786	7.891893	-7.969570	-0.540103	2.807848	-4.207094	5.060802	-8.187545	-0.448016	8.633221	-7.910238	-0.419364	2.141681	-4.261870	4.668742	-9.102805	0.201616	7.740022	-7.969021	-0.559848	3.131922	-4.253471	5.710448	-7.803364	-1.339262	9.361613	-6.986934	0.045628	2.924230	-4.206210	5.182221	-7.995267	-0.578384	8.859234	-7.852962	-0.365225
759	19	6.251397	-1.974275	-5.681741	-0.635936	1.969574	4.806666	-9.198799	-7.088644	6.418086	-3.424651	-4.565179	0.242081	-0.670983	6.273501	-0.884870	-4.748559	2.533860	-6.589195	-6.400422	2.707934	1.579156	2.472163	-5.925715	-6.712329	3.215707	-6.423720	3.103854	3.008129	-1.655333	-1.991391	-3.620691	-6.105862	6.403899	-2.545906	-4.464522	0.057866	-0.387315	5.940286	-1.758545	-4.179590	6.115957	-4.243543	-4.490962	0.142349	-1.948067	5.874813	0.069523	-4.395909	6.121595	-2.221815	-4.606936	-0.265362	-0.968773	5.259112	-0.691473	-3.763788	6.358588	-2.385512	-4.482451	-0.006194	-0.494522	5.796777	-1.574957	-4.046016	6.236851	-4.053556	-4.604213	0.234800	-1.573981	6.088542	-0.128659	-4.703527	5.933577	-3.269429	-4.526098	-0.356769	-1.673462	5.216703	0.337753	-3.723086	5.960089	-3.725473	-4.425514	-0.214332	-1.884505	5.372840	0.334446	-3.794423	6.147468	-4.212017	-4.526534	0.173429	-1.867197	5.937495	0.022796	-4.492013	5.976338	-3.900568	-4.397974	-0.145965	-1.963240	5.451344	0.303182	-3.854165	6.441273	-2.858590	-4.472394	0.140696	-0.321932	6.117618	-1.732894	-4.413996	5.931251	-2.956046	-4.594316	-0.416929	-1.526028	5.140248	0.233885	-3.708741	5.948426	-2.698874	-4.633179	-0.428183	-1.395158	5.103253	0.057945	-3.706156	6.384282	-3.606732	-4.601894	0.260616	-0.898041	6.265652	-0.610890	-4.804687	6.308964	-2.285431	-4.508708	-0.066062	-0.603974	5.661821	-1.368458	-3.950621	6.002719	-4.088031	-4.385869	-0.057187	-2.038037	5.562019	0.250320	-3.964149
770	19	-4.409972	-4.989727	-7.916467	6.440357	10.392090	2.264141	0.194565	-4.702077	-1.854572	-8.650446	-9.774419	9.225502	6.711431	-2.441669	2.342759	-5.353322	-2.318687	-7.852228	-9.761146	9.202145	6.694272	-2.632212	2.430226	-5.074008	-1.659389	-9.413839	-9.725458	9.245469	6.719123	-2.120384	2.229043	-5.737202	-1.753983	-9.764732	-9.600879	9.245926	6.702624	-1.818281	2.136992	-5.966322	-3.329492	-9.231546	-8.798361	9.174585	6.634671	-1.764868	2.313594	-5.201839	-1.918764	-8.500180	-9.776738	9.221469	6.708833	-2.487641	2.360128	-5.295797	-1.748607	-8.952197	-9.764660	9.233612	6.716006	-2.336609	2.304479	-5.483205	-2.088667	-9.905452	-9.351976	9.225151	6.663446	-1.566234	2.100689	-5.907737	-2.000689	-8.330663	-9.777445	9.216872	6.705671	-2.534997	2.378843	-5.235102	-2.148599	-9.913291	-9.310371	9.221621	6.658239	-1.541567	2.102327	-5.881587	-1.700200	-9.137009	-9.754106	9.238564	6.718149	-2.261037	2.277642	-5.575250	-3.203675	-8.320595	-9.307735	9.173668	6.656197	-2.167155	2.421115	-4.983478	-2.066543	-8.209142	-9.776526	9.213492	6.703224	-2.565816	2.391877	-5.193639	-2.780702	-9.821601	-8.909574	9.193029	6.629726	-1.482066	2.176223	-5.567630	-2.937736	-9.742425	-8.828953	9.187717	6.628160	-1.518983	2.204425	-5.484468	-1.672196	-9.287811	-9.741212	9.242477	6.719181	-2.189793	2.252781	-5.659472	-2.484094	-9.904363	-9.087471	9.204647	6.637894	-1.467312	2.132045	-5.718784	-2.990188	-7.923711	-9.532571	9.178736	6.667935	-2.374393	2.450747	-4.949704
910	19	1.969840	-1.826049	-4.211583	3.269629	5.536975	-4.747051	-1.962606	-3.262052	-4.593095	-4.999158	0.619166	1.114907	1.251428	-6.881350	-2.682485	4.624197	-2.243027	-6.462122	4.712168	4.327777	-6.300724	-2.876731	3.711495	-1.215348	-1.471481	-7.493336	3.859267	-1.346469	4.645428	-4.405635	2.151260	-4.189099	5.641540	-0.027439	-5.023529	-5.151695	6.382075	-5.996370	1.448038	-7.713192	-1.305437	-6.653270	3.171998	-0.529508	4.956442	-4.109678	1.651277	-4.038420	-3.893215	-2.689208	2.287833	2.207682	3.133789	-6.382242	-0.529057	-2.509428	6.498931	-3.772628	-0.255901	0.686852	5.558212	-4.206363	-5.103453	-2.160596	-1.870005	-3.479581	2.133205	1.645735	4.562025	-5.968397	0.137324	-3.223750	-1.227038	-5.215449	2.608755	0.495902	4.801683	-4.780780	0.955036	-3.800251	2.815685	-4.749112	0.856851	1.854623	3.788002	-5.366806	-5.942570	-3.382560	-0.299550	-0.162914	1.020147	-0.271186	7.102864	-3.289637	-0.723205	-3.156487	-1.414341	-7.174468	3.497752	-0.989569	4.885675	-4.192578	1.925772	-4.109972	5.706081	-3.953605	0.160640	0.766354	4.671672	-4.371605	-5.418161	-2.405129	1.071058	0.263171	0.478038	-1.262434	8.561645	-2.751430	-1.152423	-3.176202	-3.360816	-1.415798	1.795292	1.849715	3.272338	-5.378967	-0.887745	-2.324014	5.586408	-3.982731	0.207102	0.788110	4.584880	-4.407148	-5.442729	-2.442232	-0.188878	-3.657852	3.558914	2.118931	2.876988	-3.394215	-6.456672	-0.077826	5.629331	-3.972174	0.190709	0.780046	4.615193	-4.394110	-5.434220	-2.428867
921	19	-0.384250	1.136555	-9.241001	3.601898	-2.262881	4.261287	-3.397799	-1.434205	-0.062627	-2.769229	-4.536452	-7.673465	1.037924	6.269191	2.898370	0.977651	-0.122035	-2.783227	-4.549621	-7.491998	1.010080	6.411740	2.678611	1.152300	0.114994	-2.787590	-4.598921	-7.532696	0.970339	6.716581	2.389136	1.147692	0.047830	-2.785319	-4.589943	-7.485596	0.974816	6.673674	2.410105	1.188260	0.176064	-2.787788	-4.596290	-7.682850	0.990397	6.604159	2.544239	1.005900	0.169520	-2.786247	-4.593119	-7.698505	0.995480	6.572049	2.579390	0.990339	0.149501	-2.782696	-4.585959	-7.720333	1.004977	6.511152	2.645161	0.967412	-0.108081	-2.783826	-4.554888	-7.480263	1.005031	6.446167	2.637012	1.167647	0.073038	-2.785995	-4.593688	-7.499757	0.972417	6.694497	2.396364	1.176743	-0.047361	-2.784389	-4.571741	-7.462865	0.989662	6.557181	2.514736	1.197585	0.130765	-2.779968	-4.580254	-7.729888	1.011286	6.469968	2.689476	0.956035	0.156022	-2.783756	-4.588109	-7.715175	1.002343	6.528166	2.626842	0.973055	-0.088816	-2.784194	-4.560994	-7.470509	0.999346	6.486215	2.590825	1.181838	0.178648	-2.789622	-4.600570	-7.647217	0.981634	6.658441	2.482733	1.040341	0.067757	-2.773166	-4.563490	-7.734105	1.025644	6.372571	2.794561	0.942780	-0.138936	-2.777366	-4.533011	-7.566233	1.028801	6.297458	2.833158	1.070504	0.040532	-2.771192	-4.556970	-7.728139	1.029884	6.341848	2.827545	0.943918	0.010314	-2.784694	-4.583588	-7.470912	0.979615	6.634587	2.441441	1.198386
927	19	3.524118	-13.595634	3.659261	-8.757487	-7.780883	-5.919394	3.003503	6.713205	0.670681	-11.485946	0.541229	-8.996130	-6.840849	3.527529	5.858831	2.126863	-0.522883	-5.331406	-1.000600	-5.677622	4.292994	3.181376	4.235332	-3.526182	-0.528935	-5.331799	-0.870714	-5.679756	4.182825	3.145542	4.174100	-3.552421	-0.541875	-5.362855	-0.748836	-5.671573	4.052580	3.120143	4.127305	-3.573529	-0.558639	-5.461806	-1.397171	-5.574398	4.352469	3.350487	4.504806	-3.411201	-0.685650	-6.001752	-0.488306	-5.500806	3.226802	3.219839	4.290932	-3.519864	-0.718757	-6.057390	-0.835764	-5.344392	3.003376	3.390543	4.612415	-3.354607	-0.624820	-5.710822	-0.466686	-5.591734	3.538767	3.129366	4.125926	-3.587099	-0.714610	-6.102389	-0.658013	-5.405579	3.053406	3.320919	4.483033	-3.424821	-0.620483	-5.599300	-1.475608	-5.433865	3.937094	3.457088	4.685787	-3.324938	-0.541957	-5.418557	-1.317404	-5.614160	4.401862	3.305386	4.433433	-3.442394	-0.664209	-5.900700	-0.454855	-5.540140	3.337762	3.178472	4.213425	-3.553809	-0.591010	-5.554407	-0.532461	-5.626878	3.722424	3.107820	4.093048	-3.595539	-0.672843	-5.745260	-1.337574	-5.327286	3.402132	3.492703	4.769494	-3.274571	-0.609643	-5.574970	-1.480022	-5.458139	4.030459	3.443075	4.659833	-3.338341	-0.697123	-5.855674	-1.177037	-5.300415	3.152053	3.477491	4.757908	-3.275872	-0.525567	-5.360866	-1.156628	-5.658851	4.383164	3.235116	4.322555	-3.489481	-0.555660	-5.409023	-0.665506	-5.659965	3.945609	3.108746	4.103658	-3.585362
