27	11	-2.654700	-2.603612	2.030292	-2.749292	-4.514900	1.959577	4.483862	-2.670393	-5.022060	-1.377697	-3.359917	0.525479	-2.054306	4.658479	3.019390	0.271332	0.792171	-8.797755	-1.325113	-8.558583	4.501761	5.152728	-1.324162	-6.326163	-3.425515	3.594197	4.890017	-4.349710	-2.231037	1.078582	-3.040644	-3.907222	2.387828	-3.761355	-2.292890	-1.474278	-2.986549	1.902391	-3.827418	2.906553	-4.454536	1.778870	-2.681989	3.015465	-2.150705	-1.256099	-4.634960	4.167562	-3.829942	-4.577328	-0.910627	-0.978120	5.008296	1.766819	0.828474	-3.611212	-2.011001	-5.793565	0.841797	-3.106639	3.725336	0.740422	0.266543	-4.348541	-4.761650	-4.218061	-1.176486	-0.448990	4.030745	0.340924	2.652319	-2.739985	-4.405074	-4.315552	-0.825349	-0.928045	3.875033	0.104583	2.857043	-2.723709	-2.726164	-5.104125	0.166247	-1.802818	4.919725	1.376792	0.584947	-3.971545
93	11	-4.326726	-3.537023	-1.132199	-2.109769	1.017329	-1.801477	1.043028	1.812524	-4.812446	-3.749558	-1.775431	-2.653598	1.532818	-3.462806	3.634375	1.784123	-4.822136	-3.677166	-1.859420	-2.540207	1.537049	-3.323972	3.409335	1.756764	-4.707003	-3.465473	-1.997889	-2.098091	1.354034	-2.351858	1.984403	1.700098	-8.280107	-6.065970	-3.733166	-3.293685	3.417306	3.695191	1.881678	-4.554729	-5.213175	1.551129	-4.204940	-2.946813	-3.401761	-2.895763	4.570539	5.996671	-4.555482	-3.876503	-1.287807	-2.732846	1.222358	-3.071181	3.060816	1.891544	-4.794635	-3.564494	-1.959410	-2.333402	1.489771	-2.947037	2.817804	1.721299	-6.278181	-5.357707	-4.006674	3.601703	1.704506	-1.471380	2.166890	-3.741870	-4.351096	-3.739192	-0.945490	-2.452925	0.963016	-2.319904	1.734115	1.892582	-4.456081	-3.832766	-1.118943	-2.627143	1.076527	-2.730559	2.496918	1.902704
128	11	6.118396	-11.247475	-4.103218	4.567192	-0.128399	-1.927699	6.909335	-5.723001	-3.952517	-13.402010	-0.982667	4.095571	-0.568919	-1.716679	3.200243	2.887023	-0.122304	2.335223	-4.796211	5.221059	-3.167125	4.374566	-2.411453	-4.884593	-1.966525	-8.427861	-3.913735	2.946723	3.282889	1.557936	1.421506	-2.528193	1.920189	-9.820575	-0.809175	7.311727	-1.120184	-2.119707	7.027834	-3.253018	-2.547862	-10.254835	0.619163	-0.461123	4.457213	-0.297512	0.417209	3.353775	-2.360360	-10.665547	4.377412	0.409879	-1.310707	-6.395351	2.106060	6.664929	-3.411145	-7.411155	2.483685	0.093787	4.441931	-6.584207	-2.072671	3.002743	-1.139337	-8.863179	-4.703425	1.943151	2.800856	1.723340	1.286652	-4.053792	-4.889287	-7.448625	0.089141	2.845714	4.950016	-7.113440	-1.720990	2.281175	-2.678377	-9.305622	2.866740	-0.805563	4.572480	-3.413456	-1.151688	3.021924
171	11	2.977048	0.537744	-5.440431	-3.022560	-3.128432	-4.742855	3.074750	5.865667	-0.717782	3.042203	-11.741676	-2.047447	0.124371	-2.405225	2.400294	3.903851	3.061702	4.620039	-5.949775	-3.261660	-2.022031	-2.270994	-2.831588	9.315097	0.127332	7.061076	-5.848020	-4.499402	2.955278	-5.481941	-2.460252	3.314601	5.957779	-2.177290	-2.145784	-1.756250	-1.066471	1.200623	-4.530008	11.210838	-1.160598	4.616845	-9.964965	-5.252575	1.914619	-1.882027	3.472501	0.904930	-1.144801	0.681486	-7.174842	4.814704	-0.819459	1.059382	-3.189180	2.697566	-2.683403	3.698743	-10.436865	-3.626787	1.408581	-2.233221	2.302941	2.895216	1.333875	4.328511	-12.956871	-5.076197	0.494941	-1.595625	3.231828	0.130544	0.945663	3.304024	-13.895566	-5.254000	-0.774290	-2.128701	2.965972	2.522203	-0.876945	4.537381	-10.128846	-5.168485	1.859032	-1.736362	3.530033	0.805366
235	11	-3.782415	-1.524227	6.190091	-4.348247	-5.586806	5.504279	3.289094	-4.052380	-6.289068	-0.725506	8.369775	-1.967567	-9.725474	-0.111931	0.979329	4.226393	-6.416948	0.769704	7.740623	-1.275270	-10.954287	-3.118212	0.595584	4.420378	-6.663408	0.176496	8.085645	-2.552927	-10.130488	1.403595	0.057083	4.399621	-5.512674	2.006282	7.536038	-0.951715	-10.347366	-2.255031	0.023921	3.453919	-6.802511	-1.241028	8.545589	-2.343774	-9.467915	0.803315	0.791227	4.058967	-5.324578	2.144244	7.558480	-0.926398	-10.258285	-1.917254	-0.099683	3.354469	-5.718793	1.836233	7.530742	-0.989529	-10.455635	-2.537778	0.131587	3.602041	-5.721479	1.921567	7.752576	-1.298694	-10.731451	-0.269655	-0.480163	3.797498	-5.284935	2.198581	7.663260	-1.011339	-10.349095	-0.979559	-0.416360	3.459323	-6.204952	1.342149	7.851342	-1.836300	-10.677845	0.477957	-0.305755	4.183859
388	11	-2.463907	4.709776	-2.168310	1.451821	1.801737	1.345458	-3.709593	-8.544104	-0.545789	5.509661	-3.447069	-3.126540	1.135877	-2.202387	2.993387	-7.113368	-2.054488	4.519439	-2.089561	1.231519	0.585227	2.115432	-3.870423	-9.269881	-1.782033	4.545465	-2.546339	0.941488	0.407001	2.431015	-3.128880	-9.105667	-1.979641	4.765788	-2.758223	1.032458	0.596774	1.664103	-2.740361	-8.520305	-2.325232	4.801817	-2.417655	1.351875	1.621575	1.108818	-2.999173	-8.334750	-1.840824	4.632032	-2.776998	0.879823	0.466932	2.172431	-2.857894	-8.901289	-2.459635	4.632003	-2.036802	1.435611	1.452955	1.581914	-4.208643	-8.824779	-1.907381	4.703015	-2.802691	0.939468	0.513171	1.910830	-2.781134	-8.719597	-2.347608	4.564029	-1.982673	1.370985	1.021364	1.798399	-4.326127	-9.130024	-2.120107	4.821093	-2.629614	1.181745	0.913778	1.340098	-2.732607	-8.304653
473	11	-2.874788	6.681438	-1.398446	0.252099	-1.144442	5.599389	-3.833736	-5.063746	2.912591	-1.500018	-4.451339	-8.468623	0.335993	1.934162	2.907484	-9.322362	4.305042	3.871476	-2.426123	-5.651172	-2.265148	0.789639	-0.605889	-7.763888	-2.104738	8.880951	2.266369	-4.892510	-3.358426	4.711922	-5.293402	-1.974106	3.757690	3.350518	-2.833734	-5.597125	-2.734908	0.071207	0.480619	-8.729269	4.560328	3.457877	-2.469189	-5.749557	-2.561999	0.756820	-0.288588	-7.989624	3.733355	4.333881	-2.532744	-5.763413	-1.805625	0.514099	-0.397575	-8.349037	3.638492	3.542213	-2.678080	-5.640099	-2.606715	0.054603	0.401144	-8.689278	4.637128	3.237350	-2.554875	-5.763293	-2.700837	0.706183	-0.067240	-8.187156	3.853766	3.252873	-2.918838	-5.581045	-2.787735	0.100160	0.508786	-8.747506	3.604637	3.721270	-2.570139	-5.686116	-2.457143	0.076904	0.299899	-8.656625
523	11	-5.159259	6.688973	-4.526080	-2.770278	-9.426326	-0.912283	7.533489	3.907290	-8.413387	3.230071	-5.835001	-0.640395	-9.042000	-0.007495	3.860074	3.256274	-9.040482	2.590393	-5.799613	-3.801610	-3.993026	3.955816	8.332317	0.617680	-7.997750	2.645356	-5.306196	-0.254622	-9.482718	-0.032792	4.236262	3.611131	-7.762162	2.035274	-5.402492	-1.268795	-9.416951	0.633303	3.819825	3.617331	-8.658844	3.316536	-5.946099	-1.108430	-9.065435	0.186140	3.675894	3.147420	-7.698267	1.735498	-5.059902	-0.550726	-9.706223	0.442652	4.037551	3.872849	-6.148993	0.523433	-2.062066	3.386052	-10.260246	-1.218198	6.645423	1.505798	-7.928246	2.366453	-5.122060	-0.193427	-9.674642	0.031003	4.269919	3.738192	-8.090215	2.877743	-5.495670	-0.347423	-9.296771	-0.057023	4.139560	3.488407	-4.849984	3.348334	-1.328319	2.697873	-9.585971	-1.075339	9.735169	-1.057134
607	11	-3.236690	-5.242334	-2.044532	-5.171406	4.083776	-6.585906	5.410862	3.280027	-4.199441	-5.556781	2.328648	-1.147855	2.721330	-5.496495	4.691157	-2.342179	-1.606989	-5.005873	-4.753054	2.216864	3.811868	-10.077070	7.511398	-1.024844	-0.751925	-4.839747	-4.388747	1.558353	3.773446	-9.650420	8.109651	-0.504233	-1.540724	-4.993405	-4.775252	2.188555	3.791657	-10.062751	7.559226	-0.988605	-1.975762	-5.080614	-4.392082	2.296008	3.962191	-10.098642	7.240669	-1.222815	-1.092597	-4.883642	-3.827364	1.281088	4.091665	-9.618742	7.866585	-0.601348	-1.274734	-4.921961	-3.752462	1.333342	4.130322	-9.693905	7.735410	-0.705919	-1.084200	-4.909963	-4.700515	1.919533	3.708232	-9.897868	7.881136	-0.730293	-7.488998	-2.704873	2.955734	3.901546	1.455606	-7.945355	-0.511117	-7.297802	-1.467820	-4.979907	-4.788418	2.154358	3.771519	-10.044283	7.611521	-0.948530
616	11	-1.775632	-5.844158	2.415061	-3.056933	-3.940331	4.521532	-6.013359	5.407308	-4.248432	-3.971926	-2.969018	4.631205	2.180228	-2.330689	-1.650696	4.103358	-0.706603	-7.362357	-2.843562	4.206568	-4.502502	-3.709108	6.194424	3.232207	-1.064947	-6.010950	-1.975069	2.999748	-3.946126	2.329328	-0.686446	3.962076	3.970238	-4.899245	-6.519523	0.538285	-6.129357	-7.905979	3.915344	2.777252	4.356548	-8.272201	-8.210839	4.078725	-0.853571	-3.068144	6.169341	-2.992838	-1.529700	-10.803008	-4.550660	5.770241	-3.253811	2.464986	3.822198	-2.187145	-5.241407	-9.159904	-4.106182	4.648822	3.333670	2.784596	-2.026556	-2.100833	-3.206817	-8.617172	-5.587164	6.931123	2.339366	-2.635476	4.178468	-2.483614	1.901837	-1.786893	-4.779898	-1.561861	-5.228800	5.235815	-1.973547	5.346516	-6.596029	-9.116841	0.967795	-3.227773	4.332703	6.652681	-7.223143	-0.652648
