1	2	45.618417	76.452791	41.074602	1.656314	60.944928	0.649198	0.346276	0.658304	0.749375	0.961865	13.337767	3.000000	0.014716	18.138233	6.000000	28.494134	11.332189	5.000000	0.037280	8.531054	1.000000	95.727328	7.253309	3.000000	0.036487	6.436364	5.000000	0.012051	7.200599	1.000000	0.013001	12.846196	5.000000	0.068433	5.034514	2.000000	0.010030
2	1	4.805835	56.477058	88.031262	58.428241	30.310027	0.902043	0.227095	0.643679	0.293075	0.977908	12.573075	6.000000	0.024644	17.750537	3.000000	45.310283	13.328024	5.000000	0.018349	12.475980	3.000000	86.208284	2.265556	4.000000	0.013683	6.457442	4.000000	0.178222	5.411169	5.000000	0.136540	30.658739	4.000000	0.316283	12.981492	4.000000	0.047362
3	1	4.805835	56.477058	88.031262	58.428241	30.310027	0.902043	0.227095	0.643679	0.293075	0.977908	12.573075	3.000000	0.010256	17.750537	5.000000	64.570584	13.328024	3.000000	0.024644	12.475980	4.000000	45.310283	2.265556	4.000000	0.018349	6.457442	2.000000	0.044992	5.411169	4.000000	0.028217	30.658739	5.000000	0.021925	12.981492	5.000000	0.011600
4	2	60.862084	44.978753	15.870411	45.023091	52.508122	0.998505	0.433014	0.717573	0.727523	0.307162	10.998342	6.000000	0.219337	14.740108	1.000000	66.511394	8.146390	4.000000	0.014655	2.400745	4.000000	68.046449	17.115122	2.000000	0.023821	9.663421	6.000000	0.043659	2.911754	3.000000	0.013601	48.712177	1.000000	0.011491	4.251823	6.000000	0.025406
5	3	39.753494	66.333432	48.637677	31.857313	78.104140	0.272035	0.330976	0.730808	0.891124	0.349559	9.736118	5.000000	0.027235	18.531802	4.000000	90.693371	14.352876	1.000000	0.202943	5.171106	3.000000	44.418774	13.791246	3.000000	0.099537	11.376200	6.000000	0.015478	6.840349	6.000000	0.010300	55.682558	4.000000	0.197512	8.182673	5.000000	0.021065
6	3	41.007896	63.543587	48.719106	14.156713	86.093420	0.510759	0.575859	0.461653	0.440357	0.801907	11.780074	4.000000	0.016215	7.656778	6.000000	4.961759	6.403382	3.000000	0.045111	5.753911	2.000000	50.881171	6.522682	3.000000	0.063123	13.986787	1.000000	0.031665	5.815414	6.000000	0.013094	23.116649	6.000000	0.011909	2.639424	6.000000	0.010183
7	2	12.181795	67.595468	14.085351	74.445077	84.039298	0.834961	0.452969	0.534132	0.621408	0.945593	6.670577	6.000000	0.010423	2.684504	5.000000	13.201970	5.407869	4.000000	0.024120	11.314640	4.000000	15.061758	8.648015	5.000000	0.027785	2.536986	1.000000	0.020840	4.676022	5.000000	0.037651	55.924748	4.000000	0.015297	10.987270	3.000000	0.016617
8	2	41.561861	79.451876	24.801258	78.115356	38.503166	0.119196	0.621339	0.103603	0.728401	0.130371	15.797965	1.000000	0.037600	10.896719	5.000000	90.606936	15.652011	3.000000	0.045476	11.341004	3.000000	34.882709	8.685944	4.000000	0.062477	11.218344	5.000000	0.010199	12.265305	1.000000	0.014336	48.273703	5.000000	0.065202	11.372636	1.000000	0.197695
9	2	88.958202	43.375379	74.177189	31.188779	65.453589	0.656914	0.472446	0.242267	0.402338	0.477404	17.601904	2.000000	0.013524	9.164890	1.000000	29.537918	9.668253	4.000000	0.032875	1.329049	3.000000	85.856972	15.844997	2.000000	0.119983	13.210615	4.000000	0.014489	4.723212	6.000000	0.094170	52.620608	3.000000	0.313876	1.576179	5.000000	0.231863
10	2	76.938951	58.451417	97.947557	32.763067	11.802682	0.381236	0.507903	0.165769	0.720501	0.319541	6.816955	4.000000	0.039464	7.253511	3.000000	79.351812	11.867038	3.000000	0.018325	2.533508	5.000000	39.976784	12.456292	6.000000	0.010361	4.642562	5.000000	0.019352	0.630638	2.000000	0.024500	52.450370	5.000000	0.015288	8.566179	1.000000	0.010900
11	2	23.805926	20.261085	42.050661	13.728082	31.060420	0.417282	0.756686	0.543477	0.692939	0.594508	9.712529	6.000000	0.037365	7.306570	6.000000	27.486270	4.266360	5.000000	0.014663	12.796827	2.000000	76.763961	3.310936	4.000000	0.018928	4.303946	3.000000	0.023811	5.588189	2.000000	0.023468	44.992328	2.000000	0.060014	1.954360	2.000000	0.012278
12	2	31.286422	93.223651	53.822480	47.863959	28.187542	0.278255	0.811403	0.645948	0.832716	0.249735	16.316722	1.000000	0.073533	17.753004	2.000000	5.587011	5.075300	2.000000	0.027179	7.585646	4.000000	42.112609	12.769566	5.000000	0.016425	3.799175	4.000000	0.010073	9.695666	3.000000	0.019511	5.288791	3.000000	0.012513	1.247701	3.000000	0.024048
13	2	8.322807	70.636867	26.520935	93.048336	47.338552	0.207612	0.931300	0.165213	0.554167	0.787302	0.944396	5.000000	0.038833	1.366955	5.000000	88.090404	3.304920	3.000000	0.079950	12.246068	3.000000	85.362512	15.971596	3.000000	0.013724	0.473862	5.000000	0.048102	12.948108	1.000000	0.042218	18.222415	5.000000	0.010298	8.659020	1.000000	0.011262
14	1	3.883370	8.353167	79.627158	11.541686	43.528086	0.313853	0.959025	0.369139	0.704083	0.113409	7.158444	3.000000	0.502411	7.374531	6.000000	84.587486	18.093376	3.000000	0.021321	8.263463	6.000000	47.248352	17.712878	6.000000	0.012697	9.142882	3.000000	0.017210	2.542503	5.000000	0.010609	3.365793	2.000000	0.012820	2.697781	6.000000	0.010391
15	1	2.475769	55.366601	96.146521	20.417513	27.247953	0.781820	0.152692	0.590491	0.641005	0.777251	5.299281	5.000000	0.012493	10.526057	4.000000	28.983205	1.950565	3.000000	0.217109	6.624296	4.000000	42.937171	11.517186	4.000000	0.022681	10.095867	5.000000	0.010618	10.342797	5.000000	0.014745	2.492570	3.000000	0.014185	8.955330	4.000000	0.030848
16	2	62.066846	85.919590	68.963084	23.593218	9.940552	0.992123	0.924901	0.572756	0.796038	0.957739	12.226577	1.000000	0.013602	3.468041	5.000000	93.322780	11.366683	4.000000	0.640619	12.666376	1.000000	21.822519	17.119852	6.000000	0.011867	12.816586	1.000000	0.020181	11.574985	4.000000	0.030924	47.950157	5.000000	0.054706	4.472247	6.000000	0.010850
17	1	40.444439	61.744429	89.449850	80.063739	11.657088	0.260706	0.141719	0.615501	0.347213	0.640792	0.579264	1.000000	0.052429	7.640984	4.000000	6.864056	14.881055	3.000000	0.016584	5.749018	3.000000	1.777072	1.445195	4.000000	0.024858	5.600643	2.000000	0.040969	4.786781	4.000000	0.015807	24.950617	2.000000	0.029423	11.378538	6.000000	0.020540
18	1	23.549197	69.564686	8.482271	91.006845	84.945426	0.691518	0.891434	0.274971	0.594258	0.854274	15.457792	4.000000	0.013244	7.379638	2.000000	43.963655	16.324888	2.000000	0.011984	7.942594	2.000000	14.633364	0.496866	3.000000	0.010375	6.523063	6.000000	0.018660	4.167208	6.000000	0.059587	54.163910	4.000000	0.020579	0.936601	6.000000	0.049947
19	3	73.523301	17.471761	64.526596	24.704044	55.067114	0.565793	0.297350	0.314401	0.236599	0.214571	8.969834	2.000000	0.013766	11.305143	1.000000	14.599114	11.137491	6.000000	0.109095	12.958770	1.000000	32.300907	6.415364	4.000000	0.022083	7.500780	6.000000	0.060642	12.345185	4.000000	0.028093	27.503837	2.000000	0.016078	0.201471	5.000000	0.010036
20	2	71.755132	72.782780	39.811350	6.017302	75.870753	0.123990	0.350341	0.920249	0.499637	0.839838	1.163082	1.000000	0.010412	11.453663	1.000000	83.115209	6.584901	5.000000	0.065126	1.179111	1.000000	51.113895	4.182949	3.000000	0.020032	13.330321	6.000000	0.018799	9.838168	2.000000	0.014627	10.326420	1.000000	0.012761	10.161344	3.000000	0.034299
21	3	88.697091	7.837577	83.217602	27.704264	58.329816	0.125632	0.455354	0.787523	0.642420	0.866555	6.855263	5.000000	0.010955	17.256142	1.000000	60.280673	16.329110	5.000000	0.068356	6.936062	1.000000	85.882009	17.199592	3.000000	0.020293	3.169712	4.000000	0.017496	4.359628	2.000000	0.082198	45.388076	4.000000	0.027948	4.554812	3.000000	0.023009
22	2	84.288227	96.264852	69.248145	71.393565	84.218323	0.130627	0.135256	0.315183	0.341856	0.567695	9.677929	6.000000	0.020348	0.860733	4.000000	66.414547	7.333139	3.000000	0.013747	8.099814	5.000000	85.899716	13.232271	3.000000	0.026452	14.020827	5.000000	0.105646	9.948173	1.000000	0.010172	25.401395	1.000000	0.017683	13.045480	3.000000	0.012898
