1	2	-1.705305	-2.848449	5.382063	8.301076	2.571425	4.764969	5.374919	4.983894
2	2	4.804232	-0.702394	3.989285	4.640842	3.115467	6.271386	5.048942	-1.960568
4	2	-1.887401	-6.517067	8.140231	6.176231	5.304098	3.601884	3.354635	0.352119
5	2	3.867979	3.948864	5.375002	2.334444	-3.367886	-5.031432	6.677118	6.773714
9	2	1.432301	-9.196020	6.183464	7.888483	8.443987	2.290354	-0.336394	3.433330
12	2	-1.937497	-5.260136	2.724291	6.566260	4.518509	4.216064	0.698622	1.538106
13	2	3.325723	-2.730842	-1.228641	5.378902	7.538873	2.430892	-2.456686	0.234349
14	2	3.017146	-0.952637	4.189362	3.994319	5.430223	3.918772	3.136329	1.482464
15	2	-0.432974	-2.633192	4.021798	7.079989	5.366212	4.706882	-1.734024	0.779563
23	2	1.518186	7.175918	7.752509	1.939250	0.622925	0.353346	7.752549	7.833913
24	2	6.136958	2.850371	2.524510	0.887528	4.575827	-0.671765	4.595881	2.541657
26	2	-0.116806	-0.973530	5.759185	4.979163	7.145640	3.254301	-0.350521	0.846716
30	2	-4.301007	-0.530696	7.602722	6.981067	0.454462	7.162610	7.518391	2.412172
34	2	6.529815	3.821709	0.071783	1.325951	-1.049722	-3.346578	5.508749	7.374588
37	2	-3.901087	-6.067055	5.716319	8.919955	4.021808	3.027373	-0.681643	2.556272
38	2	2.102384	1.511822	5.484529	4.649309	0.820490	-3.559541	5.502551	5.312939
41	2	5.612639	3.531909	1.086662	-2.266060	-0.548748	5.075974	6.281882	-2.975343
42	2	3.357237	-1.052496	3.246120	6.172801	0.489734	7.003870	8.672974	1.584551
43	2	2.582589	-5.937066	5.056865	7.998223	8.351240	3.175667	-0.389026	2.355932
47	2	-0.458910	-5.760356	4.846996	6.597265	5.223842	4.214364	0.709173	1.052160
48	2	-0.395315	-1.385540	6.985208	7.371197	1.405322	4.038714	6.979373	3.841293
52	2	4.474362	2.180095	4.968540	5.054948	1.364766	-2.148061	6.312557	7.218593
53	2	-2.409228	-3.392479	5.140251	6.323781	0.723198	6.648665	5.138727	0.057375
54	2	-1.516691	-3.920635	6.139058	7.085079	8.022210	3.833218	0.202325	1.651560
55	2	1.288664	8.368576	6.397068	2.619097	3.086559	-2.116787	2.727806	8.056271
56	2	3.044978	4.354337	3.238795	-0.546000	4.294061	0.217405	0.494638	5.810923
57	2	0.861750	-0.412030	5.492116	5.597099	1.053826	6.567077	5.492085	2.049734
59	2	3.021921	3.024052	6.789289	0.373740	6.924844	2.892185	0.980314	0.692049
60	2	2.356827	-3.110432	-2.720028	7.131853	4.816162	1.596272	-4.447101	4.477783
61	2	-2.111171	-0.567474	6.186939	5.815980	7.431450	3.108095	1.238414	-0.552261
62	2	-0.409490	-3.645483	4.780679	5.788807	2.931635	0.661280	0.435820	5.219600
63	2	2.187266	-7.307359	7.567086	6.410998	4.305830	-9.992647	3.953161	6.410998
65	2	2.111658	5.387410	6.200322	0.808358	-1.032685	-0.958117	6.214579	7.226828
70	2	2.682403	-4.041261	-0.816819	6.978845	1.058380	-3.422443	2.480561	6.941987
73	2	6.956696	2.018614	0.125582	1.717467	6.479830	-3.209974	0.444022	3.894429
74	2	-0.243561	-0.163631	7.058146	4.703557	0.162862	6.839009	7.058146	-1.724543
83	2	-2.141919	-3.648446	6.134896	8.152426	2.793830	4.239887	5.889756	2.656304
86	2	-4.644217	-6.721788	7.916897	6.670563	-0.041086	4.173916	7.916824	0.076449
87	2	3.716761	4.565862	1.185214	-0.800323	-2.230959	5.529875	4.847677	-0.800339
94	2	3.333187	-5.810411	0.780220	7.211084	7.504150	2.151004	0.211464	3.760962
96	2	6.381569	1.737769	0.926688	2.858714	3.712114	-2.974005	4.657074	7.448691
98	2	6.834479	3.881853	1.940189	2.581273	0.389390	5.523713	8.550155	2.581176
102	2	-0.474389	-3.277304	5.527032	4.274827	4.031573	1.435725	3.951584	3.732752
106	2	-3.209889	-5.958868	7.015743	4.589456	4.686910	4.776195	1.245763	-0.334816
114	2	5.266686	5.239994	3.391789	2.577201	3.374509	1.147668	5.496282	7.256941
118	2	-1.353031	1.876705	7.239180	1.239535	-5.443389	-5.951537	7.239576	6.002251
121	2	-3.863602	-1.208223	7.414459	5.026229	0.637384	5.977648	7.296959	1.487360
123	2	3.016997	4.931799	7.175103	0.214602	-2.353596	-2.653290	7.226115	5.775421
125	2	2.622783	6.540082	7.886065	-0.280491	7.780910	1.977320	1.779581	4.368753
126	2	3.214504	6.091796	0.675707	2.500305	-3.072208	-2.002328	7.135958	6.993577
127	2	0.842315	1.730413	5.656985	6.717243	2.875226	6.197903	5.412695	3.604233
130	2	7.210962	3.826257	0.849662	2.679120	0.250170	-3.109281	5.788189	8.772997
133	2	-8.547536	-5.723733	6.795125	9.359577	-2.639793	5.142316	6.777956	3.323730
135	2	-4.418389	-3.990490	6.503749	6.847241	0.181628	4.840191	6.491077	4.044965
136	2	5.199662	1.151912	4.392047	6.399142	-1.276868	-1.804693	8.902832	6.502207
143	2	5.785238	3.002123	4.229299	-0.195495	1.450605	7.718278	6.790940	-0.195740
144	2	1.870033	6.980253	6.484989	-1.659193	-2.919571	-2.626673	6.488709	4.800068
148	2	-5.303056	-4.835140	6.065455	6.584478	0.706180	7.043174	5.745347	1.726580
150	2	4.411213	-0.801372	0.610461	7.251697	8.513522	1.941367	0.414866	1.968777
155	2	7.502092	4.037622	-0.440326	1.775642	5.109823	-1.862769	0.567227	7.734568
156	2	2.018561	8.048207	3.933464	1.095891	-2.578959	-1.306601	3.935427	7.337054
158	2	1.228225	6.561074	5.768671	0.727705	6.269772	4.804082	0.905913	0.727798
166	2	4.880843	3.647983	0.905229	-1.644749	-0.612363	6.031771	6.734090	-1.988859
172	2	0.905370	6.295557	6.619659	2.581171	6.482937	1.832631	2.285385	5.005179
174	2	-2.828231	-3.704021	6.925309	8.029766	4.203728	4.873243	5.119510	3.845979
