8	3	2.098558	0.553232	6.346072	4.902297	0.558106	3.130187	-2.448105	5.195157	6.419235
11	3	0.077044	0.228368	7.763606	-2.486331	4.710927	7.763663	5.386144	1.245064	1.322829
53	3	7.685542	0.546256	0.317626	4.810483	6.351638	0.409719	1.190537	5.109722	6.695742
115	3	7.853189	1.847499	0.997097	1.284954	5.324432	6.828426	4.545111	7.993394	2.013812
136	3	-0.729311	-3.923468	6.342639	4.961599	0.275205	0.356749	3.566595	4.366224	2.168925
141	3	5.853688	0.376794	0.581319	-0.092013	0.110532	6.598287	-3.085206	5.074156	7.090090
173	3	7.259790	0.489908	3.835199	2.363338	0.130468	8.235397	1.159614	4.601430	8.269820
180	3	2.805532	-1.449870	4.786965	2.797823	2.253722	4.796404	3.053271	3.177909	4.468704
187	3	4.727292	0.259966	-0.885897	3.957785	3.189584	-0.885870	4.138734	3.183544	-0.885876
204	3	6.848941	-0.031310	3.132786	1.404100	-0.031380	8.733875	-1.158734	4.164328	9.096135
281	3	6.086184	-0.448269	3.009014	0.204180	-5.975316	7.348076	3.302161	6.099476	3.023776
309	3	-0.269762	0.948628	8.410462	3.069099	5.012480	3.985674	-0.225767	-3.895711	8.410398
317	3	-0.064186	-3.992051	5.801916	5.992636	-0.285081	-0.126835	4.431211	5.075213	1.399495
340	3	-1.435683	-6.869917	7.057881	3.467532	-0.606636	4.286756	3.356182	3.656329	4.463221
361	3	-0.224966	4.010468	7.878657	0.498013	-0.904726	7.807722	3.245169	0.083999	2.345287
419	3	6.705455	1.396884	1.484957	5.176760	7.737482	1.495511	1.970296	4.328132	6.161484
448	3	7.087368	-0.656851	2.076838	1.104718	5.111766	6.736844	3.412585	5.855584	2.686584
456	3	0.071589	-5.104909	5.578959	5.606023	-0.200934	-0.578505	4.109630	5.309505	1.726039
469	3	2.635809	-2.366601	8.639223	7.726558	-0.652963	3.149875	6.274162	5.853205	3.358720
517	3	7.645093	0.714818	1.504940	1.637842	-0.487146	6.017561	5.961031	4.908401	1.527762
525	3	8.636602	0.111802	1.481120	2.503670	-1.910859	7.671396	5.126333	5.984874	1.565264
541	3	8.166334	1.704978	1.160670	4.673203	7.118084	4.640320	2.836518	4.544540	6.685435
594	3	1.306068	4.024428	9.026862	3.442649	0.226925	7.796009	8.923108	0.667528	3.134328
611	3	5.689414	-2.449847	3.092341	1.531856	-5.522770	7.671623	5.124516	4.001145	3.729905
655	3	1.354700	-2.050285	7.763441	7.274115	-0.990156	4.363646	1.130177	3.768644	7.832706
675	3	7.868882	0.258185	4.730090	1.796180	-0.962335	7.693410	0.426103	4.077217	9.140984
696	3	3.277933	-0.360665	1.584101	-0.203936	-5.821334	6.516716	2.390388	4.131651	4.245979
703	3	1.533087	-5.379213	4.690730	7.409548	0.012279	-1.503799	7.182748	5.944194	-1.503716
723	3	3.948302	0.026821	1.547476	2.808239	4.456506	3.132962	-0.716033	-4.572043	5.795366
741	3	1.659326	-4.562723	6.902321	6.820988	-2.491911	1.693786	6.374082	1.913242	2.229894
861	3	7.048149	-1.538692	1.804576	1.394800	-1.603636	6.884384	5.389900	4.878967	2.154224
869	3	3.030323	-1.146082	7.684361	9.202606	0.719167	3.666681	7.165125	6.225224	3.688649
973	3	3.612700	5.528262	4.403072	6.059829	0.986337	1.795762	1.986891	4.588061	6.209719
976	3	8.638379	0.932315	2.863141	3.980282	4.738172	6.804842	6.491923	5.384387	2.892302
993	3	6.914879	-1.450637	-0.604130	5.547739	5.111247	-0.510633	2.925132	-1.624523	5.927034
1053	3	7.673089	1.981060	3.017404	1.921292	4.768956	8.502842	5.242345	7.385308	3.037275
1065	3	1.289218	-6.615075	7.437451	5.620371	-0.123302	2.408364	5.529953	6.165260	2.567695
1243	3	7.829869	0.720492	0.672058	5.741008	6.267977	0.835080	2.577589	5.366080	6.632020
1334	3	-1.248142	-5.983631	7.456731	2.776453	-1.686662	3.411737	2.278606	3.724783	3.423444
1383	3	4.248205	5.673903	1.464504	9.409378	-0.443446	1.460531	1.371733	5.249067	7.584311
1542	3	2.301152	3.931193	8.153619	3.218441	-1.768449	6.788001	6.576139	-1.149405	3.005590
1551	3	8.421329	0.825111	0.130490	5.488225	4.935736	0.131062	2.367047	4.534360	5.674688
1565	3	0.185586	-1.997703	6.653741	4.276214	0.548174	1.076192	2.391140	4.650351	1.529628
1600	3	7.909140	0.753589	2.445228	2.443009	5.364626	6.769552	5.021787	6.619487	3.791715
1618	3	6.700007	1.243024	2.561053	1.305408	1.243019	9.092490	-1.583287	6.261431	9.096278
1625	3	2.720854	0.313712	3.400277	-0.220791	2.294670	4.307951	0.302564	2.618336	4.305334
1644	3	7.632953	0.565212	0.323174	3.075252	6.323232	1.806067	-0.816174	5.660019	6.816442
1672	3	6.524773	-2.300940	-1.230531	0.048643	-8.475297	4.310178	5.580807	4.211495	-1.115798
1713	3	7.606682	1.708139	2.130660	-0.231087	4.113462	8.494110	2.432181	1.283176	8.009507
