1	1	1.303388	-1.994233	6.623981	4.885445
3	1	6.224236	-0.424131	2.294971	-5.502203
4	1	4.000977	-0.372925	-0.430040	4.092151
5	1	-3.300640	2.552289	7.886857	4.940251
7	1	5.395808	0.260354	-2.091299	-5.871048
8	1	-4.612280	3.550785	7.659695	6.321132
10	1	5.927706	1.831374	0.162560	-1.565559
12	1	7.216865	0.404703	2.930599	2.444593
14	1	3.583755	5.855147	1.742830	-2.290384
18	1	6.857037	2.717709	-1.816418	5.371416
20	1	0.717133	5.833634	4.645537	-0.149773
21	1	1.829562	5.679382	-0.496253	6.815012
22	1	-3.902015	2.241437	6.397622	1.171221
23	1	6.400530	-0.608903	0.235766	0.983868
24	1	5.352124	2.038356	0.499764	3.072028
27	1	-5.512029	3.908769	6.171835	3.432249
28	1	2.946896	0.922037	6.452616	-6.311631
32	1	5.730625	-4.429165	3.020687	-6.970158
33	1	6.158666	1.398987	4.036513	1.826243
34	1	-2.858752	3.458712	9.341537	6.140557
36	1	-0.046251	2.615201	8.957758	5.638301
39	1	3.129962	0.664798	7.414374	-4.111951
41	1	8.874314	1.774196	3.909667	-0.859018
42	1	-3.943515	2.643874	9.521176	-1.500529
43	1	8.050975	-0.801759	2.577414	4.785953
46	1	6.306537	-1.629763	5.105161	3.710931
47	1	6.492187	-1.763213	-1.240683	-4.501987
48	1	-2.889500	3.939642	6.213451	6.266215
49	1	0.597382	2.767969	5.725279	4.072095
52	1	-3.199841	3.432763	5.781331	4.418561
53	1	-2.415850	4.231786	7.058381	1.336666
55	1	7.067855	0.526113	1.757739	-2.591198
57	1	9.526902	-0.439329	1.413517	-0.083044
58	1	0.256276	2.871067	8.357164	7.785703
62	1	-1.925116	1.701941	6.869888	8.118702
63	1	5.377622	-0.064911	-0.295167	-1.081998
64	1	6.135280	1.202819	-0.809892	-1.694830
65	1	8.666412	2.630124	4.815929	0.879823
66	1	6.104868	0.888577	2.886136	6.756854
67	1	-0.200208	0.512718	6.669869	6.527139
68	1	6.992253	-0.958471	-0.196290	5.359346
69	1	-4.618498	4.120548	6.513933	5.790093
72	1	-2.986992	3.215804	8.163884	3.932989
75	1	6.016590	-1.211378	3.634450	0.080013
77	1	-3.907439	3.661137	8.056020	6.134960
81	1	7.493961	2.618088	-2.569802	2.182495
82	1	7.843394	-1.828604	-0.385026	-2.803980
85	1	6.579504	-0.385531	1.631432	-2.447002
87	1	7.948631	0.983063	0.637515	2.146761
91	1	5.273312	-0.005152	3.786131	5.206504
93	1	5.134406	-3.021291	1.876039	5.406497
94	1	4.916043	3.349051	1.085148	3.574247
96	1	-1.681294	-0.238762	6.112761	0.589879
98	1	8.530727	-0.916492	0.072391	6.809181
99	1	-9.917532	2.327869	8.796599	7.586298
101	1	-2.289116	7.599911	6.960447	-1.158528
105	1	6.816094	-7.550289	-0.346185	6.900649
112	1	-5.115526	7.711972	8.088350	0.041983
113	1	1.778250	-0.646236	7.266990	-5.372502
115	1	-1.361375	1.868824	6.461320	5.514274
116	1	7.287306	0.590321	2.693328	-1.169752
118	1	4.400882	1.536234	2.764464	-7.408457
119	1	0.479444	3.314434	8.470261	5.945600
120	1	2.189972	2.187020	6.799242	4.681478
121	1	-3.139979	4.034590	7.062240	7.686105
122	1	6.595752	-1.228801	1.908737	5.717104
124	1	-2.778500	1.646696	4.881997	4.842785
126	1	1.394736	2.915569	7.938985	4.710145
128	1	9.608077	-3.187937	1.557551	6.064177
131	1	6.196465	-0.971717	0.828802	4.574516
135	1	-2.061415	9.427976	7.613349	-3.861508
137	1	7.611951	2.199783	-4.849946	0.582205
139	1	7.193270	-0.160857	1.400526	-1.751293
140	1	6.689990	3.462373	-2.881796	3.126291
141	1	-0.682360	2.571572	6.083676	4.398094
142	1	6.575025	-7.176306	0.923081	2.592235
145	1	4.488201	1.591974	5.674931	0.089777
146	1	-6.320123	4.925952	7.583726	5.357264
149	1	-2.253542	2.742571	6.526316	1.334769
151	1	-8.447451	2.983568	8.596086	6.544413
153	1	8.434229	1.586117	1.424383	2.128132
154	1	0.852758	3.185122	5.761144	3.206830
155	1	5.549300	-0.542169	3.874426	-7.022572
156	1	-4.390902	7.052883	6.538254	-1.609767
157	1	-0.779590	3.923518	9.222561	6.657272
158	1	6.616761	1.845964	-0.225714	0.896211
160	1	5.979382	1.333933	-0.182993	-2.953357
161	1	5.789273	-0.039519	0.806134	-5.159727
162	1	0.891989	1.500605	6.618537	1.630966
163	1	8.033445	0.099593	2.415306	0.518694
165	1	0.481890	0.985401	7.259285	3.761333
166	1	6.334484	-0.236761	1.323344	-0.705096
168	1	8.003090	-3.462568	2.568626	-4.851486
173	1	6.940804	-1.863654	-0.415654	-4.144976
176	1	-3.286561	7.489754	6.642050	-0.523335
177	1	-4.506863	1.590629	6.363723	8.255668
180	1	-0.699321	1.853862	8.701332	6.275079
181	1	1.788428	6.506004	3.368646	0.514426
182	1	5.026062	-0.210365	1.264569	3.684324
183	1	-7.282108	6.480496	7.237115	-0.563592
184	1	0.969970	3.158870	6.001362	4.986004
186	1	-2.869977	5.312683	7.372126	-0.065366
191	1	7.146693	1.408193	0.210813	-1.179322
192	1	-1.940381	3.653866	6.940925	6.872224
194	1	4.343630	-0.245440	1.567188	-4.801650
195	1	9.020011	-4.197196	1.524959	5.600312
196	1	5.889319	0.682430	-1.380270	-2.468517
198	1	-3.374254	3.384764	9.069458	2.275008
200	1	6.833974	1.909438	-0.781287	-0.705491
202	1	0.020616	2.014767	6.136649	3.763372
205	1	8.982176	0.198721	0.395563	4.040220
206	1	8.089191	0.418651	-0.466463	-4.825945
209	1	2.899815	6.694247	-1.635185	0.585278
212	1	3.872125	1.901636	0.353370	-3.151825
213	1	7.088952	0.469845	-0.479850	-4.146594
214	1	6.649916	0.199919	2.501643	-1.524346
217	1	-5.905975	6.176767	5.146925	5.292779
219	1	5.221795	0.036084	0.803260	4.889176
220	1	6.940415	-9.722511	-3.656534	8.549544
221	1	-3.434070	3.928795	8.429672	7.030420
222	1	6.863608	1.969986	-0.398802	-0.076444
223	1	-2.382290	2.260907	6.600246	5.964003
224	1	-2.127098	8.110397	4.875922	1.355799
225	1	2.255490	3.616729	3.822996	2.121893
226	1	5.974614	1.066170	4.485692	6.149679
227	1	4.843862	0.245384	0.822990	6.548304
230	1	2.294435	6.364088	4.107051	-1.978002
232	1	6.144882	1.194213	2.666075	-6.140572
233	1	6.112686	2.215594	-0.689234	-1.720031
235	1	0.460929	2.654957	5.779791	3.982722
236	1	-0.779257	3.580786	8.851001	-2.706558
237	1	6.512177	-3.574341	-1.254709	-3.572866
238	1	7.697105	-0.765956	3.342639	-2.458389
239	1	7.302009	-0.037319	-0.103530	4.164590
241	1	-5.341834	5.146690	8.970015	-1.598217
242	1	-2.685460	5.347807	7.248986	0.587418
243	1	6.277432	0.086716	4.547599	3.139933
245	1	-2.496001	1.579871	6.273942	6.760538
246	1	7.173960	-1.302375	1.364449	-2.192668
247	1	0.664657	2.454909	4.202016	6.081332
248	1	6.773320	-2.060162	-1.026136	2.229013
249	1	8.496762	0.234810	-1.701733	-4.056576
251	1	6.313096	0.021528	-2.318228	2.959489
253	1	8.677593	-0.102081	3.667726	-2.361110
254	1	8.133307	-0.923015	2.878206	5.549475
257	1	3.716882	-2.107912	-0.063296	1.573065
258	1	-4.391045	5.679857	6.554600	5.819674
259	1	-4.082848	2.805144	7.507328	5.735158
262	1	8.576516	3.248374	1.941591	-0.955304
263	1	-2.093523	2.786730	8.466709	3.258050
264	1	-0.093430	-0.277472	7.372567	5.783433
271	1	-7.067658	3.330396	6.686902	2.328824
272	1	5.743652	-2.347006	2.905688	5.769498
274	1	7.112251	1.184310	2.006226	-2.475351
275	1	6.355448	1.500282	2.270394	4.328933
278	1	-0.895919	4.552378	4.401694	-2.308083
279	1	8.042329	0.589683	2.270578	0.951523
282	1	-7.856924	6.446777	7.571925	7.610727
285	1	1.285294	1.082465	8.293172	4.230726
287	1	6.025349	-1.237929	0.239536	4.692360
288	1	3.413661	1.353054	5.918444	2.237257
289	1	6.731045	0.001364	1.630350	-4.286797
293	1	6.707094	-3.869752	1.390089	4.888298
294	1	-0.914590	3.224593	4.756251	5.842175
297	1	4.614112	-4.047568	3.118845	-5.478599
298	1	6.178445	-1.137316	1.446557	3.199347
302	1	-2.778682	1.560207	7.498213	5.233682
303	1	1.805381	3.156447	4.523864	-0.639588
305	1	4.029323	5.363945	4.789598	0.676997
306	1	8.966393	2.180888	0.769296	2.871142
307	1	-0.910835	2.687992	7.283917	2.081748
310	1	5.848798	-0.279551	-0.575980	-2.574869
312	1	-3.205510	3.495508	6.340362	5.453017
314	1	7.985226	-1.556080	0.489251	-5.186991
316	1	4.900775	0.097336	7.178893	5.529378
317	1	-4.746807	3.000711	4.097481	6.007279
320	1	6.409286	1.884627	2.631666	1.251994
322	1	6.757257	-0.070096	-1.842824	-4.183304
323	1	8.202279	-1.091831	0.612815	0.255403
328	1	-5.225359	3.002773	6.974954	3.033224
329	1	-5.112865	6.547646	4.354313	-0.078457
332	1	-1.614084	7.832465	3.024834	-3.145894
334	1	4.515329	2.306541	-1.883416	4.742413
338	1	-3.406682	3.993074	7.136503	5.518980
339	1	6.570688	0.817623	0.680697	-1.895214
341	1	6.432373	0.725760	0.915988	-2.704999
344	1	-1.498568	5.489505	6.480592	6.517415
345	1	6.053548	-3.994467	4.123394	-3.098205
346	1	6.578502	-0.547126	2.536437	-6.589863
347	1	6.176241	1.544099	-2.373371	-0.905867
348	1	-0.770969	4.843986	2.737116	7.058053
352	1	2.576747	0.371075	3.688877	5.779413
353	1	-0.860375	6.041255	6.088545	6.755038
354	1	0.906910	3.662946	4.511463	8.422030
355	1	1.101397	3.179673	7.014648	5.040185
357	1	-3.116123	2.911744	6.704958	6.189426
359	1	6.458981	0.065395	4.328044	4.497650
360	1	1.467470	5.921741	4.831962	-0.013937
361	1	-2.351362	8.998845	6.014660	-2.062757
362	1	0.785269	2.120283	6.622851	5.464802
363	1	6.954709	-0.135642	2.094171	0.654836
364	1	-4.465637	7.832016	6.422732	-2.581987
365	1	6.922956	0.136892	1.058870	-4.246848
366	1	-2.080241	7.918681	6.826388	-0.164490
367	1	0.320674	5.232900	5.885644	3.955029
369	1	6.324473	0.887841	3.523102	-0.488029
370	1	-0.271326	6.428123	6.017854	1.113977
371	1	-1.670251	3.003688	7.495544	3.008304
372	1	5.246873	-1.771730	1.064335	0.355240
373	1	-0.149926	-0.050831	7.170024	4.428104
374	1	6.140752	2.255263	0.774575	0.491484
375	1	-3.167598	5.210251	6.706913	0.536903
376	1	8.516928	2.058368	0.830580	-0.391388
377	1	-2.905617	3.927297	8.060222	6.294061
381	1	7.574775	-0.938690	-1.248986	-5.311577
382	1	-0.985110	9.004357	5.548591	-2.589430
384	1	9.009198	-0.295338	0.825188	4.105179
386	1	-3.222892	6.692452	6.886614	4.722673
388	1	-0.331190	3.509490	6.124035	6.144817
389	1	6.050259	1.203403	2.470008	2.094663
390	1	-0.210634	2.864008	7.281491	6.474280
391	1	-5.909878	3.722788	6.984757	8.634084
392	1	-4.137327	3.017465	7.512522	5.232554
394	1	-4.083533	-0.779455	9.232466	4.493230
396	1	1.210347	-1.561199	6.498740	6.686239
399	1	6.385936	0.315509	0.164331	-1.927526
401	1	-5.970025	3.018160	8.372139	3.984295
403	1	0.319248	2.869906	5.836141	6.713496
404	1	7.142133	-1.844358	3.993075	-4.455784
406	1	-2.212767	2.102827	6.246659	5.221590
410	1	4.345095	-4.002381	1.375269	-6.471153
413	1	-3.556922	2.281749	6.739154	3.893953
416	1	0.347024	1.777850	5.106633	6.519840
419	1	7.446136	-3.644502	1.708624	5.336169
420	1	-2.962960	1.406359	6.377519	5.601960
421	1	7.126208	-0.388725	0.692295	0.122274
422	1	7.335482	-2.611654	4.907671	-5.217277
423	1	-1.510226	2.249524	7.333999	5.904340
425	1	0.578715	2.877319	6.900230	4.155766
426	1	5.530606	1.383947	0.570339	-4.042138
428	1	6.680106	0.509255	3.147865	-6.652916
430	1	-0.367102	5.694557	6.561438	6.495242
432	1	8.988060	-0.744234	2.233447	-0.537556
435	1	-2.565280	3.124507	6.684106	5.683668
436	1	-3.706574	7.440992	4.604177	-2.569760
438	1	-2.844605	4.970876	7.161300	4.665012
441	1	5.196417	2.007140	2.658569	4.736287
444	1	-0.683747	1.370906	5.231889	4.684404
446	1	0.932759	0.817608	3.514660	4.923904
447	1	-6.624704	6.665721	7.028267	3.418507
448	1	4.988241	0.681960	1.993496	5.134071
450	1	0.045008	3.677583	9.210423	4.222606
452	1	6.877255	0.378699	1.628062	-5.396694
455	1	-1.250780	7.650314	6.527034	0.961221
457	1	-4.762864	2.345352	6.209125	5.109216
461	1	-1.408571	2.871876	7.781051	6.890330
464	1	-5.232066	6.695995	6.656032	0.400147
466	1	3.148973	-0.326140	3.284128	4.610906
467	1	-0.926760	2.498080	7.456952	5.580405
468	1	7.620110	-0.207596	0.237866	6.880436
469	1	3.485711	-5.965027	4.015154	4.195011
470	1	2.316589	3.361029	5.235747	0.786115
475	1	6.304163	-0.243422	1.365366	-0.732110
476	1	6.479744	-2.433091	1.423709	0.938658
477	1	6.600765	0.300268	2.393849	5.001197
480	1	0.661681	2.902377	6.189394	2.833254
481	1	-2.122941	5.620824	8.338192	-2.350977
