1	5	2.895657	28.536859	52.916509	0.285431	0.584507	0.578380	17.306940	3.000000	0.038639	54.794112	4.000000	0.093005	4.063825	4.000000	55.258174	1.268292	5.000000	0.010644	17.719259	4.000000	90.197898	14.297169	5.000000	85.301901
2	3	13.754742	86.483121	75.995247	0.149736	0.492683	0.437603	15.579522	3.000000	0.031510	36.380343	3.000000	0.042467	0.329811	2.000000	40.959247	3.726852	5.000000	0.014630	3.143634	2.000000	32.912273	18.535012	4.000000	88.960521
3	2	39.111961	37.430762	2.749009	0.513851	0.779069	0.597148	5.753340	1.000000	0.049050	18.681039	2.000000	0.011201	4.056726	4.000000	69.544474	4.512030	2.000000	0.014251	15.984562	3.000000	30.362200	48.011220	3.000000	10.844775
4	1	40.693782	71.696631	63.257182	0.887442	0.823465	0.523817	17.221211	2.000000	0.162214	65.135472	4.000000	0.014563	1.969135	1.000000	55.237653	1.340807	4.000000	0.011970	18.639688	3.000000	44.324859	47.346803	1.000000	62.558955
5	2	6.405756	91.827868	6.044396	0.246555	0.601139	0.564197	18.516329	2.000000	0.010797	61.434731	4.000000	0.012284	2.820011	2.000000	83.530459	4.733651	5.000000	0.010873	1.475653	3.000000	47.964048	44.167070	2.000000	16.749383
6	5	15.300457	22.664941	67.020488	0.569202	0.480834	0.244026	11.505850	3.000000	0.015232	6.351485	5.000000	0.063193	1.798952	5.000000	62.744255	1.034657	5.000000	0.012572	17.708697	3.000000	36.788535	44.156382	5.000000	32.400934
7	1	30.881747	90.086574	62.749206	0.865053	0.287754	0.223496	3.768972	3.000000	0.017209	42.419759	5.000000	0.040877	2.976669	4.000000	84.757826	3.560740	6.000000	0.010597	12.125008	5.000000	60.587506	16.026480	4.000000	4.716698
8	2	50.724541	33.841679	36.118455	0.134906	0.421776	0.956630	9.134474	5.000000	0.079045	49.715993	3.000000	0.010038	4.668541	3.000000	90.172491	4.683223	6.000000	0.057133	4.014255	6.000000	90.514497	45.704641	6.000000	30.359570
9	2	69.350155	18.433358	57.700180	0.533495	0.164748	0.692115	18.049614	2.000000	0.037717	64.297693	1.000000	0.041230	4.485009	6.000000	23.216650	2.790402	6.000000	0.023746	3.706250	5.000000	98.038983	33.836573	3.000000	8.344250
10	3	42.283247	7.416426	55.233368	0.331063	0.209134	0.281973	1.192252	2.000000	0.012251	7.900486	1.000000	0.014966	1.534317	5.000000	41.546263	4.185369	1.000000	0.027128	16.190921	3.000000	36.271684	14.691451	2.000000	1.938085
11	2	21.898980	94.116353	70.370602	0.997338	0.750974	0.898959	7.445647	3.000000	0.041114	38.967327	4.000000	0.271700	2.746102	4.000000	91.843001	3.782965	3.000000	0.018589	5.980662	5.000000	36.535367	26.342793	1.000000	13.977470
