1	1	100	-4.197731	3.985078	8.316362	-3.253477	-2.064274	-4.059795
2	2	37	-5.117327	5.326779	7.656751	-1.245306	-2.232450	-2.571300
2	2	63	-7.104207	-3.541377	7.230775	4.777875	0.013767	-3.829838
3	2	87	-2.524021	3.014547	3.253749	-11.560572	-2.900930	1.460005
3	2	13	-0.148202	-2.493035	8.301963	-6.886453	1.739853	-1.329543
4	2	97	-3.234534	-5.106305	3.401901	6.335524	1.227786	-6.132711
4	2	3	-4.159173	4.302947	2.571790	-2.471174	-1.911655	2.035082
5	4	84	6.477252	3.864874	-3.292693	-3.526154	-3.136111	2.373376
5	4	5	-0.368473	6.014176	-0.157966	-0.902448	-3.810327	3.620734
5	4	3	5.155072	0.812749	-1.320745	3.508363	-3.985620	-1.559064
5	4	8	5.068243	-4.859352	-2.746074	3.514896	2.214819	-2.066348
6	4	49	3.284726	-0.573985	-6.952665	-4.408478	6.076956	0.603533
6	4	20	-0.771786	-9.292538	-1.107374	3.497153	5.863573	-7.500482
6	4	22	4.996451	-8.568967	-0.540104	-2.848284	6.907576	-4.669778
6	4	9	0.341216	-5.699720	3.895014	-1.776246	6.006974	-5.505826
7	3	71	-2.169060	-6.226916	4.491576	3.976737	-2.772630	-0.168639
7	3	11	2.787421	-8.321450	-2.367249	1.248301	-6.919148	4.927004
7	3	18	-1.099037	-5.242392	5.622719	-1.723008	-3.224859	4.312833
8	2	11	-6.170279	1.737867	4.706858	-6.124696	1.273691	-3.619288
8	2	89	-2.721930	6.606947	-3.251400	-3.148671	5.489635	-3.249281
9	2	68	3.412002	-3.422887	-5.477723	3.992871	-2.965626	0.478034
9	2	32	-1.370098	-3.830794	-2.450791	9.164121	-4.670980	3.328974
10	2	84	5.006719	4.237179	-6.824628	-9.313279	1.850340	-4.278627
10	2	16	4.638053	1.736093	-8.957915	-6.127529	-2.704557	3.198005
11	2	37	-1.170184	-1.134248	-4.108526	-1.683005	6.200588	2.085242
11	2	63	5.678375	1.802334	-6.387599	-3.620001	2.183755	-4.461095
12	2	17	4.589100	-2.660078	5.916437	-7.761929	-1.083402	-0.981969
12	2	83	-0.814742	-4.244236	-1.434078	-2.691280	5.890208	7.460612
13	2	56	7.503718	-0.094109	-3.100232	-10.247788	5.860631	-2.603280
13	2	44	1.802320	4.245290	-8.350378	-4.809963	-1.352620	6.688979
14	2	48	3.673365	-0.963075	-5.697849	-9.518555	1.162798	3.360598
14	2	52	7.716452	-2.744640	-4.001235	-11.947234	4.256984	-0.714072
15	5	34	-3.388033	-1.210616	-3.844978	-3.666871	7.514954	4.328948
15	5	24	-1.218491	4.770443	3.098929	-8.379634	-1.146372	0.258014
