9	4	-2.500904	11.915529	4.102174	2.053767	-10.467697	7.392328	1.336849	-2.638898	8.179697	6.845233	-4.367981	7.392323	1.435633	-5.755096	8.179865	6.845247	5.441620	1.929281	0.780799	0.276969	7.727440	6.800650	5.417824	1.929283
11	4	7.016488	-18.933823	6.463046	7.126648	7.337548	0.100581	7.016488	-15.404811	6.463046	7.126648	-4.811287	6.009269	1.934770	5.897679	0.700477	1.535743	-7.236069	6.026916	4.374161	2.351003	0.984098	2.912994	5.702054	0.103371
21	4	8.585364	-2.621214	8.490982	8.147957	-4.664271	6.579424	8.609062	-7.851158	8.506588	8.147958	7.303471	1.301749	2.342301	9.177678	4.200579	1.968702	-9.849016	6.579502	2.908704	3.973711	4.203194	1.987524	3.958672	1.317796
64	4	7.700931	-13.539213	6.860617	7.526148	5.683760	0.180246	7.700931	-7.762135	6.860617	7.526148	-4.896290	6.404693	2.100548	8.607537	0.239474	1.240262	-11.440200	6.404693	2.101122	2.818569	0.241162	1.425490	2.958773	0.361369
79	4	7.537744	-15.622920	8.353297	5.213113	5.288183	-0.191221	3.293152	8.952947	2.321936	-0.415658	-3.726558	4.588933	7.537744	-14.286104	8.353297	5.213113	-0.410678	4.588730	3.293170	2.835167	2.891157	-0.415656	1.997938	2.656744
87	4	6.452234	-8.126677	5.672972	7.863886	9.404156	0.972676	0.777087	5.763700	-0.337759	2.189300	4.727756	0.977836	0.777087	9.559485	-0.338721	2.189231	-1.137767	6.524636	0.777087	9.799006	-0.338721	2.189231	-5.961731	6.524663
109	4	7.221231	-5.353931	3.651948	6.339099	-4.527942	6.606348	7.221231	-11.758328	3.685791	6.339099	6.835855	0.921464	5.222906	9.678490	-2.077713	0.780650	-10.623611	6.607083	5.241545	3.203688	0.545907	0.873391	4.905998	1.170137
115	4	1.437504	11.357003	3.445947	2.364124	-9.662662	9.115191	6.908070	-2.462415	4.567106	7.056466	-4.784307	9.098730	6.928148	-9.065031	4.633043	7.056479	7.600446	3.395561	1.438593	4.855141	3.563032	2.364162	2.519909	3.395571
168	4	7.058105	-5.615811	7.281496	7.052784	-2.183689	5.515763	1.127793	12.266556	2.718800	1.640162	-8.562631	5.515951	7.058225	-9.027403	7.281496	7.052791	4.961405	-1.065008	6.966460	-0.807542	7.256755	6.902691	-2.184552	5.515763
170	4	4.984819	-19.232391	8.060422	6.554468	6.669196	1.805804	4.984783	-14.095539	8.060422	6.554412	-4.613797	7.339192	4.984805	-15.320090	8.060422	6.554445	1.454443	7.202760	2.071355	3.967195	1.635368	5.790336	-7.981131	7.339192
