1	2	94	1.463571	7.263631	1.164219	0.984652	2.752108	1.631749
1	2	6	5.044686	0.598211	6.672561	4.133982	4.011276	0.676056
2	1	100	-0.793133	9.097585	0.322201	3.367819	4.538650	2.146592
3	2	90	-0.343090	9.743907	3.237271	-0.259013	-5.794061	5.487122
3	2	10	4.928934	-5.998633	7.041463	5.553105	7.356242	3.555758
4	2	87	1.766711	9.722478	0.489641	1.099832	-4.386971	5.729450
4	2	13	5.272323	-3.162793	6.085926	4.586144	3.321171	0.462297
5	3	58	1.615893	10.123642	1.340537	-0.742255	0.244012	-2.857574
5	3	9	1.615893	10.268946	1.340535	-0.742251	-4.939907	1.267729
5	3	33	6.669887	-6.385636	6.457595	5.162513	6.100781	-3.807250
6	3	35	5.537136	-5.439185	8.428018	6.325295	-2.589126	5.640755
6	3	12	0.286447	8.400170	3.493572	0.039636	-9.142422	5.773597
6	3	53	5.537136	-10.390258	8.428018	6.379385	7.000058	0.842778
7	1	100	-1.160762	9.697768	2.215365	2.257730	-10.234362	7.125533
8	2	94	1.738760	7.874071	0.501812	-0.826115	-2.777476	4.096175
8	2	6	6.234408	-3.172064	6.709873	3.012539	5.182006	-2.525422
9	1	100	6.194120	-9.687529	4.227716	8.705304	6.605688	0.715356
10	2	96	2.878663	9.711703	-1.080170	0.344339	-6.799073	6.735093
10	2	4	6.721001	0.249596	3.847298	6.922935	8.100060	0.161079
11	3	38	6.686435	-3.959756	3.495169	6.198765	-5.715691	7.710547
11	3	55	1.696227	8.998941	-1.934628	2.508364	-10.111862	7.710547
11	3	7	6.686435	-9.306315	3.495597	6.199203	4.462983	2.650670
12	3	34	4.020526	4.918763	1.020682	0.768495	-11.894960	7.730091
12	3	15	7.424939	-5.985836	6.316488	6.307645	6.186625	1.129560
12	3	51	7.259856	-1.686512	6.316302	6.307643	-5.924259	7.730091
13	3	36	1.566814	5.393132	0.462260	-1.739874	4.996959	0.394643
13	3	54	1.552739	9.025742	0.442694	-1.757334	-3.190054	6.369914
13	3	10	7.309138	-2.235257	6.919273	4.821096	7.295115	0.394506
14	3	65	0.784457	10.067074	0.989376	1.675324	-11.658318	7.944769
14	3	12	5.412076	-10.743347	7.163785	6.859677	4.444652	2.031887
14	3	23	5.412040	-4.647258	7.163725	6.859662	-6.617598	7.944769
15	1	100	0.884954	10.235366	1.876766	-4.768651	-11.849290	6.845165
16	3	25	6.693453	-10.645870	6.529673	8.501715	5.380124	1.115171
16	3	30	2.237505	5.350029	2.113498	7.126567	-5.582087	6.388125
16	3	45	6.693453	-5.265371	6.529655	8.501715	-2.619890	6.366595
17	1	100	2.296598	9.209821	0.836042	0.166293	-5.012794	4.405028
18	2	88	7.794850	-10.652276	9.023699	8.914063	7.238979	-2.697872
18	2	12	2.391093	6.487668	3.175257	6.551817	-2.528519	2.041324
19	2	70	6.018524	-5.139466	3.253067	8.249945	6.974468	-0.319723
19	2	30	4.698254	8.566576	-2.842494	2.215625	-4.305647	6.033475
20	2	90	0.830880	9.156680	-1.501734	-1.801026	-10.302672	6.793519
20	2	10	7.322566	-1.821027	4.801044	4.293128	5.491939	1.829775
21	1	100	7.407763	-6.189685	6.133015	6.887723	-5.708637	8.290532
22	3	20	-0.128955	4.773166	1.369562	2.223791	4.604951	2.553314
22	3	60	-0.132686	11.314746	1.289351	0.703987	-8.204597	5.978689
22	3	20	6.324620	-6.610042	6.861117	6.309943	6.363836	1.223759
23	2	57	0.643474	9.156369	-0.204052	1.729195	-0.804712	2.936911
23	2	43	5.252892	-6.790381	6.338967	7.333248	5.490433	-0.409183
24	2	62	-0.505411	9.625019	-0.162576	-2.957256	-2.688944	3.967692
24	2	38	5.842176	-3.852645	5.917199	2.403553	7.231405	-0.752340
25	3	49	0.807149	12.135179	-0.281433	2.909634	-0.072374	2.081713
25	3	39	0.805149	12.149444	-0.281433	2.909634	-5.833571	5.475792
25	3	12	6.903128	-1.383353	5.370128	6.669862	7.740200	-0.655237
26	2	12	6.275210	-3.858852	6.388943	5.317431	7.158763	0.628360
26	2	88	2.984128	9.840850	-0.202587	-0.871612	-12.036498	6.842299
27	3	78	-0.635736	9.330362	1.159045	1.657865	-9.649156	7.507870
27	3	11	5.204524	-1.535838	6.365561	6.522505	-3.218857	7.501891
27	3	11	5.204524	-7.527995	6.365717	6.618679	4.264733	1.756141
28	2	78	7.369880	-3.155857	3.760855	5.213216	-5.001999	6.855103
28	2	22	1.234916	9.283936	-0.097422	0.093887	-9.990048	6.855103
29	2	71	2.450420	7.990982	1.934228	1.096655	-10.194583	7.329456
29	2	29	6.070133	-3.816541	8.538191	7.646335	6.753553	1.887354
30	2	81	4.180399	8.969479	0.624582	0.808262	-9.672331	7.778188
30	2	19	6.061903	-5.298585	6.980264	5.691414	5.176108	1.374020
31	3	63	5.494294	-8.406631	6.361034	6.257045	7.851821	0.717579
31	3	21	-0.589703	9.577048	-0.154279	1.104316	-8.083737	6.868637
