4	2	-2.692388	7.336379	2.375194	2.718915	3.255725	1.063794	8.409240	7.813086
5	2	0.881385	6.205279	1.197419	2.821057	7.052482	-0.470073	7.578539	6.089508
7	2	1.204939	6.586952	1.032621	1.905271	6.521025	-1.439505	7.564035	5.668447
13	2	0.862351	6.621606	1.256751	2.529456	6.230688	-0.643171	6.575189	7.450434
14	2	6.245045	-5.025218	8.208959	5.816521	0.950501	4.974750	4.324954	2.964224
16	2	8.310921	-4.022488	8.248550	6.000052	3.380063	6.868044	2.096329	-0.045827
17	2	2.204448	7.215773	3.641807	4.232754	7.484831	-3.219376	7.238286	7.969320
18	2	8.457004	-7.281234	9.510148	7.882571	1.951514	4.922090	4.078813	3.542848
21	2	-0.039397	6.363142	3.920961	1.960308	6.112995	1.573911	5.426192	5.845265
24	2	2.762376	5.482031	0.268325	3.043918	7.590579	-1.521428	6.305200	7.506383
25	2	6.533558	-3.950988	6.794338	6.266798	1.635925	4.553173	4.893885	-0.032679
26	2	0.813026	6.080178	1.240299	0.673771	7.293967	-2.556475	4.546705	6.709040
27	2	3.871380	8.648032	-0.306837	0.891683	6.343492	1.386363	5.942539	4.321462
29	2	0.031821	7.806504	2.382844	3.438721	6.412929	0.907504	8.788113	7.745402
32	2	2.354325	7.549482	3.365250	3.170040	6.295989	-1.945171	9.305871	6.406669
33	2	7.412797	-2.216524	6.101204	6.306379	1.536008	9.128792	2.252884	-0.051361
34	2	3.929732	5.929938	1.329276	4.875306	7.928901	1.913440	1.418746	6.737712
41	2	8.083318	1.137465	1.641794	5.416150	3.598081	5.586403	-0.489533	4.094812
44	2	0.632080	6.965897	-1.624106	3.340728	6.067560	-1.362869	4.578990	6.829371
45	2	7.418853	-2.345701	7.489154	7.587909	3.500771	5.956053	1.514342	1.896963
46	2	6.312095	-0.852024	9.614821	7.178917	1.675146	5.551954	3.044002	1.977789
47	2	1.963753	7.359061	-0.776926	-0.539728	8.588899	-2.053305	5.217566	5.499125
49	2	0.296352	5.982460	0.118954	6.145180	5.616902	1.455159	4.647450	8.659215
50	2	2.581751	6.391660	3.540675	4.924727	7.874120	-0.159991	7.269237	8.468798
53	2	4.195137	0.225746	6.550917	5.635608	-0.405335	6.206172	0.496379	3.184197
54	2	1.036684	3.134791	3.500278	6.715819	-1.311460	6.700204	0.083570	2.064446
56	2	6.960462	0.825031	2.228430	5.970133	7.226350	-4.064919	7.192022	6.368448
61	2	0.323315	5.755786	3.683085	5.075715	6.481241	1.903910	3.683120	5.078629
63	2	1.825047	5.207699	-0.375134	3.233628	7.196087	-0.647695	5.481837	6.322087
65	2	0.249181	5.844859	-0.907446	-1.188241	6.315792	0.934704	4.169614	4.763994
66	2	-0.661356	-0.162885	8.739341	7.856843	5.598155	-6.386809	8.739381	7.869119
68	2	7.355167	-2.051765	7.400323	5.248324	0.725595	7.511372	1.389792	-0.423780
70	2	7.095948	0.943160	2.147205	0.591749	0.594412	7.048143	-2.283453	-2.673901
72	2	2.742137	5.492792	1.849913	5.750323	5.698371	-0.764232	8.420928	8.748336
73	2	-0.097481	8.356987	-0.239745	-0.541760	6.304089	1.329081	5.254032	5.982993
74	2	6.880249	-2.925564	7.130242	6.043291	0.687478	6.314453	0.742170	0.103833
75	2	6.304577	-2.890878	7.901170	6.940331	1.736297	7.547887	3.897715	1.663206
78	2	7.506815	0.572284	6.623635	7.979393	0.863506	6.966744	5.114048	2.543610
79	2	7.336892	-4.192907	6.835838	5.735290	3.708419	6.048108	1.239095	3.734433
82	2	2.825546	5.915720	5.593199	0.986032	8.228524	-2.906526	6.787574	5.008082
84	2	2.443508	7.212025	1.697341	0.602928	6.216398	0.726964	7.113938	4.604848
85	2	6.353438	-4.702121	6.966192	7.781499	3.371115	4.150322	0.557035	2.035345
86	2	2.469934	5.901108	-0.430014	1.216089	6.657582	-3.375146	5.748665	7.092107
89	2	6.575349	-4.800601	7.186264	8.249304	1.222666	5.103990	2.029711	1.671415
90	2	0.786443	3.863454	4.472424	3.040663	1.970281	-0.732140	6.801426	8.490288
91	2	-0.797291	7.427607	2.958605	1.189566	4.697707	2.681882	6.113636	5.286142
93	2	8.362027	-3.204999	6.064480	5.105739	2.295514	6.752614	-0.379476	-1.023816
94	2	5.501659	2.377079	5.256610	0.288191	3.421747	6.291790	2.818689	0.196967
97	2	-0.189477	6.043111	1.292142	2.429163	5.384283	-1.705054	6.156390	3.916696
99	2	8.789475	0.448432	2.546251	6.675420	3.465308	5.911716	-1.306355	1.640156
101	2	6.256975	-2.019483	4.211340	8.346897	2.969113	4.369002	1.482990	3.338102
103	2	3.471792	6.900368	3.359911	-1.089936	8.114148	-0.048719	7.640921	4.982123
104	2	2.964985	6.243977	-1.070743	0.274251	8.693658	2.255631	4.786438	6.382545
107	2	7.687879	-3.882812	5.782336	7.055111	1.275858	5.710617	0.093041	4.636514
108	2	1.236102	6.258912	0.883156	1.800331	6.729219	-4.942654	6.884422	5.473860
109	2	5.462413	-3.076274	7.703948	5.017038	0.758315	7.099224	2.350144	-1.187485
111	2	8.371649	0.622614	6.322879	5.868209	2.963468	6.922824	0.144623	-0.565278
112	2	6.278778	0.092560	6.367617	7.891642	1.405028	4.466693	4.609129	4.550980
114	2	2.306199	7.104187	1.112228	5.256041	7.161976	-2.677202	6.985738	8.256824
116	2	8.164302	-2.623113	7.495131	7.043308	3.297747	6.761281	2.508346	2.395506
119	2	9.080990	-5.320822	7.388818	5.947639	4.929141	6.864319	1.076816	0.409581
122	2	0.731367	6.231838	0.918554	-0.108873	7.111241	-2.995014	6.721082	5.446376
128	2	8.194291	0.572639	1.876462	3.774572	5.096557	5.990756	-1.013870	0.996187
130	2	9.550450	1.364203	6.293380	7.142207	4.987623	7.086484	2.308255	3.634148
131	2	2.158666	5.480103	0.189951	0.392422	8.537982	-3.127330	4.315159	5.554182
136	2	2.803792	2.030359	6.540046	6.689426	-2.116731	7.777935	1.370540	0.185867
139	2	0.700048	7.848941	0.749414	0.989257	7.196748	-0.438750	6.080162	6.379560
140	2	0.515624	6.546299	3.665059	1.615743	5.703446	1.123534	7.634863	3.959987
142	2	0.718014	6.548267	0.329100	0.931701	6.491282	-1.938142	5.633527	6.558984
146	2	-1.415550	7.206800	2.526033	-0.654258	2.364750	1.200346	5.882893	5.484148
153	2	7.087170	-6.187763	7.034741	5.169733	1.059419	5.306956	2.351835	2.192838
154	2	0.589935	3.062673	6.992019	3.373017	6.707274	-0.501980	8.179355	4.600561
160	2	4.156600	-1.870506	8.535505	5.785678	-1.766670	5.259009	4.298447	3.099673
162	2	6.552356	0.032137	7.480319	5.095177	2.842941	5.367434	3.914029	-1.011861
163	2	2.583437	7.675291	1.522591	2.077942	6.405629	0.407770	7.693024	8.481557
169	2	2.984705	8.010859	2.825171	0.614054	6.898335	1.187075	7.209551	6.406328
172	2	5.051933	2.002866	6.807895	6.187571	-0.834266	7.641143	0.594437	2.496530
177	2	2.650226	6.206920	2.456916	-0.656448	6.835187	-5.905134	7.641930	3.566171
178	2	8.294058	-4.537898	7.383574	6.566516	2.467531	5.918869	2.156481	0.165224
181	2	1.498675	6.513150	0.753750	3.776945	7.301077	-0.905575	4.747076	6.507214
183	2	2.953830	7.972320	1.640034	3.742549	6.472157	0.283198	7.231771	4.771707
188	2	2.442597	4.555741	4.105825	0.917868	7.566092	-3.859460	6.103809	5.761154
189	2	6.179768	-1.928073	7.714483	6.638810	0.196762	3.943023	5.794329	5.369044
190	2	7.729740	0.869546	3.651590	5.964653	7.845742	-2.320685	6.881641	6.145731
