61	3	2.452657	4.487326	3.932835	2.828323	4.124028	2.740859	0.876321	3.808417	5.730744	-3.035650	7.314045	7.407934
67	3	7.334802	-4.129420	0.905222	8.680149	7.334796	-2.658920	5.183198	8.680124	5.542738	3.341460	-2.586261	5.522205
90	3	7.136674	-6.467117	0.256102	9.548770	2.406600	0.577333	-1.389558	3.659307	7.106801	-1.312736	4.673188	9.328399
107	3	3.459013	-6.248306	9.116266	9.329870	-0.336505	4.929010	4.387001	4.014419	0.323656	4.075968	-0.381818	4.015670
139	3	7.477925	-2.303670	8.262862	8.223702	2.616462	1.552971	7.304298	7.163394	2.084207	4.737595	4.947117	3.724833
144	3	6.406377	-6.715912	0.483592	6.062024	6.406375	-1.703163	6.301165	5.981858	-0.033709	5.534886	4.051790	-0.128064
156	3	8.029723	-1.424883	5.489198	3.706373	8.033925	-6.011771	-0.702196	3.760055	1.908187	2.406162	3.655574	0.772107
159	3	4.533077	-0.574306	0.520905	6.067789	2.048594	3.708474	-2.437459	-0.310513	3.762257	1.288333	5.552166	5.899670
163	3	7.416666	-10.091307	-1.968663	5.641359	7.376720	-1.081316	4.525092	0.608298	7.415471	-3.624129	4.529824	5.619563
178	3	6.150660	-6.490167	0.045463	6.746311	0.244802	7.484853	4.646285	1.144585	6.148259	-0.131035	5.508569	6.734802
184	3	2.886974	2.924884	3.742830	1.784535	6.803025	-6.126875	1.361907	5.768578	6.803016	-0.692515	6.750795	5.505607
217	3	5.470112	-4.285923	0.389873	7.006052	-0.109973	5.016880	-1.755672	1.713956	5.387277	-0.990601	5.216307	7.005717
218	3	5.768264	-2.311639	5.132105	6.658240	5.772418	-7.524151	-0.523814	6.666978	5.562372	0.593908	5.029530	1.313344
239	3	6.697630	-0.366896	6.200270	-1.402516	6.697832	-4.892804	-0.233456	4.845266	0.061905	6.084324	3.890098	-1.701317
243	3	6.723124	-3.969007	5.967648	5.559283	0.941841	5.417519	3.140725	2.194224	1.038535	1.112064	5.463607	5.178828
259	3	6.843569	-3.156046	4.276303	7.048023	1.822218	5.029961	-7.561722	0.846501	6.702765	-0.259998	2.658251	1.902753
284	3	2.937659	0.455982	0.441891	7.790256	2.936795	2.125168	3.145497	7.201445	9.395912	-5.787550	0.460941	8.172503
313	3	4.831707	-5.652298	1.667910	7.121851	0.913234	1.591377	-0.302079	4.018746	4.831067	-3.744960	4.884044	7.112270
344	3	7.592819	-11.182322	-0.686976	7.672992	2.835790	-0.103119	5.595316	7.383142	7.592720	-4.845802	5.663205	7.661164
413	3	8.091858	-3.037553	0.259599	3.916910	1.995216	4.077261	-5.145372	-0.802771	8.081645	1.035990	6.466693	1.503692
417	3	8.465515	-0.487322	1.254584	5.496175	8.455539	-0.022770	7.390247	5.146124	2.576156	2.467688	-0.466221	3.210311
423	3	7.434776	-5.085098	0.343801	6.142312	1.668551	3.933809	-5.437953	2.434089	7.434776	-4.043352	6.548981	6.141677
454	3	2.051930	3.327774	-5.101958	0.458788	6.333095	0.008113	-2.306400	6.147251	6.293021	1.120031	-4.887581	3.145461
478	3	6.741424	-1.887348	0.835420	6.942148	0.907001	5.150538	-2.738964	4.111387	6.741412	-1.083006	5.631446	6.881937
490	3	0.618494	2.875465	2.678528	1.335291	6.896601	-4.175748	6.981386	6.219663	2.019694	0.527286	6.788484	6.198341
501	3	7.774011	1.549661	5.389485	3.370324	5.535174	2.858082	3.777244	3.369812	7.940188	-3.819196	6.316253	8.377733
504	3	2.900843	5.323073	6.080519	1.425132	5.957364	-1.041164	6.642655	6.043779	6.108692	-5.586168	0.953155	6.043783
521	3	8.979024	-7.582184	-0.292370	7.761018	8.979024	-4.168123	5.537530	7.759570	8.956985	0.541513	4.969412	4.056651
523	3	6.572209	-5.970356	1.092773	9.134541	-0.005412	4.064527	-1.125068	2.844030	6.572209	-5.871897	6.695524	9.134541
562	3	7.454369	-6.340364	0.139455	6.933840	1.374219	3.808932	-4.546668	1.594196	7.449938	-4.164986	6.605300	6.931902
