13	6	8.318818	-4.970048	0.681496	9.124539	1.052471	-0.588341	0.233596	-0.665766	3.786640	5.530246	8.239090	-4.838489	0.681151	9.124220	6.398452	-0.498807	0.035833	-0.447270	3.789065	0.421170	9.687531	-11.542876	6.879204	9.125091	1.052495	9.685136	-11.411489	6.879204	9.125091	6.398484
42	6	4.285707	0.561759	2.769693	4.197694	3.428753	7.491870	-3.469759	6.650110	5.851843	6.594615	-1.828146	1.077309	2.315801	0.069748	-0.492849	-2.140769	1.563895	-3.259190	-1.441478	-2.352961	-1.012250	0.652985	2.666308	3.941328	2.820037	4.169160	0.601778	-2.643511	4.087833	3.176049
50	6	-3.568391	1.632104	-4.369059	-1.664372	-4.746107	1.057598	-1.300736	-1.638217	7.559756	-1.939101	5.730702	-1.162354	-2.169176	7.475302	2.963986	5.847080	-5.391969	7.541524	7.763521	6.337935	5.743289	-1.218690	-1.956481	1.592036	-2.192127	5.839910	-2.513003	7.303923	1.882187	5.996121
109	6	0.299186	0.164490	-2.441009	-0.735041	3.695845	7.381996	-12.694338	5.976812	5.421914	6.976926	7.373798	-3.326620	0.218749	-0.638696	6.976845	7.381991	-8.575802	5.976764	-0.636757	6.976926	7.381969	-7.445202	0.298374	5.421914	6.976926	0.324834	0.142432	3.248865	-0.734880	3.781516
130	6	-0.327987	-1.419174	2.397607	-0.519418	3.181156	-0.261078	-7.370426	4.159756	6.547620	6.599663	-0.261138	-4.800994	-2.311743	6.539472	6.598814	5.693887	-12.544557	4.159758	6.547858	6.599664	5.693887	-9.975219	-2.308909	6.547852	6.599664	-0.328355	-1.416473	-4.078395	-0.521638	3.157163
135	6	7.270115	-2.947654	6.354598	7.002820	6.068919	-3.986084	1.882734	-1.825908	-1.259682	-1.600453	-3.747344	0.957467	-0.101037	5.462839	-1.524254	7.159138	-2.014775	6.351237	0.333255	6.061751	-1.816083	-0.104344	5.771414	-0.610910	2.046142	-1.730468	-0.133125	5.808391	6.040903	2.249557
149	6	6.448606	-10.968001	6.773695	7.276902	0.009510	-3.254840	-0.660977	0.634565	6.439222	-2.012287	6.448606	-6.530248	1.357283	7.258194	0.009509	-4.353616	1.302895	-3.692605	1.013928	-2.897472	6.448606	-7.579920	6.773695	7.268301	5.595730	6.446369	-2.997233	1.355469	7.066134	5.582795
156	6	8.325327	-12.917150	7.296583	7.938992	1.420009	-3.013101	4.477506	-5.082612	-2.372238	-4.611308	8.325327	-8.761873	7.296583	1.841261	1.420009	-0.746752	0.541181	-1.287878	6.542881	-0.390208	8.325327	-7.388693	7.296583	1.831381	7.683912	8.325327	-11.547861	7.296583	7.938647	7.683912
219	6	0.827769	-3.392477	6.645523	1.392629	-1.389325	0.964778	-4.871978	6.645523	6.405256	3.030674	0.985936	-8.067994	6.645523	6.436356	-1.388442	6.304261	-13.611110	6.645523	6.440140	-1.388442	6.304252	-10.457266	6.645523	6.439484	3.030687	-1.441145	-0.733847	6.626524	0.741899	2.118322
285	6	-0.954514	1.843055	-5.145693	-3.310173	-0.665121	6.945979	-6.031918	6.136528	6.381539	7.512450	6.945970	-6.020313	6.136528	0.364165	1.237079	6.946502	-11.795243	6.136528	6.381880	1.255365	6.257492	-0.712153	0.057174	-3.286323	0.674720	6.946341	-6.880806	0.187146	6.381847	1.245409
301	6	9.668761	-8.298650	8.270897	0.255581	-1.680606	9.657614	-1.710601	8.250557	-0.216773	4.256975	1.817082	0.254188	6.433194	-5.934971	2.471462	9.668740	-3.978227	8.270858	4.964417	4.257830	1.863144	0.236401	0.741423	-5.916423	1.720502	9.668761	-10.500461	8.270897	4.964843	-1.680606
313	6	-0.484540	1.196772	-0.617825	-7.609367	-1.824520	0.923155	-3.341044	7.717247	-2.634114	7.521143	5.798852	-1.496019	2.527372	-6.450083	1.922090	6.125802	-4.708054	7.740589	-1.658915	7.745288	6.168541	-8.900027	7.744746	4.790360	7.788815	1.033377	-7.840187	7.744704	4.790241	7.788371
357	6	5.769216	-9.334295	8.111011	8.509944	6.071535	-6.856214	3.779763	-2.363477	-3.403955	-5.304033	5.769216	-11.350402	8.111011	8.509944	0.721979	-6.855447	2.895341	3.739122	-3.204602	-5.304029	-0.805801	-5.735716	8.111010	8.509936	0.721979	-0.805820	-3.719166	8.110414	8.509414	6.071493
360	6	-3.068560	0.790235	-0.823789	0.102808	2.974335	6.190563	-6.918887	6.578965	8.250876	7.464815	-3.067022	0.712737	5.786599	3.764457	3.683721	6.190475	-4.662116	-0.059564	8.236418	7.464815	-3.068252	0.772944	-0.820669	3.757516	3.208401	-3.067591	0.739082	5.781752	0.106400	3.503407
387	6	6.709753	-5.947789	-2.235144	6.576969	-0.273796	-0.931153	0.364611	-4.753410	5.519655	3.339381	1.890545	-2.222513	-2.273999	6.534147	-0.274053	-0.717540	0.227964	-4.482251	1.271600	-2.527377	6.628127	-3.104202	-2.241418	2.250509	-0.273803	6.572568	-2.721042	-2.249043	6.555475	6.136278
438	6	-4.216120	3.098776	-0.949929	0.479412	-5.607957	-0.483579	-2.606879	1.784851	5.584257	-2.948209	-0.483404	-3.088626	6.161453	5.602582	-0.687665	5.807906	-4.963622	1.935926	5.620817	1.377636	5.807903	-3.603470	6.200600	5.612585	6.099277	5.807906	-5.282290	6.265739	5.621346	1.380806
442	6	7.782732	-8.243855	4.712037	6.838406	7.535469	-3.844995	1.176401	-3.760811	-2.412802	-3.136316	-3.817380	-0.350872	-2.930603	6.699885	6.531616	7.782732	-7.073610	-0.393464	6.838406	7.535469	1.913452	1.168453	-3.760638	-2.375588	-3.120843	1.948284	-0.361396	-2.909229	6.705607	6.552272
532	6	6.487861	-10.947810	6.311378	6.388228	0.326433	6.487861	-6.596220	6.311378	6.388226	6.279809	-5.990446	2.461393	-2.749373	-4.185045	-5.699197	0.118242	2.456791	-2.748213	-4.184021	-5.698936	-5.989098	2.327747	3.436755	-4.151379	-5.689188	0.119741	2.322604	3.438115	-4.149908	-5.688683
534	6	-3.634081	1.954610	-3.710610	5.341106	5.792122	-3.634055	1.921950	1.668645	5.366485	5.815627	-3.634265	6.075709	1.631189	-2.972467	2.983688	1.240310	-4.075788	5.908258	7.668140	7.815475	5.998303	-9.255731	5.908260	7.762894	7.888309	-3.634265	6.096663	-3.724997	-2.983562	2.974014
552	6	1.365047	2.204474	-4.699031	-3.508836	-2.666941	6.414131	-10.421005	6.952390	5.832301	0.412014	6.414078	-7.034753	0.677275	5.832145	0.393251	5.647787	0.043307	-2.079640	-3.180338	4.965754	6.413904	-5.994006	6.950705	5.830936	6.401207	-0.079324	2.517849	-4.872257	-3.510842	2.918412
612	6	9.140083	-6.102884	6.792418	5.016369	5.196349	9.140206	-6.719495	0.499575	5.016369	-0.918098	-0.027712	4.649428	-2.513861	-6.749980	-4.809713	8.119538	0.264555	-0.478392	-3.727885	4.132582	9.140284	-8.104747	6.792641	5.016369	-0.911315	9.138841	-4.719774	0.498062	5.016368	5.169802
642	6	-0.656575	6.086740	-4.044058	-3.608965	-5.925337	5.998217	0.884270	-4.032692	-3.608818	-4.980246	8.982574	-4.395744	5.548060	6.552023	6.804224	8.982574	-4.010302	1.806208	6.396235	0.188562	8.982493	-2.859165	1.803451	4.449105	6.803987	8.982575	-5.542478	5.548062	6.637974	0.188567
666	6	7.911785	-7.552486	8.627166	-0.049187	-0.439462	-0.451011	1.696118	-1.382076	-6.240545	-6.687802	-0.280753	1.479561	3.791981	-5.987156	-6.480883	7.911785	-13.692640	8.765166	5.526064	-0.439462	7.911780	-5.014072	8.100827	-0.049191	5.439991	7.911785	-11.154230	8.755166	5.526064	5.439991
676	6	-1.931713	1.253040	-1.627946	-5.813308	-4.140398	8.122090	-9.216580	4.299127	6.601592	-1.363495	7.290551	-1.374064	-0.624906	0.046990	-1.459844	8.121995	-5.903850	-0.292023	6.601592	5.001097	8.122065	-6.538928	-0.285871	6.601592	-1.363498	8.122090	-8.580136	4.298052	6.601592	5.001102
684	6	-4.230240	1.137612	-3.458665	0.637702	-4.110911	-4.230277	1.137637	-3.458665	-4.404162	-4.110971	6.420902	-1.089607	-2.969235	-3.582792	5.400171	7.176450	-6.350246	6.731177	2.060503	5.608054	7.176450	-6.345951	6.731177	-3.123202	5.608054	6.422687	-1.091081	-2.967576	1.646660	5.400765
699	6	0.462273	0.776961	0.788265	-1.777118	0.158688	2.119497	-10.113040	6.460093	6.566809	1.631477	4.708475	-11.244647	6.460096	6.570973	1.632696	2.044136	-6.417545	6.454392	1.340001	1.605629	4.570407	-5.426324	6.415906	6.389445	6.750499	1.829219	-4.313432	6.067274	6.201649	6.718205
711	6	1.061368	-6.637346	7.316567	1.212566	-1.897214	1.061368	-12.735138	7.316567	5.348132	-1.893313	7.284768	-10.595134	7.316567	1.212566	-1.893328	7.284763	-5.259441	7.316567	1.212566	4.387456	7.284768	-16.693867	7.316567	5.348132	-1.893312	1.061368	-7.396890	7.316567	5.348132	4.412279
746	6	1.190616	-7.671355	8.275832	8.010910	5.836273	7.155273	-16.690528	8.275832	8.010914	0.149442	1.190616	-10.788047	8.275832	8.010914	0.149442	7.155273	-13.573836	8.275832	8.010914	5.836273	-3.065034	0.264528	-3.924084	-1.497333	-2.347421	1.081222	-1.458038	7.623244	1.538417	5.760917
755	6	-4.008004	2.205971	-7.093810	-3.951573	-5.040667	7.953799	-9.440982	-0.814768	6.615613	-1.336096	7.953799	-15.095163	5.435391	6.615613	-1.336093	7.953799	-4.936509	-0.814768	6.615612	5.155622	6.479332	0.533256	-2.757831	-3.338892	3.464499	7.953799	-10.590682	5.435391	6.615613	5.157040
855	6	7.869517	-6.924292	6.840864	6.585473	6.568497	7.505253	-1.616242	0.177695	2.334050	2.410293	7.604664	-2.121000	6.625600	2.341975	4.400546	7.604068	-2.117523	6.625110	-3.739659	4.387632	7.856899	-5.815277	0.503822	6.474244	6.568483	7.504798	-1.614214	0.177286	-3.747362	2.402288
882	6	0.475656	-5.759773	8.392406	7.229933	5.452769	-3.397523	1.514193	-3.559486	-2.299722	-1.423723	0.476650	-8.880726	8.392406	7.335597	0.345018	6.051372	-13.332589	8.392406	7.349286	0.347586	-1.353779	0.188896	6.733078	-1.336055	4.467405	6.051370	-10.211220	8.392406	7.344221	5.474950
886	6	-5.297762	5.757317	-3.383146	-3.945006	3.688649	5.011563	-6.749936	7.636343	7.990275	6.067572	-4.341312	2.070996	-1.629949	2.412620	-1.096407	-5.297724	5.728533	-3.382260	2.393389	3.688649	-4.387338	2.102247	-1.672268	-3.928918	-1.096605	-1.547037	0.976605	5.477531	2.740231	3.881605
910	6	9.463324	-5.521562	-1.390552	-1.007557	-1.069787	9.547117	-13.197110	4.699812	5.034506	-1.042492	9.432301	-5.052918	-1.391680	5.034502	5.311833	9.529684	-7.793514	4.699759	-1.007556	-1.048082	9.522892	-7.324972	4.699710	5.034506	5.344280	9.545491	-10.924167	-1.389318	5.034506	-1.043012
937	6	7.864582	-9.573907	6.609052	8.869496	7.713419	-3.345044	2.779688	-3.570850	-4.009841	-5.061046	5.369669	0.252497	-1.980574	-0.586069	1.688355	5.064796	2.529135	-2.796875	-0.803619	2.460821	5.004083	2.415726	-2.893665	-0.858094	2.331629	5.160427	2.627174	-2.633218	-0.720222	2.653966
973	6	6.590173	-14.717409	6.907923	6.578831	-2.450373	0.430805	-2.092677	5.872590	-3.864000	-2.457321	-0.621807	-0.291589	2.412166	-4.141484	-5.530483	1.331767	-8.963975	6.894995	6.578722	-2.450373	1.238165	-5.675745	6.784563	6.480438	2.343511	6.588426	-11.472199	6.905843	6.578831	2.343511
990	6	-5.640464	1.387066	-2.955288	-3.125485	-2.305450	6.389801	-4.157941	5.523296	-0.927845	0.238759	6.391070	-7.978761	5.523625	5.660889	6.925864	-0.214481	-4.828817	5.523544	5.589292	1.522101	6.391070	-8.575453	5.523626	5.664046	1.942779	-0.229488	-3.000015	5.519969	-1.068307	-2.132058
