43	11	0.450308	2.036876	6.578004	1.126370	-3.864609	6.229527	7.872593	-0.065278	0.811389	1.363846	6.143707	1.487516	1.690737	0.731755	0.802451	7.214756	-3.265195	6.229503	8.173836	-6.376785	0.812496	7.259129	6.144432	1.487508	8.140198	-1.733164	0.812485	7.257653	-3.245369	6.229502	-0.765748	7.758833	-2.739748	-4.910942	-11.303740	6.229536	8.173726	-5.579263	6.904931	1.378783	6.144432	1.487508	8.073154	-0.921762	6.904828	1.374214	-3.245552	6.229502	5.030358	5.726280	-2.737794	-3.236845	-11.280460	6.229536	8.173891	-11.832610	6.904931	7.259131	6.144432	1.487508	8.173873	-7.193363	6.904931	7.259131	-3.245348	6.229502
392	11	8.238457	-10.657630	5.953936	9.103058	8.095059	0.425368	-0.752368	10.867178	-2.151316	2.905618	-5.249339	7.037091	-0.752368	6.114971	-2.151070	3.543450	5.805079	0.483213	8.238457	-4.046949	-0.013453	9.102918	8.083844	0.425380	8.238457	-6.373602	5.953463	9.103053	-2.324107	7.036939	4.781927	6.298391	-2.151125	3.423628	-4.669240	7.037090	-0.752368	6.291937	4.034947	3.427507	-4.667174	7.037090	8.237213	0.342679	-1.634147	9.042743	-2.538143	7.036993	-0.752368	6.869690	-2.151230	-2.603152	5.578347	0.517234	4.781927	6.981221	-2.151242	-2.637316	-4.860611	7.037090	-0.752368	6.976849	4.034803	-2.636059	-4.859554	7.037090
732	11	5.987352	7.269474	-5.133731	-4.872015	-5.479102	4.668135	6.643745	-1.379861	5.495790	1.625169	4.388787	-0.964784	6.542562	0.292205	0.207816	7.123873	-1.254364	4.668097	-0.481269	9.945098	-5.167121	-4.872015	-5.479108	4.668135	0.174418	-1.389647	0.378181	7.145236	4.388787	-0.964784	0.178186	-4.602389	5.511246	7.145299	4.388788	-0.964784	6.036997	2.306641	-1.159977	-2.249328	4.195572	-0.964575	0.104852	0.092157	5.394982	7.134547	-1.254267	4.668097	6.647593	-7.678101	5.511423	7.145299	4.388788	-0.964784	6.647457	-2.991783	5.509745	7.145299	-1.254170	4.668097	6.647586	-4.465777	0.398382	7.145299	4.388788	-0.964784
