29	14	4.205051	-2.078196	1.987294	5.525845	0.987975	6.154443	-6.156601	6.975425	5.605917	6.950363	4.850741	-1.172096	1.815507	5.553190	3.043217	4.626583	-0.179329	2.149929	5.412859	3.708458	0.250483	-1.183071	1.817335	5.555122	2.124668	4.364060	0.027701	2.135350	5.292821	3.516864	1.088791	-1.584573	1.933292	5.403916	-0.006613	3.584594	0.378781	2.093137	4.773598	2.918304	3.527220	-1.948025	1.966704	5.512981	0.638072	1.628032	-0.399064	2.001611	4.305302	1.355364	1.082193	-0.699373	1.979733	4.660958	0.915938	5.471942	-2.014154	2.228317	5.559971	4.103559	3.159136	0.343310	2.070789	4.466035	2.575246	1.803879	-0.303610	2.008696	4.214828	1.492672
31	14	-2.809591	-0.462608	1.307856	4.749801	5.488107	-2.792616	-0.656132	1.787235	4.837455	5.488369	-2.988124	-0.649727	-1.586689	4.207877	-0.792627	-3.043756	-0.503233	-1.941794	4.032954	-1.021053	-6.068525	1.102932	-2.766667	0.610167	-3.440551	-3.109164	-0.382386	-2.172923	3.857970	-1.258641	-2.903302	0.096873	0.250128	4.406742	5.150876	-3.404738	1.337902	-1.059889	3.540734	3.741850	-2.983567	0.390129	-0.126071	4.210694	4.847216	-3.256116	1.066625	-0.801469	3.749498	4.084149	-4.244807	2.023056	-2.081665	2.471375	1.933648	-2.801915	-1.829674	2.849514	4.893890	0.378518	-2.920327	0.166682	0.152419	4.360189	5.082573	-2.831248	-0.287998	0.919083	4.652804	5.433174
117	14	-2.165689	2.324823	2.046062	-0.840859	-0.316584	3.322031	5.726122	2.859997	-0.639001	2.600428	-2.165689	3.596817	2.023643	-1.251868	0.757882	-2.165686	1.183758	3.010206	0.764719	-1.067247	-2.165688	4.527948	2.230315	-1.233594	1.361034	3.322357	-0.214341	4.000795	2.699433	0.742784	3.322500	0.391010	4.070001	2.759015	2.218833	3.321907	0.344058	3.538908	1.912711	-0.394305	-2.165689	1.762899	2.333752	-0.219249	-0.938758	3.322092	5.560113	3.127724	-0.128902	2.851437	3.321856	0.685610	3.211280	1.383057	-0.665352	-2.165689	3.251817	1.984223	-1.211920	0.506874	-2.165688	3.856877	2.067719	-1.263221	0.934566	3.321866	2.834866	1.864997	-1.126950	0.511750
141	14	1.633945	2.861686	-0.065088	-1.869115	-0.463370	-0.789841	1.584199	0.193356	-1.664615	-1.495907	1.854573	2.455927	-0.071578	-1.865616	-0.967452	2.575326	3.419752	0.446049	-1.787143	2.411317	2.973980	3.049404	0.750236	-1.707853	2.544102	4.047822	0.642432	0.980717	-1.207153	-1.117303	4.978790	0.125278	3.065439	0.160566	-0.511475	1.562334	3.532938	-0.031507	-1.867658	0.776669	5.182195	0.039857	3.546396	0.538849	-0.361980	4.287445	0.490135	1.443423	-0.936355	-0.978023	2.187014	3.716170	0.222784	-1.831911	2.219352	4.438791	0.400431	1.775101	-0.732644	-0.882690	4.755821	0.230200	2.525736	-0.233990	-0.669550	5.685781	0.445821	4.133678	0.803090	0.871686
161	14	3.430683	0.468809	3.015853	-4.028806	2.674439	5.137680	-0.981081	5.255488	-4.028658	0.733425	3.321377	1.057024	2.801962	-4.028807	2.169088	3.776936	0.755010	2.993886	-4.028806	2.852942	5.922301	-1.416653	5.764030	-4.027920	2.106327	3.215201	0.918996	2.565811	-4.028807	-0.320103	5.672747	0.525755	4.967487	-4.028723	4.820663	3.849179	0.673336	2.937764	-4.028807	2.517609	6.301204	-0.150068	5.864396	-4.028204	5.423800	5.205994	-1.018824	5.304410	-4.028634	0.791547	3.597382	0.683356	2.860382	-4.028807	2.318762	5.148182	0.900019	4.167523	-4.028788	3.554910	6.242235	-1.449792	5.945916	-4.026906	3.787467	3.296840	1.258539	2.710451	-4.028806	0.743214
177	14	-2.338712	2.180774	-0.608596	5.594793	0.949781	-1.173018	0.569317	0.127881	6.040440	-1.019430	-2.443625	2.584526	-0.646236	5.631005	1.595053	-1.861988	1.414490	-0.413821	5.704184	-0.428302	-2.043179	1.661776	-0.500175	5.645628	0.014801	6.631191	-3.663595	4.334487	7.996362	7.943471	-2.394988	2.837779	-0.647084	5.707402	1.957230	-2.053270	3.090068	-0.563918	5.902808	2.463525	-1.472350	0.933032	-0.156224	5.875303	-1.059120	-1.492992	3.048769	-0.263275	6.143971	2.982974	-1.112322	0.494148	0.196384	6.076791	-0.943660	-2.299965	2.960833	-0.631283	5.773757	2.154102	-1.220818	0.628083	0.076641	6.012415	-1.063961	-1.567142	3.074692	-0.316863	6.113657	2.918483
294	14	0.205001	0.060728	5.543646	6.576507	5.130237	-1.031199	-0.881294	2.701105	5.020764	0.111911	-0.646361	-1.294535	4.179560	5.743006	0.386640	-4.792789	2.013396	1.031067	3.584966	1.718782	-0.933184	2.314678	3.824346	5.683013	4.248340	-2.671383	3.241697	2.389957	4.867778	3.368724	-0.229416	-1.899202	5.555242	6.345442	1.056829	-0.828540	2.212814	3.926191	5.737652	4.305680	-2.020801	3.033758	2.876975	5.159128	3.689126	-0.573445	-1.386589	4.463582	5.864214	0.458152	-1.629402	-0.392394	1.386922	3.981741	0.030746	-4.534132	1.670598	0.990995	3.483831	1.493760	-4.881935	2.452224	1.118980	3.754408	2.004238	-4.203229	3.123701	1.483907	4.196685	2.589223
312	14	-3.912507	1.622512	1.516352	-0.139296	-4.398618	7.024955	-1.577408	6.211005	5.192747	3.574688	7.024629	-1.702922	6.214129	5.205964	3.038640	7.025406	-1.638333	6.216415	5.283001	3.436417	7.024240	-1.529982	6.204846	5.078302	3.599764	7.021434	-1.588168	6.191683	4.744668	2.764506	7.023520	-1.684992	6.206808	5.048040	2.867506	7.021898	-1.429077	6.188053	4.755894	3.478705	7.023741	-1.504082	6.200988	5.004525	3.589038	7.025178	-1.687112	6.216998	5.275027	3.207134	7.021400	-1.412625	6.184794	4.693923	3.438190	7.022017	-1.619578	6.195989	4.828129	2.775057	7.020788	-1.550913	6.186867	4.654563	2.765973	7.024322	-1.702389	6.212220	5.163644	2.977043
315	14	-5.437855	2.266805	1.934260	2.272186	-1.664799	0.825803	-0.542843	7.021980	7.311070	2.014780	0.798832	-0.357933	7.026829	7.377125	3.784986	0.928683	-2.155187	7.227539	7.716202	1.355796	0.927269	-1.714675	7.214651	7.635753	0.944552	0.785145	-0.357835	7.000326	7.333191	3.327502	0.928897	-2.503742	7.231748	7.773485	2.725414	0.926537	-1.626299	7.209970	7.615290	0.868080	0.928874	-2.470173	7.231013	7.758163	1.906333	0.926035	-1.579512	7.207082	7.603827	0.828092	5.550412	-3.923000	7.232412	7.805639	6.276058	0.928835	-1.931692	7.231850	7.781022	5.212230	0.860936	-0.489825	7.118268	7.515012	4.666276	0.815518	-0.502729	7.012100	7.306608	2.214141
320	14	0.453143	-0.427622	6.778690	3.127459	1.311354	0.667808	-0.880727	6.826869	3.201238	1.167333	0.414752	0.039517	6.779205	3.119237	1.975843	0.598151	-0.754119	6.809082	3.175204	1.121403	0.871898	-1.220130	6.888240	3.286623	1.774545	0.998360	0.667163	6.926730	3.322791	3.446775	0.471468	0.220237	6.793828	3.137139	2.269060	0.753738	-1.027559	6.851006	3.235559	1.330810	1.073189	-1.403186	6.959559	3.379783	3.330599	0.857138	0.675574	6.888751	3.268195	3.177642	1.111986	0.455752	6.958825	3.369943	3.692362	0.688267	0.545543	6.845899	3.207697	2.842192	0.800264	-1.103947	6.865172	3.255169	1.472718	1.146853	-0.419343	6.979166	3.402689	3.918684
