34	4	-2.059376	-7.778807	7.414147	-0.711929	3.795197	-1.485292	5.676834	-7.315107	-3.015398	4.325369	-11.393418	5.565500
59	4	0.264533	3.384820	-6.883355	-5.816791	-6.117296	3.617528	5.792544	1.203075	-7.047752	5.792544	-4.361913	-7.009088
87	4	6.141196	-2.316468	-0.627858	-2.879831	6.973432	1.347371	7.002772	2.719098	-2.318035	7.135892	2.908752	-7.855207
95	4	-0.820174	7.690173	-2.662784	-5.229474	-3.424530	9.158809	5.544977	2.886676	-6.757791	-5.229464	1.331170	7.272206
133	4	-4.676225	0.524113	5.870340	-2.522791	6.717389	2.216255	6.409481	4.718140	-1.105840	6.429153	4.718145	-6.245895
145	4	4.176052	4.700012	-12.615813	-0.528944	7.827265	-7.706684	-4.678490	-4.331129	4.594895	4.176052	-1.937736	-6.260425
155	4	-1.488864	-1.340214	9.008193	0.361747	5.088702	2.508184	1.716605	8.731546	-3.104370	6.369956	2.593742	-5.767442
161	4	0.108312	3.900838	3.473731	-3.434060	-4.658804	7.022307	6.963660	1.994360	-5.181788	6.961260	-3.758201	-2.490701
162	4	-6.646535	-6.555742	6.724123	-0.163721	5.503310	-2.721103	6.203988	3.400182	-6.206007	6.203988	-3.083945	-4.308819
170	4	7.156029	1.371986	-7.860397	-2.692944	-3.289204	5.129553	-2.281440	1.287684	4.441265	7.154408	-3.194458	-7.105019
174	4	-2.675015	-1.436031	7.372814	7.569448	5.824369	-9.331959	7.569448	-0.059868	-5.606015	-2.662211	4.483589	3.962084
176	4	-3.817597	-5.158895	8.674575	-3.814058	0.819029	7.742262	6.676291	3.065445	-4.355049	6.332490	-6.572085	-0.129916
180	4	-3.199747	-4.773715	6.262566	6.828930	-4.673574	-3.777407	2.931106	6.569102	-4.167347	-1.613503	4.999527	2.336996
183	4	-5.758518	-5.266405	5.707729	-5.703056	6.081788	0.553818	6.007428	-5.925548	-3.765329	0.102416	6.256647	-3.045277
220	4	0.995477	6.874968	-4.714899	-3.232398	0.239637	7.253498	-3.232398	-5.460868	7.279638	5.974384	3.229707	-8.854788
244	4	0.024884	6.165000	-2.927491	5.594072	-1.944348	-2.943659	-4.823218	-5.924821	7.295780	5.594805	3.398899	-7.556178
250	4	-6.327674	-3.670157	5.778815	5.404066	2.447198	-8.922617	5.404066	-1.886183	-6.617216	-0.236337	6.870692	-6.215585
255	4	8.828727	-6.125044	-5.096631	7.329269	-6.204182	0.813828	-1.598275	-3.161002	6.633562	0.320659	5.565832	2.009597
268	4	7.237156	0.289485	-5.571903	7.237156	-5.505333	-5.525988	-0.497361	-0.156306	7.318337	-0.497331	-5.857845	7.336687
294	4	6.789432	2.809784	-9.642889	0.666201	-3.443191	4.795077	6.789354	-2.140735	-3.345194	-3.644370	-3.429318	4.795217
297	4	6.979207	0.813316	-0.354934	6.896957	-5.238612	0.509666	1.007564	1.100382	6.605149	1.007128	-5.044004	7.579564
307	4	5.486796	2.568271	-9.910397	5.454536	-1.644470	-4.189601	-2.936123	-0.340946	5.425430	2.282629	-1.942983	5.411054
312	4	4.540125	-8.668290	5.003081	-1.721046	5.560353	2.618957	-1.744584	-4.044114	6.424734	4.931785	1.660085	-3.670730
320	4	-0.375144	6.967534	-1.824918	-5.163215	-3.542317	9.158193	5.948240	4.825919	-6.150942	5.934929	0.785174	-1.131158
321	4	-3.282285	1.605206	6.642886	6.621159	1.546413	-6.326411	6.621159	-4.446663	-5.448929	-3.282312	-4.387838	7.540415
327	4	-3.616081	0.076328	7.674361	5.908315	1.990927	-3.766812	0.522079	3.120174	-1.369284	-3.617314	-6.123226	7.679590
330	4	-3.341658	-7.018793	5.349261	0.015629	5.077818	-5.745608	5.739063	-3.840702	-3.333092	5.801648	2.360757	-7.659332
340	4	9.430553	3.543140	-12.402874	9.430553	-2.823012	-6.182212	-0.551440	-5.241023	6.112371	9.307919	-2.847021	-0.066543
371	4	2.771126	-5.283468	5.740604	6.903360	4.009633	-8.128067	6.903360	-2.508403	-5.702511	-3.493183	-4.896744	6.351645
374	4	-0.534409	5.935679	-3.563210	5.978012	3.766647	-9.696809	-4.610050	-5.418705	6.637778	5.950200	-2.094608	-3.430036
380	4	4.807658	0.770684	-7.895078	-1.054492	5.248424	-6.882756	-3.040701	-2.214232	5.680561	2.986628	-2.463080	5.516029
398	4	-0.474537	5.287777	-4.649256	-0.496824	5.275721	0.726188	-4.315287	-3.038096	5.196231	5.172387	-1.131946	-7.259118
399	4	6.445872	1.812705	-4.605258	6.445872	-3.218164	-1.947575	-0.157514	-4.354762	6.774198	-5.261158	-4.392980	7.027041
403	4	6.189162	-3.267278	-3.826843	-3.681204	-4.155587	6.582717	6.189162	3.235044	-8.366094	1.429979	5.591638	-5.832022
421	4	6.453265	3.045023	-5.084636	-6.325715	0.945292	6.768383	-6.325339	-4.698078	6.915461	0.266494	7.006967	-2.241904
428	4	6.385611	-4.913520	0.400074	-3.787925	-3.661974	6.650426	6.953868	-4.911856	-5.993572	-3.787885	2.830343	5.023498
432	4	-4.030239	-4.676639	7.265324	0.862209	7.285989	-3.400948	6.665679	-3.707622	-3.353451	6.665679	1.883719	-4.335841
435	4	-0.091299	-2.165911	4.847516	8.257986	3.862385	-10.906373	8.248359	-1.691452	-5.414260	7.702373	-7.079708	0.723374
447	4	-0.592646	6.960029	-4.855515	-6.654312	-4.421010	6.677571	4.445671	1.786394	-4.843448	4.445594	-3.142149	-3.725982
456	4	7.497512	1.838016	-10.440366	2.398897	-3.667770	7.620342	-4.214489	-3.658986	7.628553	7.448483	-2.130394	-3.700779
458	4	-5.900595	-5.933554	8.730801	-0.267505	5.439488	-1.357475	4.964047	-7.123262	2.173755	6.113412	-4.845663	-2.251516
465	4	6.157532	-3.787898	-6.395731	-4.790654	-2.769528	5.866253	0.379037	5.721572	-6.486872	-4.790643	3.109333	3.663214
493	4	1.906083	-2.728919	-2.481621	-4.444678	-8.698120	5.099233	1.935459	3.692563	-4.501234	6.392285	-0.145970	-6.145218
524	4	2.397334	-0.585313	6.864584	8.470086	-0.349359	-5.017404	-3.667824	-0.427774	7.014861	-1.793143	6.739112	0.947633
527	4	-2.816958	3.400179	5.480910	6.913882	1.040970	-3.978471	1.762827	4.679802	-0.870662	6.911088	-5.252978	-3.385768
551	4	0.321808	7.834272	-7.813735	-5.309017	-2.807992	3.653496	6.620679	-0.821806	-8.053618	6.620679	5.058795	-14.032490
567	4	-7.524277	-5.059199	4.790953	5.517835	-4.816610	-2.287386	5.524489	3.039832	-4.892107	-0.956128	8.035053	-5.160946
584	4	-4.288920	-6.970953	7.327994	0.094543	5.405957	-5.344283	-4.288920	-0.852569	7.319618	5.862493	-1.162139	-4.611992
594	4	-1.399172	-2.938251	5.057622	6.803179	-6.235379	-2.427074	1.929118	6.042363	-5.197272	-0.941314	5.895784	0.788957
598	4	0.164511	6.562206	-2.966694	5.382830	-3.132699	-3.035299	-2.520882	-0.649175	6.943297	-2.520881	4.249935	4.154807
608	4	6.304199	-1.908268	-5.341118	6.304199	3.994948	-8.422733	-3.884859	-4.033756	6.313715	-3.746318	3.678796	3.243787
624	4	6.533010	2.819439	-11.026727	-0.073596	5.926491	-6.704329	-4.581820	-4.883980	4.408191	6.533010	-2.638161	-6.293925
635	4	4.451419	-4.300181	-6.621720	-1.351649	-1.198721	-0.881803	-7.251452	-4.495897	4.857666	-1.204107	3.979151	-7.148389
640	4	-1.046147	-3.904617	6.600893	3.947011	-1.539461	-4.774917	-1.046066	3.961679	4.111457	3.947011	4.405826	-7.182649
647	4	-2.173065	-3.277038	6.497829	-2.171367	2.791117	4.845914	6.067002	-3.798217	-3.719869	-0.687244	8.403364	1.277793
681	4	6.427150	1.696265	-6.549656	6.427150	-4.650644	-6.220578	-5.964166	-4.054377	6.071143	-5.915004	2.292639	4.212054
690	4	5.529975	0.611716	-2.783486	-5.831915	-2.565485	6.425995	-5.084370	1.226045	4.744699	5.499137	-3.266390	-1.287079
698	4	-6.558704	-5.505720	6.043292	5.942230	-6.053886	-6.218190	-0.572784	6.323862	-6.760063	-4.675427	-0.341145	-0.247941
703	4	-0.450495	-3.720561	7.426629	6.726393	-1.827295	-2.111259	6.761869	3.530814	-7.886279	1.786356	6.166942	-1.784528
717	4	6.658997	5.047150	-12.449832	6.658997	-1.512791	-6.046537	-1.521698	-4.705178	6.311291	6.572153	-1.611306	0.003406
736	4	-3.218071	-5.521762	6.689422	0.575733	6.254421	-6.133631	6.038284	-4.129834	-1.675936	6.114480	2.443083	-5.516887
754	4	-3.542756	-5.154094	5.904986	8.972271	-5.269972	-6.381364	8.972271	1.091869	-6.480775	-3.542755	1.232556	5.731249
756	4	-2.555865	-2.288475	7.900150	-2.046634	6.084863	2.616500	6.910478	3.886118	-5.841098	6.910473	-1.423115	-1.744924
762	4	-0.335404	-5.204634	7.653035	5.499666	-1.152604	1.172221	8.798614	3.051408	-7.286953	0.574219	6.140198	1.578145
775	4	-0.070182	7.002906	-3.389368	-5.908991	0.984915	5.991004	5.628349	-4.149501	1.930904	6.502688	0.350971	-4.328092
785	4	-3.363532	-4.346973	6.744626	7.545077	-4.088030	-2.094239	7.545080	1.821974	-4.417244	-3.363528	1.438267	6.316168
807	4	-8.317265	3.556488	3.565332	-2.751194	7.102766	-2.902725	-8.767547	1.090073	7.075529	-8.767561	-5.531962	7.280333
810	4	5.414445	1.314548	-11.579317	-0.548707	5.728652	-8.668060	5.412833	-3.942798	-1.399458	-3.885986	-4.469624	2.971934
