20	5	6.039750	-0.418892	7.580669	5.604898	2.715371	3.643872	6.921133	2.528601	0.727618	4.410880	3.643872	6.921132	-3.104832	0.727618	4.410880	-1.792936	9.102711	2.528500	0.294232	6.774604	-1.792936	9.102711	-3.104875	0.294232	6.774604
52	5	1.481528	0.995731	0.031185	8.409276	7.582654	1.481528	0.995731	6.316288	8.409276	7.582654	-4.122382	6.794293	-3.085861	3.753140	7.793478	6.292149	-2.874405	6.541259	8.410134	4.065035	6.292149	-2.874405	0.258241	8.410134	4.065035
110	5	6.035913	-5.053325	7.502121	4.857830	3.280020	0.491556	0.192179	1.402541	4.774708	6.844936	0.491556	0.192180	7.490037	4.774708	6.844936	6.035913	-5.053317	1.418843	4.857830	3.280020	-2.065189	6.192773	-3.419541	-0.486609	6.862350
200	5	7.386178	-5.763668	-0.268698	9.028465	2.232058	7.386178	-5.763668	6.264582	9.028465	2.232058	2.352613	-5.409850	6.264582	9.028465	7.286166	2.352613	-5.409850	-0.268698	9.028465	7.286166	-3.585791	5.822791	-2.085123	3.231061	7.459635
229	5	4.904503	-4.855906	0.025031	6.951439	1.546811	-2.671870	6.649124	-5.306482	1.363923	6.406854	1.118443	0.706334	4.574807	6.951406	5.705274	1.118443	0.706334	-0.009028	6.951406	5.705275	4.904503	-4.855906	4.605989	6.951439	1.546811
291	5	7.840768	1.490557	7.500713	4.576962	4.257812	2.202760	6.692258	2.663697	-0.187225	4.319818	-0.303784	6.725106	2.663635	-0.205565	7.746179	-0.303784	6.725106	-2.497407	-0.205565	7.746179	2.202760	6.692258	-2.497325	-0.187225	4.319818
434	5	7.037239	-5.131071	0.028180	6.874924	1.060179	-1.588959	7.257769	-4.862819	0.896269	7.493384	7.037239	-5.131071	6.667033	6.874924	1.060179	7.037235	0.693231	-0.519514	1.989025	1.060179	7.037235	0.693231	6.119948	1.989025	1.060179
441	5	-3.919623	5.712445	-4.190545	1.085891	2.463167	6.489567	-7.344252	7.398889	7.490124	-3.332442	0.179551	-0.811510	1.829895	7.489012	2.463160	6.489567	-7.344252	1.832012	7.490124	-3.332442	0.179551	-0.811510	7.397814	7.489012	2.463160
557	5	-3.582076	7.760471	2.075807	-0.433886	8.296619	6.176885	-1.483209	6.987654	5.726115	3.943570	-3.582076	7.760471	-4.135473	-0.433886	8.296619	-3.578296	1.670547	2.076110	5.546411	8.296619	-3.578296	1.670547	-4.135178	5.546411	8.296619
681	5	-0.445690	1.028388	1.455518	6.435449	5.918650	5.434514	-2.666699	1.467141	6.435477	-0.082981	-0.445690	1.028388	6.678746	6.435449	5.918650	5.434514	-2.666699	6.690326	6.435477	-0.082981	-3.651199	4.119627	-3.086366	3.456945	5.918650
