8	7	9.171647	-9.080667	6.105939	7.231300	5.814066	-5.778920	9.171647	-3.459581	-0.290580	7.231300	5.813923	-5.778920	9.171647	-6.218072	6.103681	7.231300	-4.237064	6.848569	-0.774630	8.975533	-4.420897	-1.255157	-5.605845	0.865337	9.171641	-0.598215	-0.395879	7.231100	-4.244607	6.848569	-0.774630	8.975533	-4.420897	-1.255157	-10.223741	6.848569	9.171646	-1.186111	-0.356006	7.231261	1.135829	6.461060
54	7	6.921418	-7.545355	6.275788	7.155592	5.898170	-6.980048	-5.952815	10.641866	-5.170232	-4.844497	-9.971079	4.737940	0.433036	-4.416852	6.273876	7.155592	5.898170	-6.980048	6.920239	-1.169908	6.111293	7.155592	-4.438258	4.737939	0.428312	-0.524792	5.903653	0.584052	5.898166	-6.980048	6.808060	1.044719	-1.394767	0.583781	5.897273	-6.980048	6.921415	-4.005383	6.272388	0.584052	5.898170	-6.980048
55	7	9.117964	-7.242762	8.173289	3.638847	-2.265554	9.273255	-3.602541	9.220821	-4.358522	-5.433551	-8.756525	9.273280	9.117964	-7.577068	8.173289	0.798458	9.254344	3.374548	9.117964	-7.577496	8.173289	0.798458	9.506058	-2.898504	9.117946	-2.139151	8.173287	0.792770	-2.265555	9.273255	9.117964	-12.673333	8.173289	3.638848	9.506058	-2.898504	9.117964	-12.672905	8.173289	3.638848	9.254344	3.374548
68	7	6.846897	-6.828074	7.175390	8.394419	-5.387700	8.164785	-5.196286	3.995380	-0.423661	4.891445	-8.772655	8.181986	0.536521	-2.087960	7.175274	8.394361	-5.594824	8.167315	-5.199481	8.036168	-0.456845	-2.645598	-11.086571	8.183450	0.536522	-2.788510	7.175374	8.394406	6.580049	-2.149194	6.846897	-7.528622	7.175390	8.394419	6.367258	3.765490	0.536522	-2.788509	7.175374	8.394406	6.143018	3.864331
78	7	7.649685	-10.200336	8.302442	7.051993	7.101577	-4.692901	-4.537978	6.062692	6.142783	-2.484144	-1.658822	1.331477	-4.423607	5.346233	-0.331575	-2.484142	4.656101	-4.692900	-4.538053	6.063736	6.142783	-2.484144	-7.727365	6.936644	-4.573094	10.587500	-0.331594	-2.484145	-4.527218	1.331807	7.392368	1.491355	8.268376	-2.380296	-5.117507	6.936644	7.649684	-4.812107	8.302442	7.051985	-4.719580	6.936644
80	7	8.203347	-8.628617	1.567129	8.213701	5.337759	-5.679047	-1.679360	9.867343	-0.838181	-2.355108	-10.832688	7.411000	-1.155065	8.431888	5.411700	-2.355108	-10.215293	7.411000	8.204011	-11.186186	7.767047	8.213701	5.338159	-5.679047	8.196104	-5.295794	7.767028	8.213701	-5.231177	7.410592	8.157445	-2.738262	1.566336	8.213701	-5.259088	7.410629	6.587765	3.274258	0.319825	-2.346142	-6.544627	7.410996
102	7	3.827811	7.509065	-7.095895	5.757855	-5.608754	6.501546	3.827811	7.509064	-7.095895	5.757855	-2.454520	1.895944	3.827859	3.336552	-4.902231	5.789868	5.518053	-3.819742	6.336966	-3.146887	5.374226	9.243568	6.863511	-3.839153	3.827811	9.355839	-7.096789	2.229343	-5.863316	6.501546	3.827811	5.206812	-6.991168	2.230129	4.512877	-3.681435	3.827811	9.355838	-7.096789	2.229343	-2.709429	1.896121
106	7	-4.113841	10.443465	-4.711359	-2.258833	-3.791977	-0.104494	6.769137	-2.648196	6.457712	7.697211	-0.644269	-0.117793	-4.113963	10.447555	-4.711359	-2.258833	-9.716744	6.332313	6.964960	-8.594933	6.457712	7.697211	5.422083	-6.125136	6.720470	-2.307699	6.457711	7.697210	-6.596729	6.332313	1.354444	-3.745507	6.457712	7.697211	5.422083	-6.125136	-1.299889	2.541091	6.156736	7.137440	-7.152252	6.332313
109	7	-5.036272	10.897105	-6.112394	-1.492637	-11.210579	7.279595	5.990609	-0.015033	-0.615385	8.021955	-5.556761	7.279595	6.007820	-5.330904	6.628672	8.258892	-5.399429	7.279595	5.997476	-0.383453	-0.311742	8.073231	0.010860	7.212125	6.007827	-5.984122	6.629172	8.261317	0.179094	7.160774	6.007828	-6.339954	0.323143	8.262244	6.015252	-3.742785	6.007831	-11.637236	6.629511	8.265478	6.017333	-3.742785
121	7	7.991449	-4.697346	-4.766473	6.784744	5.593599	-5.456844	-4.740959	2.708777	-10.161980	1.218726	4.003044	-4.628819	7.991449	-3.935767	-4.766576	6.784744	-2.082497	6.735283	-4.743721	8.372219	-11.036110	0.957617	-7.692064	6.735666	-4.743721	8.554612	-11.036113	-4.583756	-7.771174	6.735666	-4.743721	7.948189	-11.036097	0.957617	-4.619291	0.669005	-4.742597	2.924941	-10.419322	-4.471477	3.858009	-4.418289
123	7	-3.249415	10.091368	-7.069252	-1.467531	-5.210598	6.326393	7.836049	-12.678970	5.860060	2.216022	8.019041	-4.216454	7.833845	-6.119305	-0.616961	2.216019	8.013976	-4.216454	7.833621	-5.980399	-0.616963	7.088909	0.860231	6.287087	7.834284	-6.436232	-0.616959	7.088911	8.014984	-4.216454	7.833015	-5.661633	-0.616968	2.216015	0.858527	6.287271	7.836054	-12.995895	5.860060	7.088913	8.019052	-4.216454
146	7	9.180317	-2.102292	-3.768641	7.253953	-1.193435	0.204048	4.306806	7.807137	-8.288452	-3.087467	-8.170961	1.197157	-1.975342	10.870171	-9.708280	-3.089395	-11.202974	5.530151	9.180317	-6.657588	-3.722869	7.253985	4.235377	-3.352008	4.306806	7.807137	-8.288452	-3.087467	-11.165204	5.530151	-1.975342	10.870171	-9.708280	-3.089395	-8.208733	1.197162	9.180317	-2.098720	-3.768758	7.253953	-4.676042	5.517542
151	7	-4.261387	6.802172	-3.962111	5.906014	-1.864581	-2.687597	6.416740	-9.698024	5.206028	8.251714	9.491801	-8.472696	-4.261387	6.802172	-3.962111	5.906014	-1.915485	3.185675	0.781971	-5.378500	5.206028	8.247505	9.491801	-8.472696	-4.229206	5.813364	-3.956973	-0.360313	3.771265	-5.084302	-4.263632	10.800552	-3.962197	-1.014162	-1.916848	3.185885	-4.263632	10.800552	-3.962197	-1.014162	-1.865923	-2.687464
162	7	6.408289	-6.523726	-1.399851	6.695837	-8.481422	7.047597	1.057204	-1.132177	-1.400379	6.557582	-8.490732	7.047597	1.057608	-5.624776	5.071372	6.692775	-8.481422	7.047597	-3.207389	5.955838	-6.419141	-1.184081	-14.297963	7.047597	6.408289	-11.015534	5.071372	6.699230	-8.481421	7.047597	6.408289	-6.830205	-1.399851	6.696516	2.398441	-2.156423	1.057394	-1.438302	-1.400077	6.583608	2.390133	-2.152888
202	7	-3.722329	8.249114	4.359967	-5.107278	-5.498866	7.165503	6.311462	-7.695198	6.849261	6.239630	7.234624	0.266620	-3.221011	3.156509	4.537000	-4.573789	6.285416	0.280856	-3.722330	10.711196	-0.540099	-5.107818	-5.776515	7.165852	-3.722308	6.859760	-0.539592	-5.104009	4.438898	0.345270	6.311443	-2.281086	6.816682	6.107958	-2.324408	7.150052	-3.722330	10.064160	-0.540096	-5.107791	-0.426153	0.706467
224	7	1.472728	-10.152791	6.257941	6.133354	6.272876	-4.893039	6.071477	-8.187462	-0.079393	6.133352	6.272876	-4.893039	-2.067939	6.348012	-6.171682	1.679379	-12.206039	4.981627	1.472728	-5.327725	-0.079461	6.133256	6.272874	-4.893037	6.071477	-13.012347	6.257941	6.133354	6.272876	-4.893039	6.071475	-1.750506	-0.089168	6.119450	-5.575902	4.973295	1.472728	-3.741467	6.257328	6.132468	-5.571879	4.973271
225	7	-5.880546	8.925519	-1.660532	-4.287574	-8.721550	6.067934	4.723483	-5.594407	6.839309	0.445400	6.335600	-4.315675	-1.232160	-3.671006	6.838594	0.445400	6.335571	-4.315675	4.723482	-4.245291	6.839102	6.481334	-4.444512	6.067934	-1.232157	-8.697907	6.839322	6.481334	6.335600	-4.315675	-1.232201	-2.319229	6.827276	6.481332	-4.444996	6.067934	4.723483	-10.621140	6.839322	6.481334	6.335600	-4.315675
256	7	-2.808633	8.690036	-5.455994	-1.971621	-9.674335	6.831322	6.689020	-3.182167	0.863467	6.674041	-3.335212	6.830520	6.690957	-9.556080	6.257172	6.674041	6.695684	-5.385362	6.690011	-3.699593	0.863467	6.674041	6.695679	-5.385361	6.690957	-9.499398	6.257172	6.674041	1.368258	6.370091	6.690956	-9.038654	6.257172	6.674041	-3.335199	6.830520	6.689934	-3.642910	0.863467	6.674041	1.368250	6.370095
262	7	-4.944940	8.623507	-3.599056	-4.630975	-9.142401	6.314341	-1.202584	-2.118904	1.273971	4.308914	3.336149	4.920365	-1.169061	-6.512755	7.161787	4.561236	3.336149	4.920365	4.703788	-7.228493	1.407996	4.566692	3.336149	4.920365	-1.397923	0.702843	6.434860	3.346237	-2.610687	6.076619	4.704810	-11.454190	7.168104	4.574774	3.336149	4.920365	4.700219	-5.121140	7.151250	4.538828	-2.572311	6.071238
294	7	7.231548	-0.609720	-1.906775	-1.237941	6.795752	-3.469279	-3.672904	9.875357	-6.961254	-6.685850	-10.060858	7.301423	-3.598575	6.460728	-6.896435	-6.685847	1.944005	-0.666802	7.232021	-2.534973	-1.855776	4.467574	6.795753	-3.469279	7.232029	-7.349950	4.722355	4.467574	6.795753	-3.469279	7.231393	-0.475697	4.645646	-1.237945	-4.928982	7.301419	7.232029	-5.424686	4.722280	-1.237936	6.795753	-3.469279
330	7	0.963462	1.852473	9.019131	-2.839033	-11.799358	6.762158	7.134363	-8.893832	9.048099	6.998981	-9.648938	6.762158	-1.880988	6.532273	-0.697067	-3.335131	-13.807690	6.762158	7.134362	-3.026161	9.048099	1.079758	-9.835266	6.762158	1.796051	-4.019267	9.048099	6.998649	-9.744261	6.762158	7.134363	-7.254913	9.048099	1.082387	3.148472	-3.045565	7.134363	-13.146342	9.048099	6.998981	3.159200	-3.045614
335	7	-2.190571	6.417108	-4.924809	-7.613867	2.072070	-4.788091	4.088767	-6.180248	6.032331	-1.102504	7.284895	-4.788093	-2.190571	9.064585	-4.948674	-7.616755	-8.351073	6.582593	4.088767	-7.387533	1.423071	5.363599	7.284895	-4.788093	4.088767	-4.129854	1.423069	-1.102504	7.284895	-4.788093	4.088767	-9.437919	6.032331	5.363599	7.284895	-4.788093	-2.165674	2.841513	-0.484823	-2.759954	6.009348	-4.788093
391	7	5.458794	-9.083372	7.754435	5.817150	8.803125	-4.392806	5.458794	-7.377957	7.754435	-0.021717	8.803125	-4.392806	-5.394336	9.505988	1.625107	-4.326093	-5.501406	7.141165	-0.939930	-2.256062	7.754435	-0.059237	8.802661	-4.392806	-0.939930	-3.957047	7.754435	5.806167	8.803112	-4.392806	-5.394336	9.507110	-4.886768	-4.326317	-5.501406	7.141165	-1.764901	2.942270	-1.265121	-0.966087	4.912486	-4.389741
460	7	-0.448093	1.266724	5.434251	5.073170	-4.832625	6.553044	-6.345399	9.822860	-5.692561	-7.035766	-10.950153	6.553050	-0.173082	0.848574	5.520388	-0.962385	6.426055	-4.263771	6.250811	-4.057106	5.802681	5.103252	-4.488796	6.553039	6.250821	-7.311239	-0.600219	5.103252	6.629017	-4.264297	6.249156	-1.570958	-0.658743	-0.957142	6.621413	-4.264281	6.250821	-10.175829	5.813369	5.103252	6.629019	-4.264297
489	7	-5.632977	9.909826	-3.595686	1.215518	-3.417483	6.422469	0.429649	-0.179142	-2.474882	6.846478	7.274389	-1.388011	6.458198	-5.937394	-2.335498	7.069022	7.276602	-1.388233	6.457053	-1.181013	-2.408066	6.955580	-0.652496	6.293040	6.458072	-2.242507	3.771933	7.015798	-0.652049	6.292996	0.437479	-1.107290	3.726359	6.949659	7.276280	-1.388201	-5.632977	9.909869	-3.595686	-4.184449	-3.417483	6.422469
524	7	-3.843349	9.756711	-6.129245	-6.930882	-1.268322	0.342485	0.329955	-0.830689	-1.275061	-1.430347	6.744220	-4.552674	6.002420	-2.145255	-0.004501	-1.429735	6.744222	-4.552674	-1.370395	3.571305	-6.007457	-3.724995	4.296015	-4.551034	6.072692	-4.898552	6.556578	-1.429692	6.744222	-4.552674	-3.843595	9.759693	-6.129245	-6.930882	-6.506060	5.169890	0.508233	-4.112728	6.532645	-1.429693	6.744222	-4.552674
540	7	-3.932401	10.816500	-4.091570	-5.931779	-2.043569	1.167794	-0.747278	-5.204470	7.533589	6.165165	8.150452	-3.809604	-0.747278	-5.204202	7.533587	6.165165	4.262461	5.390315	-3.932401	10.816715	-4.091592	-5.931779	-5.938391	7.769987	5.482940	-6.825571	7.539334	6.165165	8.150452	-3.809604	5.373758	-0.200337	7.291919	6.164588	-2.034316	7.694016	5.482940	-6.825304	7.539334	6.165165	4.262461	5.390315
558	7	8.677360	-2.071006	-0.964290	-2.379964	3.889763	-5.630068	-1.738518	9.237303	-7.613922	-8.053539	-7.223859	0.335099	-1.737669	8.926216	-7.613921	-8.053539	-0.546616	0.152396	-1.738525	9.240509	-7.613922	-8.053539	-10.840225	6.843816	8.683362	-3.870644	3.360237	-2.379964	3.974878	-5.641317	8.536742	0.212364	-0.964328	-2.382440	-6.977156	6.843816	8.670276	-1.539919	3.360237	-2.379969	-6.643097	6.843815
623	7	-8.850509	9.779839	-4.397800	-6.575089	-6.069877	1.120865	-8.850509	9.782618	-4.397848	-6.575089	-7.064291	7.111078	-3.872880	-1.063131	7.296823	-0.148606	8.607826	-4.735860	-8.850488	7.708053	-4.204637	-6.575069	3.845426	-3.406879	-3.837328	-5.037453	7.300377	6.414907	8.609050	-4.735865	-8.648079	3.260087	6.308318	-4.583143	-4.033137	1.119978	-8.653111	3.273113	6.295274	-4.620638	-5.065578	7.110868
675	7	-7.645312	10.609355	-4.551706	-4.000917	-4.042752	0.245237	5.045297	-4.266497	7.341566	6.192916	-5.434470	5.041472	-7.645312	10.609358	-4.551706	-4.000917	-9.494379	5.050539	-6.992197	4.486500	-4.545234	-3.837803	3.575513	-1.595430	-1.233390	-5.422077	7.341566	6.192916	6.431630	-2.696388	5.045297	-10.424746	7.341566	6.192916	6.431646	-2.696391	-1.233866	0.736181	7.298807	6.191538	-5.512934	5.041981
687	7	-3.987808	8.962644	-1.797606	-7.176966	-7.839945	0.294548	6.417881	-0.073047	6.844455	-1.028589	-1.980638	0.294547	6.417252	0.026079	6.841926	-1.028651	-8.091377	5.816293	-3.987809	8.964411	-1.797606	-7.176966	-13.949227	5.816293	6.420625	-2.872637	6.849424	4.233321	-8.086399	5.816293	6.420299	-1.087441	6.849351	-1.028404	2.050461	-0.696954	6.420626	-2.971874	6.849424	4.233321	-1.976851	0.294547
708	7	-3.230340	9.867045	-7.041823	-4.838873	-5.109491	0.532863	-3.230340	9.904508	-7.042195	-4.838873	-11.368567	6.346439	7.792936	-3.967545	5.282480	5.884532	-0.257192	0.426302	7.793087	-7.271010	5.282579	5.884532	5.839771	-3.627857	7.789028	-3.176263	5.282281	5.884532	-6.638856	6.346423	7.763914	-2.699828	-0.774428	5.884532	5.839771	-3.627857	-3.229975	1.179933	-0.893474	5.879331	5.655345	-3.609192
