268	19	-2.343064	7.283871	7.522630	3.282355	3.825643	-0.118298	3.835103	3.282953	4.202148	0.267248	3.835103	3.282953	2.512133	0.149478	3.835105	3.282953	5.060352	1.532157	3.835104	3.282953	4.638416	0.746844	3.835103	3.282953	4.510503	0.600733	3.835103	3.282953	3.582632	3.393522	3.835106	3.282953	4.797682	2.389317	3.835104	3.282953	2.420786	1.910688	3.835108	3.282953	4.880846	2.242403	3.835104	3.282953	2.330800	1.103400	3.835107	3.282953	4.113719	0.174477	3.835103	3.282953	4.284551	2.989471	3.835105	3.282953	3.282897	-0.552447	3.835103	3.282953	3.039162	3.367219	3.835107	3.282953	2.780772	3.091058	3.835108	3.282953	4.721762	0.847183	3.835103	3.282953	2.845935	-0.465965	3.835104	3.282953
889	19	1.805902	0.111334	-2.653140	3.500910	3.551417	0.700557	-3.364812	3.500909	4.499605	1.467989	-2.780930	3.500907	3.036358	0.373395	-3.332627	3.500910	2.845866	2.148066	-2.017237	3.500906	4.347527	1.282252	-2.981661	3.500908	4.255845	1.200349	-3.061487	3.500908	4.420356	1.357888	-2.902799	3.500908	2.758617	0.215235	-3.233850	3.500910	4.329704	1.854661	-2.322670	3.500905	1.121810	0.848935	-2.209063	3.500909	3.241113	0.500438	-3.370171	3.500910	2.484547	0.093196	-3.092601	3.500910	3.672246	0.780262	-3.342220	3.500909	2.005680	2.036680	-2.009236	3.500907	4.002098	1.006095	-3.221649	3.500909	3.376784	2.101577	-2.059156	3.500906	3.734607	2.041917	-2.115189	3.500905	4.175938	1.135578	-3.119825	3.500908
905	19	2.710420	0.177607	-5.107980	6.924022	4.686864	1.383844	-4.536694	6.924022	4.902807	1.757667	-4.261214	6.924022	0.517035	0.786253	-5.328505	6.924022	-0.240765	1.581492	-5.003523	6.924022	-2.005414	6.087669	6.519185	0.790636	2.218713	-0.120902	-5.188094	6.924022	1.048432	-0.085125	-5.324067	6.924022	-0.150446	2.184970	-3.628032	6.924022	1.117198	2.248631	-3.800764	6.924022	3.084978	0.393646	-5.038220	6.924022	4.618987	1.328029	-4.573527	6.924022	4.408597	1.174638	-4.670586	6.924022	4.271530	1.085073	-4.721860	6.924022	4.090552	0.971783	-4.785772	6.924022	3.861784	0.836979	-4.853284	6.924022	3.998255	0.916435	-4.814100	6.924022	3.342771	0.540069	-4.983847	6.924022	1.721998	-0.410336	-5.257014	6.924022
