49	11	1.081424	1.054028	7.563582	1.980091	0.825585	-2.265097	1.972455	2.002787	1.154285	2.629339	7.568756	1.980091	-0.621856	2.337073	7.570553	1.980091	0.421669	3.736245	7.570935	1.980091	0.864796	3.309619	7.570605	1.980091	-0.763339	1.267438	7.570126	1.980091	1.232618	2.071398	7.566292	1.980091	0.261285	-0.180554	7.566289	1.980091	0.595689	3.625098	7.570907	1.980091	1.063760	2.913165	7.569736	1.980091
302	11	2.164749	-1.930143	-0.747338	6.106980	0.834484	6.422796	8.018753	0.138309	3.479574	-0.318470	4.598992	2.725564	3.449425	1.161616	4.848300	2.203650	1.935870	-0.765776	4.833710	3.329751	2.792045	2.860568	5.212180	2.000364	2.248867	3.120477	5.357687	2.681604	3.252186	-1.024830	4.500865	2.967812	2.674384	3.082825	5.268213	2.088865	2.813571	-1.874458	4.400120	3.253950	3.508631	0.888024	4.797119	2.296024
382	11	0.558415	1.286210	5.103018	3.997554	0.237836	1.730249	5.171119	4.116912	0.521050	1.417670	5.189641	3.909754	0.543467	1.246506	5.052245	4.065448	0.387476	1.374811	5.010669	4.198902	0.320612	1.750919	5.293593	3.903024	0.260251	1.799814	5.265417	3.986336	0.455124	1.548283	5.248213	3.871476	0.276687	1.587493	5.084509	4.186919	0.248861	1.673919	5.131948	4.153389	0.548786	1.341793	5.145228	3.950902
