2	3	-5.859331	6.756367	7.931850	1.420651	-3.297730	-0.722712	6.698996	-2.672766	5.015091	-3.245041	-2.242130	6.737160	2.465598	5.015091	-3.280369
12	3	-9.103502	4.010197	3.440651	9.791868	-7.778082	-9.103502	-2.447315	3.440651	9.768094	-2.312575	-9.103506	-2.447315	3.440653	8.694725	3.764038
26	3	-1.087395	6.713227	-5.899348	6.900620	-4.246586	5.450939	-1.213723	-13.764175	6.900383	1.612550	5.450938	-1.213717	-5.490503	-0.867302	6.658470
28	3	0.270064	-1.202772	2.082666	5.834282	-1.509858	8.540862	-7.690180	-6.333323	5.819517	-1.475342	0.561867	4.998986	2.020732	6.093082	-2.721012
31	3	-3.946022	5.918890	6.899562	-2.979495	-9.555129	7.444542	-4.047736	0.251128	-2.980238	-2.546876	7.462485	-4.064357	-5.761007	-2.980238	-2.546876
33	3	4.282581	4.634103	-3.273336	6.155168	-5.660678	-7.938725	6.484626	7.225362	-0.279594	-5.787380	-7.164870	6.484626	0.837210	6.155168	-5.787380
34	3	9.807413	4.763054	-9.158581	6.588610	-3.940924	9.807413	-0.653899	-9.158544	6.569382	1.085731	9.807387	-0.653899	-0.776434	2.872559	6.055951
35	3	6.967030	-4.120177	-9.699656	7.728283	0.822588	6.724624	-4.119310	1.329878	-4.406990	7.041966	1.655568	8.153748	-3.037339	7.747476	-4.014666
36	3	-3.838866	8.490112	6.388937	0.204420	-6.819035	7.605805	-3.022492	-5.312378	-5.489294	5.880153	-2.135787	8.490112	2.706118	6.521517	-6.819035
41	3	7.148139	-1.794356	-3.359056	3.401305	7.615954	7.223548	4.426725	-6.957955	7.455884	-2.618662	-2.328370	0.919807	3.942836	3.402742	7.606488
45	3	-2.962512	4.655849	1.142423	7.871607	-0.340656	3.420477	2.544991	-5.127421	-3.360371	7.639953	0.256591	4.655803	-3.876565	7.871607	-0.340538
47	3	0.100848	6.350841	-1.067501	6.818143	-8.180696	-4.763678	6.350843	1.441030	6.818143	-8.180696	6.610518	3.021708	-3.773491	6.716868	-1.948620
52	3	7.964062	-1.729570	-4.917747	-4.221712	6.004256	-3.406883	4.693631	5.769554	-2.060911	-1.810479	-3.406880	4.693631	5.153392	2.977165	-1.810479
53	3	-1.429150	5.747688	1.978994	8.042486	-5.416624	3.843472	-3.141743	-4.399621	8.012520	-1.288546	3.843469	-3.141742	-4.345506	6.966447	4.362908
55	3	7.424285	-5.483617	-8.347396	7.454128	0.612994	7.422627	-5.483616	-2.032368	-4.499140	6.995631	0.071804	5.532440	6.374496	-3.865821	4.805912
57	3	6.973941	-2.096158	-3.017007	-4.681287	5.645652	-4.821726	5.835778	6.397363	0.388717	-6.519441	-4.821726	1.011157	6.397829	-4.681286	5.645639
61	3	5.167742	-5.119751	-8.704981	6.726984	0.052572	-7.225444	0.780499	6.380420	2.462630	0.031806	-7.225444	6.468866	6.380350	2.462682	-3.194367
63	3	-3.440919	-1.838490	8.949245	-4.176672	7.809782	7.005121	-6.360417	-1.103393	-4.176672	7.809782	-3.440919	3.437504	8.949245	-4.176643	5.918001
66	3	6.028940	-3.653690	-10.630675	6.851972	2.753740	0.142193	5.054232	-0.767513	6.966198	-6.134589	0.142192	-1.135087	-0.760841	6.866125	2.713970
67	3	8.029245	-7.153814	-8.662867	-9.179229	7.334299	-4.632268	-0.799426	3.556806	-9.179153	7.334297	-4.632270	5.028039	3.556806	-4.088778	-5.195061
68	3	8.718813	-3.356425	-3.561425	-6.609761	5.146394	-2.159000	6.040500	8.321374	-2.521467	0.193739	-2.159000	0.983684	8.321519	-6.518155	4.920478
70	3	-4.459202	-1.473200	5.471815	-0.582459	1.044589	7.093110	-7.684993	-8.080792	6.026507	1.044646	-4.459202	4.545382	5.471815	-0.582393	-2.844615
78	3	8.075332	-4.808280	-5.919903	4.106988	6.867857	1.980188	5.629988	4.201903	5.865227	-0.179624	1.980185	0.401136	5.275647	4.317201	4.887324
82	3	-4.568197	4.338416	6.806339	-2.612089	-4.745469	-4.568196	-1.849306	6.806356	-6.978250	5.123405	-4.568196	-1.849306	6.806339	-2.613583	-0.548050
86	3	-3.977959	6.606817	8.773740	0.186854	-6.545969	-3.977959	0.173161	8.773805	0.176983	-1.432506	5.571501	-4.645799	-7.527631	5.745222	-1.432503
88	3	-6.023285	6.916353	4.519482	8.159299	-0.590140	-6.069987	1.560802	8.128334	-1.263171	6.469497	5.905776	-2.898085	-1.141843	-1.265119	6.472116
89	3	-5.458891	6.490588	2.584275	7.148515	-6.204663	-1.936257	6.490588	-3.221304	7.148515	-6.204663	2.905909	6.298729	-3.454189	7.148515	-6.200017
91	3	-0.661603	7.854601	-6.242590	8.002201	-3.299001	5.284689	4.079888	-11.441501	8.002194	-2.523997	5.274823	-1.981996	-5.007517	-2.347001	6.401154
104	3	7.533718	-3.309783	-5.567520	-5.999593	6.633179	-3.757571	8.426380	6.042206	-3.230449	-1.022051	7.255975	-3.309766	1.019613	-5.999593	6.633179
106	3	9.060503	-5.861658	-5.672336	-5.759990	6.608955	-1.874519	5.858127	5.014191	0.802220	-2.970547	-1.874518	-0.455435	5.025773	-5.759966	6.337200
111	3	-7.912462	-0.580924	6.635225	-3.959676	7.307747	-7.912462	5.692805	6.635225	-1.235251	1.769582	-7.912462	5.692805	6.635225	-1.167401	-3.334100
112	3	-3.630682	5.081619	2.648421	8.118301	-0.245679	-3.717207	5.081628	2.702798	4.472382	5.493133	-6.554218	5.081694	8.944380	-1.774307	5.493097
113	3	8.825360	-6.037771	-7.128713	0.131231	2.093101	-0.392015	-5.706179	5.130217	0.131231	2.093101	8.825360	-6.037771	-13.258309	6.199336	2.093101
124	3	-6.033119	5.972960	3.252575	-3.044935	8.387585	-6.033119	0.055463	3.252575	-3.044965	9.339164	5.001465	-4.042540	-7.526614	-3.044965	9.344253
130	3	-0.842148	6.949179	-6.520723	8.340917	-5.317944	5.097169	-2.772120	-9.767746	8.340702	-0.723000	5.097128	-2.771984	-5.574570	3.365694	5.760911
131	3	-2.600726	-0.172458	6.039236	0.439668	6.929472	8.675976	-5.515903	-2.597781	0.433392	6.952704	-1.290727	4.735551	3.046427	5.632160	3.461964
133	3	-3.089958	-2.191646	-1.968385	4.984212	-0.073671	-8.501145	-2.172360	3.423147	4.984251	-0.073680	-8.818445	-2.172268	6.260470	-3.302027	6.270197
136	3	2.959695	3.164833	3.208283	-3.592588	7.648358	-3.178351	4.133847	7.344340	-3.592554	6.637691	6.886124	-5.396258	-5.178844	-3.592539	7.897239
138	3	-6.298373	7.543744	5.379378	-1.851615	0.126843	-1.663194	7.543675	-3.823995	4.447692	0.127080	-5.395658	7.543744	2.005818	4.447701	0.126815
139	3	7.065234	-2.710302	-9.172859	5.387293	1.330138	1.020231	6.013257	-4.538504	5.387307	-4.430179	6.974216	-2.707560	-0.713505	-2.623072	7.421419
149	3	-5.724961	6.060083	2.492526	6.720033	-4.703017	4.774532	-5.583669	-6.388723	6.297703	2.003851	4.774306	-5.583653	-3.678210	3.146519	7.149532
152	3	-5.412039	6.556199	8.954915	-3.818626	-4.401004	6.644150	1.684035	-2.854698	-3.824857	-0.473701	6.644150	1.684036	-2.848021	-6.423449	4.681360
157	3	-0.128308	7.442677	1.520243	4.615014	-8.077981	5.926640	-0.721883	-4.474512	3.778419	-2.426209	5.926640	4.830709	-7.598092	4.614986	-8.076319
162	3	-3.106078	4.109015	5.137959	-0.306488	-4.605413	5.790613	-7.620719	-5.165978	5.498577	0.109106	-2.623933	4.108512	3.031078	5.498585	-4.603310
179	3	2.194501	7.145074	-7.643752	6.574590	3.203487	6.921805	-4.869825	-10.595850	5.121673	5.903886	2.194501	0.675440	-6.243372	5.130275	5.650698
182	3	-6.019741	5.286705	4.107799	7.390888	-4.214044	-6.427882	1.176983	5.526714	4.703079	5.242616	5.937374	-1.118203	-1.648072	4.693743	5.248361
183	3	5.655583	-6.192962	-9.252158	7.029569	0.191707	5.655583	-6.192962	-9.252141	4.948665	4.722412	0.903477	-1.090472	5.563583	-0.325479	4.722387
184	3	6.739313	-4.753424	-2.905168	-4.082253	6.616442	-2.294029	0.191947	6.374780	-4.082249	6.616440	2.367765	0.188681	4.267424	-4.082250	6.616440
188	3	-1.444676	8.037947	2.881451	2.947427	-1.226164	6.036877	-2.094972	-3.963530	-8.073245	7.934384	-5.187122	8.037947	7.709990	-8.073245	3.876259
191	3	-1.666028	7.454947	3.833940	6.821403	-4.719492	7.076038	-2.427439	-7.164809	6.820318	0.390164	7.076038	-2.427439	-5.088437	-1.212522	5.933743
192	3	5.156659	-2.753453	-3.476526	-1.285980	3.711518	-6.381085	0.279261	7.738089	-1.244697	3.668259	-6.379285	5.636633	7.669628	-0.668720	-5.561594
193	3	1.496874	6.431513	5.202224	-0.502610	-1.606232	1.496874	6.431513	5.202268	-5.128349	3.506063	6.466734	-3.892336	-5.412537	-5.346718	7.114067
217	3	-7.221884	1.339417	7.279157	-5.897316	7.818804	-7.221884	7.412490	5.520500	5.515904	0.278756	4.852435	5.792502	-1.827806	2.665570	4.204136
223	3	-0.968760	7.711287	3.400258	6.540694	-1.839547	6.670584	-3.194581	-4.082103	-0.127100	4.508189	-3.357596	1.794456	6.808987	-0.123028	4.507743
227	3	7.119521	-0.961631	-6.862326	6.879895	0.365758	0.558645	7.388277	-0.363048	6.886899	-2.524957	7.059176	-0.912530	-2.932261	3.227509	6.562074
229	3	5.151726	-1.517019	-1.243560	-1.651908	6.443374	-3.471910	6.704803	4.977209	2.756158	-4.045755	-3.471985	2.265560	8.265781	-1.640875	6.167551
244	3	5.632415	4.410137	-9.878035	6.540421	-6.693610	5.632415	1.675560	-8.331324	5.106290	4.252361	5.632415	1.675560	-9.872386	6.503518	-1.733392
261	3	7.736309	-1.083064	-3.852728	-2.937589	7.929587	7.736371	-1.083081	-7.042674	4.501792	1.687542	-3.636949	5.516943	6.868522	-1.589371	5.023008
267	3	7.163536	-5.297705	-4.721250	-2.695573	6.307479	7.163537	-5.297705	-10.707353	7.301702	-0.302530	-4.757611	0.163505	6.925484	-2.695342	6.307238
271	3	-4.850082	6.863975	2.770877	6.440101	3.181546	-4.851866	1.685192	7.202723	-2.106040	5.766077	0.537717	6.861155	-1.368757	6.436787	3.184358
282	3	6.936372	-5.302294	-7.895171	-8.485552	9.032853	-3.646876	6.202536	4.391790	-8.482266	4.716991	-3.646876	0.791396	4.391790	-8.485552	9.032845
291	3	-0.367899	8.853811	0.167903	6.831683	-3.626556	6.007445	3.383756	-3.872253	-1.838964	5.462448	6.007445	-3.003806	-3.872252	-1.839003	5.697988
297	3	6.055736	-3.400101	-7.899748	-9.265132	8.728111	-2.182900	-0.871159	3.829494	-9.264857	8.683810	-2.182900	4.722507	3.829494	-9.263559	7.254579
308	3	9.603881	2.934936	-3.448298	0.063654	-1.660914	9.603881	-3.404835	-3.448220	-6.295142	6.906184	9.603894	2.934936	-9.103462	5.478235	-1.660914
316	3	-0.843411	6.320339	4.025901	5.737837	-0.571844	-2.708112	6.320405	6.889536	1.407915	-0.571844	7.354412	-3.563020	0.937413	-0.909706	4.035499
318	3	6.203926	-3.262499	-5.899602	-3.771748	7.159462	1.870023	5.594685	6.443833	0.616973	-2.587936	-4.427707	5.684879	6.443957	0.616974	-2.591196
320	3	7.025651	4.321830	-6.382531	6.950324	-3.539493	5.682119	-1.860606	2.421963	-4.487518	8.242986	6.959227	-1.874897	-2.602843	-4.487518	8.242987
328	3	6.049222	-5.949790	-4.103488	2.279938	7.118354	-4.145119	5.112839	2.539910	7.129220	-4.086277	1.825453	5.043990	-5.997136	7.129220	-3.817053
329	3	7.036908	3.228655	-5.778071	-3.370379	-1.434718	-5.069724	7.090304	5.223297	-3.370379	-6.922338	7.036908	3.228654	-5.778071	-7.663083	4.372091
330	3	-5.137603	2.650685	8.241682	-3.863301	8.242601	-4.684880	7.688748	4.013593	6.831787	-2.089865	-5.137263	7.688748	8.241498	0.351171	-2.089866
332	3	-5.514561	8.263746	6.916275	0.726553	-3.079325	6.844312	-1.098667	-0.603129	-4.229938	7.092235	-4.053989	8.263318	4.131877	4.665439	-3.079325
334	3	0.002862	9.135434	-0.434096	7.460658	-2.855090	6.088823	5.242199	-9.581695	7.460658	-1.395348	6.088823	5.242199	-9.581522	7.449361	2.104775
343	3	-1.828520	6.644712	2.179941	7.108265	1.034608	-1.827031	6.644711	2.178821	7.228859	-4.559120	5.537716	1.713532	-4.726326	-2.384267	5.178758
347	3	-5.522348	6.998689	2.405893	7.778574	-5.915011	3.995652	5.173880	-4.887822	7.778574	-5.914689	0.921982	6.847325	2.385616	7.778574	-5.915010
