1	1	2.073028	-0.920978	7.867526
2	1	-1.874081	6.573661	6.086922
3	1	-0.282115	-1.792545	7.563745
4	1	6.239931	-3.979633	6.104318
5	1	2.758862	7.484214	8.736087
6	1	2.565504	-1.109220	7.612283
7	1	3.698984	9.219197	5.085261
11	1	5.774012	-6.199519	6.212166
12	1	6.494069	2.387819	5.918963
14	1	6.336905	-3.533543	2.265771
15	1	-4.473506	8.270116	5.791957
17	1	7.117692	-3.571758	4.468451
18	1	-3.664832	7.511402	8.279897
21	1	3.009675	-0.735629	5.840293
22	1	3.108157	6.156354	4.564890
23	1	8.356484	-7.234110	7.270228
24	1	5.611693	-2.370070	6.078372
26	1	5.821216	-3.130083	3.586135
28	1	4.518289	-4.566087	5.090694
29	1	2.221384	7.900672	5.978398
31	1	6.981520	-3.432456	3.719652
32	1	3.592594	4.846898	7.491275
33	1	6.265836	-1.412391	6.650429
34	1	-2.260332	7.557140	7.773758
36	1	4.014801	8.990262	7.727897
37	1	3.050889	7.359923	6.915618
38	1	6.675106	-3.981497	3.562205
39	1	6.881670	-3.193931	6.679811
41	1	2.406451	8.055639	7.029603
42	1	3.231388	6.354174	8.102326
44	1	6.073388	5.324668	3.921321
45	1	7.419754	1.376261	6.690569
46	1	1.650020	6.894546	5.845251
47	1	5.980357	3.385158	6.458506
48	1	5.202338	6.862550	7.973948
49	1	5.446537	4.690154	3.378414
51	1	7.905503	-0.122931	6.614728
52	1	5.522742	-6.602389	6.227132
56	1	6.393003	-2.901411	5.534271
59	1	6.134004	5.796351	5.331478
60	1	4.764941	-5.191567	6.510774
61	1	4.254648	6.504344	7.794308
64	1	2.808681	5.027911	7.216059
65	1	6.891480	-4.473935	4.733577
66	1	6.751528	-4.855518	4.670440
68	1	3.431415	7.175059	4.005543
69	1	5.772570	-2.739751	6.213727
70	1	1.739959	9.041076	6.409579
71	1	-0.165358	5.460101	8.401719
73	1	3.853812	5.885924	8.158554
74	1	7.266486	-7.628341	5.681168
76	1	4.716293	2.869047	6.284120
77	1	6.409620	4.688025	6.335699
78	1	6.603286	-5.224388	6.463515
79	1	1.634316	7.150298	8.763891
81	1	2.220220	7.534046	7.940586
82	1	6.748794	-3.553793	5.732999
83	1	4.278370	7.971870	7.476834
84	1	0.399631	6.144216	7.831631
85	1	7.795825	-5.108324	4.996496
86	1	6.052068	8.422499	5.753331
87	1	5.059350	-4.267693	6.295182
89	1	4.075140	6.794062	6.068039
90	1	3.643602	6.994137	4.695165
91	1	1.914934	8.870292	7.299142
92	1	7.705780	-3.912150	3.182987
93	1	4.383146	-6.128312	6.981224
94	1	5.798130	-2.414001	3.827434
97	1	5.070362	-1.939863	2.944596
99	1	1.767905	7.783455	8.210843
101	1	2.119156	-1.711181	8.138124
102	1	6.791593	-2.957282	5.213281
103	1	4.919496	-3.139789	7.204655
104	1	1.192678	6.454436	7.096444
107	1	7.631869	6.969483	2.761086
109	1	3.682610	6.474244	3.520985
110	1	5.227932	2.797350	7.031915
111	1	5.489690	-4.531614	4.740017
112	1	7.600384	-6.714696	6.873573
113	1	4.764772	-7.896231	8.151772
115	1	4.445417	-5.989261	5.123269
116	1	6.864997	-3.239692	4.175628
120	1	3.846017	8.525982	8.293044
121	1	1.818274	5.214059	7.619660
122	1	7.984081	-0.366009	5.007221
124	1	5.747022	7.735358	6.591168
125	1	5.733540	-2.827843	6.167241
126	1	6.308131	-4.599888	5.219095
127	1	0.851839	5.232552	4.629305
128	1	7.833983	-4.968538	3.828478
129	1	6.004082	3.889780	5.973377
130	1	3.604709	7.028350	7.595358
131	1	6.791588	-3.437383	6.321413
132	1	5.489837	-5.789148	4.509975
133	1	6.098859	-5.232831	6.098716
135	1	7.884850	-1.429819	2.290890
136	1	3.247050	7.141391	9.293375
137	1	6.243745	-2.579143	6.470733
139	1	9.216139	-3.951587	3.463749
140	1	7.246426	4.168450	4.983290
141	1	4.010854	-0.987456	6.538582
142	1	0.354705	5.976874	6.215784
143	1	5.953195	-8.383227	5.454264
144	1	6.821708	-5.339353	6.559440
145	1	1.144227	7.121767	5.555138
147	1	4.858689	6.034452	7.132691
148	1	8.322713	-5.448824	6.467826
149	1	6.669410	-5.251449	5.913295
150	1	4.718377	-2.230333	5.209353
152	1	4.163099	5.437729	6.762657
153	1	7.871677	-5.034647	5.354701
154	1	7.992070	-7.036541	4.424951
155	1	7.957782	-0.348638	4.885026
156	1	8.383718	-5.731928	2.824507
157	1	4.296850	-6.144735	4.319710
158	1	7.640583	-7.799062	2.981096
159	1	3.147516	-2.420045	6.102898
160	1	3.310571	0.459042	6.615324
161	1	2.843433	6.403918	6.019168
162	1	-2.616323	5.074705	7.738395
163	1	7.618932	-3.251569	6.722479
164	1	4.248536	8.354428	8.244771
165	1	1.444054	6.758316	8.306154
166	1	8.090404	-0.050605	2.439074
169	1	5.582915	-4.855481	6.655987
170	1	6.405664	-6.210290	6.870544
171	1	8.521661	-3.216821	7.099107
