29	14	-3.193356	0.649463	5.682357	5.452654	-4.445079	1.274685	5.987776	5.193346	-3.597082	0.832777	5.821726	5.378700	5.452237	-3.291525	-3.644990	6.342341	-1.386352	-0.098743	3.531364	5.930982	-4.633866	1.564367	5.966110	5.071261	-3.315148	0.706479	5.729843	5.429911	-2.904931	0.503858	5.545453	5.509553	-3.052209	0.580386	5.620110	5.479867	-2.407581	0.195413	5.192103	5.623888	-2.069640	-0.077531	4.821088	5.718058	-1.860336	-0.273306	4.514965	5.783740	-3.670683	3.111935	3.450698	4.748935	-4.615015	1.804013	5.871838	4.974327
165	14	1.630061	6.295605	-0.909972	0.707683	4.987871	-1.448651	2.852133	6.205211	4.930692	-0.843157	3.516103	5.329599	4.973763	-1.253358	3.123343	6.019576	4.249810	2.419088	1.501096	3.485182	4.938878	-0.903445	3.471758	5.468751	4.478921	0.452414	3.478267	1.049353	4.852799	1.450847	1.288791	5.150921	4.967520	-1.177689	3.212726	5.929065	5.019713	-1.587840	1.602682	6.519181	3.723939	2.396324	1.908649	2.111197	3.962886	2.532157	1.656475	2.800918	4.304006	0.775091	3.287511	0.952494	4.971152	-1.220929	3.162662	5.982285
243	14	-0.640831	-1.003784	1.166693	7.159543	-3.807095	1.548981	6.004472	1.287907	7.943884	-5.394415	-1.853296	7.203559	-1.830105	-1.770290	5.067979	7.173442	-1.550234	-1.536346	4.135221	7.160225	-1.411016	-1.431835	3.377289	7.154133	-1.756071	-2.856319	4.047347	7.200618	-1.240754	-1.310458	2.557412	7.148028	-0.664772	-3.392802	3.060806	7.202887	-0.982358	-3.254924	3.344511	7.202549	-0.016017	-1.472455	0.439767	7.201353	-2.060313	-2.025370	5.236742	7.184719	-1.866232	-1.804419	5.126117	7.175170	-1.667795	-1.629617	4.642519	7.165711
353	14	5.356817	-0.091684	3.353681	5.008889	5.129925	-0.510591	4.270347	4.893600	5.242061	0.546406	2.342162	5.008912	5.300429	-0.405150	3.782322	4.971595	4.602427	0.234755	5.195148	4.496279	4.451280	0.517263	5.407961	4.268051	4.368164	0.690339	5.508245	4.093422	5.203066	0.636152	2.212278	4.995076	5.354527	0.095363	3.091460	5.020885	4.724235	1.609999	2.667951	4.455827	5.204055	-0.523614	4.093269	4.927467	4.974424	-0.356680	4.580738	4.812555	4.669048	0.118340	5.093718	4.572499	4.792728	-0.087533	4.895963	4.687376
395	14	-0.155864	2.312294	1.278779	4.480956	-0.303520	1.467155	2.102130	2.806763	-0.422927	1.897887	1.754454	3.032954	-0.409382	2.128957	1.583340	3.507163	6.828084	-1.254316	-3.701314	6.002788	6.430996	0.625953	0.523413	4.770869	-0.252029	2.301177	1.369555	4.212650	-0.353089	2.232732	1.483166	3.841624	-0.048267	2.280639	1.179366	4.737751	0.197549	0.253324	5.847101	4.853538	-0.187754	2.313002	1.308216	4.397345	0.002485	2.249819	1.130574	4.849519	0.151087	2.089012	0.969786	5.158143	-0.379366	2.196398	1.522287	3.709818
524	14	-4.204749	4.268282	1.528729	0.014313	-5.882773	4.106748	6.573347	-2.440381	-3.491423	2.720149	0.421678	0.673757	-2.973888	2.164982	-0.402397	0.946985	-1.315039	1.077683	-0.076730	1.562146	-6.110967	2.701375	7.001547	-0.908787	-6.083696	3.435282	6.853426	-2.074793	-1.266491	-0.752156	4.006743	1.683786	-5.439470	5.001755	5.683550	-1.867969	5.464076	-2.992703	-4.596738	1.913566	-6.145203	2.977231	6.964948	-1.412895	-2.780474	0.920143	5.744742	0.994684	-5.613636	2.164567	6.894439	-0.027027	-4.723463	1.701619	6.551998	0.423485
661	14	2.956877	6.875949	1.334366	-0.149567	7.602057	-0.452383	5.078071	4.152496	7.593183	0.600825	4.144560	4.056786	7.642263	-0.623475	4.863895	4.202129	7.632540	-0.591794	4.932436	4.191234	7.524446	0.643039	4.359014	3.982456	7.667007	-0.591783	4.573224	4.221586	7.670487	-0.511041	4.474555	4.219410	7.510072	0.470776	4.632659	3.980790	7.620764	0.457741	4.134838	4.097430	7.653874	-0.643072	4.758972	4.213606	7.566960	0.672865	4.181311	4.023753	7.624852	-0.561181	4.977860	4.182047	7.638184	0.314232	4.147254	4.127338
676	14	-4.199165	2.619150	2.931983	4.434127	5.600472	-3.790320	4.509704	7.073920	4.039704	-1.102813	1.380409	7.175543	-4.677330	0.973564	4.965427	4.733681	-1.766760	2.413070	2.175492	5.785988	2.725160	-2.567190	4.663058	7.018867	3.195175	-0.401479	1.279187	7.173325	2.728841	-0.009719	1.231671	7.168218	5.898056	-2.495680	1.694926	7.175901	-4.678681	0.861103	5.042998	4.851447	3.494580	-0.653486	1.313623	7.174621	-0.204977	1.932365	1.674996	6.512586	0.120835	1.782581	1.563782	6.650008	4.693271	-1.611692	1.467371	7.175837
734	14	1.395355	0.094311	1.848401	4.652058	1.593503	-0.494345	3.331206	4.874310	1.430556	-0.402067	4.477834	4.798972	1.648293	-0.398684	1.951052	4.862755	1.577762	-0.183065	0.931829	4.780880	1.462387	-0.439374	4.324338	4.819387	1.327227	0.189745	2.229781	4.600954	1.639394	-0.311732	1.102834	4.833077	1.628223	-0.461355	2.751385	4.875664	1.576575	-0.499409	3.523174	4.870518	1.223682	0.304194	3.237478	4.526350	1.210218	0.159229	4.758443	4.551472	1.254180	0.280545	2.789541	4.546421	1.536145	-0.493892	3.874689	4.856765
906	14	6.969145	-3.323499	3.886076	6.029338	4.356784	3.666531	1.854424	4.212452	5.668689	-0.259287	5.916926	5.835109	6.957358	-3.350619	4.034213	6.028426	6.976463	-3.158531	3.703436	6.029936	5.738400	-0.344080	5.867972	5.851295	6.192876	-0.994784	5.514031	5.936188	6.371266	-1.326376	5.343298	5.962386	5.984775	-0.671205	5.685966	5.901116	6.340180	-1.263869	5.375176	5.958044	6.941187	-3.297559	4.166184	6.027127	5.000560	0.453208	6.372694	5.598208	6.400781	-1.387929	5.312011	5.966428	5.844539	-0.479173	5.791597	5.874049
