1	3	25.414898	44.030705	98.603939	80.319915	66.670553	0.745551	0.300370	0.191759	0.932927	0.943791	39.962011	3.000000	0.075021	1.811188	5.000000	0.011531	1.704584	1.000000	74.896940	3.857972	6.000000	0.015424	8.698956	4.000000	0.034251	3.218914	4.000000	0.029478	11.040420	4.000000	0.101450	4.299890	2.000000	0.010882	1.583174	4.000000	0.024652	4.500353	2.000000	0.010700
2	1	89.513021	19.555300	70.621136	79.612639	7.214394	0.206394	0.543076	0.718102	0.211469	0.886988	30.427715	4.000000	0.029478	8.255514	4.000000	0.101450	3.067374	2.000000	91.892691	4.576186	4.000000	0.024652	16.965324	2.000000	0.010700	8.457489	1.000000	0.010305	3.536608	6.000000	0.034162	2.028148	5.000000	0.024366	12.317385	5.000000	0.016817	3.559668	2.000000	0.015567
3	1	89.513021	19.555300	70.621136	79.612639	7.214394	0.206394	0.543076	0.718102	0.211469	0.886988	30.427715	5.000000	0.029478	8.255514	2.000000	0.101450	3.067374	2.000000	97.042351	4.576186	4.000000	0.034162	16.965324	2.000000	0.024366	8.457489	1.000000	0.016817	3.536608	6.000000	0.015567	2.028148	5.000000	0.011842	12.317385	5.000000	0.020179	3.559668	2.000000	0.013043
4	3	25.657052	47.166631	58.012349	14.495685	73.676789	0.271558	0.697736	0.531743	0.634617	0.580586	35.244699	4.000000	0.017428	7.047615	4.000000	0.019069	4.053222	1.000000	78.911199	2.433615	2.000000	0.028812	4.941985	1.000000	0.013109	5.341628	6.000000	0.013338	5.464762	1.000000	0.011344	0.263820	3.000000	0.381954	9.692028	5.000000	0.011871	0.166161	5.000000	0.017632
5	1	28.029880	13.741827	49.017576	54.287423	46.266043	0.365254	0.941372	0.528543	0.116564	0.751647	47.824897	3.000000	0.011623	14.132155	3.000000	0.031580	1.117675	3.000000	11.543356	1.892753	5.000000	0.021146	41.888888	6.000000	0.017360	4.967492	5.000000	0.048220	3.312148	5.000000	0.113387	4.130364	2.000000	0.017870	0.185057	3.000000	0.023825	1.965524	3.000000	0.045462
6	2	6.487314	57.619829	35.099131	10.426369	8.696716	0.116291	0.630338	0.661897	0.930144	0.142278	29.393999	5.000000	0.010770	4.350396	2.000000	0.024361	3.241421	4.000000	93.139417	4.215210	2.000000	0.053091	56.145399	5.000000	0.032145	5.058824	5.000000	0.448753	10.885491	3.000000	0.024264	2.789237	2.000000	0.042365	0.173062	2.000000	0.016718	2.904818	2.000000	0.010562
7	4	30.343538	60.932451	56.943269	66.734197	70.297601	0.564240	0.217147	0.322910	0.517643	0.445239	50.764171	6.000000	0.050230	13.167951	3.000000	0.011812	4.739149	3.000000	38.324073	3.084316	6.000000	0.012385	49.267601	4.000000	0.022570	9.243976	4.000000	0.011642	1.311932	1.000000	0.023327	9.503856	2.000000	0.041855	3.226533	2.000000	0.011587	1.055291	5.000000	0.037750
8	3	76.320339	14.631796	11.258093	27.857479	98.165296	0.717894	0.526453	0.101188	0.755370	0.334936	40.363577	5.000000	0.025095	10.574396	5.000000	0.035827	2.422985	4.000000	25.213939	1.990480	1.000000	0.020554	26.462695	5.000000	0.030539	9.190080	3.000000	0.011239	8.434948	5.000000	0.018678	3.124612	4.000000	0.080641	3.015237	6.000000	0.124853	2.417082	4.000000	0.011640
9	2	29.652841	96.183975	43.547163	24.753534	28.620550	0.360428	0.909436	0.889604	0.787897	0.403855	31.071496	1.000000	0.022970	2.699423	4.000000	0.017074	4.085054	2.000000	40.577372	3.338956	5.000000	0.011325	29.729017	2.000000	0.010961	4.844270	4.000000	0.428441	7.225510	2.000000	0.010536	13.873163	4.000000	0.010379	8.775094	5.000000	0.017308	0.613264	5.000000	0.014076
10	1	4.286928	31.162051	28.688027	33.498856	33.882078	0.864482	0.673113	0.709804	0.261677	0.464196	29.686907	1.000000	0.017738	0.526449	6.000000	0.018142	3.245892	6.000000	83.640276	2.919272	3.000000	0.214316	59.787337	1.000000	0.162503	7.903320	1.000000	0.013388	12.545058	2.000000	0.011742	3.623397	4.000000	0.529552	10.238823	1.000000	0.014415	0.992393	5.000000	0.041056
11	4	61.367839	8.709766	46.352609	47.197976	4.946248	0.905573	0.269291	0.266974	0.678648	0.211438	16.165809	5.000000	0.014370	15.178198	3.000000	0.065612	4.127738	3.000000	57.535316	2.860053	2.000000	0.068424	40.552370	1.000000	0.010687	4.228207	4.000000	0.030409	11.131860	2.000000	0.016201	13.209748	5.000000	0.031803	0.649672	1.000000	0.019603	2.687798	2.000000	0.041857
12	3	75.429402	8.555133	19.454105	87.140298	28.939783	0.773359	0.838544	0.281211	0.600643	0.427704	21.287627	5.000000	0.085637	1.656765	1.000000	0.021522	3.040093	4.000000	12.151845	4.067985	5.000000	0.378791	51.303085	6.000000	0.020828	4.953631	5.000000	0.016636	12.195535	5.000000	0.011945	3.005486	5.000000	0.019148	3.725362	4.000000	0.036998	1.221475	6.000000	0.032540
13	3	79.419849	51.540454	85.589720	53.637746	42.952645	0.160771	0.164553	0.896712	0.773464	0.591072	47.022668	4.000000	0.033378	14.170789	6.000000	0.034170	1.834966	5.000000	84.943892	0.435906	5.000000	0.868501	23.170807	1.000000	0.127389	5.054350	3.000000	0.010366	2.180907	6.000000	0.020947	9.083420	2.000000	0.034939	11.980868	5.000000	0.061826	2.524465	1.000000	0.013175
14	2	66.593934	39.167976	73.859300	48.517167	3.660695	0.642467	0.477104	0.728860	0.104654	0.761518	15.993003	6.000000	0.018180	6.123005	2.000000	0.014767	2.475642	2.000000	99.736428	1.928594	6.000000	0.041585	54.147357	5.000000	0.011438	8.802088	3.000000	0.029902	9.374026	1.000000	0.047275	2.100206	6.000000	0.029170	13.970571	5.000000	0.010099	1.613303	3.000000	0.013927
15	3	21.568162	13.875427	86.789637	31.504272	25.510402	0.740182	0.960617	0.777185	0.514265	0.213785	26.246054	4.000000	0.048092	9.785873	2.000000	0.012725	0.680994	2.000000	55.735483	2.883484	3.000000	0.013142	4.868907	3.000000	0.020792	8.849030	6.000000	0.022549	3.034983	2.000000	0.048937	12.502074	3.000000	0.015562	1.444669	2.000000	0.012551	4.564853	6.000000	0.019004
16	2	42.010282	93.937220	13.502359	56.412504	24.094622	0.361877	0.136563	0.652157	0.829202	0.563849	23.913697	4.000000	0.065146	9.220267	2.000000	0.128329	2.815026	1.000000	32.776969	0.306967	5.000000	0.021876	6.245345	6.000000	0.087146	3.255943	1.000000	0.060114	8.498332	3.000000	0.010985	9.212983	5.000000	0.014861	7.148810	1.000000	0.019814	3.268319	3.000000	0.014793
17	2	49.435738	90.216668	74.652180	25.500499	77.956445	0.542696	0.728114	0.159027	0.667141	0.922119	7.796623	5.000000	0.012674	7.137242	4.000000	0.078873	1.776953	4.000000	46.372421	0.856328	3.000000	0.047682	39.761308	4.000000	0.084606	11.545009	4.000000	0.017766	5.884345	2.000000	0.080817	8.962590	5.000000	0.026119	9.761462	1.000000	0.051724	3.071143	3.000000	0.338999
18	3	94.983916	24.012912	65.898607	97.093721	24.626443	0.153350	0.334863	0.584800	0.506180	0.603712	41.146990	6.000000	0.010123	5.485351	4.000000	0.019844	4.003330	6.000000	51.287747	2.286843	2.000000	0.022104	36.364666	1.000000	0.011288	9.009119	4.000000	0.013246	5.397323	6.000000	0.046703	4.996888	3.000000	0.018366	6.016076	5.000000	0.058424	0.286600	5.000000	0.038296
19	4	16.853966	6.609055	27.860029	42.373530	43.799501	0.467095	0.813235	0.368359	0.718635	0.778705	5.667938	3.000000	0.011437	7.942162	1.000000	0.063695	1.371019	3.000000	44.188100	1.686598	6.000000	0.034425	17.324786	2.000000	0.082091	0.385887	1.000000	0.011964	3.397830	6.000000	0.025004	7.440329	3.000000	0.014778	6.816691	2.000000	0.034762	4.280007	6.000000	0.027970
20	3	37.862688	22.048963	52.290693	58.401090	15.672578	0.659082	0.252849	0.411013	0.964128	0.459494	48.528457	3.000000	0.012402	10.670451	1.000000	0.033807	1.621384	2.000000	39.311456	4.390295	4.000000	0.017008	49.287764	5.000000	0.013331	5.943978	4.000000	0.014075	6.119086	4.000000	0.010166	7.435039	2.000000	0.018733	8.088485	3.000000	0.010344	0.293352	6.000000	0.094785
21	2	97.457253	3.362588	43.140949	97.885516	85.548300	0.656087	0.347648	0.300559	0.988089	0.323609	34.376671	3.000000	0.034383	11.390117	1.000000	0.017310	3.980193	5.000000	28.578946	0.103512	1.000000	0.027637	30.765503	1.000000	0.021444	0.748663	6.000000	0.025700	3.957544	2.000000	0.239625	10.751689	2.000000	0.017401	9.921398	6.000000	0.015861	1.708289	4.000000	0.027265
