1	1	95.597722	3.285300	1.929713	0.190797	0.980043	0.620039	12.899417	2.000000	0.801513	9.949461	6.000000	0.013296	1.762953	3.000000	80.985505	0.874579	5.000000	0.032905	0.599093	1.000000	0.018877	7.345191	5.000000	0.011454	2.192904	6.000000	0.046763
2	2	59.263845	3.190380	69.851383	0.834836	0.356192	0.369723	10.542946	2.000000	0.116495	4.528973	3.000000	0.010797	4.460706	6.000000	67.249402	3.637670	3.000000	0.021418	1.867260	3.000000	0.035869	12.277265	5.000000	0.011080	2.023399	3.000000	0.012521
3	2	95.473282	85.575903	9.133169	0.949591	0.412841	0.145944	3.379399	4.000000	0.010717	14.002807	3.000000	0.010260	0.099316	6.000000	74.476429	1.738034	1.000000	0.020338	3.107198	1.000000	0.075498	7.619170	2.000000	0.010546	0.715790	1.000000	0.015879
4	1	52.379634	48.741807	69.386675	0.261233	0.930855	0.147123	1.921602	2.000000	0.020798	13.529670	3.000000	0.012709	4.516193	6.000000	71.680715	4.708656	3.000000	0.010935	8.516859	6.000000	0.086006	12.768505	2.000000	0.033449	2.769580	1.000000	0.010155
5	1	16.783394	72.796195	10.110923	0.935980	0.585793	0.794394	3.224813	4.000000	0.010010	1.757134	4.000000	0.265807	3.694409	3.000000	7.439054	4.685909	4.000000	0.094152	4.352803	6.000000	0.268902	7.644028	1.000000	0.010702	4.745102	1.000000	0.025094
6	2	67.131738	74.090780	4.377672	0.983340	0.849164	0.890435	8.876847	1.000000	0.013621	11.712009	2.000000	0.024173	4.233243	2.000000	69.135008	4.517374	4.000000	0.028692	10.019790	2.000000	0.041774	14.394561	6.000000	0.014659	1.096556	5.000000	0.010733
7	3	89.714227	96.941371	44.101333	0.778521	0.608282	0.124475	3.529277	6.000000	0.014688	7.083853	2.000000	0.052808	1.631738	2.000000	18.808003	3.406928	5.000000	0.022355	4.230292	1.000000	0.010787	13.616591	4.000000	0.021905	3.654137	6.000000	0.011487
8	3	89.036597	24.374129	19.278987	0.952810	0.737948	0.322189	0.231236	1.000000	0.025583	12.589068	2.000000	0.211312	3.590438	3.000000	70.943920	1.678028	4.000000	0.031446	2.578644	3.000000	0.045395	3.789916	5.000000	0.018913	2.162126	3.000000	0.221238
9	2	2.557661	68.187627	2.507562	0.154778	0.154945	0.340249	5.820613	5.000000	0.051828	4.609455	3.000000	0.010893	0.159565	3.000000	68.076366	3.259564	3.000000	0.015086	1.589690	3.000000	0.025322	11.575455	5.000000	0.010952	2.321595	4.000000	0.011484
10	3	51.234527	78.052244	4.987291	0.425659	0.852980	0.189791	11.792069	3.000000	0.026081	2.426374	1.000000	0.016572	2.672328	3.000000	49.541675	2.393981	5.000000	0.010510	2.669881	2.000000	0.011925	8.419326	2.000000	0.012027	2.457866	6.000000	0.012959
11	2	19.639888	21.761434	90.544108	0.719430	0.805062	0.215365	0.843164	1.000000	0.026610	13.150595	4.000000	0.014077	2.052464	3.000000	37.058358	1.170876	1.000000	0.014846	12.472869	1.000000	0.016118	1.858941	1.000000	0.013176	0.167989	1.000000	0.020664
12	1	36.277079	18.359625	88.357192	0.660460	0.965482	0.721231	14.804432	4.000000	0.159112	2.701892	2.000000	0.016735	4.374307	2.000000	3.001984	0.986558	3.000000	0.010756	6.723739	2.000000	0.010756	8.336366	3.000000	0.014392	3.592381	2.000000	0.013068
13	1	97.368977	48.531913	17.914559	0.463916	0.476094	0.217278	0.669236	6.000000	0.011044	6.484110	6.000000	0.015708	2.654038	5.000000	40.113512	1.536764	4.000000	0.016912	6.076030	5.000000	0.022100	14.208637	5.000000	0.147706	4.148543	6.000000	0.154914
14	2	20.390911	62.650574	69.335426	0.369192	0.369192	0.996765	2.591829	4.000000	0.012406	2.701892	1.000000	0.014096	3.016703	6.000000	3.001984	4.408092	2.000000	0.014392	7.491584	3.000000	0.013068	9.082785	3.000000	0.019328	2.858236	3.000000	0.010239
