1	9	87.955180	806.032215	7.833856	68.016909	49.175256	0.730549	0.171448	0.115678	0.903278	0.495457	15.923528	5.000000	60.157163	32.685453	5.000000	0.027863	5.934279	6.000000	0.011843	34.585613	6.000000	0.030353	3.617510	3.000000	0.010930	3.226743	6.000000	13.428216	32.002173	4.000000	82.823546	0.376892	5.000000	0.026492	6.127126	6.000000	91.122900
2	2	95.076409	748.326151	26.876989	46.278863	1.353971	0.662106	0.538182	0.879983	0.756001	0.616850	66.864224	5.000000	93.191719	3.213700	1.000000	0.277376	34.106288	4.000000	0.015497	22.685002	3.000000	0.012762	63.276564	5.000000	0.014572	3.124942	1.000000	60.603028	22.296623	3.000000	43.122822	0.141617	1.000000	0.011665	44.634187	1.000000	94.938027
3	7	10.336129	110.808824	96.006029	68.267155	7.276624	0.418095	0.587735	0.928197	0.395804	0.755375	7.400163	6.000000	15.185481	56.168384	2.000000	0.147462	10.009393	4.000000	0.024684	40.014146	6.000000	0.018629	73.120502	3.000000	0.024154	1.211541	6.000000	62.697297	18.144863	5.000000	58.032936	2.394786	4.000000	0.035197	74.503451	2.000000	92.660548
4	1	81.494647	835.813528	49.743339	5.437662	1.322269	0.133405	0.593182	0.158654	0.927257	0.342641	2.681725	4.000000	55.015785	16.716914	6.000000	0.010874	58.611005	3.000000	0.026276	55.858028	6.000000	0.020189	35.402467	1.000000	0.010874	0.499993	1.000000	21.064325	54.644209	1.000000	34.215967	0.535530	5.000000	0.010523	50.052219	4.000000	24.416061
5	1	82.655397	999.193258	1.925276	80.688420	25.615520	0.324690	0.345382	0.576538	0.266150	0.715586	50.885822	2.000000	41.370619	58.899896	5.000000	0.144753	42.564008	6.000000	0.015406	8.645274	3.000000	0.010170	33.866917	3.000000	0.036944	1.345669	6.000000	96.205818	51.380477	1.000000	59.774546	1.613361	5.000000	0.367840	1.351001	4.000000	3.912710
6	3	56.340439	452.156172	62.898142	27.747647	66.944394	0.730903	0.731684	0.773589	0.340151	0.177791	58.709119	2.000000	31.393344	8.974415	3.000000	0.012429	27.574852	3.000000	0.017261	13.024421	6.000000	0.010722	50.428913	2.000000	0.023727	2.707376	4.000000	62.641846	39.499158	6.000000	97.864151	0.489548	3.000000	0.010974	68.857507	3.000000	25.706072
7	2	57.638266	558.224897	36.514536	16.137065	67.603477	0.246320	0.344488	0.245632	0.809888	0.474156	66.040886	6.000000	6.778844	2.716566	6.000000	0.018160	62.331124	1.000000	0.015887	36.593541	5.000000	0.040118	63.206833	2.000000	0.058317	0.170177	6.000000	22.859386	61.798685	4.000000	65.944936	0.309837	3.000000	0.032042	5.106376	4.000000	65.825329
8	3	48.925935	340.801602	96.884155	31.416018	46.958307	0.453994	0.405629	0.494065	0.510095	0.609196	60.239043	5.000000	64.898437	58.233349	1.000000	0.019856	20.508806	1.000000	0.023511	45.878654	2.000000	0.015663	51.733507	2.000000	0.833734	1.720610	3.000000	98.788001	73.694184	3.000000	6.418804	1.709358	3.000000	0.019868	45.367590	4.000000	94.661347
9	2	67.734554	753.439187	48.058668	54.571231	86.554287	0.456945	0.856774	0.978040	0.710482	0.959802	57.923786	3.000000	1.876358	43.555981	3.000000	0.010949	17.261429	5.000000	0.023046	7.828150	6.000000	0.020198	35.041496	4.000000	0.074107	1.616244	2.000000	37.874756	47.948413	3.000000	4.326701	2.728263	3.000000	0.010544	66.959883	4.000000	39.068489
10	1	39.546023	966.775800	44.115506	48.411663	8.724989	0.186488	0.268213	0.917902	0.325410	0.871176	2.928816	5.000000	2.815241	66.255642	5.000000	0.034875	63.008551	5.000000	0.016765	21.628208	1.000000	0.021834	46.017920	1.000000	0.010402	1.605645	1.000000	30.804819	6.991346	3.000000	45.653758	0.607648	2.000000	0.017493	72.485747	4.000000	8.287176
