130	4	5.892709	-1.571188	1.718872	6.427369	5.892709	-2.799977	6.518369	6.427433	5.892709	4.588374	1.718872	1.125371	5.892709	3.359585	6.518369	1.126851
137	4	7.393817	2.914837	-1.023109	1.481817	7.393817	-2.696349	-1.023109	6.823517	7.393817	2.349875	5.556463	2.915636	7.393817	-3.252670	5.556463	6.823517
193	4	6.601987	-1.923233	1.429672	8.529960	6.601987	-3.535474	6.729113	8.529979	6.601987	4.668606	1.429672	2.905042	6.601987	3.056365	6.729113	2.910312
198	4	6.868468	5.993202	-0.449569	1.371502	6.868468	0.166088	-0.449569	6.594626	6.868468	-0.681674	5.823778	6.853704	6.868468	5.157307	5.823778	1.510572
377	4	4.523662	4.870007	6.226048	1.687113	4.523662	5.888397	2.509682	1.686897	4.523662	-1.674543	6.226048	8.323797	4.523662	-0.655922	2.509682	8.319534
425	4	4.051248	-3.832770	6.826130	6.301192	4.051248	3.767172	1.050767	0.631407	4.051248	-2.453450	1.050767	6.299960	4.051248	2.382580	6.826130	0.745458
475	4	6.942134	-0.095027	8.483334	0.462019	6.942134	2.724027	2.722646	0.399991	6.942134	-5.655206	8.483334	5.788059	6.942134	-2.845653	2.722646	5.774045
733	4	6.854844	4.894864	8.613176	1.013271	6.854844	-1.189578	8.613176	6.822262	6.854844	7.343881	4.048482	1.011175	6.854844	1.264402	4.048482	5.479622
800	4	5.360645	-0.777076	6.193595	4.711397	5.360645	4.622042	6.193595	-1.186791	5.360645	0.047593	-0.098005	4.609897	5.360645	5.445692	-0.098005	-1.244615
828	4	7.892378	5.078044	-0.450417	1.916116	7.892378	0.025499	-0.450417	7.889696	7.892378	-1.514021	5.898630	7.975397	7.892378	3.439536	5.898630	2.763341
