1	2	3.710141	-5.873929	7.176417	6.903801	5.636778	-1.651466	4.614951	2.381938	2.681923	6.628035
2	2	5.533542	-4.613413	6.064845	3.728702	3.637961	0.052423	4.281072	-0.352287	1.219970	7.328675
3	2	3.271399	-2.948336	6.469377	6.725403	3.612281	3.020231	3.272383	4.094306	0.602145	4.554611
4	2	-3.569298	7.111811	2.457418	-0.249266	6.336727	2.804084	-2.092560	6.623176	4.211992	6.312624
6	2	4.847715	-1.261575	6.344844	2.794988	1.154932	0.424613	4.336980	2.303280	2.167160	6.380662
7	2	-0.890747	7.857944	0.950205	3.185924	6.736335	4.552402	-0.894445	6.744684	7.180397	4.601927
10	2	-0.210516	6.982086	-0.194755	2.365377	5.282583	-0.173702	1.140629	0.850036	8.017714	5.282304
12	2	4.668093	-4.905480	7.060425	4.904381	4.063449	1.402293	6.915056	1.194043	-1.166842	6.764658
14	2	6.480970	-6.229927	7.186743	8.101139	4.462048	2.541448	5.250618	1.432421	2.076136	4.851049
17	2	-2.304085	7.071213	0.639972	3.170194	5.921131	3.104122	-3.191853	6.029910	7.731416	5.397871
20	2	1.755227	-0.717257	8.685809	5.107863	4.775566	-2.925687	2.707243	4.136485	1.402387	4.778499
23	2	4.729089	-10.201991	8.518089	6.725367	4.010042	4.387227	1.623324	3.100975	1.292073	4.271186
25	2	4.108261	-7.044438	7.449819	6.538252	5.341718	-0.203324	4.317497	4.553191	2.540389	8.381129
26	2	3.548963	-5.987810	7.517280	6.856544	2.524871	1.439282	5.557332	1.230095	1.637667	5.462377
27	2	-1.117043	6.639352	1.350807	-0.448251	7.836861	5.185869	-4.119530	6.752816	5.160128	4.356388
28	2	2.781725	0.436134	6.524510	-3.003569	3.604911	-2.032416	6.783598	2.740446	-3.004436	3.759639
29	2	4.100652	-3.858489	8.540994	4.039265	2.864969	2.140761	3.750226	4.105919	-1.793500	5.058475
30	2	1.419967	-3.798818	7.701556	6.817567	4.153862	-1.247971	6.999964	1.368416	0.314084	5.920286
36	2	-0.816249	7.188611	1.127944	0.950976	6.873523	3.944576	-5.410989	6.188666	6.749097	4.724016
40	2	-4.602665	5.758835	1.720186	0.005451	7.150503	0.603397	-3.294138	6.320568	6.481180	7.149265
41	2	3.126260	-4.331449	7.783623	7.672335	4.310422	0.180275	8.241798	3.491057	2.004853	6.256221
42	2	1.802602	-4.423871	9.024281	7.727964	2.133279	0.687803	3.006976	3.577843	2.585351	3.546971
43	2	5.261059	-6.200749	8.384173	4.926643	3.437155	2.030619	4.404169	4.299700	-0.059189	6.029367
45	2	-0.311525	7.151822	0.005223	-1.290712	6.656526	4.991773	-1.692033	6.373763	4.291328	4.575401
46	2	5.895958	-0.033826	7.777202	4.919846	2.514067	1.837550	7.776966	3.488079	-0.742545	6.700838
47	2	2.327645	6.277613	-1.832289	0.633553	4.811404	3.496388	-1.499013	3.946251	6.795725	4.203367
49	2	5.137429	-8.861571	5.675153	5.807913	4.001969	0.882502	4.415295	0.198104	1.074017	7.264270
50	2	4.100434	-7.587657	8.092808	3.767086	5.712786	-0.231147	6.502310	1.846299	-1.881222	6.690246
52	2	1.531706	8.152759	1.215487	1.198288	8.322894	6.715986	-0.627042	6.774690	7.028153	4.110882
53	2	4.111860	-6.520417	8.634045	5.953072	4.102485	-0.889389	5.432599	2.534593	-0.524965	5.400553
55	2	6.482388	-9.248769	6.218419	5.611446	6.150600	2.119883	6.927117	1.290840	0.515464	8.681241
56	2	-4.179585	6.224857	0.934903	0.686991	8.620134	2.212116	-3.676187	7.252864	5.513561	8.555873
57	2	5.729765	-4.591854	7.666187	5.085182	0.986594	2.265472	2.857954	3.114757	0.442367	6.566945
58	2	5.269448	-4.404081	6.201931	7.227472	5.594287	-0.676286	5.738126	-0.261166	3.307231	7.898784
59	2	3.354559	-3.826066	5.469857	6.027503	-0.904823	0.752669	4.865826	-0.020755	-0.166645	4.775581
60	2	2.843678	4.208974	0.657168	1.793829	4.927670	3.095971	-2.702572	5.240973	7.764119	4.204637
