1	2	79.356846	27.450931	9.239136	0.418645	0.679319	0.679319	3.478865	6.000000	0.018523	5.709072	1.000000	0.017293	4.019772	4.000000	78.989061	2.734453	6.000000	0.112870	3.762440	5.000000	83.542777	1.859072	1.000000	0.056183	17.229572	4.000000	75.045323
2	3	9.239136	36.051002	64.725049	0.259088	0.361475	0.859810	5.595626	6.000000	0.056183	16.220555	4.000000	0.013325	2.734453	6.000000	19.027353	0.951310	1.000000	0.235907	7.352647	4.000000	62.779538	4.269827	1.000000	0.030704	8.261425	6.000000	83.597468
3	1	33.642644	61.218413	46.741731	0.235005	0.714045	0.571334	11.255916	3.000000	0.015154	2.475834	2.000000	0.526157	3.499810	5.000000	2.465687	0.269460	1.000000	0.185413	3.198217	1.000000	67.263713	1.645967	4.000000	0.011606	9.590622	4.000000	28.030586
4	3	74.879271	88.556285	64.249323	0.640745	0.558122	0.126536	5.307059	2.000000	0.075465	16.093024	6.000000	0.011979	0.505281	5.000000	53.626649	0.694468	3.000000	0.010248	17.109640	6.000000	46.685359	0.389904	2.000000	0.013803	17.220655	2.000000	85.849527
5	3	81.101259	88.241267	61.710575	0.673435	0.787635	0.696823	15.422435	3.000000	0.057517	18.963176	5.000000	0.045220	2.209933	2.000000	75.759592	2.893334	2.000000	0.018242	16.359903	2.000000	48.712797	3.900461	5.000000	0.034265	4.737054	6.000000	89.306255
6	2	1.133435	81.770482	82.814213	0.828259	0.364847	0.290303	16.532042	6.000000	0.026595	4.971652	5.000000	0.044744	4.692837	5.000000	47.939600	3.731535	2.000000	0.015453	14.845233	4.000000	89.522028	2.272161	6.000000	0.186175	4.565211	6.000000	30.936790
7	3	25.878734	17.116710	20.277153	0.545512	0.776832	0.746127	16.527557	2.000000	0.015808	17.113322	1.000000	0.012661	3.699482	6.000000	52.228284	2.050160	6.000000	0.262451	2.597422	1.000000	30.946426	2.058951	5.000000	0.036693	12.292964	2.000000	29.997787
8	2	83.901997	56.410760	50.671171	0.503982	0.404742	0.555119	13.360624	3.000000	0.702467	0.280218	2.000000	0.011300	2.206930	2.000000	46.892190	2.879447	5.000000	0.013255	14.540059	2.000000	23.817592	3.663265	6.000000	0.012654	2.086783	5.000000	88.924161
9	5	40.520289	22.854739	92.094594	0.930338	0.604207	0.977750	17.630565	4.000000	0.025864	1.886677	4.000000	0.017762	4.690578	6.000000	72.858176	1.761677	2.000000	0.036809	9.946355	5.000000	56.906626	0.895545	4.000000	0.384208	18.694761	4.000000	58.503525
10	2	31.411419	54.030967	8.210179	0.794409	0.291758	0.115426	10.436893	4.000000	0.023984	4.875377	4.000000	0.020366	3.517346	4.000000	57.994237	1.837542	2.000000	0.034890	10.303201	2.000000	95.520620	4.687799	1.000000	0.049009	18.992130	2.000000	22.554743
11	4	53.696158	67.343627	79.368589	0.410204	0.922297	0.866031	3.220584	6.000000	0.011548	2.357155	2.000000	0.017788	1.396954	6.000000	79.769452	2.987984	1.000000	0.011021	6.565156	5.000000	68.177306	0.737252	4.000000	0.031591	12.453044	3.000000	61.280465
12	2	69.942686	87.112124	13.569736	0.865401	0.871614	0.701370	16.427590	2.000000	0.043053	6.547833	3.000000	0.021647	1.708875	2.000000	74.795321	3.878907	6.000000	0.227546	18.437110	1.000000	13.053981	2.598014	6.000000	0.010673	11.144363	3.000000	72.872106
13	2	52.123601	25.302976	28.569070	0.653921	0.418776	0.592380	7.755953	2.000000	0.023843	4.739542	4.000000	0.013744	0.775654	6.000000	36.319192	1.127098	1.000000	0.012384	1.187706	3.000000	22.408529	0.989570	4.000000	0.782360	6.188772	6.000000	16.245308
14	3	34.493674	19.108685	79.599978	0.901653	0.613023	0.323588	6.969335	2.000000	0.024823	0.962926	5.000000	0.022794	2.056058	3.000000	56.148544	2.932533	6.000000	0.014820	8.140331	6.000000	35.272862	4.262534	4.000000	0.049118	3.447320	2.000000	65.576609
15	3	25.657627	99.435562	60.056451	0.741771	0.990157	0.174782	14.093888	6.000000	0.042110	11.272067	4.000000	0.056805	3.052906	3.000000	52.317732	4.511124	3.000000	0.021622	8.686989	6.000000	67.913006	1.890620	5.000000	0.018765	0.794768	4.000000	1.356242
16	2	44.711784	58.088999	68.922670	0.181399	0.883471	0.761233	14.968109	1.000000	0.019625	19.089019	6.000000	0.012203	3.560876	1.000000	21.857512	0.983121	2.000000	0.011916	1.725167	5.000000	73.230675	1.707612	6.000000	0.013645	1.727139	1.000000	65.080311
17	2	88.375322	16.013487	54.900205	0.758337	0.734793	0.197399	1.800575	4.000000	0.016185	1.794329	6.000000	0.011694	2.564429	1.000000	64.131091	2.751653	6.000000	0.018937	3.926976	1.000000	36.072370	3.854823	6.000000	0.109785	17.859014	3.000000	95.667719
18	2	95.448919	17.436977	23.389341	0.111411	0.203732	0.542688	0.936440	6.000000	0.041957	9.975727	2.000000	0.031772	0.589075	2.000000	59.442598	3.619950	1.000000	0.097372	7.620776	2.000000	34.261465	2.447178	5.000000	0.058105	2.092939	4.000000	13.923099
19	4	32.820203	51.562960	88.329174	0.142542	0.850456	0.794009	1.357962	2.000000	0.159766	9.288728	6.000000	0.016817	2.912947	6.000000	82.141718	3.323725	5.000000	0.019723	16.296276	3.000000	99.432771	0.742932	5.000000	0.142417	14.476159	5.000000	99.714817
20	2	37.743939	48.785020	93.440960	0.745670	0.742737	0.124528	16.195792	2.000000	0.041756	12.641783	1.000000	0.011077	2.907110	6.000000	41.881606	1.844771	4.000000	0.010168	17.104603	6.000000	82.950482	4.615956	1.000000	0.012216	18.546463	2.000000	54.405490
21	4	61.700624	95.234682	15.157657	0.436841	0.978144	0.415522	6.819090	2.000000	0.019440	9.796219	3.000000	0.027842	2.830588	6.000000	29.173901	2.305752	6.000000	0.095400	18.710095	5.000000	47.750826	3.966154	1.000000	0.040471	0.980254	3.000000	79.103926
22	2	75.133123	43.358943	63.728551	0.879142	0.115512	0.228131	7.807010	4.000000	0.017369	7.887443	6.000000	0.011832	1.301527	2.000000	93.340847	0.571144	4.000000	0.010876	17.611689	4.000000	3.223159	3.111866	6.000000	0.032003	6.332341	6.000000	12.882428
23	1	48.465780	67.992285	4.921477	0.407863	0.824878	0.954371	3.577266	4.000000	0.755232	6.198941	6.000000	0.013274	3.684215	1.000000	32.319731	4.609926	6.000000	0.027935	12.118733	4.000000	49.055395	2.700084	4.000000	0.103005	15.199206	3.000000	7.501165
24	2	37.215465	3.431134	96.652272	0.653313	0.302157	0.763179	7.729755	4.000000	0.594025	5.898618	5.000000	0.125273	3.730345	5.000000	18.051215	0.317972	4.000000	0.018035	16.313715	4.000000	88.696178	2.745059	2.000000	0.045400	18.981189	4.000000	42.197273
25	2	44.055419	88.364922	98.014809	0.244909	0.828776	0.635044	0.754657	1.000000	0.018015	12.363694	4.000000	0.011615	2.245251	4.000000	67.257913	3.534532	2.000000	0.052394	5.672517	1.000000	3.846815	0.135737	4.000000	0.033386	17.576270	5.000000	25.152516
26	2	57.350214	33.246710	29.478360	0.458804	0.943812	0.524509	1.129275	6.000000	0.014905	16.912086	3.000000	0.015844	1.183339	3.000000	38.054092	0.486904	5.000000	0.018797	18.529220	4.000000	39.905989	0.317631	5.000000	0.011534	17.472145	1.000000	33.412864
27	5	54.903684	22.638269	84.382224	0.861740	0.685520	0.876261	5.535200	3.000000	0.010225	1.029220	5.000000	0.073659	1.762826	6.000000	99.264884	3.423257	1.000000	0.019768	16.054405	3.000000	13.281925	2.624897	4.000000	0.187576	17.920737	4.000000	45.107048
28	2	93.896472	37.913983	62.215046	0.352580	0.710993	0.388753	17.482030	1.000000	0.116476	18.910163	1.000000	0.012079	2.848971	5.000000	46.157425	0.654892	4.000000	0.043763	15.163969	1.000000	12.507708	1.243416	1.000000	0.027536	9.704592	5.000000	13.281360
29	3	91.229037	39.473792	41.614952	0.806888	0.117132	0.949416	13.691990	4.000000	0.016838	7.483488	2.000000	0.043958	3.984566	5.000000	95.335254	4.033908	2.000000	0.015119	0.663218	4.000000	90.763725	2.711639	6.000000	0.011948	0.674509	2.000000	79.934254
30	3	84.463491	31.172823	20.572868	0.937283	0.429851	0.858422	0.318917	4.000000	0.011586	0.913277	2.000000	0.026441	3.171865	2.000000	90.083444	3.426916	5.000000	0.012503	18.620495	5.000000	33.206943	3.369765	2.000000	0.015630	5.069113	1.000000	6.089485
31	3	96.872422	47.182133	25.735832	0.806430	0.177501	0.585014	12.660391	4.000000	0.015081	5.417843	5.000000	0.015183	3.492130	6.000000	46.024081	0.605509	2.000000	0.028752	15.182154	1.000000	18.234743	1.729199	5.000000	0.178163	9.292773	6.000000	88.727131
