16	8	3.419435	8.718894	0.566732	-1.284881	-2.269747	-2.170082	8.755796	0.566732	-1.284881	-2.269747	-2.170082	-0.979199	6.561710	5.555915	-2.269747	3.419435	5.511106	0.566732	4.376016	-2.269747	3.419435	-1.019952	6.561710	5.587389	-2.269747	3.419435	2.709113	6.561710	-1.269119	-2.269747	-2.170082	5.548023	0.566732	4.376000	-2.269747	-2.170082	2.746015	6.561710	-1.269899	-2.269747
23	8	-0.391576	-6.302836	8.512306	6.174966	7.463314	-0.391576	-6.294070	8.512306	0.355886	7.463314	5.546105	-8.307437	8.512306	6.174984	7.463314	5.546105	-8.298672	8.512306	0.355904	7.463314	-0.391576	-2.389828	8.512306	0.351588	2.127884	-0.391576	-2.398751	8.512306	6.170796	2.127884	5.546105	-4.403352	8.512306	6.174724	2.127884	5.546105	-4.394577	8.512306	0.355637	2.127884
24	8	0.945254	5.329600	-2.116840	-2.660408	3.571382	0.945254	3.024403	-2.116840	-0.848690	7.381474	6.651353	4.067297	-2.116840	-1.639131	3.571382	0.945254	-0.913185	-2.116840	6.224556	3.571382	0.945254	-3.221244	-2.116840	6.412900	7.381474	6.651353	-2.177721	-2.116840	6.359821	3.571382	6.651353	1.762092	-2.116840	-0.059227	7.381474	6.651353	-4.483854	-2.116840	6.442936	7.381474
36	8	7.788394	-5.902957	5.951169	-1.499943	0.499239	1.609925	-6.073206	5.951169	-1.499943	6.705258	1.609925	-0.963299	-0.205231	-1.531564	6.705258	1.609925	-2.590523	5.951169	-1.501027	0.499239	7.788394	-9.385639	5.951169	-1.499942	6.705258	7.788394	-0.793049	-0.205231	-1.544775	0.499239	7.788394	-4.275733	-0.205231	-1.499975	6.705258	1.609925	2.519403	-0.205231	-5.848341	0.499239
80	8	3.211982	3.006862	7.162184	-0.081326	6.849010	7.006250	4.394475	1.621120	-3.087790	6.849010	7.006250	-1.196048	1.621120	6.081360	6.849010	7.006250	-1.191336	7.162184	1.051902	6.849010	3.211982	2.894287	1.621120	5.231915	6.849010	3.211982	8.478377	1.621120	-5.702223	6.849010	3.211982	-2.578273	7.162184	6.081571	6.849010	7.006250	-6.662174	7.162184	6.081584	6.849010
95	8	0.986088	5.629373	6.889310	-6.400196	8.132967	6.534914	3.407830	6.889310	-3.789377	8.132967	0.986088	6.885366	1.891814	-6.490531	8.132967	6.534914	6.513977	6.889310	-6.481934	2.773198	6.534914	4.663823	1.891814	-5.900789	8.132967	0.986088	8.735520	6.889310	-6.497797	2.773198	6.534914	7.769970	1.891814	-6.496773	2.773198	0.986088	9.991513	1.891814	-6.497944	2.773198
104	8	-0.795208	3.470295	7.674906	-2.656033	1.504600	3.935556	-3.537550	7.674906	6.142835	5.834293	3.935556	3.368302	7.674906	-2.582222	1.504600	3.935556	-3.027694	7.674906	6.121970	1.504600	-0.795208	2.960438	7.674906	-2.292728	5.834293	-0.795208	-2.925669	7.674906	6.116882	1.504600	-0.795208	-3.435550	7.674906	6.139206	5.834293	3.935556	2.858399	7.674906	-2.222126	5.834293
131	8	0.524161	0.934592	7.509139	-6.149395	1.255528	6.976574	-7.756821	7.509139	0.316935	7.200108	0.524161	-5.806044	7.509139	0.316935	7.200108	0.524161	-8.410345	7.509139	6.148909	7.200108	6.976574	-10.361121	7.509139	6.148909	7.200108	6.976574	-4.650646	7.509139	0.316930	1.255528	0.524161	-5.304187	7.509139	6.148909	1.255528	0.524161	-2.684441	7.509139	0.312969	1.255528
144	8	7.649197	5.231453	0.648543	-4.930943	1.025737	7.649197	-0.160079	0.648543	7.036483	1.025737	7.649197	3.805096	6.565210	-4.356449	1.025737	7.649197	3.922023	0.648543	-4.440658	7.152118	7.649197	-1.469678	0.648543	7.477208	7.152118	7.649197	-1.586607	6.565210	7.492365	1.025737	7.649197	2.495666	6.565210	-2.838935	7.152118	7.649197	-2.896047	6.565210	7.566813	7.152118
153	8	-0.932525	5.532020	7.963862	-3.743090	0.750485	5.521516	1.145293	7.963862	-3.072437	0.750485	5.521516	-5.403020	7.963862	1.600464	6.863904	5.521516	-10.625067	7.963862	6.549805	6.863904	-0.932525	-1.008630	7.963862	1.588496	6.863904	-0.932525	-6.239089	7.963862	6.549805	6.863904	5.521516	-4.711207	7.963862	6.549805	0.750485	-0.932525	-0.267073	7.963862	6.311302	0.750485
158	8	1.949021	11.003903	2.199405	-2.772842	0.551443	6.692360	8.960620	2.199405	-2.772842	0.551443	1.949021	9.633095	6.871218	-2.772842	0.551443	6.692360	7.589812	6.871218	-2.772842	0.551443	1.949021	-1.633479	6.871218	7.299100	6.743056	6.692360	-3.676762	6.871218	7.299101	6.743056	1.949021	3.195120	6.871218	-2.469010	6.743056	6.692360	-2.305954	2.199405	7.299101	6.743056
199	8	1.368049	6.621150	6.043227	1.639153	2.059761	1.368049	7.792684	1.512399	1.622735	2.059761	1.368049	-2.815361	6.043227	9.015594	7.941614	1.368049	-1.646660	1.512399	9.015068	7.941614	6.356626	6.551335	1.512399	1.641949	2.059761	6.356626	-4.053079	6.043227	9.015640	7.941614	6.356626	-2.884646	1.512399	9.015600	7.941614	6.356626	5.337587	6.043227	1.864720	2.059761
