10	20	0.316583	2.845142	-2.055736	7.455851	-2.474750	3.846963	-1.851750	7.455848	3.108011	7.144596	-4.354159	7.455868	-4.473160	6.193546	-1.817692	7.455852	-1.462995	7.287681	-2.135531	7.455864	-3.756199	4.668604	-1.806510	7.455847	2.978331	7.233484	-4.267510	7.455868	4.733715	3.130928	-4.382094	7.455863	-1.378840	3.203609	-1.923712	7.455849	-3.884890	6.504913	-1.849662	7.455854	-2.241029	7.076127	-2.005932	7.455861	4.553053	3.702160	-4.916756	7.455867	4.207288	2.865726	-3.062218	7.455857	-3.630569	4.590669	-1.809496	7.455847	4.184654	5.248816	-4.880549	7.455867	3.023074	7.204183	-4.297678	7.455868	-3.894486	4.755779	-1.803568	7.455847	-3.502062	4.511324	-1.812864	7.455847	-3.981805	4.812122	-1.801895	7.455847	-4.711910	5.430647	-1.794344	7.455848
65	20	-2.944377	2.165225	6.279866	2.514516	0.830280	5.346463	0.739513	8.866195	1.331451	5.416258	0.238337	8.864489	1.629083	7.019444	-1.665165	8.866269	1.279888	6.607970	-0.763764	8.866874	1.683740	6.715829	-1.397681	8.865459	0.835433	5.251361	0.793234	8.865855	1.174609	5.197810	0.507227	8.864438	1.688971	6.829290	-1.554892	8.865633	1.376936	6.765641	-1.035445	8.866791	1.265089	5.309491	0.362156	8.864450	0.875227	5.638851	0.495740	8.866765	1.252491	6.559424	-0.685501	8.866892	0.956432	5.087120	0.770250	8.864784	1.660883	7.001242	-1.705839	8.866088	1.297185	6.637719	-0.812830	8.866861	1.688843	6.859024	-1.592478	8.865687	1.673825	6.975229	-1.702528	8.865977	1.659425	6.499619	-1.080529	8.865210	1.233597	6.524928	-0.631142	8.866904
101	20	2.753102	7.157234	0.030436	2.902285	-1.884273	3.636816	3.755838	-1.072834	2.859077	7.124840	0.026329	2.827954	2.095178	7.250882	0.878239	2.672544	-4.964042	4.366498	3.755835	-1.072832	-3.529599	4.056449	3.755838	-1.072834	4.241420	6.379813	0.449491	1.341555	2.966693	2.284837	2.555799	-1.026855	-2.740928	3.877289	3.755838	-1.072834	-0.375322	2.561633	3.755778	-1.072833	-0.675408	2.932996	3.755822	-1.072833	-0.567182	6.677378	3.518731	-0.183962	3.004088	7.074718	0.040143	2.709931	5.114538	5.304901	0.904803	0.231005	4.713624	5.914636	0.679561	0.731959	1.063367	2.083655	3.752895	-1.072822	-1.173982	3.333786	3.755837	-1.072834	0.874505	7.040815	2.947139	0.989291	5.536714	3.868581	1.239453	-0.325847	1.783284	2.024774	3.680085	-1.072562
104	20	-1.512139	3.573417	1.169951	8.746517	-0.516185	2.921121	1.055744	8.760006	-1.764140	3.737874	1.189090	8.744421	-2.369242	4.129014	1.223919	8.741079	0.148056	2.638554	0.944901	8.772526	1.076293	8.520660	0.486846	8.878051	-1.264882	3.410206	1.147878	8.749030	2.584662	7.075364	-0.076537	8.826794	-3.435734	4.957602	1.258020	8.741250	-2.876956	6.619091	1.223896	8.771620	0.691707	8.486808	0.623789	8.872180	-1.962007	3.865823	1.202059	8.743076	-3.014900	6.512538	1.230883	8.768123	-3.683197	5.667744	1.259286	8.748633	-0.863680	3.143833	1.103723	8.754227	-3.013251	4.575955	1.247900	8.740014	-0.260623	2.777809	1.014783	8.764905	2.899024	4.479590	0.363316	8.793741	-3.512783	5.051763	1.259381	8.741842	-3.426593	6.128738	1.248816	8.757566
193	20	-5.602347	4.719109	6.655659	6.903530	-1.755077	6.579684	6.475476	6.903952	-6.037145	4.395587	6.671174	6.903179	-5.143657	3.500793	6.705261	6.902222	-1.343931	6.394513	6.451271	6.903305	-6.136374	4.235269	6.678173	6.903004	-5.215610	4.936807	6.644063	6.903757	-5.732962	3.760447	6.696543	6.902491	-1.913717	6.594406	6.487580	6.904141	-1.593773	6.529651	6.464176	6.903723	-0.520498	5.549542	6.516374	6.901882	-2.910402	6.151632	6.556583	6.904573	-5.316554	4.882238	6.647063	6.903701	-1.170765	6.267726	6.448279	6.902984	-2.310105	6.488056	6.517970	6.904451	-2.557478	6.357936	6.535215	6.904541	-6.089494	4.023079	6.686797	6.902773	-4.577535	5.266125	6.624520	6.904076	-2.819256	6.205147	6.551420	6.904574	-0.423799	5.396272	6.537712	6.901770
312	20	-3.551965	-5.356588	7.946559	2.184000	4.026821	0.359361	-1.563207	6.625368	2.845757	0.779124	-1.038544	6.625429	0.632861	-3.771470	2.357548	6.619885	4.506441	0.229277	-1.058637	6.625243	3.153426	0.643961	-1.299707	6.625425	4.804730	-0.227027	0.871009	6.624129	-1.136562	-3.714315	2.516666	6.619623	3.581549	0.490824	-1.569565	6.625410	4.647067	0.187686	-0.822909	6.625176	3.363635	0.564620	-1.452649	6.625419	4.331147	0.277382	-1.300323	6.625304	2.095729	1.300463	-0.339066	6.625433	4.791695	0.138294	-0.537366	6.625078	3.843775	0.410912	-1.616018	6.625391	3.703564	0.452591	-1.606810	6.625403	-0.780503	2.778330	1.820303	6.625360	5.021601	-0.048943	0.350424	6.624603	4.170361	0.320448	-1.465953	6.625343	4.720610	0.163787	-0.684073	6.625131
369	20	0.657671	3.594858	-0.191230	6.579296	2.522524	5.293064	-2.867834	6.618504	3.348134	4.552192	-1.547706	6.580026	3.409645	4.411338	-1.390518	6.576530	1.373604	5.322087	-3.871516	6.651994	2.835084	5.099969	-2.416041	6.604534	3.381856	4.014683	-1.033008	6.570613	1.111455	3.482249	-0.398575	6.572044	2.984614	4.983357	-2.187989	6.597603	0.395548	4.650367	-2.404994	6.656580	0.139336	4.423548	-1.413002	6.650354	2.325407	5.384600	-3.133017	6.626726	2.746087	5.160236	-2.545792	6.608539	3.091714	4.882716	-2.012756	6.592457	1.790830	3.450472	-0.605210	6.569321	0.372565	3.706648	-0.097814	6.588885	2.417167	5.344000	-3.010392	6.622941	2.643002	5.226389	-2.699175	6.613270	1.255750	5.254468	-3.875721	6.653484	2.914951	5.040480	-2.295876	6.600856
375	20	0.800297	2.435131	6.753335	-0.463842	3.131878	6.825596	-0.216690	5.964370	0.599243	2.080981	6.793356	-0.463842	0.179833	2.284876	6.804387	-0.463842	0.821882	3.610420	6.618476	-0.463840	0.008479	3.442886	6.790175	-0.463841	0.061137	2.686482	6.800830	-0.463842	0.133914	4.194438	6.765106	-0.463841	0.881779	3.293523	6.624229	-0.463841	0.236481	4.430780	6.746215	-0.463840	0.051245	3.860328	6.779819	-0.463841	0.023407	3.655495	6.785593	-0.463841	0.757824	2.331948	6.766983	-0.463842	0.890543	2.785016	6.694914	-0.463842	0.680894	4.231672	6.643689	-0.463840	0.008296	3.159488	6.794920	-0.463841	0.082558	4.013932	6.774131	-0.463841	0.019509	2.984480	6.797339	-0.463841	0.658024	4.310748	6.649042	-0.463839	0.325016	4.555184	6.728198	-0.463840
440	20	-1.523452	3.312225	1.935755	4.231946	-1.061290	2.243582	2.170827	4.033038	-2.024191	2.696386	2.037058	4.181073	0.961637	4.853111	1.817850	4.151580	-1.036901	3.762036	1.858958	4.261423	-0.814565	3.951277	1.825319	4.272401	-0.292509	2.736514	2.107146	4.052673	0.916505	4.989636	1.779150	4.173115	-1.874425	2.921546	2.000010	4.201592	-0.329256	4.351925	1.752435	4.292398	0.891496	5.038288	1.762191	4.183558	-2.108394	2.461127	2.076761	4.155863	-0.701297	4.045487	1.808315	4.277539	0.581530	5.122056	1.660297	4.272014	0.248431	3.071125	2.066339	4.064848	0.881611	3.813738	1.982203	4.087396	-1.326480	3.502119	1.903851	4.244992	-0.504259	4.207651	1.778778	4.285803	-0.068659	4.572809	1.712966	4.300356	0.999415	4.519462	1.885884	4.120260
453	20	0.052694	5.000874	-2.425067	8.597603	-0.599076	4.794504	-2.356941	8.597603	0.469499	5.095461	-2.450699	8.597603	-0.910567	4.689754	-2.319888	8.597603	-2.620160	3.915748	-2.114156	8.597603	0.458670	2.929414	-2.214582	8.597603	-2.317499	4.154301	-2.158953	8.597603	0.889235	3.090615	-2.252474	8.597603	-1.010367	3.205400	-2.101737	8.597603	-1.577102	4.457179	-2.241240	8.597603	-0.316072	4.887309	-2.388974	8.597603	-1.508916	3.354699	-2.086032	8.597603	1.120895	4.884511	-2.422973	8.597603	-1.856496	4.353042	-2.209844	8.597603	1.245144	3.420422	-2.286215	8.597603	1.223293	4.743230	-2.405864	8.597603	1.399578	3.702766	-2.308695	8.597603	1.297361	4.602780	-2.390095	8.597603	1.021520	4.978996	-2.435335	8.597603	-2.049917	3.522872	-2.081436	8.597603
