4	4	-8.811929	0.483984	6.128941	-1.050921	-3.149221	-8.023386	8.827913	6.817397	-3.149275	-3.841927	8.804820	6.817339	2.906954	-8.999787	8.827966	6.817397
26	4	-2.418090	-8.806937	7.737035	7.654992	-5.173464	7.657596	2.178528	-1.086260	-5.173452	3.481051	3.914148	4.285523	3.539810	-13.367909	7.741846	7.655008
42	4	0.793917	-9.059961	6.049026	5.551926	-3.515375	6.293595	1.436235	-2.787969	5.921510	-10.120136	6.049026	-0.525473	5.921510	-13.367348	6.049026	5.585383
48	4	1.874974	-4.936965	6.068613	0.158093	7.276534	-10.951349	6.081886	0.158147	1.874897	-2.803295	4.056948	0.153619	-3.581660	3.246686	1.159489	-5.818968
72	4	8.168096	-13.633184	6.730545	6.827586	8.168085	-8.406936	6.730545	0.983629	-3.748136	6.091773	0.144269	-4.882449	2.866979	4.849031	0.144269	-4.882272
101	4	0.982836	-9.982419	9.370480	6.590138	7.450886	-9.895807	9.370480	0.493772	-5.524822	6.725807	5.541224	-2.845516	7.450886	-16.400035	9.370482	6.590138
141	4	1.454435	-1.739497	5.129780	-1.982650	-4.990649	6.894224	1.250801	-3.574779	1.457098	-4.885946	5.131031	5.817164	7.946371	-8.773083	5.131031	5.880517
159	4	-0.453547	-11.699446	7.582732	7.418928	-0.486031	-5.747912	7.548413	1.417974	5.915187	-9.262820	7.580215	1.417974	5.918150	-15.209520	7.583253	7.418928
174	4	-3.690844	6.446274	0.181194	-4.687683	5.133553	-8.129197	6.812164	0.348517	5.134312	-13.303451	6.812164	4.730036	0.255884	-7.001139	6.812164	4.666262
183	4	6.349508	-1.327980	1.629931	1.044908	6.771062	-10.732074	6.546145	5.744619	-3.349737	6.210564	-0.091806	-1.578156	1.981787	5.824420	-0.091737	-1.578156
206	4	7.233274	-9.803569	7.722236	1.238953	-3.545012	7.020484	1.136721	-4.583569	1.404597	-8.565535	7.722236	7.620377	7.233274	-14.748237	7.722236	7.620377
211	4	8.408921	-13.215683	9.141535	5.691777	1.533356	6.351222	3.606373	-2.701747	8.408921	-9.395834	9.141535	-0.352545	-3.392179	6.462910	3.606373	-2.701748
226	4	-5.158989	8.344352	-0.464992	-7.068085	5.727789	-12.043667	6.038884	4.557074	0.548869	-5.897390	6.038884	4.557074	5.727240	-6.277037	6.038884	-0.510496
252	4	-3.714641	6.546370	-1.886251	-6.912072	6.446169	-5.016903	4.615870	-0.304260	6.447372	-11.504931	4.616028	5.827007	-2.632835	0.289488	1.743812	4.843421
255	4	-7.402764	6.456071	-0.275192	-5.756247	-0.952088	-1.693487	5.385573	6.370726	5.165098	-3.441097	5.442562	0.305342	5.166243	-6.958158	5.442698	6.655809
267	4	0.000070	2.975347	0.197786	-5.227756	2.874990	-1.342476	2.059509	6.395379	4.025928	-11.853682	6.442504	6.404434	4.014380	-8.535400	6.442504	0.568383
280	4	7.378371	-13.992628	6.906603	7.537174	-1.876613	6.110503	1.470372	-4.543954	4.624982	2.482103	1.541829	-4.260909	0.860159	-10.716345	6.906603	7.537164
320	4	-5.079898	3.597438	-1.003783	3.397880	6.303972	-10.963999	4.068491	6.600397	0.240591	-6.126498	4.068491	6.600396	-5.079898	5.103370	-1.003783	-2.267230
328	4	-2.633498	7.322824	-0.384743	1.270122	2.183298	-9.531979	6.225387	7.420452	7.816025	-14.480835	6.225387	7.420452	-2.633498	7.323008	-0.384743	-5.068518
330	4	-3.200986	1.764648	4.324059	-4.985544	1.540110	-10.648466	7.344663	6.735269	6.118336	-9.504162	7.344661	0.952513	6.118344	-15.511142	7.344664	6.735269
350	4	-4.291347	7.451355	2.737578	-3.378561	7.032333	-4.838114	8.694545	0.103445	2.316642	-8.690820	8.694545	6.327442	7.215533	-10.853990	8.694545	6.329887
351	4	-5.329822	6.261953	2.917230	-4.591483	0.491680	-11.399095	8.222216	7.386354	-4.371080	-0.023785	7.877033	-2.359184	6.986592	-16.597693	8.222216	7.386354
382	4	7.360014	-16.659871	8.588460	6.743389	0.060431	-0.182754	7.117441	-3.348937	0.864169	-12.595269	8.588460	6.743389	7.360014	-10.483058	8.588460	0.853479
391	4	0.154338	-7.185402	5.893072	0.563695	5.140501	-9.881418	5.893281	0.577965	5.140501	-16.278267	5.893286	6.976094	0.154338	-13.586535	5.893286	6.975924
403	4	0.634860	-9.749435	6.431552	0.580466	6.312339	-17.127530	6.434252	4.210289	6.312108	-15.392138	6.434214	0.580466	0.659899	-11.514904	6.433468	4.210289
442	4	7.079564	-7.946475	6.384909	6.782076	-5.067730	3.994731	1.243956	3.859729	-5.093105	6.371002	1.243943	-3.415643	-2.143711	-0.323445	6.301920	6.086636
446	4	-4.845912	6.527694	1.976525	-4.487270	6.799574	-5.316344	6.137019	0.868980	0.279105	-5.580933	6.137027	6.405597	6.799614	-11.646639	6.137032	6.405597
450	4	0.196111	-5.602639	8.719894	8.106144	-4.865918	7.076774	2.870156	-4.930611	0.099812	-2.162514	3.104587	8.090540	6.088410	-8.365448	8.752978	8.106156
478	4	-6.869965	6.049693	0.776353	-1.837009	5.481652	-14.001510	7.309997	6.102950	-1.052685	-7.909074	7.309995	6.102950	-1.054985	-4.183592	6.761217	6.102949
492	4	-5.370048	5.728072	4.246961	-5.869310	0.305486	-8.357269	6.985772	5.790288	6.917673	-11.403780	6.985772	5.808320	0.300051	-1.689457	6.930456	-1.638933
