1	5	52	-2.951474	7.628076	-4.724500	6.630838	0.373552	-3.768322	5.882894	-5.721702	6.822730	-1.439519
1	5	24	-2.951474	7.628076	-4.724500	6.632199	0.020464	1.126227	0.725264	6.565646	1.132240	3.829758
1	5	16	-2.951408	7.627953	-1.393569	0.645378	3.815172	-3.810742	5.882894	-5.721706	6.822730	-1.439519
1	5	3	-2.951474	7.628076	-4.724500	6.632766	-2.877610	6.300634	0.774563	0.582200	6.819773	-1.439516
1	5	2	-2.951474	7.628076	-4.724500	6.632766	-2.883048	6.308053	-4.373384	6.633072	1.132233	3.829758
2	5	3	2.136572	4.821923	-1.686908	6.704396	-1.705288	6.403407	-3.790066	6.726115	-3.164138	7.936686
2	5	21	6.926681	-3.669192	8.089656	-1.488170	6.384778	-3.549135	4.983828	0.381286	-0.137100	7.836493
2	5	18	6.926531	-0.217845	1.790200	6.703761	-1.705288	6.403407	-3.790066	6.726115	-3.164138	7.936686
2	5	41	6.926681	-3.669191	8.081940	1.979689	0.166517	6.340533	-3.784754	6.726115	-3.164138	7.936686
2	5	17	6.926681	-3.669192	8.089656	-1.488170	6.384649	-2.992762	2.370742	5.695777	-2.512197	7.928412
3	1	100	-1.301733	4.667761	1.494302	-0.070671	5.929381	-4.755781	4.710010	-4.043655	6.955816	0.724063
4	4	44	1.837174	3.490966	5.845825	-1.208057	0.943605	6.004932	-5.187216	7.992939	-6.899020	7.952731
4	4	29	1.837174	3.490965	5.845826	-4.273620	6.791601	-0.619354	-0.510641	5.641076	-6.898467	7.952730
4	4	21	7.648791	-1.618583	6.638878	-1.208057	0.943605	6.004932	-5.187216	7.992939	-6.899020	7.952731
4	4	6	7.648791	-1.618583	6.638878	-4.273620	6.791601	-0.619354	-0.510641	5.641076	-6.898467	7.952730
5	4	39	0.814860	6.330779	-1.984350	7.370569	0.473488	2.808892	2.906447	-4.042360	7.380502	2.442686
5	4	10	7.059423	-3.407007	6.087366	-2.163489	7.017454	-2.159825	3.382383	-4.423129	7.380502	2.442686
5	4	46	0.814860	6.330779	-1.984350	7.401200	-1.318774	7.114525	-2.521370	-1.240209	7.380502	2.442686
5	4	5	0.814860	6.330779	-1.984350	7.401200	-1.318774	7.114525	-5.249504	5.581574	-1.913841	6.252132
6	5	9	4.763097	-1.917242	7.916844	-2.719701	5.857074	0.625345	6.489505	-3.793728	6.930718	1.800496
6	5	41	0.972142	6.199778	-2.778042	6.129305	-3.105110	6.745436	0.880647	-3.786312	6.930621	1.800564
6	5	8	0.981150	6.184944	1.948228	1.438514	5.475656	0.929327	6.486231	-3.793728	6.930718	1.800496
6	5	35	4.763097	-1.917237	7.912999	0.853472	-0.391095	6.639967	0.880662	-3.786312	6.930621	1.800564
6	5	4	0.972142	6.199778	-2.778042	6.129305	-3.105133	6.760631	-4.479122	4.427725	-0.356017	5.512805
7	3	49	7.845737	-4.030416	6.593803	-4.826673	4.027853	3.900434	-2.578089	6.670517	1.074998	7.658092
7	3	39	3.423739	6.730833	-3.972807	7.004338	-2.408081	5.738110	-2.578089	6.670517	1.074998	7.658092
7	3	12	3.555726	1.619211	6.590486	-4.826673	4.027853	3.900434	-2.578089	6.670517	1.074998	7.658092
8	5	21	4.335000	0.437511	2.186466	5.331511	5.462635	0.260099	1.113983	8.120293	-5.480186	6.323995
8	5	43	4.346635	-0.907850	8.061788	-0.638974	8.821239	-2.361200	1.257571	8.095970	-5.479223	6.323995
8	5	16	1.237712	5.428225	-3.835304	5.391721	5.461354	0.261308	1.113846	8.120314	-5.480187	6.323995
8	5	13	1.237712	5.428225	-3.851709	8.053897	3.108414	2.768951	0.507522	8.185602	-5.482621	6.323995
8	5	7	4.333728	0.501562	2.165193	7.996375	3.108416	2.768949	0.507523	8.185602	-5.482621	6.323995
9	4	5	5.882078	-3.817818	6.941890	0.545728	0.149966	4.546008	-2.744619	4.632171	-1.365691	6.430545
9	4	53	5.882078	-3.817818	6.941937	-3.520063	6.137724	-2.837781	6.041307	0.353192	1.458029	6.352847
9	4	41	5.882078	-3.817818	6.941937	-3.520063	6.137724	-2.838242	6.042655	-3.013633	4.597953	4.141836
9	4	1	5.879197	1.369810	-3.081018	6.965079	-0.921376	4.556652	-2.766890	4.633438	-1.366694	6.430548
10	1	100	6.870089	-3.221744	4.362038	1.648052	-4.282002	9.394682	-4.499999	8.250114	1.152769	6.838789
11	2	55	1.991430	4.896917	-7.942800	4.846154	-1.309319	3.577175	2.362625	0.305136	6.637789	0.273547
11	2	45	1.991430	4.896917	-2.216904	0.303465	6.859258	-0.834306	8.179074	-3.480251	6.639023	0.272957
12	2	94	-3.577829	7.132468	-4.620661	-0.634856	8.336155	-4.365395	3.621235	6.528043	-7.651206	8.613824
12	2	6	-3.577881	7.132532	-10.108361	5.914045	1.295107	5.910324	-1.881191	8.053294	-7.652467	8.613824
13	4	52	7.506685	-3.529779	6.084993	-1.754759	7.654233	-3.652071	5.929340	-1.671845	8.962443	0.230400
13	4	27	7.487287	0.797355	0.180197	5.875427	2.321303	0.666264	3.351898	0.871176	8.962437	0.230400
13	4	12	7.487287	0.797364	0.058611	6.073989	-3.506160	7.018827	-1.414239	6.345290	-2.765352	6.857999
13	4	9	7.506685	-3.529779	6.084993	-1.754717	7.654144	-2.507484	1.537184	6.260710	-2.763538	6.857999
14	2	71	6.405159	-2.346734	6.658098	1.967244	0.217486	2.493047	7.690088	-4.233187	3.618274	6.356695
14	2	29	0.225203	6.615256	-0.862064	5.853925	-2.698616	2.514762	7.685331	-4.233186	3.618274	6.356695
15	2	96	-0.457945	5.595610	-5.007413	9.221369	-4.533500	7.132286	2.253160	-2.457386	8.810028	1.441152
15	2	4	-0.457945	5.595610	-5.007415	9.221454	-4.537943	7.140059	0.415162	5.091537	-0.052230	7.832067
16	1	100	6.556276	-2.769732	6.000582	-4.441668	6.506665	0.243337	8.398795	-6.293544	7.078104	0.360517
17	5	16	0.393659	6.408018	0.960110	0.214707	6.708201	-1.541004	4.460249	4.458021	-4.593495	8.566460
17	5	52	5.209537	-2.336500	7.164875	-6.169592	6.815744	-1.541023	4.460249	4.458021	-4.593495	8.566460
17	5	2	5.209514	-2.220487	6.993223	-1.105016	0.355934	6.156161	-1.031907	0.244082	5.740185	2.134065
17	5	8	5.209537	-2.336500	7.164875	-6.169592	6.815744	-4.068317	5.281378	-1.761856	5.744261	2.133696
17	5	11	0.387923	6.982775	-2.147510	5.662567	-1.665605	6.156377	-1.959709	5.941338	-4.829446	8.566461
18	3	38	7.297320	-8.592350	9.738115	-5.716989	7.738736	-2.762088	7.251636	2.252158	-1.349109	6.769458
18	3	61	7.297320	-8.592350	9.738115	-5.716989	7.737844	2.111050	2.092030	8.284605	-7.299912	6.769460
