1	2	50	7.489355	-2.186389	6.545771	-5.024435	6.921095
1	2	50	7.518608	-4.978004	0.679571	5.978430	1.358619
2	3	68	0.224907	0.003365	0.018096	6.282282	-0.136090
2	3	18	6.467513	-5.604875	0.319365	6.033424	-0.135183
2	3	14	6.466465	0.672088	4.727289	2.072087	2.575437
3	2	53	8.384050	0.054385	6.279355	-3.825750	6.971729
3	2	47	-2.606738	2.973508	1.766402	-1.632429	6.826755
4	1	100	6.146140	-4.725526	-0.157023	6.254141	2.584923
5	1	100	7.364717	-2.928530	-0.255502	7.528103	1.153381
6	1	100	6.627765	-0.026843	6.665630	-2.803151	7.479614
7	1	100	0.400288	4.262676	-0.275365	3.890875	4.244023
8	1	100	7.174670	1.399386	4.765742	-2.767358	3.819148
9	1	100	-4.386622	5.578387	1.415490	-0.831675	5.615341
10	2	40	-0.414455	5.059324	3.655999	2.503915	-0.126884
10	2	60	-0.127427	3.017503	0.563473	7.026117	-1.692746
11	2	61	-1.850831	5.238658	2.463888	-4.462777	6.361989
11	2	39	6.732882	3.939967	3.512620	-5.522995	6.365934
12	2	96	-1.737711	2.598544	-3.188084	8.215084	4.321074
12	2	4	5.707096	0.756398	0.013641	8.215082	4.321074
13	2	61	-0.855208	3.583599	6.066484	-5.252957	6.484945
13	2	39	5.467430	-0.722160	6.770020	-5.252957	6.484945
14	2	89	-6.670891	4.625784	0.021087	0.419244	7.932589
14	2	11	-5.383540	3.202143	-4.254432	6.393308	1.521238
15	2	49	3.417540	3.511924	2.792640	0.678136	7.521356
15	2	51	6.475123	-0.166305	6.093976	-4.386599	8.541492
16	1	100	5.427360	2.395433	5.522375	-9.909762	6.199816
17	2	45	5.849430	-3.001406	-0.267804	6.296808	3.064372
17	2	55	5.835106	0.248788	2.026971	-0.100415	6.334936
18	1	100	-2.997218	6.563868	-4.027567	5.957193	2.382035
19	2	80	5.391087	-3.920018	1.719968	5.330020	3.551381
19	2	20	5.388801	2.061698	5.931273	-1.262656	6.350384
20	1	100	5.738725	-1.725246	6.818469	-4.198854	6.405206
21	2	94	-0.521910	-1.846845	-0.867102	7.275945	0.823405
21	2	6	4.897426	-8.208754	-0.867102	7.275945	0.823405
22	3	48	2.736828	4.751952	1.900432	0.673681	8.945079
22	3	41	8.315950	-0.266237	6.953235	-3.954352	8.945082
22	3	11	-2.066944	4.793322	1.821450	0.779497	8.945077
23	3	29	8.832383	2.403656	0.161884	7.257781	1.582967
23	3	22	0.975337	5.074620	3.503396	-2.866171	6.721973
23	3	49	8.808359	2.988373	4.254282	-3.697094	6.721973
24	3	52	1.642682	4.557487	0.967528	5.911858	0.893377
24	3	45	6.865289	2.238520	6.521919	0.284638	0.922484
24	3	3	6.865289	2.238519	7.337733	-5.176433	6.652303
25	2	96	-3.087969	2.823136	-1.011201	6.290259	3.666266
25	2	4	8.655616	-2.216784	1.722241	5.702024	3.687084
26	1	100	2.370574	5.383169	5.108469	-0.728980	7.803779
27	2	74	-0.957585	3.691590	0.478875	6.987003	3.526708
27	2	26	6.080010	-2.077308	3.075598	6.108447	3.526708
28	2	78	8.124295	-2.164763	5.707920	-2.132437	7.219712
28	2	22	8.124295	-5.265573	-0.690349	5.845939	1.144421
29	1	100	7.046776	0.603781	4.937174	-1.635016	8.876464
30	2	44	7.875422	0.073084	6.495850	-5.421501	6.563147
