9	3	1.619886	0.378633	6.156325	1.619886	6.586969	6.156325	5.083431	-3.380798	5.409837
19	3	-0.382486	0.552178	6.135301	-0.382487	6.441926	6.135301	5.760102	-5.709436	2.497392
24	3	2.432594	5.248420	7.063784	7.727779	-5.640656	1.320290	2.432594	-0.946547	7.063783
40	3	6.671372	-2.791165	1.155894	3.755983	7.734421	3.772408	6.671372	3.838702	1.155894
55	3	-0.120231	0.176947	7.843101	-0.120231	4.827449	7.843101	6.085403	-1.478865	1.913059
62	3	8.279656	3.209577	1.159386	8.279656	-2.732631	1.159386	1.713875	6.936174	6.005114
63	3	0.207787	5.393069	7.307484	6.373040	-2.903434	4.228583	6.373040	3.734518	4.228583
78	3	2.290785	8.472814	6.908509	7.594444	3.194380	0.865217	7.594444	-1.940642	0.865217
89	3	0.221883	0.374056	6.070412	6.375170	-5.554824	3.056258	0.221883	6.548797	6.070412
96	3	4.680343	4.164965	4.925850	4.680343	-2.145937	4.925850	-0.172810	6.017494	4.929333
104	3	-1.156454	7.487446	6.592187	4.500646	6.145053	6.433008	4.500646	1.212158	6.433008
137	3	6.370772	-1.378956	5.330922	1.091457	0.831554	6.549623	1.091457	5.962394	6.549623
139	3	7.380216	-6.162034	4.459263	2.912560	-1.136819	6.704798	2.912560	4.882622	6.704798
140	3	2.032826	6.224500	5.329145	2.032826	2.572755	5.329145	8.496868	-0.134368	0.106048
149	3	6.595371	-5.425508	4.944359	0.639687	0.381153	6.580261	0.639687	6.181811	6.580261
161	3	7.604627	0.633938	2.556280	1.922470	6.318671	5.385721	7.604627	-2.725467	2.556280
163	3	0.294150	-0.569841	6.455973	6.537533	-3.925373	0.207867	0.294150	4.921079	6.455973
168	3	6.781730	-0.428144	3.761676	0.329490	6.239842	6.991304	0.329493	1.111206	6.991304
189	3	-0.310188	-1.440965	6.082953	5.914533	-3.789607	2.858658	-0.310189	4.245983	6.082953
192	3	9.689509	-5.091747	2.923778	3.242830	5.233510	6.472242	3.242828	0.017870	6.472242
197	3	0.967943	6.310384	7.662581	0.967943	0.827375	7.662581	6.859931	-4.257976	5.282889
199	3	0.045925	-2.553542	9.240327	6.657498	-5.051933	5.598305	0.045925	3.145205	9.240327
200	3	6.601816	-3.570468	5.832616	0.595720	-0.673349	8.492953	0.595720	5.679648	8.492953
214	3	6.895870	-3.502933	2.491988	2.872298	4.689488	7.218368	2.872300	-1.156004	7.218368
218	3	0.748893	6.166599	5.374612	0.748893	-0.148847	5.374612	7.221929	-6.284850	2.163984
225	3	7.331295	-2.434314	-0.297934	2.404117	7.590745	5.263133	7.331295	3.553573	-0.297934
229	3	-0.179698	-1.999065	8.679123	6.200216	-5.451649	6.340560	-0.179698	3.999661	8.679123
259	3	0.233186	1.120557	6.023332	0.233186	7.737336	6.023332	6.620929	-3.967764	1.744130
263	3	1.685321	6.911058	4.714142	7.082837	-0.708208	0.962972	7.082837	3.274310	0.962975
267	3	-0.175048	3.520060	6.440923	6.140163	2.350590	3.597971	6.140163	-3.125769	3.597972
273	3	6.303033	-1.813942	3.881477	1.309899	5.328686	5.098878	1.309899	-0.146637	5.098878
276	3	0.427528	7.105112	3.764847	5.600748	1.438702	-0.423721	5.600748	6.382732	-0.423721
277	3	6.553485	2.815334	1.577665	1.103615	7.859777	6.303315	6.553485	-3.203134	1.577666
279	3	1.760558	6.048621	6.469544	6.371125	1.016173	1.190916	6.371125	-4.426280	1.190916
300	3	6.507743	-1.628998	2.345112	0.175749	7.986395	6.258837	6.507743	3.289704	2.345112
312	3	8.008246	-2.925199	4.240102	2.268667	5.788982	5.927175	2.268667	0.006552	5.927175
343	3	3.222640	5.448324	1.131600	8.149500	-3.743392	-4.864868	3.222640	-0.977203	1.131600
345	3	-0.612269	7.167776	4.719360	5.454866	0.160843	4.262618	5.454866	4.649627	4.262618
353	3	1.549394	4.748743	6.661006	1.549394	-1.192464	6.661006	7.936719	-7.093821	1.929958
361	3	7.694195	-5.478812	2.836769	1.890063	0.341513	7.059041	1.890063	5.669943	7.059041
371	3	7.817711	-3.342690	3.496793	1.671910	0.278249	5.859724	1.671910	6.552537	5.859724
373	3	6.959315	-2.802612	1.494120	1.243791	5.375252	7.268455	1.243791	0.357163	7.268455
385	3	0.889545	1.028997	6.813611	7.141098	-4.003181	1.942049	0.889544	4.216777	6.813611
386	3	8.212663	-3.213997	0.852835	1.886451	6.365700	6.687486	1.886452	1.783066	6.687486
395	3	6.567755	1.397436	4.765504	0.602747	6.305279	6.771382	6.567755	4.087708	4.765504
400	3	4.949764	-6.501028	5.351399	-0.209277	-0.668341	6.041365	-0.209277	5.227213	6.041365
409	3	7.457792	-5.024333	-0.447009	2.018785	0.433144	6.172989	2.018789	6.504859	6.172989
413	3	-1.257701	-1.611486	8.601219	4.813195	-2.421043	5.198160	-1.257701	4.725665	8.601219
414	3	3.684650	-1.693136	4.434093	6.505293	-6.646542	-1.080947	3.684650	4.180372	4.434093
423	3	0.625428	-1.056438	4.649965	6.950793	-6.629236	0.388103	0.625428	5.332781	4.649965
424	3	7.342301	0.563305	-0.179902	7.342301	5.924034	-0.179902	2.963589	7.504869	4.749133
431	3	6.423891	-2.277563	5.822703	0.926049	0.316864	6.915181	0.926049	6.289929	6.915181
437	3	-0.264004	6.715496	7.735367	6.249028	5.283832	6.356327	6.249028	0.873890	6.356327
440	3	0.579772	5.103431	8.927159	0.579772	0.219984	8.927159	6.765763	-3.890640	7.368194
441	3	-0.031802	8.339890	6.091022	5.703101	-1.489281	4.464303	5.703101	3.807100	4.464303
468	3	6.687846	-2.070419	-4.564850	1.005104	6.863572	1.632339	1.005105	0.273452	1.632339
488	3	1.505130	4.744489	6.238748	7.905978	-3.010017	1.705646	7.905978	1.406044	1.705646
508	3	0.838405	6.733388	4.526930	6.114460	-1.090953	2.118832	6.114460	4.602102	2.118832
520	3	2.341834	1.226630	4.777928	6.480561	0.022160	2.486913	2.341833	3.195382	4.777928
525	3	5.708406	-2.519640	5.192949	3.118221	0.501772	6.712608	3.118221	4.990926	6.712608
526	3	1.714560	6.930563	7.611357	6.111424	5.499102	6.689829	6.111424	0.713796	6.689829
544	3	4.020225	4.533538	7.149829	6.682250	-5.121440	1.288939	4.020225	-0.829950	7.149829
545	3	-2.157523	5.023413	8.242871	3.295270	3.337780	7.301798	3.295270	-1.448408	7.301798
552	3	6.883392	-5.653385	2.653918	1.615143	-0.947942	8.607177	1.615143	5.651806	8.607177
559	3	5.986358	3.322122	-1.724136	0.903178	8.652564	3.091579	5.986358	0.996770	-1.724136
568	3	0.357063	6.576484	1.318414	6.700669	-2.869248	-2.154844	6.700669	2.808547	-2.154843
582	3	7.691461	-3.024753	0.345269	1.406109	1.628161	6.141609	1.406109	8.154560	6.141609
603	3	8.893883	-1.934600	2.500191	2.830609	5.822430	9.012880	2.830609	0.671738	9.012880
618	3	6.766902	6.193470	2.205958	6.766902	0.300571	2.205958	0.291568	8.025966	6.549683
634	3	0.405683	8.036518	8.992240	6.225277	6.195970	3.710332	6.225277	1.715729	3.710332
647	3	7.085377	-1.121340	2.913106	1.660429	2.228112	6.121229	1.660429	6.506463	6.121229
663	3	3.326516	0.803423	5.963462	8.788493	-4.145775	0.655858	3.326516	6.213111	5.963462
664	3	0.720061	-1.714900	6.451274	6.916396	-7.388178	5.099811	0.720061	4.570577	6.451274
670	3	0.230577	-2.241512	9.002056	0.230577	3.798613	9.002056	6.735688	-7.989629	4.745903
674	3	3.587234	0.813214	6.679734	7.249821	-4.422220	4.977520	3.587234	5.069673	6.679734
675	3	1.706655	0.593245	7.438123	6.811899	-2.464474	5.645303	1.706655	6.547683	7.438123
676	3	6.533827	-2.540708	3.116763	3.566374	-0.917524	8.465656	3.566375	4.414752	8.465656
678	3	7.255292	4.195823	2.563681	1.143949	8.893794	8.962263	7.255292	1.296593	2.563681
679	3	7.025379	-0.423092	6.015595	7.025379	5.525558	6.015595	1.997034	6.916840	7.936569
685	3	1.403585	0.423223	9.036996	6.474270	-3.453351	6.592830	1.403585	4.225319	9.036996
700	3	6.897687	-3.657410	-1.758312	0.907722	1.155789	3.049290	0.907722	6.756451	3.049290
708	3	8.225911	-5.366186	2.709951	2.012339	6.564836	9.301890	2.012339	0.840311	9.301890
712	3	6.314181	-3.748628	6.936322	0.513725	-0.351047	7.879073	0.513725	5.832681	7.879073
727	3	6.357781	-1.889254	3.656187	1.172469	5.157683	6.537832	1.172469	-0.477842	6.537832
741	3	6.493223	-4.845026	7.266009	1.157465	0.767494	8.568244	1.157463	7.357265	8.568244
742	3	7.813945	-5.694216	2.268413	1.894810	-1.353932	8.653436	1.894808	5.198756	8.653436
754	3	1.988972	-0.022547	4.850844	7.703532	-4.996375	2.706378	1.988976	5.307760	4.850843
755	3	1.045674	5.074109	7.319372	7.187034	-5.528727	1.973737	1.045674	-1.305620	7.319372
