26	6	1.587986	9.772291	-6.862190	-0.474451	-8.622045	7.973610	-3.965326	10.057518	-6.862190	-0.474451	-8.622045	7.973610	5.750650	-7.430108	-1.181978	7.312512	-2.611596	2.860577	5.750650	-8.878752	4.371107	7.312512	-2.611596	2.860577	5.750650	-9.713966	-1.181978	7.312512	3.367012	2.860577	5.750650	-11.162610	4.371107	7.312512	3.367012	2.860577
67	6	-4.717490	8.864162	-5.163145	-7.671468	-3.218662	4.869005	6.294026	-8.491359	0.733789	-2.121036	9.136989	4.868968	-2.894402	-2.334383	0.641493	-2.122685	8.969576	4.868968	6.294026	-11.604765	4.081962	3.009355	9.136989	-0.828576	6.294026	-9.697314	0.734566	3.009355	9.136989	-0.828576	6.294026	-10.398824	4.081650	-2.121036	9.136989	4.868968
104	6	-2.584967	-6.135791	-0.536512	8.166763	6.433507	2.061891	-8.714443	7.746515	-7.147663	-3.017825	-1.428330	7.285760	3.812698	-6.706246	-0.536512	8.169515	6.433507	2.061885	-2.581147	-7.381770	5.182085	8.171639	6.433507	2.061880	3.814402	-7.896688	5.182085	8.172708	6.433507	2.061878	-8.692571	4.060260	-7.147657	5.316613	-1.428244	2.404432
176	6	-1.839037	-7.296712	-0.744873	7.898080	6.891391	-0.232823	-7.109555	8.466435	-6.189304	1.643035	-2.931263	6.324378	-7.036179	5.577779	-4.550300	4.431913	-2.931263	0.652746	-1.721270	-12.284932	4.686737	7.898081	6.891392	-0.232823	4.771289	-8.944269	-0.742757	7.898081	6.891392	-0.232823	4.810117	-13.953504	4.686881	7.898081	6.891392	-0.232823
236	6	-2.458370	12.303101	-1.811950	1.157140	-2.829877	6.041741	-2.458351	11.866137	-1.811950	1.157140	3.314636	6.041741	6.304583	-10.551108	5.740031	6.568833	6.892208	3.336823	-2.265378	5.719794	3.144295	1.157142	-2.827658	6.041741	6.304448	-5.464546	5.740031	6.568833	0.566477	3.336823	-2.118459	5.272464	3.144326	1.157149	3.334217	6.041740
242	6	0.213201	-8.693988	6.304876	8.367614	6.347807	1.639447	0.213196	-3.945726	6.304871	8.339741	0.072052	1.658061	5.968301	-14.443431	6.304876	8.368681	6.347807	1.638737	-5.932379	7.852917	5.294331	3.050330	-5.943191	5.513055	5.968301	-9.695227	6.304876	8.368158	0.072052	1.639085	-4.389244	2.028172	5.306737	7.126251	-4.694614	2.550825
252	6	-4.667654	9.466079	-5.983678	-0.804863	-5.679866	8.168943	4.238811	-2.229268	5.879856	2.777485	6.812421	7.443076	1.314480	-1.786002	-0.142729	6.272636	6.687960	4.887738	1.315176	-3.470704	5.879857	6.272741	7.037063	4.887738	4.238886	-4.589812	5.879857	6.272742	7.136391	4.887738	4.238883	-3.150249	-0.142721	6.272740	6.993461	4.887738
265	6	-7.589641	9.322243	-5.247228	-5.273638	-2.705041	7.895699	-1.562120	-5.523065	6.015235	0.997892	8.771468	7.825072	-1.562707	-1.200667	1.019120	0.997262	8.765651	7.825130	4.849849	-9.918653	6.015396	0.997892	8.771468	7.825072	-7.589641	8.662182	-5.245662	-5.273638	3.185415	7.895699	4.849849	-5.637465	1.138488	0.997892	8.771468	7.825072
276	6	-3.003412	-14.398369	8.108403	5.738364	6.549368	3.901094	-3.003412	-8.348218	8.107005	0.033707	6.549368	6.042416	-9.241882	3.118913	6.220562	-5.743956	-0.178733	6.042512	2.968818	-8.378247	8.107034	0.033707	6.549368	6.042416	-9.612296	7.991063	0.218827	-5.925095	-0.180640	6.042512	2.968818	-14.428398	8.108403	5.738364	6.549368	3.901094
284	6	-6.522289	5.411489	-4.075469	2.740823	-5.790606	3.473495	-1.213285	-5.285218	6.967280	8.113972	-0.301356	-1.222421	5.003267	-10.890093	6.967433	8.113972	-0.301356	-1.222421	-1.213227	-5.488791	0.770118	8.113972	6.170933	-1.222421	-1.213050	-12.684122	6.967433	8.113972	6.170933	-1.222421	5.003267	-17.142207	6.967433	8.113972	6.170933	-1.222421
293	6	6.403083	-13.367372	-0.425213	6.197163	4.920975	0.510404	-5.801818	9.745839	-5.608552	-2.466528	-7.615887	6.561576	-1.181687	-2.253851	-0.425216	6.191321	-1.895325	0.512227	-0.026171	-12.702734	5.695524	6.197163	4.920975	0.510404	-0.081105	-7.239501	-0.425213	6.197158	4.920957	0.510405	6.403888	-18.828271	5.695524	6.197163	4.920975	0.510404
313	6	7.039493	-9.022634	0.388871	8.861384	-0.713009	-0.252150	7.039493	-14.461827	0.390062	8.861384	4.878453	-0.252150	-2.669689	3.263549	-1.779401	5.214266	-5.447892	0.481394	7.039493	-11.931229	5.582163	8.861384	-0.713009	-0.252150	-2.706485	8.542030	-3.961192	1.803780	-5.601847	6.021219	7.039493	-17.370442	5.582319	8.861384	4.878453	-0.252150
353	6	0.447451	-7.616316	6.913365	5.877006	5.469940	1.006030	-5.784499	11.376408	-4.433574	-6.485100	-6.078597	7.426745	6.663776	-6.687082	6.913365	5.877006	0.269373	1.006030	6.663776	-2.716362	6.913363	-0.415579	0.055784	7.426543	0.447451	-2.163670	6.913344	5.877002	-0.039566	1.006030	6.663776	-12.124968	6.913365	5.877006	5.478209	1.006030
399	6	-0.862975	-7.905941	6.159677	8.207386	8.419119	2.226806	-4.254981	11.232082	-3.645427	1.861788	-2.559325	5.243551	-0.890191	-4.500618	0.567703	8.207386	8.418786	2.226806	5.700856	-11.174154	6.159677	8.207386	8.419122	2.226806	-2.172523	1.876574	-1.838631	5.449749	7.075099	2.417307	5.698449	-7.992046	0.567727	8.207386	8.419120	2.226806
401	6	-4.563716	5.792642	-3.057668	6.666058	-5.195307	-1.601564	6.384892	-10.584186	7.482733	7.079770	-1.358699	-1.601567	-3.163633	1.192918	6.949429	6.667977	-2.116306	-1.601564	0.335580	-8.439638	7.482732	7.079770	5.258461	-1.601567	6.384892	-13.928838	7.482733	7.079770	5.259703	-1.601567	0.335531	-5.092840	7.482626	7.079768	-1.371276	-1.601567
408	6	-2.723917	10.005584	-4.394957	-4.766395	-1.551468	7.872762	7.304861	-11.001928	7.382625	-0.794532	6.637522	7.872762	1.473066	-6.635949	7.375723	-0.794532	6.618096	7.872762	1.473324	-9.568782	7.382025	5.394578	6.635827	2.950936	7.304862	-13.303894	7.382906	5.394578	6.638318	2.950936	7.304817	-7.894416	0.821596	5.394578	6.629945	2.950936
437	6	9.337714	-9.351792	7.742918	6.217489	6.665552	0.989487	-0.788987	12.810845	-4.528801	-4.926983	-2.403409	6.841834	9.337714	-9.082732	7.742918	-0.306552	6.665552	6.841707	5.825036	6.342433	-4.528801	-4.924434	2.850477	6.841834	5.825009	6.894935	-4.528801	-4.926175	-2.403207	6.841834	-0.788987	12.259434	-4.528801	-4.926983	2.849791	6.841834
442	6	-9.661995	10.716754	-5.993120	-5.409003	-6.516012	8.346806	-3.372250	-8.410745	6.330403	7.025372	-1.266321	1.744971	-3.483469	-1.915396	0.319018	6.980483	-1.276858	1.744979	-3.538913	-1.711230	6.329820	0.486929	-1.280287	6.736740	-3.372250	-13.530984	6.330403	7.025372	5.015345	1.744971	-3.372252	-7.159956	0.319361	7.025372	5.015337	1.744971
446	6	-3.794921	10.118356	-6.657875	-7.003752	-6.410851	6.363670	7.290797	-6.631740	-0.353674	5.341397	-0.009556	0.095765	0.932284	-3.460262	5.971087	5.340974	-0.381065	0.095988	7.290830	-6.832224	-0.353668	-0.738743	4.823785	6.363669	0.944643	-9.980255	5.972916	5.341397	4.823831	0.095765	7.290933	-13.111359	-0.353651	5.341397	4.823831	0.095765
447	6	6.575300	-7.304812	7.218320	1.082686	-0.277301	6.109515	6.575300	-7.763238	7.218327	5.097193	-0.277301	-0.352147	4.213312	9.647196	-3.293183	-4.078109	-5.648716	6.109863	-1.931979	11.443039	-3.293934	-4.093045	-5.648716	6.109863	6.575300	-11.839081	7.218334	5.115613	4.748710	-0.354284	6.575300	-11.380669	7.218334	1.108014	4.748710	6.109477
499	6	-4.818867	3.718235	4.325240	-5.012506	-3.690030	7.366144	5.130255	-5.980576	6.785482	5.345463	0.237441	3.102050	-5.257511	9.989378	-3.487201	-5.192273	-3.690032	7.366144	5.122923	-3.660225	6.753546	0.982994	0.219935	7.362559	5.130560	-9.461224	6.792863	1.010866	6.133157	7.362272	5.130562	-11.710933	6.793438	5.346588	6.133157	3.101876
