5	3	0.267016	4.596329	-5.110074	-3.744320	5.771260	0.438314	-0.499522	2.269691	5.611632	1.056281	5.744759	2.209834
72	3	1.662346	6.215401	4.543946	2.886698	1.672369	4.143442	-0.099246	2.899199	8.024988	-2.575329	8.621934	7.524790
78	3	4.843163	-4.043990	6.259465	8.181366	4.854060	-5.122720	3.056074	8.181366	3.579968	2.621823	-0.372075	1.910171
125	3	6.750204	-9.155038	1.048490	7.610906	6.750204	-6.655145	5.453622	7.610872	0.888276	-0.415762	5.449711	7.426861
138	3	1.058344	7.499510	4.135177	-0.308041	7.146878	-5.994582	-0.832655	5.637248	7.146822	-3.597830	5.775692	5.636413
155	3	4.299752	-10.804458	0.259636	7.271573	-0.625829	1.755075	4.510501	5.649527	4.295512	-5.202492	6.179263	7.246107
211	3	4.003876	2.176093	-0.619434	0.575675	7.916879	-8.868210	0.600651	5.111370	7.899068	-3.641654	6.219744	5.046545
230	3	6.596542	-6.963705	0.374063	8.336097	6.293476	-1.937860	6.969054	8.213929	4.694926	1.643225	4.738813	7.285126
266	3	4.871689	-1.985450	1.838330	6.732717	4.866259	-0.436681	7.538636	6.351924	2.485964	2.943589	-0.602403	4.320731
271	3	8.957406	1.302118	2.466769	-0.828168	8.988181	-2.537282	-1.527168	1.660739	2.453810	3.965470	1.042449	-4.681213
276	3	6.550359	-6.385986	-0.429481	7.239696	6.507792	-0.699330	5.854029	7.239679	3.513056	0.935821	5.783008	7.224422
277	3	-0.831587	2.728337	-6.125977	1.542373	5.360202	-6.437721	-0.246613	7.083434	5.359536	-4.049168	5.341980	7.083433
285	3	6.001376	-7.303523	7.003502	7.344347	0.516429	4.660504	5.198087	2.262760	0.516430	4.660291	2.300967	2.262760
360	3	6.718989	-2.001605	6.531267	7.474153	2.392453	2.191222	-4.416102	1.695498	6.719562	-6.394235	0.659673	7.477672
430	3	3.757113	0.852294	1.117566	7.840306	1.161212	7.484890	4.873977	2.127948	1.161212	5.517507	-1.337816	2.593794
474	3	6.150350	-9.557352	0.547396	5.979138	5.853818	0.511732	6.650977	2.345570	6.149945	-4.322232	6.800256	5.978995
476	3	8.165272	-7.196112	-1.286419	6.525824	2.385994	4.100351	-7.334866	4.675736	8.165272	-7.147321	2.679908	6.525824
492	3	-0.351297	3.386542	0.271280	4.412829	2.059931	1.288867	3.177535	6.635602	5.492377	-0.517971	6.924506	6.667801
496	3	6.578799	-6.459781	0.157269	6.627161	6.575590	-0.251417	5.531633	6.581547	0.636658	6.663755	5.186951	4.647380
518	3	5.926424	-0.145031	6.231331	3.943799	5.962609	-5.918728	6.272027	6.354824	3.439442	2.575481	2.718494	3.943704
570	3	1.596310	3.297301	-3.171394	0.258237	7.090869	-2.815350	6.466102	6.017639	7.960117	-7.577699	0.619717	6.179198
599	3	7.732784	-8.253961	9.811680	3.164336	7.732560	-2.532762	9.809367	-0.505865	1.790096	1.774917	0.907551	-3.234495
619	3	7.168056	-9.754187	1.236068	6.052811	4.548985	-0.022683	4.956469	5.471792	7.168053	-5.864916	5.085784	6.052811
715	3	4.561984	-2.089594	-1.477612	7.306844	1.662058	3.607499	-7.850800	3.260791	3.288626	1.282369	3.966699	6.835224
741	3	5.130829	2.086416	0.833356	3.393734	9.102090	-6.235754	1.698119	5.376960	9.096550	-4.054107	7.885956	5.321460
790	3	5.280322	2.075245	-0.381906	1.048618	6.190831	-1.293668	1.921289	6.021122	6.190736	-1.288366	6.006898	6.016140
866	3	6.298748	-11.290300	0.541131	7.468391	6.298747	-4.776177	5.604291	7.468391	1.662888	3.754858	3.634107	0.987442
915	3	4.366997	-6.703995	-0.039933	6.456426	0.721293	2.652095	3.369224	2.794894	4.366172	-0.270373	6.484696	6.454885
953	3	3.006477	3.433016	-0.076510	-2.985494	1.693871	6.459069	5.604002	-2.992698	6.880782	-0.651077	0.036273	3.490552
963	3	-0.656779	6.890562	3.157832	1.575688	5.452002	-1.051952	6.453357	7.966658	-0.633358	3.581303	-1.554249	1.579932
1017	3	4.439811	2.995094	0.603371	5.257852	7.545978	-0.090714	2.713167	6.468732	7.531169	-0.036681	6.279454	6.458923
1019	3	5.498317	0.511833	6.576209	6.009375	5.881003	-4.550862	0.646666	6.135138	3.965762	3.724870	-1.855049	0.715920
1050	3	4.442081	-5.986464	1.381577	7.274543	4.426134	-0.705838	1.380653	3.652088	4.441953	-2.447337	4.387638	7.225403
1067	3	7.414621	-6.807026	0.738902	5.758132	6.340716	2.446071	4.033294	2.328323	7.291801	-1.196315	6.480751	5.758074
1107	3	-1.020992	6.269042	5.119423	1.241227	5.042050	-1.259570	7.291022	6.434516	-1.005870	4.131724	0.573606	2.508933
1164	3	1.163001	5.453794	2.460542	3.261779	7.623877	-5.341566	6.891304	6.177282	4.061178	2.987828	-1.752347	3.301011
1244	3	6.416736	-4.203961	7.599494	8.182872	1.609464	4.648884	-1.869029	2.575932	6.366498	1.066245	1.266846	2.589656
1254	3	9.379208	-0.983438	7.776127	6.509004	9.254311	0.694166	7.461164	3.060538	9.386325	-5.568952	1.425587	6.557681
1291	3	6.665480	-10.579131	0.356793	7.667797	6.665480	-5.702523	6.715529	7.667797	0.906176	3.818275	4.721854	2.516852
1337	3	7.839379	-5.147807	0.465712	6.444817	7.839379	-2.954010	6.466201	6.397530	1.968886	3.109340	3.715110	4.541895
1347	3	2.058210	5.334469	-7.102940	2.909627	8.043405	-1.525391	-1.319475	6.540103	8.043404	-1.273396	4.844140	6.539901
1365	3	2.940037	-8.789652	-0.273583	7.942708	2.940036	-3.485687	5.957647	7.934859	2.426268	1.935430	4.359698	4.947652
1366	3	2.372759	1.039001	-3.012011	1.962833	6.135789	-7.710712	1.004859	7.539935	6.133830	-2.362790	7.403759	7.538718
1393	3	6.362596	-6.909488	-0.100041	4.778054	6.333341	-0.672417	6.318272	4.774430	4.095430	2.021698	2.746015	4.032985
1451	3	7.781359	-8.422611	-0.106141	6.088448	2.741028	3.433625	-4.944455	-0.143416	7.779146	-4.174362	6.290162	6.088324
