25	3	2.653731	5.968181	-1.858269	6.528078	2.482855	-1.833925	-2.270109	2.656411	4.701109
28	3	4.894849	2.634562	-0.582773	1.233626	1.339585	6.180992	-4.660990	1.397884	6.188616
39	3	1.085003	4.978701	1.962836	-4.427577	-0.147022	8.225941	5.551002	3.485581	-2.322586
48	3	4.821465	2.032730	-2.577961	1.582722	1.240444	3.017157	-4.103181	1.240622	3.016872
51	3	5.914568	5.693617	-2.034767	-2.257699	2.273984	6.340215	-1.623945	5.802117	3.794935
58	3	6.787538	0.506865	0.571236	0.633044	-2.101279	5.799837	-3.436312	1.201567	5.474057
81	3	6.671820	0.771629	0.076137	2.077875	-0.327278	5.868053	-3.502204	0.204404	6.227056
84	3	0.249386	7.459572	0.197733	-5.999563	2.077248	5.597386	6.054920	4.701029	-3.557649
96	3	-4.595644	0.451707	5.277988	6.354185	1.643313	-0.887398	0.823755	5.474928	-0.948983
112	3	-2.635792	4.445995	3.696424	-5.702614	0.616292	5.331928	5.135629	2.365238	-2.762150
119	3	8.214142	3.067324	-0.485774	-0.577994	2.473341	6.521786	2.283156	6.278263	1.728746
134	3	-5.139197	4.012665	5.289027	1.300530	4.012346	5.289017	5.944868	-1.679768	0.319753
142	3	-5.155850	0.172883	6.353775	-1.995273	5.023491	3.045558	7.388507	2.212196	-2.659318
147	3	-0.488234	7.466575	2.679931	6.526901	4.672822	-1.498518	-2.283953	3.423046	5.520720
166	3	-5.899942	1.265279	7.265943	-0.486890	6.033564	1.960775	5.449559	1.956163	2.294906
169	3	7.020189	3.374548	1.334833	2.646998	6.429341	0.616800	-0.589964	3.702868	6.017875
170	3	2.455587	-1.652999	6.778297	-3.995792	-0.720302	6.784541	5.838154	-0.715287	2.415054
179	3	0.838989	6.711622	0.639374	7.202719	0.505548	0.711704	-5.072860	0.508285	6.293599
190	3	-0.821642	4.562599	3.565211	4.859159	2.392714	1.436952	-0.821642	-0.898362	8.360055
203	3	-5.162242	1.520435	5.668795	0.816945	7.281228	0.119441	7.306169	4.278003	-2.020567
205	3	-0.638721	6.624892	2.903127	-4.307179	0.417475	6.715741	5.955892	1.397768	0.249868
216	3	5.817958	2.872115	0.423040	-0.823783	8.890910	1.906906	-5.760407	3.706332	4.966054
257	3	2.514533	1.851506	5.196315	6.187562	3.736562	-5.822009	-3.908434	2.445361	3.559729
261	3	-0.617414	5.293842	1.413442	7.056345	3.076539	0.437530	-4.812604	0.288212	5.600966
279	3	-2.613105	1.012836	5.807175	3.427021	0.582201	5.249156	-2.613100	4.711715	1.523298
281	3	0.626216	6.200857	-2.062965	6.969732	1.574796	0.369976	-2.474483	1.784017	3.982425
290	3	5.242983	5.116855	-5.097350	2.740277	6.334405	-1.633228	-1.505686	0.296898	5.181025
305	3	-2.642254	-0.582791	7.691661	8.353480	-0.142211	1.280521	2.961630	-2.600849	6.313944
335	3	-4.667667	0.068267	8.141778	1.733750	5.240794	-2.072317	5.041706	2.871639	3.315863
344	3	-5.141938	1.658918	5.085360	5.021598	3.741839	-2.161603	-2.328887	7.314485	-1.340936
352	3	6.543997	3.451948	0.534892	-4.845676	1.245875	8.002189	1.292981	5.786149	1.838373
354	3	-0.915771	3.119364	4.122099	5.829791	2.002267	-1.004407	1.707440	8.080204	0.274723
377	3	5.669192	3.882003	-1.702571	-4.838002	6.860226	0.125941	-5.974009	0.839386	6.486857
378	3	2.458476	-0.526050	7.581988	7.443716	2.659906	-2.589269	-3.519652	-0.093080	7.606671
395	3	-1.212929	3.786213	0.439100	4.879418	-1.305499	1.192192	-2.474660	-2.210200	6.730314
396	3	-6.342335	3.142723	5.884662	3.965673	7.144950	-1.062776	-2.665748	8.866118	1.705320
402	3	-2.656972	0.623039	6.197635	-1.987233	7.257415	0.078016	5.292228	5.525057	-2.808059
403	3	6.547367	-2.206701	2.115280	1.445750	0.156826	5.586079	-4.472601	0.478370	5.584881
409	3	-5.014092	1.711744	8.033895	-4.883776	5.844231	2.114141	8.066161	5.844751	-3.932210
424	3	0.611771	5.126220	2.201041	7.028423	1.659937	1.276432	-2.554876	1.941648	6.867821
429	3	8.244062	3.640176	0.205677	-4.548548	1.528219	7.771703	1.998428	7.989217	-2.695016
439	3	-6.054817	2.539055	4.770890	-0.275167	6.432842	-1.400306	6.240095	-0.053051	1.187461
440	3	-2.486363	2.167474	5.811042	0.135062	7.059034	-0.299065	5.687920	3.641452	1.445899
444	3	6.864662	-0.466939	0.706133	1.163254	6.105417	0.072428	-3.356720	0.970346	6.148441
448	3	-0.684952	6.961505	-0.330496	5.503651	3.517404	-2.884529	-4.034131	1.132489	5.747557
449	3	6.355627	-1.960634	2.643996	-4.869892	2.560683	6.128750	0.873296	8.581821	-1.138203
464	3	1.186333	7.963237	0.411039	-2.071282	3.193496	5.934270	5.391068	6.061288	-0.844733
468	3	6.151641	-2.751094	-0.421500	-4.098975	-0.561932	5.401054	1.466808	-0.555698	5.371103
