114	9	-4.889792	5.014610	-5.192189	-1.785494	2.108000	1.020949	-2.810472	1.439506	7.650326	7.344256	-4.694702	1.935569	0.958557	7.189516	2.108000	1.022558	-9.287966	7.739419	7.650327	7.344256	6.981147	-8.992835	7.739419	7.650327	2.108000	6.981147	-13.544386	7.739419	7.650327	7.344256	1.022551	-4.736416	7.739419	7.650327	2.108000	6.978865	-2.515331	1.439506	7.650325	2.108000	6.981147	-7.066892	1.439506	7.650327	7.344256
142	9	-2.806900	11.147215	3.920387	-6.278275	1.515240	2.218397	-3.532992	6.462734	5.589375	7.479301	-1.678126	5.248282	3.920388	-6.276706	7.479301	-2.807266	12.081944	0.997904	-6.278275	1.515240	-2.389919	6.183035	0.997904	-6.278214	7.479301	2.139285	0.330668	6.447361	0.047224	7.479301	5.822365	-5.337137	6.462734	0.052993	7.479301	5.822378	-9.152081	6.462734	5.589375	7.479301	5.822145	-3.252895	6.462734	5.589375	1.515240
192	9	5.257846	-1.463838	7.970326	5.590186	2.031993	1.522688	9.245327	-1.390432	-3.360065	2.031993	1.531349	5.879891	3.025175	-3.359745	2.031993	-4.470498	8.882778	-1.390432	-3.360064	7.926661	-4.470338	7.740261	3.025172	-3.360058	2.031993	1.523479	7.027939	-1.390432	-3.360036	7.926661	-4.470514	11.099610	-1.390432	-3.360065	2.031993	5.258492	-3.733468	7.970327	5.667326	7.926661	-4.452880	5.522639	3.025184	-3.359392	7.926661
196	9	-3.392654	2.451734	-1.786572	-2.187168	7.770652	-9.289693	8.776604	-6.211184	-2.500102	3.293272	-3.077867	-3.080199	-0.773202	6.533410	7.770652	1.755105	-3.095418	-0.773188	6.535345	7.770652	-3.077867	-9.343977	5.738115	6.629050	7.770652	1.458154	2.443506	-1.778509	-2.183966	7.770652	1.755105	-9.359196	5.738115	6.629050	7.770652	1.755105	-3.033881	5.737329	6.527282	3.293272	-3.077867	-3.018653	5.737313	6.525185	3.293272
237	9	-0.182100	-0.655776	7.252914	0.280668	7.641688	-5.499237	9.981675	1.775514	-4.711597	2.946888	-5.499237	9.983073	-3.860071	-4.711597	2.946888	4.908938	-4.292743	7.406565	0.283432	7.641688	-0.182097	-3.330710	7.393169	6.040091	7.641688	4.908938	-2.464448	7.370806	6.040037	2.946888	4.908938	-6.960538	7.418579	6.040101	7.641688	-0.185381	1.336980	6.847086	5.875537	2.946888	4.908881	0.220685	7.126594	0.266411	2.946888
432	9	-5.264387	10.858203	2.494072	-4.463200	-0.421697	7.048955	-2.209027	8.694687	6.664615	-0.421697	-5.264781	10.860854	-3.636318	-4.463200	-0.421697	-2.098913	4.862557	-3.523278	-4.427863	6.011493	7.107345	-8.207323	8.694687	6.664615	6.011493	4.090942	5.357660	-3.621380	-4.456780	-0.421697	0.524944	-2.475595	8.694687	6.664615	6.011493	-2.095411	4.858014	2.623812	-4.427309	6.011493	4.097945	5.348739	2.512095	-4.456579	-0.421697
433	9	0.018875	-2.440071	9.407856	1.080872	8.464014	-2.828160	8.886502	-3.034778	-2.384301	2.780541	5.863868	-3.092682	9.407857	1.082198	2.780541	0.018875	-9.057069	9.407858	5.962156	8.464014	-2.828160	7.972716	2.953489	-2.384301	2.780541	0.018875	-3.313826	9.407858	5.962120	2.780541	5.863868	-15.452921	9.407858	5.962156	8.464014	5.863868	-8.835925	9.407858	1.082292	8.464014	5.863868	-9.709679	9.407858	5.962156	2.780541
483	9	-0.606835	9.513004	-3.434859	-5.141851	2.542988	7.541614	-0.063259	0.816994	-0.936343	6.578010	7.557285	-4.333743	7.534395	-0.533659	6.578010	7.554699	-1.356189	7.522293	-0.699657	2.542988	6.806776	2.918907	-3.048325	-2.317147	2.542988	7.557176	-3.411631	0.999332	5.636682	2.542988	7.557327	-7.683880	7.534420	5.683000	2.542988	7.557325	-6.392476	0.999520	5.679282	6.578010	7.557328	-10.659671	7.534420	5.685246	6.578010
522	9	-1.622679	-0.270196	6.329579	8.240536	0.785038	-6.823563	4.945160	-3.376473	0.127159	6.081281	-6.825405	8.610394	-5.331525	-0.146706	0.785038	-2.123257	2.280390	-0.129076	7.791816	6.081281	-1.622664	-3.935436	6.346523	8.240982	6.081281	4.411203	-9.975920	6.346630	8.240982	6.081281	4.411203	-3.760982	0.370637	8.240982	6.081281	4.411203	-6.310689	6.346626	8.240982	0.785038	4.411172	-0.095653	0.348195	8.240258	0.785038
550	9	5.892538	-11.383125	1.201141	5.975112	7.853767	-4.762940	6.102050	-4.728423	-5.795113	1.425780	1.521486	-7.018964	1.201137	5.975112	7.853767	1.521486	-10.964186	6.768966	5.975112	7.853767	1.521486	-5.005425	6.768912	5.975112	1.425780	5.892538	-15.328345	6.768966	5.975112	7.853767	1.521484	-1.052675	1.187029	5.975095	1.425780	5.892538	-9.369614	6.768966	5.975112	1.425780	5.892538	-5.424376	1.201107	5.975112	1.425780
628	9	-3.595028	9.943442	-5.391199	-4.667587	0.684430	7.259352	-3.923835	7.063742	7.485687	0.684430	-3.594525	5.317061	-5.390402	-4.539885	6.051423	7.259352	-5.042620	7.063742	1.349801	6.051423	7.259352	-2.590061	1.322858	7.485687	6.051423	7.259352	-8.549772	7.063742	7.485687	6.051423	7.213821	0.920712	1.318026	1.329172	6.051423	5.708286	2.108168	0.866870	7.393799	0.684430	7.258903	-0.416586	7.063732	1.349255	0.684430
688	9	-4.240890	10.151449	-0.817787	-4.215623	2.050681	1.399950	-5.300958	7.447520	5.986747	7.597447	7.204813	-3.110411	7.447520	1.854026	2.050681	1.369248	-2.273402	7.447520	1.852000	7.597447	-4.236688	4.359288	-0.803550	-2.178985	7.597447	-1.229955	0.530723	7.444678	5.850241	2.050681	7.208739	-6.135844	7.447520	5.986778	2.050681	7.208746	-8.828877	7.447520	1.854951	7.597447	7.208746	-11.853832	7.447520	5.986791	7.597447
813	9	6.570933	-5.788600	0.226930	6.619224	7.325309	-5.186833	7.597398	-5.630090	2.033026	1.619077	-0.046110	-0.863573	6.245223	6.529128	1.619077	-0.044238	-3.178685	0.226929	6.603150	7.325309	-0.044238	-6.333315	6.245505	6.620220	7.325309	-5.083965	2.817129	-2.320616	5.735975	1.619077	-5.186833	7.602108	-5.630090	-3.643265	1.619077	6.557863	-0.301767	0.225586	6.486805	1.619077	6.570933	-8.941362	6.245505	6.622037	7.325309
946	9	-1.237315	-2.406039	6.843538	6.745417	0.901329	5.135607	-8.029011	6.843919	0.320464	0.901329	-1.237321	-2.384653	6.843514	0.320447	0.901329	-7.151078	9.123908	-0.925056	-2.856510	0.901329	-1.237182	-6.476060	6.843919	0.320464	6.986052	-5.294103	3.529035	-0.918689	5.159437	0.901329	-1.237182	-6.497440	6.843919	6.745433	6.986052	5.135607	-8.050391	6.843919	6.745433	0.901329	-6.984848	5.024551	-0.924955	-2.691581	6.986052
