24	6	-6.474346	6.499077	-4.151949	-0.992198	7.595193	0.081671	1.979443	-4.151533	7.306838	0.966553	-6.492613	9.744001	-4.151949	-0.994052	0.966553	6.297484	-5.727472	6.945922	7.322959	7.595193	0.120350	-4.140464	6.945632	7.322959	7.595193	6.297161	0.248254	-3.993339	7.322919	0.966553
36	6	5.430075	3.944444	-5.323210	-9.131199	1.705801	-0.738195	10.531110	-5.323523	-9.653842	1.705801	8.635425	-0.498824	-0.140867	-4.522676	6.972192	-0.738195	6.129891	-5.323522	-9.652352	6.972192	8.662849	-2.074497	6.449729	-4.522200	1.705801	8.662888	-6.475716	6.449936	-4.522194	6.972192
45	6	3.701788	9.463125	-2.812248	-3.381638	0.206087	3.721709	7.449988	-2.801299	-3.342107	6.729730	6.871693	-2.646280	8.348113	6.459426	6.729730	6.862299	-0.589215	8.347573	6.401753	0.206087	3.705519	8.491753	2.167510	-3.374230	0.206087	4.689816	4.328678	5.055826	-1.269787	0.206087
48	6	-3.950040	-0.679816	7.957577	0.470230	6.963486	-9.323895	5.618935	-2.621275	-4.643774	6.963486	-9.346420	8.683449	-2.626269	-4.672111	1.324362	-4.370875	2.401098	7.851337	0.179921	1.324362	-3.949944	-3.011731	7.957580	6.809927	1.324362	-3.949944	-6.076244	7.957580	6.809927	6.963486
65	6	7.243807	-6.116371	7.090374	6.999712	6.126732	-1.433105	7.048024	0.516927	-3.619776	6.126732	-1.433105	7.048141	-5.631915	-3.619776	6.126732	7.243807	-2.332306	7.090336	6.999711	1.974374	-1.433109	10.832205	-5.631939	-3.619781	1.974374	-1.433109	10.832089	0.516891	-3.619781	1.974374
87	6	-5.544015	12.095755	-8.919148	-2.884714	1.179084	-5.539978	9.378115	-8.919013	-2.884714	6.607377	6.369192	-2.063550	-2.416426	8.013164	6.607377	6.264646	0.657816	-2.434380	7.304275	1.179084	6.371740	-6.001542	3.694712	8.013238	6.607377	-0.188471	-0.523345	3.690962	7.997922	6.607377
117	6	7.564876	-2.207945	-3.066016	7.759150	1.407724	-5.521648	8.531051	-8.022501	-2.402882	5.501141	-5.521654	10.056186	-8.022501	-2.432191	1.407724	7.564879	-3.733080	-3.066016	7.759902	5.501141	0.360839	2.355464	-3.866993	7.348859	5.501141	-4.310793	3.983679	-7.840127	5.729427	1.407724
119	6	-6.530467	7.514039	-7.231950	-5.084296	8.790642	-6.530467	10.196853	-7.486058	-5.136324	2.765143	6.177489	-1.871620	5.053325	-0.384764	8.790642	0.078124	-0.436509	5.043240	6.135899	8.790642	-5.779964	1.577397	4.872680	-0.616220	8.790642	6.177607	-3.887413	5.054830	6.151339	8.790642
148	6	5.397936	-7.467521	6.744991	6.754375	8.248047	-0.963095	-3.993905	6.744980	6.754375	8.248047	-1.360616	7.252581	-0.205055	-4.617806	8.248047	5.366882	-2.541020	0.705856	6.754375	8.248047	-1.147345	0.878996	-0.201482	6.752769	8.248047	5.018715	4.493438	-0.205055	-4.335611	8.248047
154	6	-5.530005	6.581882	-5.625377	-2.271930	7.251928	-5.573947	11.323460	-5.625542	-3.493045	1.451198	-0.448737	-0.982621	6.640063	5.109691	7.251928	5.088206	0.621885	-1.273770	4.908817	7.251928	5.094168	-0.957775	6.634181	5.107918	1.451198	5.094400	-5.746438	6.755808	5.210024	7.251928
163	6	-2.828018	8.205364	-2.332965	-3.200146	6.546074	-2.830736	9.807629	-2.332965	-3.200146	0.992029	6.089119	-0.154813	-2.118204	7.319376	0.992029	6.090829	-1.757499	-0.343469	7.319414	6.546074	6.090893	-6.682814	5.741409	7.319414	0.992029	6.090893	-8.285105	5.741490	7.319414	6.546074
167	6	-5.561066	10.113807	2.912111	-1.015462	1.200947	5.768973	-9.004391	8.509428	6.176946	7.102695	-5.561064	8.183505	2.912111	-1.015440	7.102695	5.767802	-0.930296	8.505623	0.253441	1.200947	5.768973	-7.074091	8.509428	6.176946	1.200947	5.768968	-2.860778	8.509427	0.253891	7.102695
168	6	-2.947221	10.211265	3.589355	-7.122463	3.378302	-2.946409	8.896032	3.590860	-7.122463	6.137083	7.213146	-3.244633	5.975976	-1.038486	6.137083	7.213116	-1.929649	5.974968	-1.084621	3.378302	7.213148	-6.252811	5.976168	5.392301	6.137083	7.213148	-4.938148	5.976152	5.392211	3.378302
188	6	-3.800694	9.961693	-3.212651	-4.842143	-0.726521	-3.800694	9.733963	-3.212651	-4.842135	5.585705	-0.491946	-1.588883	6.358148	6.470656	-0.726521	5.568312	-7.359694	6.512779	6.470964	5.585705	5.568312	-7.131964	6.512779	6.470964	-0.726521	-0.491946	-1.816676	6.428792	6.470772	5.585705
193	6	-4.122023	10.720935	-5.119755	-5.627271	-2.059020	-4.122022	10.312073	-5.119755	-5.627271	4.513815	6.359477	-5.317003	7.602186	5.870500	4.513815	6.092067	1.077693	-5.113235	5.869130	-2.059020	6.239152	0.667950	-5.092974	5.870169	4.513815	6.359476	-4.908140	7.602166	5.870500	-2.059020
255	6	-4.147472	5.983550	-3.976146	-4.360707	7.989020	8.425546	0.396736	5.560153	-2.108871	1.446215	8.427509	-4.746113	5.600968	6.651453	1.446215	-4.164146	8.045196	-4.773757	-4.360708	1.446215	8.427509	-6.799898	5.600999	6.651457	7.989020	8.427503	-1.688315	5.598700	0.040776	7.989020
268	6	5.803678	-8.016551	7.655117	5.692913	1.563588	-1.209690	3.009305	6.494447	-0.936106	1.563588	-4.834200	8.716201	-3.615745	-4.972230	1.563588	5.767394	-2.661861	7.654471	0.261543	1.563588	5.804039	-8.734139	7.655117	0.300557	7.723377	5.804585	-14.076229	7.655117	5.693905	7.723377
274	6	-5.625659	10.129969	-5.347385	-6.090194	-0.592889	7.079558	-1.774986	0.898047	6.219237	-0.592889	4.385058	3.742359	-0.822433	-6.085009	-0.592889	7.028197	-1.399996	6.938812	-0.204134	-0.592889	7.262109	-6.913649	6.941535	6.219239	-0.592889	0.681935	-5.393394	6.941526	6.219239	-0.592889
291	6	8.428366	-5.214442	7.303375	5.300024	0.920333	8.428335	-0.300587	0.569862	5.257894	0.920333	-1.113844	10.848940	-4.674848	-7.516556	0.920333	8.428366	-11.378349	7.309200	5.300024	6.745920	-0.916811	4.684413	-1.529238	-7.513162	6.745920	8.428366	-6.469243	0.767354	5.300024	6.745920
293	6	8.642877	-12.920842	6.662933	5.548987	8.589349	8.641111	-7.349396	6.662929	5.548987	3.102927	2.464785	-6.396114	6.662917	5.548987	8.589349	0.348912	3.964995	1.370467	-5.366895	8.589349	-2.588716	9.603250	-4.472084	-5.821948	3.102927	2.207714	-0.737959	6.622608	5.525415	3.102927
300	6	7.812907	-5.361159	1.000490	6.339062	7.820791	-4.590907	8.483422	-5.650434	-2.768924	7.820791	7.812907	-10.287221	6.525391	6.339062	7.820791	-4.590910	10.954318	-5.650446	-2.768935	1.697034	7.812906	-2.890262	1.000489	6.339061	1.697034	7.812907	-7.816325	6.525391	6.339062	1.697034
