38	14	8.032269	-12.927849	7.174380	-0.042226	7.501793	3.306862	2.411447	7.174380	5.888030	1.041876	8.032269	-3.012445	2.007815	-0.042226	1.041876	8.032269	-3.784887	2.007815	5.888030	1.041876	8.032269	-7.137692	2.007815	-0.042226	7.501793	8.032269	-8.802620	7.174380	-0.042226	1.041876	3.306862	-8.076855	7.174380	5.888030	7.501793	8.032269	-7.910117	2.007815	5.888030	7.501793	3.306862	9.040085	2.007815	-0.042226	1.041876	8.032269	-9.575045	7.174380	5.888030	1.041876	3.306862	4.142263	2.007815	5.888030	7.501793	3.306862	-7.304430	7.174380	-0.042226	7.501793	3.306862	-3.179191	7.174380	-0.042226	1.041876	3.306862	-3.951625	7.174380	5.888030	1.041876
80	14	0.274455	6.581910	8.196222	1.768193	2.815332	6.482843	-9.178725	8.196222	7.379544	2.815332	6.482843	-14.535212	8.196222	7.379544	8.173540	6.482843	1.701647	8.196222	1.768193	2.815332	0.274455	0.763019	8.196222	7.379544	2.815332	6.482843	-9.420171	8.196222	1.768193	8.173540	0.274455	5.147615	2.946235	7.379544	2.815332	0.274455	-10.060184	8.196222	7.379544	8.173540	0.274455	10.186030	2.946235	1.768193	2.815332	0.274455	-4.871096	2.946235	7.379544	8.173540	6.482843	5.759856	2.946235	1.768193	2.815332	6.482843	-2.223691	2.946235	1.768193	8.173540	0.274455	0.344887	8.196222	1.768193	8.173540	6.482843	-10.904688	2.946235	7.379544	8.173540
90	14	-0.207798	7.315608	0.862746	5.747602	1.504585	5.483373	-3.645297	0.862746	0.979645	7.943344	-0.207798	6.316853	6.691252	0.979645	1.504585	5.483373	-7.657730	6.691252	0.979645	7.943344	-0.207798	2.900656	0.862746	5.747602	7.943344	-0.207798	-1.302268	6.691252	0.979645	7.943344	5.483373	-6.260935	6.691252	5.747602	1.504585	-0.207798	-4.316032	6.691252	5.747602	7.943344	-0.207798	10.329285	0.862746	0.979645	1.504585	-0.207798	5.918813	0.862746	0.979645	7.943344	-0.207798	3.302331	6.691252	5.747602	1.504585	-0.207798	-0.297917	0.862746	5.747602	7.943344	5.483373	-10.671407	6.691252	5.747602	7.943344	5.483373	-3.247257	6.691252	0.979645	1.504585
215	14	1.645946	-4.003919	1.815404	7.711009	7.283596	1.645946	5.462868	1.815404	7.711009	0.804830	7.749802	-4.263945	1.815404	3.707657	7.283596	7.749802	-3.749791	1.815404	7.711009	0.804830	7.749802	-1.575625	7.719314	3.707657	0.804830	7.749802	-8.397736	1.815404	7.711009	7.283596	7.749802	-6.223626	7.719314	3.707657	7.283596	7.749802	-10.357417	7.719314	7.711009	7.283596	7.749802	-5.709472	7.719314	7.711009	0.804830	1.645946	9.596660	1.815404	3.707657	0.804830	1.645946	3.502538	7.719314	7.711009	0.804830	1.645946	-1.315488	7.719314	7.711009	0.804830	7.749802	3.241236	7.719314	3.707657	0.804830	1.645946	4.948714	1.815404	3.707657	7.283596
229	14	2.132208	5.299888	6.288070	3.386706	6.826822	7.503147	-4.828493	6.288070	6.673899	0.364354	2.132208	7.901317	6.288070	3.386706	0.364354	2.132208	6.820026	-0.023297	3.386706	6.826822	2.132208	9.420635	-0.023297	3.386706	0.364354	7.503147	-3.409343	6.288070	3.386706	0.364354	2.132208	6.485106	6.288070	6.673899	0.364354	7.503147	-7.429231	6.288070	6.673899	6.826822	2.132208	8.004491	-0.023297	6.673899	0.364354	7.503147	3.130553	6.288070	3.386706	0.364354	7.503147	-1.806890	-0.023297	3.386706	0.364354	7.503147	-3.305405	-0.023297	6.673899	0.364354	2.132208	-2.721434	6.288070	6.673899	6.826822	7.503147	3.250154	-0.023297	6.673899	0.364354
259	14	8.667076	-4.099606	6.140488	7.081088	1.567964	2.188771	3.948118	6.140488	0.641898	6.486286	8.667076	-7.194594	6.140488	0.641898	6.486286	2.188771	9.321146	6.140488	0.641898	1.567964	8.667076	-9.483213	6.140488	7.081088	6.486286	2.188771	-3.323710	6.140488	7.081088	6.486286	8.667076	3.193478	6.140488	0.641898	1.567964	8.667076	5.271292	1.621002	0.641898	1.567964	8.667076	-7.473537	1.621002	7.081088	6.486286	2.188771	7.032665	6.140488	7.081088	1.567964	8.667076	-5.177462	1.621002	0.641898	6.486286	2.188771	3.656591	1.621002	7.081088	6.486286	2.188771	9.042359	1.621002	7.081088	1.567964	8.667076	2.876167	1.621002	7.081088	1.567964
338	14	-1.534144	8.838675	2.029324	-3.057748	6.186914	-1.534144	7.540079	8.320867	3.399489	0.175167	-1.534144	7.550254	8.320867	-3.057748	0.175167	-1.534144	10.221864	2.029324	-3.057748	0.175167	4.189206	8.790042	2.029324	-3.057748	6.186914	-1.534144	10.211690	2.029324	3.399489	0.175167	-1.534144	6.167065	8.320867	-3.057748	6.186914	4.189206	6.118432	8.320867	-3.057748	6.186914	4.189206	10.173231	2.029324	-3.057748	0.175167	-1.534144	6.156890	8.320867	3.399489	6.186914	-1.534144	8.828501	2.029324	3.399489	6.186914	4.189206	7.501621	8.320867	-3.057748	0.175167	4.189206	10.163056	2.029324	3.399489	0.175167	4.189206	7.491446	8.320867	3.399489	0.175167
453	14	4.093719	-8.204139	0.573688	7.359342	6.932972	4.093719	6.895976	0.573688	1.767771	0.887456	8.206860	-10.794564	0.573688	1.767771	6.932972	8.206860	-7.640023	0.573688	7.359342	0.887456	8.206860	-13.760851	0.573688	7.359342	6.932972	4.093719	3.928616	0.573688	7.359342	0.887456	8.206860	-4.671668	0.573688	1.767771	0.887456	4.093719	-12.392645	7.065534	7.359342	6.932972	8.206860	-8.862244	7.065534	1.767771	0.887456	4.093719	-6.271746	7.065534	7.359342	0.887456	4.093719	-5.237213	0.573688	1.767771	6.932972	8.206860	-11.828532	7.065534	7.359342	0.887456	4.093719	-3.267625	7.065534	1.767771	0.887456	4.093719	-9.426358	7.065534	1.767771	6.932972
479	14	-0.677882	-2.176500	-0.555980	6.836225	1.538352	-0.677882	4.892443	-0.555980	1.008293	5.932297	-0.677882	-6.098606	-0.555980	6.836225	5.932297	-0.677882	3.104644	-0.555980	6.836225	1.538352	5.937986	-5.875303	-0.555980	1.008293	5.932297	5.937986	-7.661980	-0.555980	6.836225	1.538352	5.937986	-6.063823	5.590706	1.008293	5.932297	-0.677882	4.703919	5.590706	1.008293	5.932297	5.937986	-2.138411	5.590706	1.008293	1.538352	-0.677882	8.596000	5.590706	1.008293	1.538352	5.937986	-7.850499	5.590706	6.836225	1.538352	5.937986	-11.554048	-0.555980	6.836225	5.932297	5.937986	-1.923282	-0.555980	1.008293	1.538352	-0.677882	-6.287125	5.590706	6.836225	5.932297
522	14	0.410187	3.462493	-0.769216	6.285535	5.181062	6.461383	-2.697093	5.850765	1.168765	5.181062	0.410187	7.059053	5.850765	6.285535	-1.448172	6.461383	-2.575946	-0.769216	6.285535	5.181062	0.410187	8.274235	5.850765	1.168765	-1.448172	0.410187	4.678130	-0.769216	1.168765	5.181062	0.410187	8.395086	-0.769216	6.285535	-1.448172	6.461383	6.207758	-0.769216	1.168765	-1.448172	6.461383	-3.912991	5.850765	6.285535	5.181062	0.410187	2.106936	5.850765	6.285535	5.181062	6.461383	3.656267	5.850765	6.285535	-1.448172	6.461383	4.992569	-0.769216	6.285535	-1.448172	6.461383	4.871715	5.850765	1.168765	-1.448172	0.410187	3.341454	5.850765	1.168765	5.181062
