1	3	82	1.358021	9.750916	4.715061	3.207054	-8.779950	6.229704
1	3	14	6.340719	-0.106533	6.937281	3.256870	6.732410	0.564832
1	3	4	6.383336	-6.208372	6.937282	6.798672	6.763758	0.564831
2	2	87	6.318198	-15.468890	8.679286	8.665577	5.842980	-0.035444
2	2	13	0.170147	8.180057	2.464423	3.093993	-3.741377	6.241325
3	2	97	-0.296063	9.614746	0.776486	3.252502	-12.303227	8.790799
3	2	3	6.079863	-3.065288	5.968358	9.627839	4.854536	4.323628
4	2	26	1.765988	9.733437	2.496849	3.780309	-8.462860	6.971879
4	2	74	6.536653	-2.822818	8.044934	7.033798	7.938741	1.472806
5	1	100	8.177122	-16.410654	5.752857	6.712997	6.757170	2.060442
6	3	44	-1.273914	9.781149	-3.485814	0.910368	-2.958492	5.013501
6	3	34	2.001489	3.706878	-3.367031	1.235692	4.133651	2.560927
6	3	22	4.634396	-2.893121	2.201434	7.487957	7.624967	-0.004484
7	1	100	-1.313890	12.333267	0.002193	-1.225064	-6.552388	7.140335
8	2	86	0.524963	10.285044	1.996932	2.546723	-1.782162	7.582374
8	2	14	5.473343	-3.305397	6.842842	8.028745	5.639205	3.882315
9	1	100	9.033614	-8.368206	4.483389	7.194118	6.974607	0.102032
10	3	23	2.884376	5.116469	2.776593	1.462615	5.918955	2.981537
10	3	56	9.323836	-8.201864	5.938084	6.381926	8.658715	1.859028
10	3	21	2.866121	11.230821	2.650322	1.449425	-8.156985	6.908111
11	2	72	-0.317415	10.951706	1.650049	0.092963	-10.741503	6.828758
11	2	28	5.568749	-2.159335	7.354385	6.490561	6.054138	0.366366
12	3	60	1.260965	8.533617	-0.673826	2.700236	-8.838394	8.325222
12	3	38	7.295332	-6.555181	3.170680	6.956585	6.659373	3.717308
12	3	2	7.295286	0.061295	3.170559	6.952713	-2.188797	8.212949
13	2	96	6.886305	-11.956707	8.566644	6.345951	6.618073	2.105853
13	2	4	0.510299	5.662593	4.845728	1.270861	-4.343767	5.413881
14	2	86	7.267964	-10.416393	6.529469	8.964145	5.724832	3.629782
14	2	14	2.450785	7.921075	4.075546	3.969228	-5.520813	6.080931
15	5	18	6.937707	-5.932051	6.332009	7.938301	6.669224	1.868994
