8	4	6.085504	-4.757292	6.506656	6.487641	1.045584	6.915544	-0.417357	9.666302	3.600123	3.018522	-3.692580	6.916082	6.085582	-8.578036	6.506656	6.488003	6.165661	2.680874	1.132544	5.075911	3.600965	3.018592	4.088323	2.874006
10	4	1.841858	9.411375	2.884945	-0.556369	-4.603674	8.449024	6.105480	-8.378513	9.449542	5.779192	6.710908	1.927601	6.105462	-2.156864	9.442981	5.779159	0.981188	8.448393	6.034678	1.852201	3.265128	5.648734	0.955416	8.448447
84	4	-1.258994	9.053546	0.532451	4.090360	0.315352	6.077821	2.694330	-2.316144	5.818732	8.570378	6.427875	1.083923	-1.071638	4.788843	1.724203	4.202240	4.583859	3.072113	2.338038	0.601117	5.704943	7.790276	2.252628	5.982187
408	4	0.494547	7.746485	1.534165	4.266015	-5.696650	6.322955	6.804940	-7.152805	7.319298	5.721493	4.706231	2.654809	6.629084	-1.380633	7.319297	5.610425	-0.173597	6.321785	4.143510	1.348963	7.272617	5.205457	-5.654404	6.322955
454	4	1.625645	10.861048	1.808521	2.216644	-3.997006	7.252922	6.676008	-7.826177	8.379326	6.546897	6.763432	1.624994	1.627865	1.318871	8.353636	6.537862	-0.692110	7.252922	6.667220	-2.290994	8.379326	6.546897	2.034626	7.251317
504	4	6.398021	-7.705398	4.760914	1.999263	7.335580	-0.379256	-0.142581	7.129470	-1.695472	-2.415559	4.452433	0.449655	-0.145353	9.663676	-1.695472	-3.752745	-1.733870	5.507338	6.398006	-3.556741	4.760914	1.976867	1.335152	5.507092
604	4	8.209659	-0.540970	4.785455	3.310720	1.047532	6.771486	8.075303	0.790649	2.489847	2.128211	0.755336	6.772053	8.213262	-2.502360	4.862554	3.330270	6.039405	1.231625	3.611030	6.249066	0.712712	-1.229208	-2.183275	6.772507
851	4	6.341449	-6.760042	7.001127	6.054380	6.327455	3.275984	5.683544	7.372455	2.869717	-0.380822	-6.520164	7.816797	5.872178	3.357232	5.813420	3.511395	-3.509558	7.816797	6.335811	-0.733080	6.896642	6.054293	-0.001213	7.816795
870	4	6.010687	-1.304677	6.666673	5.459105	2.371325	6.990183	6.087965	-4.387944	6.666673	5.459112	7.888628	1.506120	0.867462	8.907210	0.565688	0.894447	-1.455255	7.259393	4.593414	3.602026	3.283455	1.132292	-1.114122	7.259286
873	4	2.226575	11.090906	4.651963	3.186859	-0.192666	1.679255	7.876698	-0.023873	5.512163	7.104291	0.153379	0.886566	7.949759	-5.458871	5.515858	7.104471	6.430352	-0.022021	2.226571	11.102381	4.651963	3.186859	-2.765639	6.347989
1091	4	4.845424	5.083835	-0.043840	1.465304	-4.619028	6.510545	6.875621	-0.570747	5.739510	2.150733	0.610091	6.509008	6.875640	-6.766129	6.033571	6.860557	4.903053	0.839720	6.875640	-5.354449	6.033201	6.856316	0.610102	6.509008
