1	2	60.212925	90.449545	1.913405	0.893636	0.159810	0.180756	21.448430	1.000000	0.010897	68.276892	3.000000	0.019607	2.421912	5.000000	21.319772	1.272877	6.000000	0.013600	3.609711	3.000000	34.331546
2	1	76.370882	41.817962	17.045456	0.155275	0.228943	0.530154	47.939203	1.000000	0.065731	37.724785	1.000000	0.010320	4.602842	4.000000	81.384838	4.569370	5.000000	0.018562	2.916419	5.000000	50.151658
3	1	44.281393	56.096996	83.103848	0.308250	0.753994	0.795089	36.635570	2.000000	0.010970	5.769007	1.000000	0.020822	0.216282	1.000000	43.611799	1.019176	3.000000	0.028063	3.652733	1.000000	47.131653
4	2	20.271390	48.855393	90.551843	0.707680	0.635840	0.930572	21.092389	4.000000	0.074880	26.552541	1.000000	0.171391	0.931475	3.000000	60.130732	0.055154	5.000000	0.010032	3.904078	3.000000	14.498559
5	3	6.779269	49.468811	1.896739	0.460228	0.598147	0.623956	54.746316	6.000000	0.012981	11.858397	1.000000	0.033293	2.235361	5.000000	28.883777	0.340196	5.000000	0.013618	1.534403	6.000000	70.059349
6	1	28.350706	77.583967	29.804480	0.752975	0.586081	0.976984	38.912963	4.000000	0.183511	59.500719	4.000000	0.030319	2.243215	1.000000	15.561933	2.408513	1.000000	0.051565	2.760215	6.000000	68.781143
7	1	46.683384	26.910812	3.758232	0.279605	0.169078	0.266041	4.844467	4.000000	0.049744	43.342513	5.000000	0.020354	0.201641	3.000000	26.291579	2.070605	2.000000	0.019914	3.964083	1.000000	31.365908
8	1	99.179185	75.225074	3.000078	0.357110	0.791833	0.816661	53.199397	5.000000	0.012737	38.858416	6.000000	0.028683	3.001635	1.000000	83.526905	1.489052	4.000000	0.017449	3.081319	5.000000	4.713418
9	1	11.582164	15.254766	32.350710	0.836095	0.442730	0.220680	33.323150	5.000000	0.029413	41.511924	1.000000	0.015650	3.058775	6.000000	28.230573	0.320564	6.000000	0.038067	3.370663	4.000000	41.901180
10	1	94.469747	65.809770	43.455743	0.525725	0.651141	0.134060	32.228370	2.000000	0.014447	28.832815	2.000000	0.012311	2.535580	1.000000	74.891252	1.555600	4.000000	0.011875	4.094006	5.000000	32.741823
