1	1	23.436155	10.385893	89.414290	0.483993	0.864185	0.935557	19.374980	3.000000	0.020170	79.338262	2.000000	0.055041	1.016781	4.000000	8.505083	3.966642	6.000000	0.121995
2	1	2.921336	50.927332	2.426231	0.306011	0.169229	0.491466	49.690656	4.000000	0.055919	110.903546	5.000000	0.050236	1.362653	1.000000	43.343173	4.731738	2.000000	0.011261
3	2	96.863486	99.549314	83.185113	0.472995	0.430064	0.835599	31.596778	4.000000	0.011964	132.499400	4.000000	0.013434	0.160527	1.000000	8.285407	4.463926	4.000000	0.016784
4	2	5.262711	5.635412	6.157464	0.129894	0.158670	0.252713	16.855744	4.000000	0.152066	111.046034	3.000000	0.027191	3.250915	3.000000	48.242438	0.567039	3.000000	0.180471
5	1	45.665041	77.979613	76.766345	0.757736	0.145228	0.398192	6.137552	3.000000	0.100921	75.366603	4.000000	0.012373	2.589832	1.000000	63.167169	4.133015	1.000000	0.015678
6	1	89.080958	83.892389	18.430649	0.982500	0.235944	0.669165	3.683274	2.000000	0.022785	77.522773	6.000000	0.036957	0.078037	2.000000	34.109990	0.998524	6.000000	0.012942
7	1	89.358985	86.921588	60.072192	0.925959	0.920900	0.861342	2.213724	5.000000	0.023350	93.818761	5.000000	0.096531	1.358144	3.000000	71.875696	3.471138	1.000000	0.275519
8	2	3.028614	61.493902	40.590873	0.475323	0.374068	0.752865	34.195970	2.000000	0.011413	145.322763	2.000000	0.135296	1.199978	2.000000	24.428526	0.340137	1.000000	0.013966
9	1	31.270404	83.486353	15.491921	0.819217	0.138055	0.471358	1.142728	4.000000	0.013032	176.922292	3.000000	0.010246	1.333147	5.000000	95.542944	1.318042	1.000000	0.019436
10	1	78.935744	5.710977	37.131312	0.245618	0.542421	0.731440	27.329631	4.000000	0.024732	137.817715	1.000000	0.026731	2.881155	2.000000	34.997932	0.466664	1.000000	0.012738
11	1	73.415376	35.335446	95.723484	0.872541	0.876040	0.495326	59.535770	2.000000	0.011304	110.107410	4.000000	0.020316	4.428330	1.000000	29.412365	3.414572	5.000000	0.044081
12	2	33.254798	54.950842	49.383249	0.958426	0.656527	0.108128	23.817845	2.000000	0.018188	74.729185	1.000000	0.097145	1.475209	4.000000	46.028162	2.869712	6.000000	0.117885
13	2	67.905475	68.906757	60.961506	0.559536	0.725509	0.917913	25.276890	3.000000	0.014514	32.127414	6.000000	0.082432	1.789934	1.000000	83.443164	3.609970	3.000000	0.017006
14	1	58.168283	8.208227	85.054470	0.750259	0.363416	0.809900	50.120397	1.000000	0.013066	159.862854	5.000000	0.014768	0.666624	6.000000	11.551104	3.365089	6.000000	0.016502
15	2	35.016658	72.473468	72.752028	0.965950	0.691224	0.840092	8.594041	5.000000	0.046442	98.472113	4.000000	0.017306	2.188849	2.000000	34.337005	4.743561	4.000000	0.013972
