6	4	-2.916034	3.997892	-5.530894	-8.662635	-4.176759	2.346700	-2.831411	2.900987	-1.547277	1.486361	-5.935820	-7.338541	3.965957	-2.149848	-6.207558	5.211904	-2.657917	5.631292	-7.191815	-12.186838	0.011338	7.339818	-6.872204	0.384497	-1.881722	5.265552	-9.036703	-11.436897	1.093711	6.763476	-6.088841	-0.161767
23	4	-5.398518	5.363246	3.707839	3.924055	-3.920582	-0.597370	-8.218973	-7.012582	3.662392	7.435325	0.478748	1.558969	-3.909334	-4.341364	-5.087539	-2.813168	3.546456	7.336990	0.660085	1.533566	-3.932540	-4.402621	-5.339481	-2.843646	3.610667	7.382260	0.574477	1.553390	-3.918004	-4.376043	-5.237812	-2.815154
27	4	-4.027240	-1.482219	-3.112865	-3.799202	3.328604	6.414513	7.538840	-0.929213	-2.638670	-8.526988	6.899324	8.862646	-1.486907	-0.798157	-2.867444	1.251041	-8.835367	-7.497717	-7.001516	-4.326366	2.086157	1.617750	3.847285	4.268998	-6.303706	-4.362330	3.617130	-0.383776	-1.318834	5.154527	-0.262459	5.034431
43	4	-2.474528	3.398884	-5.510907	-4.811359	-0.043554	2.600131	2.587030	-3.068263	5.400397	0.176128	-6.563621	-6.550373	3.140627	-9.180064	5.325620	-5.269709	2.868802	9.874879	-1.347605	-1.044880	0.273079	-3.576991	-0.874919	0.569671	2.654826	9.194711	-1.544184	-0.689875	-1.134495	-3.242920	-1.033935	1.643812
58	4	-7.914800	2.776566	-1.230701	-10.443192	-3.363461	-1.013793	2.117632	5.943993	-5.797098	4.383076	-7.525592	-5.855585	-1.539913	4.244361	-2.955621	6.556212	-9.193333	5.004471	-5.327604	-6.620723	2.866742	-4.311427	-0.259157	3.876709	-14.199827	4.923928	-4.043449	1.577527	2.744014	-6.174795	-2.910186	0.348187
71	4	-4.772373	-2.908831	8.492303	-4.485519	5.207712	-1.317181	2.898898	-4.851406	-2.325357	-5.041469	7.463582	-5.272509	6.148602	4.695850	-1.709382	-6.090904	2.888777	-2.477501	-2.826082	4.178220	-2.900349	5.278326	-7.043456	-6.926242	0.272769	-0.857345	5.278078	-1.684040	0.017306	6.943823	-3.038272	-8.924209
81	4	-4.339265	3.929494	2.969656	7.089136	-7.106618	-1.708145	-2.020011	-5.875059	6.180991	-5.409416	-1.355066	5.702666	-6.369574	2.597326	-1.916216	-8.030569	0.083995	-7.738664	6.594555	10.596340	-8.974800	1.271622	-2.337871	-6.111181	2.213399	-10.252699	-4.569840	2.816491	-9.014901	3.789701	2.387636	-9.531927
83	4	-3.657509	-2.104080	-9.327636	-0.052334	3.537723	5.563276	1.781187	-8.620306	-7.685119	3.733435	-10.602248	4.256358	-5.076898	3.169119	1.121721	-5.114887	-3.636934	5.546826	-8.587392	-0.602240	2.206218	2.861562	-3.113808	-6.815267	-1.891832	9.370928	-2.648058	3.442647	2.644528	-1.667024	-7.564449	-2.215994
84	4	-2.445196	-6.334476	6.897775	1.903807	-2.101202	-0.828406	-2.143225	4.621194	3.076070	-7.337586	-2.966291	2.392557	-0.463292	-2.075108	-3.879388	5.085187	-3.410327	-8.025419	6.376972	-3.313308	-5.355678	4.076529	-5.056688	3.065123	-8.944759	-8.504742	2.949482	0.690131	-8.638013	2.623035	2.270082	-1.744452
86	4	-3.910537	1.668296	-1.769052	-4.685315	1.815615	-4.785741	4.578560	-2.646896	1.174460	6.161636	-1.844577	-7.167422	-2.568205	5.973517	-3.324385	-0.606022	0.787953	6.140165	-5.095926	-3.409058	-2.011278	5.693799	-0.181796	-3.437080	-3.630540	3.736100	-5.201865	2.462599	-2.148720	-2.255254	5.973611	-3.551510
118	4	-3.784449	4.692900	-3.446171	3.102353	3.742199	-8.559374	-4.429286	-0.218771	4.070815	-1.928442	-4.816071	0.001464	-3.053192	2.085677	-4.235061	2.399327	4.409041	3.157018	-3.536474	-4.208325	-0.473935	2.264473	-4.635484	-6.228074	2.504325	-1.216633	-1.875490	2.694356	-3.262840	-1.315283	-6.480923	2.859866
119	4	6.393571	-5.538607	-7.587032	-4.555489	8.817241	-5.192932	2.946472	-1.442401	-1.425814	2.074251	-7.615397	-5.317416	4.065320	-7.098090	0.226021	4.504270	-1.191746	-2.865033	3.670855	-4.491825	3.458040	-5.585827	-4.436124	4.489393	3.011580	-4.371902	-9.662147	-3.235773	5.889609	-5.638529	-0.520373	6.098415
126	4	7.696472	-0.466154	1.644683	-8.701082	5.348073	-1.853785	-5.385742	-5.399019	-2.480077	8.322472	-6.577555	-2.314301	8.779895	-2.671488	0.066315	-4.780549	-0.174606	5.059766	-8.154839	-7.234385	0.748850	2.252660	-2.932453	-12.130153	-8.838161	3.106977	-6.790216	2.367656	-0.586448	5.375497	-1.287896	-7.656723
143	4	3.811201	-10.990904	8.158755	-3.575291	1.863112	-4.745893	1.421265	-4.203330	4.751910	-6.049422	7.595387	-1.802215	-3.122449	-4.092941	2.747056	-0.579600	-1.853232	-5.263567	10.190854	-5.325952	-3.873929	3.129143	2.871984	-3.774503	-5.855500	-4.010819	8.836027	-5.346900	7.635090	-1.683918	-5.687628	3.796975
160	4	-2.126735	-3.254188	-2.082384	0.805987	-6.471360	-2.783380	2.654452	8.638111	-8.091787	-4.975665	-3.065206	2.541128	-7.509054	2.594355	-1.271695	4.239157	-5.985310	-3.190185	-3.085376	3.302866	-3.904863	-3.753993	5.403782	2.066376	-9.962220	2.634951	-2.457085	5.848090	-5.828993	-7.408907	4.271075	-1.339092
166	4	-2.793213	-5.454260	-2.890168	5.429616	2.971118	-5.030595	-5.950622	8.236564	-5.099989	-2.362229	-3.366215	5.436618	-3.409935	2.153037	-6.712600	4.659061	4.377554	2.471312	-7.119819	-1.539505	-4.813328	5.333178	-9.336404	-0.535524	1.293651	-1.956179	-0.879716	-5.360657	-2.097776	4.503128	3.145623	-5.402628
177	4	-5.136089	-5.704659	-0.106948	7.382509	5.061201	-3.077641	3.228739	-7.389681	-4.647506	-6.038669	-3.697858	8.628380	3.000186	-2.042970	-1.468324	1.889103	2.662753	-5.713964	-5.198435	6.330674	-0.763331	-2.123279	-3.828572	1.686190	-4.547121	0.040926	-6.620088	5.838846	-5.473344	1.845858	-0.847821	2.659962
